feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
InnerTypeLast,260,12427,211,9630,22528,0.56,0.44,0.02,0.55,0.26,0.03,0.02,0.03,0.56,0.01,0.0,0.99,0.15,0.0,
RightCurly,359,12346,292,9531,22528,0.56,0.44,0.03,0.55,0.26,0.04,0.02,0.04,0.56,0.01,0.01,0.99,0.19,0.0,
ClassMemberImpliedModifier,61,12588,50,9829,22528,0.56,0.44,0.0,0.55,0.25,0.01,0.0,0.01,0.56,0.0,0.0,0.99,0.04,0.0,
ExplicitInitialization,214,12461,177,9676,22528,0.56,0.44,0.02,0.55,0.25,0.02,0.01,0.02,0.56,0.01,0.0,0.99,0.13,0.0,
LeftCurly,383,12319,319,9507,22528,0.56,0.44,0.03,0.55,0.24,0.04,0.03,0.04,0.56,0.01,0.01,0.99,0.2,0.0,
MagicNumber,586,12148,490,9304,22528,0.57,0.44,0.05,0.54,0.24,0.06,0.04,0.06,0.56,0.02,0.01,0.99,0.28,0.0,
NestedTryDepth,25,12617,21,9865,22528,0.56,0.44,0.0,0.54,0.24,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.02,0.0,
NonEmptyAtclauseDescription,155,12509,129,9735,22528,0.56,0.44,0.01,0.55,0.24,0.02,0.01,0.02,0.56,0.0,0.0,0.99,0.1,0.0,
EmptyBlock,71,12577,61,9819,22528,0.56,0.44,0.01,0.54,0.23,0.01,0.0,0.01,0.56,0.0,0.0,0.99,0.05,0.0,
NoWhitespaceBefore,184,12480,158,9706,22528,0.56,0.44,0.02,0.54,0.23,0.02,0.01,0.02,0.56,0.01,0.0,0.99,0.11,0.0,
AvoidStarImport,225,12444,194,9665,22528,0.56,0.44,0.02,0.54,0.22,0.02,0.02,0.02,0.56,0.01,0.0,0.99,0.13,0.0,
LocalFinalVariableName,29,12613,25,9861,22528,0.56,0.44,0.0,0.54,0.22,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.02,0.0,
NeedBraces,445,12252,386,9445,22528,0.56,0.44,0.04,0.54,0.22,0.04,0.03,0.04,0.56,0.01,0.0,0.99,0.23,0.0,
NoWhitespaceAfter,126,12528,110,9764,22528,0.56,0.44,0.01,0.53,0.22,0.01,0.01,0.01,0.56,0.0,0.0,0.99,0.08,0.0,
VariableDeclarationUsageDistance,235,12436,202,9655,22528,0.56,0.44,0.02,0.54,0.22,0.02,0.02,0.02,0.56,0.01,0.0,0.99,0.14,0.0,
EqualsAvoidNull,115,12536,102,9775,22528,0.56,0.44,0.01,0.53,0.21,0.01,0.01,0.01,0.56,0.0,0.0,0.99,0.08,0.0,
OneStatementPerLine,30,12611,27,9860,22528,0.56,0.44,0.0,0.53,0.2,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.03,0.0,
BooleanExpressionComplexity,71,12573,65,9819,22528,0.56,0.44,0.01,0.52,0.19,0.01,0.01,0.01,0.56,0.0,0.0,0.99,0.05,0.0,
ClassDataAbstractionCoupling,135,12515,123,9755,22528,0.56,0.44,0.01,0.52,0.19,0.01,0.01,0.01,0.56,0.0,0.0,0.99,0.09,0.0,
ParameterName,34,12607,31,9856,22528,0.56,0.44,0.0,0.52,0.19,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.03,0.0,
RedundantImport,12,12627,11,9878,22528,0.56,0.44,0.0,0.52,0.19,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.01,0.0,
DeclarationOrder,522,12155,483,9368,22528,0.56,0.44,0.04,0.52,0.18,0.05,0.04,0.05,0.56,0.01,0.0,0.99,0.26,0.0,
TrailingComment,405,12262,376,9485,22528,0.56,0.44,0.03,0.52,0.18,0.04,0.03,0.04,0.56,0.01,0.0,0.99,0.22,0.0,
WriteTag,292,12368,270,9598,22528,0.56,0.44,0.02,0.52,0.18,0.03,0.02,0.03,0.56,0.01,0.0,0.99,0.17,0.0,
EmptyLineSeparator,837,11852,786,9053,22528,0.56,0.44,0.07,0.52,0.17,0.08,0.06,0.08,0.55,0.02,0.0,0.99,0.37,0.0,
IllegalCatch,242,12407,231,9648,22528,0.56,0.44,0.02,0.51,0.17,0.02,0.02,0.02,0.56,0.01,0.0,0.99,0.15,0.0,
CommentsIndentation,322,12330,308,9568,22528,0.56,0.44,0.03,0.51,0.16,0.03,0.02,0.03,0.56,0.01,0.0,0.99,0.18,0.0,
DesignForExtension,699,11967,671,9191,22528,0.56,0.44,0.06,0.51,0.16,0.07,0.05,0.07,0.55,0.02,0.0,0.99,0.33,0.0,
EmptyCatchBlock,92,12550,88,9798,22528,0.56,0.44,0.01,0.51,0.16,0.01,0.01,0.01,0.56,0.0,0.0,0.99,0.07,0.0,
JavadocMethod,461,12196,442,9429,22528,0.56,0.44,0.04,0.51,0.16,0.05,0.03,0.04,0.56,0.01,0.0,0.99,0.24,0.0,
LineLength,1371,11313,1325,8519,22528,0.56,0.44,0.12,0.51,0.16,0.14,0.1,0.12,0.55,0.03,0.0,0.99,0.53,0.0,
AnnotationOnSameLine,928,11721,917,8962,22528,0.56,0.44,0.08,0.5,0.15,0.09,0.07,0.09,0.55,0.02,0.0,0.99,0.41,0.0,
ClassFanOutComplexity,115,12526,112,9775,22528,0.56,0.44,0.01,0.51,0.15,0.01,0.01,0.01,0.56,0.0,0.0,0.99,0.08,0.0,
CyclomaticComplexity,295,12351,287,9595,22528,0.56,0.44,0.03,0.51,0.15,0.03,0.02,0.03,0.56,0.01,0.0,0.99,0.17,0.0,
GenericWhitespace,45,12594,44,9845,22528,0.56,0.44,0.0,0.51,0.15,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.04,0.0,
JavadocVariable,880,11779,859,9010,22528,0.56,0.44,0.08,0.51,0.15,0.09,0.07,0.08,0.55,0.02,0.0,0.99,0.39,0.0,
SeparatorWrap,483,12167,471,9407,22528,0.56,0.44,0.04,0.51,0.15,0.05,0.04,0.05,0.56,0.01,0.0,0.99,0.25,0.0,
UnnecessaryParentheses,232,12410,228,9658,22528,0.56,0.44,0.02,0.5,0.15,0.02,0.02,0.02,0.56,0.0,0.0,0.99,0.14,0.0,
FileLength,9,12629,9,9881,22528,0.56,0.44,0.0,0.5,0.14,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.01,0.0,
LambdaParameterName,2,12636,2,9888,22528,0.56,0.44,0.0,0.5,0.14,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.0,0.0,
MemberName,60,12578,60,9830,22528,0.56,0.44,0.01,0.5,0.14,0.01,0.0,0.01,0.56,0.0,0.0,0.99,0.05,0.0,
MissingJavadocMethod,794,11851,787,9096,22528,0.56,0.44,0.07,0.5,0.14,0.08,0.06,0.07,0.55,0.02,0.0,0.99,0.37,0.0,
MultipleVariableDeclarations,57,12581,57,9833,22528,0.56,0.44,0.01,0.5,0.14,0.01,0.0,0.01,0.56,0.0,0.0,0.99,0.05,0.0,
SuperFinalize,1,12637,1,9889,22528,0.56,0.44,0.0,0.5,0.14,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.0,0.0,
UnnecessarySemicolonInTryWithResources,1,12637,1,9889,22528,0.56,0.44,0.0,0.5,0.14,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.0,0.0,
AtclauseOrder,120,12516,122,9770,22528,0.56,0.44,0.01,0.5,0.13,0.01,0.01,0.01,0.56,0.0,-0.0,0.99,0.09,0.0,
Indentation,807,11821,817,9083,22528,0.56,0.44,0.07,0.5,0.13,0.08,0.06,0.08,0.55,0.02,-0.0,0.99,0.37,0.0,
LocalVariableName,81,12556,82,9809,22528,0.56,0.44,0.01,0.5,0.13,0.01,0.01,0.01,0.56,0.0,-0.0,0.99,0.06,0.0,
MissingCtor,230,12405,233,9660,22528,0.56,0.44,0.02,0.5,0.13,0.02,0.02,0.02,0.56,0.0,-0.0,0.99,0.14,0.0,
NestedIfDepth,379,12251,387,9511,22528,0.56,0.44,0.03,0.49,0.13,0.04,0.03,0.04,0.56,0.01,-0.0,0.99,0.21,0.0,
NewlineAtEndOfFile,94,12543,95,9796,22528,0.56,0.44,0.01,0.5,0.13,0.01,0.01,0.01,0.56,0.0,-0.0,0.99,0.07,0.0,
ParenPad,286,12347,291,9604,22528,0.56,0.44,0.03,0.5,0.13,0.03,0.02,0.03,0.56,0.01,-0.0,0.99,0.17,0.0,
RedundantModifier,169,12465,173,9721,22528,0.56,0.44,0.02,0.49,0.13,0.02,0.01,0.02,0.56,0.0,-0.0,0.99,0.11,0.0,
SingleSpaceSeparator,411,12224,414,9479,22528,0.56,0.44,0.04,0.5,0.13,0.04,0.03,0.04,0.56,0.01,-0.0,0.99,0.23,0.0,
FinalParameters,870,11743,895,9020,22528,0.56,0.44,0.08,0.49,0.12,0.09,0.07,0.08,0.55,0.02,-0.0,0.99,0.4,0.0,
MissingJavadocType,189,12441,197,9701,22528,0.56,0.44,0.02,0.49,0.12,0.02,0.02,0.02,0.56,0.0,-0.0,0.99,0.13,0.0,
ReturnCount,348,12278,360,9542,22528,0.56,0.44,0.03,0.49,0.12,0.04,0.03,0.03,0.56,0.01,-0.0,0.99,0.2,0.0,
UnusedImports,389,12236,402,9501,22528,0.56,0.44,0.04,0.49,0.12,0.04,0.03,0.04,0.56,0.01,-0.0,0.99,0.22,0.0,
WhitespaceAround,834,11778,860,9056,22528,0.56,0.44,0.08,0.49,0.12,0.08,0.07,0.08,0.55,0.01,-0.0,0.99,0.39,0.0,
FinalLocalVariable,992,11592,1046,8898,22528,0.56,0.44,0.09,0.49,0.11,0.1,0.08,0.09,0.55,0.02,-0.0,0.99,0.44,0.0,
HiddenField,541,12065,573,9349,22528,0.56,0.44,0.05,0.49,0.11,0.05,0.05,0.05,0.55,0.01,-0.0,0.99,0.28,0.0,
JavadocParagraph,395,12224,414,9495,22528,0.56,0.44,0.04,0.49,0.11,0.04,0.03,0.04,0.56,0.01,-0.0,0.99,0.22,0.0,
MultipleStringLiterals,681,11923,715,9209,22528,0.56,0.44,0.06,0.49,0.11,0.07,0.06,0.06,0.55,0.01,-0.0,0.99,0.34,0.0,
EmptyForIteratorPad,15,12622,16,9875,22528,0.56,0.44,0.0,0.48,0.1,0.0,0.0,0.0,0.56,0.0,-0.0,0.99,0.02,0.0,
ExecutableStatementCount,227,12396,242,9663,22528,0.56,0.44,0.02,0.48,0.1,0.02,0.02,0.02,0.56,0.0,-0.0,0.99,0.15,0.0,
ImportOrder,963,11615,1023,8927,22528,0.56,0.44,0.09,0.48,0.1,0.1,0.08,0.09,0.55,0.01,-0.0,0.99,0.43,0.0,
JavadocPackage,136,12492,146,9754,22528,0.56,0.44,0.01,0.48,0.1,0.01,0.01,0.01,0.56,0.0,-0.0,0.99,0.1,0.0,
WhitespaceAfter,550,12050,588,9340,22528,0.56,0.44,0.05,0.48,0.1,0.06,0.05,0.05,0.55,0.01,-0.0,0.99,0.29,0.0,
AvoidInlineConditionals,426,12177,461,9464,22528,0.56,0.44,0.04,0.48,0.09,0.04,0.04,0.04,0.56,0.01,-0.0,0.99,0.24,0.0,
MethodParamPad,47,12587,51,9843,22528,0.56,0.44,0.0,0.48,0.09,0.0,0.0,0.0,0.56,0.0,-0.0,0.99,0.04,0.0,
CustomImportOrder,27,12608,30,9863,22528,0.56,0.44,0.0,0.47,0.08,0.0,0.0,0.0,0.56,0.0,-0.0,0.99,0.03,0.0,
FinalClass,47,12585,53,9843,22528,0.56,0.44,0.0,0.47,0.07,0.0,0.0,0.0,0.56,0.0,-0.0,0.99,0.04,0.0,
StaticVariableName,49,12583,55,9841,22528,0.56,0.44,0.0,0.47,0.07,0.0,0.0,0.0,0.56,0.0,-0.0,0.99,0.04,0.0,
JavadocStyle,247,12356,282,9643,22528,0.56,0.44,0.02,0.47,0.06,0.02,0.02,0.02,0.56,0.0,-0.0,0.99,0.16,0.0,
JavadocTagContinuationIndentation,71,12557,81,9819,22528,0.56,0.44,0.01,0.47,0.06,0.01,0.01,0.01,0.56,0.0,-0.0,0.99,0.06,0.0,
NPathComplexity,220,12383,255,9670,22528,0.56,0.44,0.02,0.46,0.06,0.02,0.02,0.02,0.56,0.0,-0.0,0.99,0.15,0.0,
OperatorWrap,301,12292,346,9589,22528,0.56,0.44,0.03,0.47,0.06,0.03,0.03,0.03,0.56,0.0,-0.0,0.99,0.19,0.0,
ParameterAssignment,152,12463,175,9738,22528,0.56,0.44,0.01,0.46,0.06,0.02,0.01,0.02,0.56,0.0,-0.0,0.99,0.11,0.0,
AnnotationUseStyle,37,12595,43,9853,22528,0.56,0.44,0.0,0.46,0.05,0.0,0.0,0.0,0.56,0.0,-0.0,0.99,0.03,0.0,
JavadocType,17,12618,20,9873,22528,0.56,0.44,0.0,0.46,0.05,0.0,0.0,0.0,0.56,0.0,-0.0,0.99,0.02,0.0,
SummaryJavadoc,323,12261,377,9567,22528,0.56,0.44,0.03,0.46,0.05,0.03,0.03,0.03,0.56,0.0,-0.0,0.99,0.2,0.0,
AnnotationLocation,31,12601,37,9859,22528,0.56,0.44,0.0,0.46,0.04,0.0,0.0,0.0,0.56,0.0,-0.0,0.99,0.03,0.0,
JavaNCSS,177,12428,210,9713,22528,0.56,0.44,0.02,0.46,0.04,0.02,0.02,0.02,0.56,0.0,-0.0,0.99,0.13,0.0,
file_ccp,4439,7347,5291,5451,22528,0.52,0.44,0.43,0.46,0.04,0.45,0.42,0.29,0.51,0.03,-0.07,0.99,0.99,0.0,
prev_touch_ago,4137,7707,4931,5753,22528,0.53,0.44,0.4,0.46,0.04,0.42,0.39,0.28,0.51,0.03,-0.06,0.99,0.97,0.0,
IllegalType,74,12548,90,9816,22528,0.56,0.44,0.01,0.45,0.03,0.01,0.01,0.01,0.56,0.0,-0.0,0.99,0.06,0.0,
InterfaceMemberImpliedModifier,78,12544,94,9812,22528,0.56,0.44,0.01,0.45,0.03,0.01,0.01,0.01,0.56,0.0,-0.0,0.99,0.06,0.0,
OverloadMethodsDeclarationOrder,145,12462,176,9745,22528,0.56,0.44,0.01,0.45,0.03,0.01,0.01,0.01,0.56,0.0,-0.0,0.99,0.11,0.0,
same_day_duration_avg,5092,6474,6164,4798,22528,0.51,0.44,0.5,0.45,0.03,0.51,0.49,0.32,0.5,0.03,-0.08,0.99,1.0,0.0,
ConstantName,112,12500,138,9778,22528,0.56,0.44,0.01,0.45,0.02,0.01,0.01,0.01,0.56,0.0,-0.0,0.99,0.09,0.0,
TodoComment,175,12421,217,9715,22528,0.56,0.44,0.02,0.45,0.02,0.02,0.02,0.02,0.56,0.0,-0.0,0.99,0.13,0.0,
MissingOverride,8,12628,10,9882,22528,0.56,0.44,0.0,0.44,0.01,0.0,0.0,0.0,0.56,0.0,-0.0,0.99,0.01,0.0,
AvoidStaticImport,238,12336,302,9652,22528,0.56,0.44,0.02,0.44,0.0,0.02,0.02,0.02,0.56,0.0,-0.01,0.99,0.16,0.0,
CatchParameterName,50,12574,64,9840,22528,0.56,0.44,0.01,0.44,-0.0,0.01,0.01,0.01,0.56,-0.0,-0.0,0.99,0.05,0.0,
random_metric,4841,6448,6190,5049,22528,0.5,0.44,0.49,0.44,-0.0,0.49,0.49,0.3,0.5,-0.0,-0.11,0.99,1.0,0.0,
IllegalToken,3,12634,4,9887,22528,0.56,0.44,0.0,0.43,-0.02,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,
NoClone,6,12630,8,9884,22528,0.56,0.44,0.0,0.43,-0.02,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.01,0.0,
NoFinalizer,3,12634,4,9887,22528,0.56,0.44,0.0,0.43,-0.02,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,
ParameterNumber,76,12536,102,9814,22528,0.56,0.44,0.01,0.43,-0.03,0.01,0.01,0.01,0.56,-0.0,-0.0,0.99,0.07,0.0,
AvoidNestedBlocks,31,12595,43,9859,22528,0.56,0.44,0.0,0.42,-0.05,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.03,0.0,
InvalidJavadocPosition,63,12550,88,9827,22528,0.56,0.44,0.01,0.42,-0.05,0.01,0.01,0.01,0.56,-0.0,-0.0,0.99,0.06,0.0,
SingleLineJavadoc,10,12624,14,9880,22528,0.56,0.44,0.0,0.42,-0.05,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.01,0.0,
StringLiteralEquality,5,12631,7,9885,22528,0.56,0.44,0.0,0.42,-0.05,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.01,0.0,
AnonInnerLength,144,12434,204,9746,22528,0.56,0.44,0.02,0.41,-0.06,0.01,0.02,0.01,0.56,-0.0,-0.0,0.99,0.12,0.0,
NestedForDepth,31,12594,44,9859,22528,0.56,0.44,0.0,0.41,-0.06,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.03,0.0,
FallThrough,9,12625,13,9881,22528,0.56,0.44,0.0,0.41,-0.07,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.01,0.0,
MethodName,27,12598,40,9863,22528,0.56,0.44,0.0,0.4,-0.08,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.03,0.0,
MissingDeprecated,71,12532,106,9819,22528,0.56,0.44,0.01,0.4,-0.09,0.01,0.01,0.01,0.56,-0.0,-0.0,0.99,0.07,0.0,
InnerAssignment,33,12586,52,9857,22528,0.56,0.44,0.0,0.39,-0.12,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.04,0.0,
ThrowsCount,14,12615,23,9876,22528,0.56,0.44,0.0,0.38,-0.14,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.02,0.0,
MethodLength,56,12542,96,9834,22528,0.56,0.44,0.01,0.37,-0.16,0.01,0.01,0.01,0.56,-0.0,-0.0,0.99,0.06,0.0,
ModifiedControlVariable,18,12605,33,9872,22528,0.56,0.44,0.0,0.35,-0.2,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.02,0.0,
AvoidEscapedUnicodeCharacters,7,12624,14,9883,22528,0.56,0.44,0.0,0.33,-0.24,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.01,0.0,
DefaultComesLast,1,12636,2,9889,22528,0.56,0.44,0.0,0.33,-0.24,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,
EmptyForInitializerPad,1,12636,2,9889,22528,0.56,0.44,0.0,0.33,-0.24,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,
TypeName,3,12632,6,9887,22528,0.56,0.44,0.0,0.33,-0.24,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.01,0.0,
NoLineWrap,1,12635,3,9889,22528,0.56,0.44,0.0,0.25,-0.43,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,
RequireThis,2,12632,6,9888,22528,0.56,0.44,0.0,0.25,-0.43,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,
SuperClone,5,12623,15,9885,22528,0.56,0.44,0.0,0.25,-0.43,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.01,0.0,
TypecastParenPad,1,12635,3,9889,22528,0.56,0.44,0.0,0.25,-0.43,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,
IllegalThrows,1,12633,5,9889,22528,0.56,0.44,0.0,0.17,-0.62,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,
ClassTypeParameterName,0,12634,4,9890,22528,0.56,0.44,0.0,0.0,-1.0,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,
CovariantEquals,0,12637,1,9890,22528,0.56,0.44,0.0,0.0,-1.0,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,
ImportControl,0,12638,0,9890,22528,0.56,0.44,0.0,0.0,-1.0,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.0,0.0,
InterfaceTypeParameterName,0,12636,2,9890,22528,0.56,0.44,0.0,0.0,-1.0,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,
MissingJavadocPackage,0,12638,0,9890,22528,0.56,0.44,0.0,0.0,-1.0,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.0,0.0,
MutableException,0,12636,2,9890,22528,0.56,0.44,0.0,0.0,-1.0,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,
OuterTypeFilename,0,12638,0,9890,22528,0.56,0.44,0.0,0.0,-1.0,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.0,0.0,
PackageName,0,12638,0,9890,22528,0.56,0.44,0.0,0.0,-1.0,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.0,0.0,
Regexp,0,12638,0,9890,22528,0.56,0.44,0.0,0.0,-1.0,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.0,0.0,
RegexpOnFilename,0,12638,0,9890,22528,0.56,0.44,0.0,0.0,-1.0,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.0,0.0,
SuppressWarnings,0,12638,0,9890,22528,0.56,0.44,0.0,0.0,-1.0,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.0,0.0,
