,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
14,UnnecessarySemicolonInTryWithResources,11.0,24748.0,28.0,8248.0,33035.0,0.75,0.25,0.0,0.28,0.13,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.01,0.0,
15,OuterTypeNumber,20.0,24725.0,51.0,8239.0,33035.0,0.75,0.25,0.0,0.28,0.13,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.02,0.0,
16,CatchParameterName,318.0,23894.0,882.0,7941.0,33035.0,0.73,0.25,0.04,0.26,0.06,0.04,0.04,0.03,0.73,0.0,-0.02,0.81,0.23,0.0,
17,NoFinalizer,9.0,24751.0,25.0,8250.0,33035.0,0.75,0.25,0.0,0.26,0.06,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.01,0.0,
18,SuperClone,22.0,24715.0,61.0,8237.0,33035.0,0.75,0.25,0.0,0.27,0.06,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.03,0.0,
19,Indentation,4492.0,12185.0,12591.0,3767.0,33035.0,0.5,0.25,0.52,0.26,0.05,0.54,0.51,0.22,0.49,0.03,-0.33,0.81,1.0,0.0,
20,ParenPad,708.0,22743.0,2033.0,7551.0,33035.0,0.71,0.25,0.08,0.26,0.03,0.09,0.08,0.07,0.71,0.0,-0.05,0.81,0.41,0.0,
21,ClassTypeParameterName,29.0,24691.0,85.0,8230.0,33035.0,0.75,0.25,0.0,0.25,0.02,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.03,0.0,
22,EqualsHashCode,34.0,24677.0,99.0,8225.0,33035.0,0.75,0.25,0.0,0.26,0.02,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.04,0.0,
23,NeedBraces,1515.0,20320.0,4456.0,6744.0,33035.0,0.66,0.25,0.18,0.25,0.01,0.18,0.18,0.12,0.66,0.0,-0.12,0.81,0.68,0.0,
24,ImportControl,8255.0,12.0,24764.0,4.0,33035.0,0.25,0.25,1.0,0.25,0.0,1.0,1.0,0.25,0.25,0.0,-0.67,0.81,0.01,0.0,
25,SimplifyBooleanReturn,32.0,24678.0,98.0,8227.0,33035.0,0.75,0.25,0.0,0.25,-0.02,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.04,0.0,
26,DesignForExtension,5265.0,8527.0,16249.0,2994.0,33035.0,0.42,0.25,0.65,0.24,-0.02,0.64,0.66,0.21,0.42,-0.02,-0.44,0.81,0.93,0.0,
27,InvalidJavadocPosition,216.0,24108.0,668.0,8043.0,33035.0,0.74,0.25,0.03,0.24,-0.02,0.03,0.03,0.02,0.74,-0.0,-0.02,0.81,0.18,0.0,
28,MissingCtor,3134.0,15135.0,9641.0,5125.0,33035.0,0.55,0.25,0.39,0.25,-0.02,0.38,0.39,0.18,0.56,-0.01,-0.26,0.81,0.96,0.0,
29,LineLength,7536.0,1109.0,23667.0,723.0,33035.0,0.26,0.25,0.94,0.24,-0.03,0.91,0.96,0.24,0.28,-0.06,-0.65,0.81,0.31,0.0,
30,MultipleVariableDeclarations,280.0,23902.0,874.0,7979.0,33035.0,0.73,0.25,0.03,0.24,-0.03,0.03,0.04,0.03,0.73,-0.0,-0.02,0.81,0.22,0.0,
31,JavadocParagraph,1557.0,19926.0,4850.0,6702.0,33035.0,0.65,0.25,0.19,0.24,-0.03,0.19,0.2,0.12,0.65,-0.0,-0.13,0.81,0.71,0.0,
32,WhitespaceAround,1898.0,18745.0,6031.0,6361.0,33035.0,0.62,0.25,0.24,0.24,-0.04,0.23,0.24,0.13,0.63,-0.01,-0.17,0.81,0.8,0.0,
33,JavadocVariable,6360.0,4605.0,20171.0,1899.0,33035.0,0.33,0.25,0.8,0.24,-0.04,0.77,0.81,0.22,0.35,-0.05,-0.56,0.81,0.72,0.0,
34,WhitespaceAfter,1304.0,20660.0,4116.0,6955.0,33035.0,0.66,0.25,0.16,0.24,-0.04,0.16,0.17,0.11,0.67,-0.0,-0.11,0.81,0.64,0.0,
35,HideUtilityClassConstructor,497.0,23206.0,1570.0,7762.0,33035.0,0.72,0.25,0.06,0.24,-0.04,0.06,0.06,0.05,0.72,-0.0,-0.04,0.81,0.34,0.0,
36,SimplifyBooleanExpression,90.0,24486.0,290.0,8169.0,33035.0,0.74,0.25,0.01,0.24,-0.05,0.01,0.01,0.01,0.74,-0.0,-0.01,0.81,0.09,0.0,
37,FinalParameters,6454.0,4042.0,20734.0,1805.0,33035.0,0.32,0.25,0.82,0.24,-0.05,0.78,0.84,0.22,0.34,-0.06,-0.58,0.81,0.67,0.0,
38,AnnotationOnSameLine,6122.0,5039.0,19737.0,2137.0,33035.0,0.34,0.25,0.78,0.24,-0.05,0.74,0.8,0.22,0.36,-0.06,-0.55,0.81,0.76,0.0,
39,SingleSpaceSeparator,954.0,21725.0,3051.0,7305.0,33035.0,0.69,0.25,0.12,0.24,-0.05,0.12,0.12,0.08,0.69,-0.0,-0.08,0.81,0.53,0.0,
40,MissingJavadocMethod,5571.0,6969.0,17807.0,2688.0,33035.0,0.38,0.25,0.71,0.24,-0.05,0.67,0.72,0.21,0.4,-0.04,-0.49,0.81,0.87,0.0,
41,RedundantModifier,673.0,22583.0,2193.0,7586.0,33035.0,0.7,0.25,0.09,0.23,-0.06,0.08,0.09,0.06,0.71,-0.0,-0.06,0.81,0.43,0.0,
42,UpperEll,26.0,24691.0,85.0,8233.0,33035.0,0.75,0.25,0.0,0.23,-0.06,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.03,0.0,
43,EmptyLineSeparator,5184.0,7853.0,16923.0,3075.0,33035.0,0.39,0.25,0.67,0.23,-0.06,0.63,0.68,0.21,0.42,-0.05,-0.47,0.81,0.92,0.0,
44,AbbreviationAsWordInName,311.0,23770.0,1006.0,7948.0,33035.0,0.73,0.25,0.04,0.24,-0.06,0.04,0.04,0.03,0.73,-0.0,-0.03,0.81,0.24,0.0,
45,MethodName,179.0,24197.0,579.0,8080.0,33035.0,0.74,0.25,0.02,0.24,-0.06,0.02,0.02,0.02,0.74,-0.0,-0.02,0.81,0.16,0.0,
46,OneStatementPerLine,84.0,24504.0,272.0,8175.0,33035.0,0.74,0.25,0.01,0.24,-0.06,0.01,0.01,0.01,0.74,-0.0,-0.01,0.81,0.09,0.0,
47,InterfaceIsType,28.0,24683.0,93.0,8231.0,33035.0,0.75,0.25,0.0,0.23,-0.07,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.03,0.0,
48,MemberName,346.0,23629.0,1147.0,7913.0,33035.0,0.73,0.25,0.05,0.23,-0.07,0.04,0.05,0.04,0.73,-0.0,-0.03,0.81,0.27,0.0,
49,ModifierOrder,495.0,23132.0,1644.0,7764.0,33035.0,0.72,0.25,0.06,0.23,-0.07,0.06,0.07,0.05,0.72,-0.0,-0.05,0.81,0.35,0.0,
50,ImportOrder,5893.0,5152.0,19624.0,2366.0,33035.0,0.33,0.25,0.77,0.23,-0.08,0.71,0.79,0.21,0.36,-0.08,-0.55,0.81,0.77,0.0,
51,JavadocPackage,1234.0,20659.0,4117.0,7025.0,33035.0,0.66,0.25,0.16,0.23,-0.08,0.15,0.17,0.1,0.67,-0.01,-0.12,0.81,0.64,0.0,
52,HiddenField,3472.0,13092.0,11684.0,4787.0,33035.0,0.5,0.25,0.46,0.23,-0.08,0.42,0.47,0.17,0.52,-0.04,-0.33,0.81,1.0,0.0,
53,NoWhitespaceBefore,248.0,23937.0,839.0,8011.0,33035.0,0.73,0.25,0.03,0.23,-0.09,0.03,0.03,0.03,0.73,-0.0,-0.02,0.81,0.21,0.0,
54,FinalLocalVariable,5166.0,7338.0,17438.0,3093.0,33035.0,0.38,0.25,0.68,0.23,-0.09,0.63,0.7,0.2,0.41,-0.07,-0.5,0.81,0.9,0.0,
55,MissingJavadocType,3529.0,12668.0,12108.0,4730.0,33035.0,0.49,0.25,0.47,0.23,-0.1,0.43,0.49,0.17,0.51,-0.04,-0.35,0.81,1.0,0.0,
56,JavadocStyle,2051.0,17696.0,7080.0,6208.0,33035.0,0.6,0.25,0.28,0.22,-0.1,0.25,0.29,0.13,0.61,-0.02,-0.2,0.81,0.85,0.0,
57,SummaryJavadoc,2807.0,15125.0,9651.0,5452.0,33035.0,0.54,0.25,0.38,0.23,-0.1,0.34,0.39,0.16,0.56,-0.03,-0.28,0.81,0.96,0.0,
58,RightCurly,883.0,21700.0,3076.0,7376.0,33035.0,0.68,0.25,0.12,0.22,-0.11,0.11,0.12,0.08,0.69,-0.01,-0.09,0.81,0.53,0.0,
59,AbstractClassName,470.0,23127.0,1649.0,7789.0,33035.0,0.71,0.25,0.06,0.22,-0.11,0.06,0.07,0.05,0.72,-0.01,-0.05,0.81,0.34,0.0,
60,WriteTag,4021.0,10681.0,14095.0,4238.0,33035.0,0.45,0.25,0.55,0.22,-0.11,0.49,0.57,0.18,0.48,-0.06,-0.41,0.81,0.99,0.0,
61,JavadocTagContinuationIndentation,323.0,23631.0,1145.0,7936.0,33035.0,0.73,0.25,0.04,0.22,-0.12,0.04,0.05,0.03,0.73,-0.0,-0.03,0.81,0.26,0.0,
62,UnusedImports,408.0,23334.0,1442.0,7851.0,33035.0,0.72,0.25,0.06,0.22,-0.12,0.05,0.06,0.04,0.72,-0.0,-0.04,0.81,0.31,0.0,
63,UnnecessaryParentheses,954.0,21418.0,3358.0,7305.0,33035.0,0.68,0.25,0.13,0.22,-0.12,0.12,0.14,0.08,0.68,-0.01,-0.1,0.81,0.56,0.0,
64,ParameterName,167.0,24184.0,592.0,8092.0,33035.0,0.74,0.25,0.02,0.22,-0.12,0.02,0.02,0.02,0.74,-0.0,-0.02,0.81,0.16,0.0,
65,InterfaceMemberImpliedModifier,674.0,22343.0,2433.0,7585.0,33035.0,0.7,0.25,0.09,0.22,-0.13,0.08,0.1,0.06,0.7,-0.01,-0.07,0.81,0.45,0.0,
66,MethodParamPad,149.0,24230.0,546.0,8110.0,33035.0,0.74,0.25,0.02,0.21,-0.14,0.02,0.02,0.02,0.74,-0.0,-0.02,0.81,0.15,0.0,
67,GenericWhitespace,57.0,24569.0,207.0,8202.0,33035.0,0.75,0.25,0.01,0.22,-0.14,0.01,0.01,0.01,0.75,-0.0,-0.01,0.81,0.07,0.0,
68,JavadocMethod,1877.0,17917.0,6859.0,6382.0,33035.0,0.6,0.25,0.26,0.21,-0.14,0.23,0.28,0.12,0.62,-0.03,-0.2,0.81,0.83,0.0,
69,NoClone,39.0,24631.0,145.0,8220.0,33035.0,0.75,0.25,0.01,0.21,-0.15,0.0,0.01,0.0,0.75,-0.0,-0.0,0.81,0.05,0.0,
70,DeclarationOrder,1883.0,17809.0,6967.0,6376.0,33035.0,0.6,0.25,0.27,0.21,-0.15,0.23,0.28,0.12,0.62,-0.03,-0.21,0.81,0.84,0.0,
71,VisibilityModifier,1590.0,18855.0,5921.0,6669.0,33035.0,0.62,0.25,0.23,0.21,-0.15,0.19,0.24,0.11,0.64,-0.03,-0.17,0.81,0.77,0.0,
72,NoWhitespaceAfter,394.0,23314.0,1462.0,7865.0,33035.0,0.72,0.25,0.06,0.21,-0.15,0.05,0.06,0.04,0.72,-0.01,-0.04,0.81,0.31,0.0,
73,JavadocType,175.0,24122.0,654.0,8084.0,33035.0,0.74,0.25,0.03,0.21,-0.16,0.02,0.03,0.02,0.74,-0.0,-0.02,0.81,0.17,0.0,
74,ConstantName,1080.0,20689.0,4087.0,7179.0,33035.0,0.66,0.25,0.16,0.21,-0.16,0.13,0.16,0.09,0.67,-0.02,-0.12,0.81,0.63,0.0,
75,ReturnCount,2140.0,16780.0,7996.0,6119.0,33035.0,0.57,0.25,0.31,0.21,-0.16,0.26,0.32,0.13,0.6,-0.04,-0.24,0.81,0.89,0.0,
76,MultipleStringLiterals,2693.0,14632.0,10144.0,5566.0,33035.0,0.52,0.25,0.39,0.21,-0.16,0.33,0.41,0.15,0.56,-0.06,-0.3,0.81,0.96,0.0,
77,EqualsAvoidNull,308.0,23622.0,1154.0,7951.0,33035.0,0.72,0.25,0.04,0.21,-0.16,0.04,0.05,0.03,0.73,-0.0,-0.03,0.81,0.26,0.0,
78,NonEmptyAtclauseDescription,614.0,22461.0,2315.0,7645.0,33035.0,0.7,0.25,0.09,0.21,-0.16,0.07,0.09,0.06,0.71,-0.01,-0.07,0.81,0.43,0.0,
79,FinalClass,344.0,23484.0,1292.0,7915.0,33035.0,0.72,0.25,0.05,0.21,-0.16,0.04,0.05,0.04,0.73,-0.01,-0.04,0.81,0.28,0.0,
80,StringLiteralEquality,18.0,24708.0,68.0,8241.0,33035.0,0.75,0.25,0.0,0.21,-0.16,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.03,0.0,
81,MagicNumber,2169.0,16517.0,8259.0,6090.0,33035.0,0.57,0.25,0.32,0.21,-0.17,0.26,0.33,0.13,0.59,-0.04,-0.25,0.81,0.9,0.0,
82,IllegalCatch,1346.0,19575.0,5201.0,6913.0,33035.0,0.63,0.25,0.2,0.21,-0.18,0.16,0.21,0.1,0.65,-0.03,-0.16,0.81,0.72,0.0,
83,AvoidInlineConditionals,2117.0,16521.0,8255.0,6142.0,33035.0,0.56,0.25,0.31,0.2,-0.18,0.26,0.33,0.13,0.59,-0.05,-0.25,0.81,0.9,0.0,
84,TrailingComment,1447.0,19098.0,5678.0,6812.0,33035.0,0.62,0.25,0.22,0.2,-0.19,0.18,0.23,0.1,0.64,-0.03,-0.17,0.81,0.75,0.0,
85,CommentsIndentation,518.0,22734.0,2042.0,7741.0,33035.0,0.7,0.25,0.08,0.2,-0.19,0.06,0.08,0.05,0.71,-0.01,-0.06,0.81,0.39,0.0,
86,LocalVariableName,266.0,23718.0,1058.0,7993.0,33035.0,0.73,0.25,0.04,0.2,-0.2,0.03,0.04,0.03,0.73,-0.01,-0.03,0.81,0.24,0.0,
87,FallThrough,44.0,24601.0,175.0,8215.0,33035.0,0.75,0.25,0.01,0.2,-0.2,0.01,0.01,0.01,0.75,-0.0,-0.01,0.81,0.06,0.0,
88,ExplicitInitialization,886.0,21223.0,3553.0,7373.0,33035.0,0.67,0.25,0.13,0.2,-0.2,0.11,0.14,0.08,0.68,-0.02,-0.11,0.81,0.57,0.0,
89,MissingOverride,15.0,24715.0,61.0,8244.0,33035.0,0.75,0.25,0.0,0.2,-0.21,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.02,0.0,
90,MethodTypeParameterName,21.0,24691.0,85.0,8238.0,33035.0,0.75,0.25,0.0,0.2,-0.21,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.03,0.0,
91,IllegalType,323.0,23443.0,1333.0,7936.0,33035.0,0.72,0.25,0.05,0.2,-0.22,0.04,0.05,0.03,0.72,-0.01,-0.04,0.81,0.29,0.0,
92,CyclomaticComplexity,1530.0,18355.0,6421.0,6729.0,33035.0,0.6,0.25,0.24,0.19,-0.23,0.19,0.26,0.1,0.63,-0.04,-0.2,0.81,0.8,0.0,
93,InnerAssignment,202.0,23918.0,858.0,8057.0,33035.0,0.73,0.25,0.03,0.19,-0.24,0.02,0.03,0.02,0.73,-0.01,-0.03,0.81,0.2,0.0,
94,ArrayTrailingComma,111.0,24305.0,471.0,8148.0,33035.0,0.74,0.25,0.02,0.19,-0.24,0.01,0.02,0.01,0.74,-0.0,-0.01,0.81,0.13,0.0,
95,ExecutableStatementCount,1271.0,19319.0,5457.0,6988.0,33035.0,0.62,0.25,0.2,0.19,-0.24,0.15,0.22,0.09,0.65,-0.04,-0.17,0.81,0.73,0.0,
96,CustomImportOrder,135.0,24197.0,579.0,8124.0,33035.0,0.74,0.25,0.02,0.19,-0.24,0.02,0.02,0.02,0.74,-0.0,-0.02,0.81,0.15,0.0,
97,BooleanExpressionComplexity,312.0,23413.0,1363.0,7947.0,33035.0,0.72,0.25,0.05,0.19,-0.25,0.04,0.06,0.03,0.72,-0.01,-0.04,0.81,0.29,0.0,
98,AnonInnerLength,420.0,22958.0,1818.0,7839.0,33035.0,0.71,0.25,0.07,0.19,-0.25,0.05,0.07,0.04,0.72,-0.01,-0.06,0.81,0.36,0.0,
99,ParameterAssignment,691.0,21786.0,2990.0,7568.0,33035.0,0.68,0.25,0.11,0.19,-0.25,0.08,0.12,0.06,0.69,-0.02,-0.09,0.81,0.5,0.0,
100,MissingDeprecated,165.0,24051.0,725.0,8094.0,33035.0,0.73,0.25,0.03,0.19,-0.26,0.02,0.03,0.02,0.74,-0.0,-0.02,0.81,0.18,0.0,
101,StaticVariableName,175.0,24000.0,776.0,8084.0,33035.0,0.73,0.25,0.03,0.18,-0.26,0.02,0.03,0.02,0.74,-0.01,-0.02,0.81,0.19,0.0,
102,NestedIfDepth,1232.0,19353.0,5423.0,7027.0,33035.0,0.62,0.25,0.2,0.19,-0.26,0.15,0.22,0.09,0.65,-0.04,-0.17,0.81,0.72,0.0,
103,IllegalThrows,21.0,24683.0,93.0,8238.0,33035.0,0.75,0.25,0.0,0.18,-0.26,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.03,0.0,
104,OperatorWrap,948.0,20603.0,4173.0,7311.0,33035.0,0.65,0.25,0.16,0.19,-0.26,0.11,0.17,0.08,0.67,-0.03,-0.13,0.81,0.62,0.0,
105,NPathComplexity,1068.0,20104.0,4672.0,7191.0,33035.0,0.64,0.25,0.17,0.19,-0.26,0.13,0.19,0.08,0.66,-0.03,-0.15,0.81,0.67,0.0,
106,EmptyStatement,57.0,24519.0,257.0,8202.0,33035.0,0.74,0.25,0.01,0.18,-0.27,0.01,0.01,0.01,0.75,-0.0,-0.01,0.81,0.08,0.0,
107,NewlineAtEndOfFile,411.0,22940.0,1836.0,7848.0,33035.0,0.71,0.25,0.07,0.18,-0.27,0.05,0.07,0.04,0.72,-0.01,-0.06,0.81,0.36,0.0,
108,JavaNCSS,892.0,20734.0,4042.0,7367.0,33035.0,0.65,0.25,0.15,0.18,-0.28,0.11,0.16,0.07,0.68,-0.03,-0.13,0.81,0.61,0.0,
109,VariableDeclarationUsageDistance,591.0,22076.0,2700.0,7668.0,33035.0,0.69,0.25,0.1,0.18,-0.28,0.07,0.11,0.05,0.7,-0.02,-0.09,0.81,0.47,0.0,
110,EmptyCatchBlock,195.0,23887.0,889.0,8064.0,33035.0,0.73,0.25,0.03,0.18,-0.28,0.02,0.04,0.02,0.73,-0.01,-0.03,0.81,0.21,0.0,
111,DefaultComesLast,17.0,24697.0,79.0,8242.0,33035.0,0.75,0.25,0.0,0.18,-0.29,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.03,0.0,
112,SeparatorWrap,2029.0,15230.0,9546.0,6230.0,33035.0,0.52,0.25,0.35,0.18,-0.3,0.25,0.39,0.11,0.57,-0.09,-0.3,0.81,0.93,0.01,
113,MissingSwitchDefault,313.0,23294.0,1482.0,7946.0,33035.0,0.71,0.25,0.05,0.17,-0.3,0.04,0.06,0.03,0.72,-0.01,-0.05,0.81,0.3,0.0,
114,AnnotationUseStyle,147.0,24087.0,689.0,8112.0,33035.0,0.73,0.25,0.03,0.18,-0.3,0.02,0.03,0.02,0.74,-0.01,-0.02,0.81,0.17,0.0,
115,InnerTypeLast,597.0,21892.0,2884.0,7662.0,33035.0,0.68,0.25,0.11,0.17,-0.31,0.07,0.12,0.05,0.7,-0.02,-0.09,0.81,0.49,0.0,
116,OverloadMethodsDeclarationOrder,540.0,22187.0,2589.0,7719.0,33035.0,0.69,0.25,0.09,0.17,-0.31,0.07,0.1,0.05,0.7,-0.02,-0.08,0.81,0.45,0.0,
117,ClassMemberImpliedModifier,388.0,22908.0,1868.0,7871.0,33035.0,0.71,0.25,0.07,0.17,-0.31,0.05,0.08,0.04,0.72,-0.01,-0.06,0.81,0.36,0.0,
118,TodoComment,433.0,22683.0,2093.0,7826.0,33035.0,0.7,0.25,0.08,0.17,-0.31,0.05,0.08,0.04,0.71,-0.02,-0.07,0.81,0.39,0.0,
119,RequireThis,8.0,24737.0,39.0,8251.0,33035.0,0.75,0.25,0.0,0.17,-0.32,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.02,0.0,
120,ParameterNumber,423.0,22695.0,2081.0,7836.0,33035.0,0.7,0.25,0.08,0.17,-0.32,0.05,0.08,0.04,0.71,-0.02,-0.07,0.81,0.39,0.0,
121,MethodLength,326.0,23083.0,1693.0,7933.0,33035.0,0.71,0.25,0.06,0.16,-0.35,0.04,0.07,0.03,0.72,-0.02,-0.06,0.81,0.33,0.0,
122,AvoidStaticImport,1142.0,18841.0,5935.0,7117.0,33035.0,0.6,0.25,0.21,0.16,-0.35,0.14,0.24,0.08,0.64,-0.06,-0.19,0.81,0.75,0.01,
123,EmptyBlock,136.0,24081.0,695.0,8123.0,33035.0,0.73,0.25,0.03,0.16,-0.35,0.02,0.03,0.02,0.74,-0.01,-0.02,0.81,0.17,0.0,
124,LocalFinalVariableName,114.0,24189.0,587.0,8145.0,33035.0,0.74,0.25,0.02,0.16,-0.35,0.01,0.02,0.01,0.74,-0.01,-0.02,0.81,0.15,0.0,
125,PackageName,14.0,24703.0,73.0,8245.0,33035.0,0.75,0.25,0.0,0.16,-0.36,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.03,0.0,
126,AvoidStarImport,782.0,20654.0,4122.0,7477.0,33035.0,0.65,0.25,0.15,0.16,-0.36,0.09,0.17,0.06,0.68,-0.04,-0.13,0.81,0.61,0.01,
127,NestedTryDepth,68.0,24409.0,367.0,8191.0,33035.0,0.74,0.25,0.01,0.16,-0.37,0.01,0.01,0.01,0.74,-0.0,-0.01,0.81,0.1,0.0,
128,AvoidNestedBlocks,139.0,24031.0,745.0,8120.0,33035.0,0.73,0.25,0.03,0.16,-0.37,0.02,0.03,0.02,0.74,-0.01,-0.02,0.81,0.18,0.0,
129,ModifiedControlVariable,72.0,24391.0,385.0,8187.0,33035.0,0.74,0.25,0.01,0.16,-0.37,0.01,0.02,0.01,0.74,-0.0,-0.01,0.81,0.11,0.0,
130,ClassDataAbstractionCoupling,990.0,19488.0,5288.0,7269.0,33035.0,0.62,0.25,0.19,0.16,-0.37,0.12,0.21,0.07,0.65,-0.05,-0.17,0.81,0.7,0.01,
131,NestedForDepth,121.0,24122.0,654.0,8138.0,33035.0,0.73,0.25,0.02,0.16,-0.38,0.01,0.03,0.01,0.74,-0.01,-0.02,0.81,0.16,0.0,
132,ClassFanOutComplexity,1405.0,16983.0,7793.0,6854.0,33035.0,0.56,0.25,0.28,0.15,-0.39,0.17,0.31,0.09,0.61,-0.09,-0.26,0.81,0.85,0.02,
133,EmptyForIteratorPad,50.0,24491.0,285.0,8209.0,33035.0,0.74,0.25,0.01,0.15,-0.4,0.01,0.01,0.01,0.74,-0.0,-0.01,0.81,0.08,0.0,
134,AnnotationLocation,80.0,24313.0,463.0,8179.0,33035.0,0.74,0.25,0.02,0.15,-0.41,0.01,0.02,0.01,0.74,-0.0,-0.02,0.81,0.12,0.0,
135,LambdaParameterName,21.0,24646.0,130.0,8238.0,33035.0,0.75,0.25,0.0,0.14,-0.44,0.0,0.01,0.0,0.75,-0.0,-0.0,0.81,0.04,0.0,
136,MethodCount,85.0,24243.0,533.0,8174.0,33035.0,0.74,0.25,0.02,0.14,-0.45,0.01,0.02,0.01,0.74,-0.01,-0.02,0.81,0.13,0.0,
137,AvoidEscapedUnicodeCharacters,29.0,24590.0,186.0,8230.0,33035.0,0.75,0.25,0.01,0.13,-0.46,0.0,0.01,0.0,0.75,-0.0,-0.01,0.81,0.06,0.0,
138,CovariantEquals,2.0,24763.0,13.0,8257.0,33035.0,0.75,0.25,0.0,0.13,-0.47,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.01,0.0,
139,UnnecessarySemicolonInEnumeration,22.0,24630.0,146.0,8237.0,33035.0,0.75,0.25,0.01,0.13,-0.48,0.0,0.01,0.0,0.75,-0.0,-0.01,0.81,0.05,0.0,
140,ThrowsCount,18.0,24639.0,137.0,8241.0,33035.0,0.75,0.25,0.0,0.12,-0.54,0.0,0.01,0.0,0.75,-0.0,-0.0,0.81,0.04,0.0,
141,RedundantImport,14.0,24663.0,113.0,8245.0,33035.0,0.75,0.25,0.0,0.11,-0.56,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.04,0.0,
142,PackageDeclaration,10.0,24690.0,86.0,8249.0,33035.0,0.75,0.25,0.0,0.1,-0.58,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.03,0.0,
143,FileLength,82.0,24054.0,722.0,8177.0,33035.0,0.73,0.25,0.02,0.1,-0.59,0.01,0.03,0.01,0.74,-0.01,-0.03,0.81,0.17,0.0,
144,SingleLineJavadoc,40.0,24377.0,399.0,8219.0,33035.0,0.74,0.25,0.01,0.09,-0.64,0.0,0.02,0.0,0.74,-0.01,-0.01,0.81,0.1,0.0,
