feature_name,Pearson,positive_corrective_rate_avg,positive_corrective_rate_std,positive_files_num,negative_corrective_rate_avg,negative_corrective_rate_std,negative_files_num,accuracy,hit_rate,precision,precision_lift,recall,Jaccard,prob_in_reduced_risk,lift_in_reduced_risk,CCP
ModifierOrder,0.02,0.14,0.1692871240916132,130.0,0.12287610024594084,0.12299427731643751,7838.0,0.94,0.02,0.07,0.53,0.02,0.02,0.01,-0.5,0.12
WhitespaceAfter,0.03,0.14,0.13987765451855572,288.0,0.12257140645631955,0.12322620388857601,7680.0,0.92,0.04,0.07,0.46,0.05,0.03,0.03,-0.25,0.12
ClassFanOutComplexity,0.01,0.14,0.1406568283754619,14.0,0.12317989040109481,0.12387758425369966,7954.0,0.95,0.0,0.07,0.58,0.0,0.0,0.0,,0.12
MissingDeprecated,0.0,0.13,0.145160915754583,27.0,0.1231772137999257,0.123831930480112,7941.0,0.95,0.0,0.07,0.64,0.01,0.01,0.0,,0.11
RightCurly,0.0,0.13,0.13863492934185248,110.0,0.12317969756671937,0.12369179474946015,7858.0,0.94,0.01,0.07,0.61,0.02,0.02,0.02,1.0,0.11
ArrayTrailingComma,-0.01,0.1,0.1264202882850632,15.0,0.1232476378156827,0.12390086405436312,7953.0,0.95,0.0,0.07,0.48,0.0,0.0,0.0,,0.07
AvoidStaticImport,0.09,0.16,0.14910424827035354,800.0,0.11932817589243681,0.12015210030219921,7168.0,0.87,0.1,0.06,0.27,0.13,0.04,0.06,-0.4,0.15
WhitespaceAround,0.06,0.14,0.12645802558874034,918.0,0.12048962204234666,0.12331327337971731,7050.0,0.85,0.12,0.06,0.4,0.16,0.05,0.08,-0.33333333333333326,0.12
IllegalType,0.01,0.14,0.12678729519655468,35.0,0.12311703485101154,0.12388853459627414,7933.0,0.95,0.0,0.06,0.26,0.01,0.01,0.0,,0.12
CommentsIndentation,0.02,0.14,0.1658436148707478,79.0,0.12300677378398753,0.12340628058176148,7889.0,0.95,0.01,0.06,0.4,0.01,0.01,0.01,0.0,0.12
EmptyLineSeparator,0.07,0.13,0.14054275450610917,3102.0,0.11582299675225169,0.11139712023134792,4866.0,0.62,0.39,0.06,0.41,0.55,0.06,0.35,-0.10256410256410264,0.11
AvoidInlineConditionals,0.02,0.13,0.12691517040997266,407.0,0.12269025888348752,0.12372390459081695,7561.0,0.91,0.05,0.06,0.36,0.07,0.03,0.05,0.0,0.11
FinalLocalVariable,0.03,0.13,0.1331005642138795,2724.0,0.12024467904688119,0.11874647226743125,5244.0,0.65,0.34,0.06,0.24,0.42,0.05,0.34,0.0,0.11
CustomImportOrder,0.03,0.15,0.1537921366026193,161.0,0.12271251643104679,0.12317099789999712,7807.0,0.94,0.02,0.05,0.1,0.02,0.02,0.01,-0.5,0.14
any-BLOCK CHECKS,0.06,0.14,0.1402908928004561,1126.0,0.1202144262135063,0.12074002919730921,6842.0,0.83,0.14,0.05,0.2,0.17,0.04,0.11,-0.2142857142857143,0.12
DesignForExtension,0.13,0.14,0.1301650083543887,4253.0,0.10569861865681915,0.11383750001189927,3715.0,0.48,0.53,0.05,0.2,0.64,0.05,0.45,-0.15094339622641506,0.12
HiddenField,0.07,0.14,0.12178028687360817,2192.0,0.11784945696018478,0.12428734583151987,5776.0,0.71,0.28,0.05,0.08,0.3,0.04,0.23,-0.1785714285714286,0.12
any-CLASS DESIGN CHECKS,0.11,0.13,0.1303719058348814,5159.0,0.10453236708601882,0.10860741588600499,2809.0,0.38,0.65,0.05,0.2,0.78,0.05,0.6,-0.07692307692307698,0.11
any-ILLEGAL CHECKS,0.01,0.13,0.11585417070978511,263.0,0.12295183401508583,0.12416537269639237,7705.0,0.92,0.03,0.05,0.01,0.03,0.02,0.03,0.0,0.11
FinalParameters,0.08,0.13,0.1323333876991913,5351.0,0.10855255937773979,0.10304602923115826,2617.0,0.36,0.67,0.05,0.18,0.79,0.05,0.65,-0.02985074626865669,0.11
IllegalCatch,0.01,0.13,0.11605218091588651,220.0,0.12304471478231709,0.12411962597421462,7748.0,0.93,0.03,0.05,0.01,0.03,0.02,0.03,0.0,0.11
JavadocVariable,0.05,0.13,0.12697294568258233,4710.0,0.11578376556788007,0.11894778840572581,3258.0,0.42,0.59,0.05,0.09,0.64,0.05,0.57,-0.03389830508474578,0.11
