feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
MissingJavadocMethod,21856,126635,22638,89751,260880,0.57,0.43,0.17,0.49,0.15,0.2,0.15,0.16,0.55,0.04,-0.01,0.98,0.66,0.0,
EmptyBlock,1829,147342,1931,109778,260880,0.57,0.43,0.01,0.49,0.14,0.02,0.01,0.02,0.57,0.0,-0.0,0.98,0.11,0.0,
InnerTypeLast,7662,141257,8016,103945,260880,0.57,0.43,0.06,0.49,0.14,0.07,0.05,0.06,0.56,0.01,-0.0,0.98,0.33,0.0,
MissingDeprecated,1631,147549,1724,109976,260880,0.57,0.43,0.01,0.49,0.14,0.01,0.01,0.01,0.57,0.0,-0.0,0.98,0.1,0.0,
ParameterNumber,3719,145292,3981,107888,260880,0.57,0.43,0.03,0.48,0.13,0.03,0.03,0.03,0.57,0.01,-0.0,0.98,0.19,0.0,
BooleanExpressionComplexity,4962,143923,5350,106645,260880,0.57,0.43,0.04,0.48,0.12,0.04,0.04,0.04,0.57,0.01,-0.0,0.98,0.24,0.0,
EmptyCatchBlock,3475,145481,3792,108132,260880,0.57,0.43,0.03,0.48,0.12,0.03,0.03,0.03,0.57,0.0,-0.0,0.98,0.18,0.0,
InnerAssignment,5881,142908,6365,105726,260880,0.57,0.43,0.05,0.48,0.12,0.05,0.04,0.05,0.57,0.01,-0.0,0.98,0.27,0.0,
ClassMemberImpliedModifier,4191,144614,4659,107416,260880,0.57,0.43,0.03,0.47,0.11,0.04,0.03,0.04,0.57,0.01,-0.0,0.98,0.21,0.0,
JavadocStyle,7812,140582,8691,103795,260880,0.57,0.43,0.06,0.47,0.11,0.07,0.06,0.06,0.56,0.01,-0.01,0.98,0.34,0.0,
NeedBraces,8802,139590,9683,102805,260880,0.57,0.43,0.07,0.48,0.11,0.08,0.06,0.07,0.56,0.01,-0.01,0.98,0.37,0.0,
NoWhitespaceBefore,1859,147217,2056,109748,260880,0.57,0.43,0.02,0.47,0.11,0.02,0.01,0.02,0.57,0.0,-0.0,0.98,0.11,0.0,
OperatorWrap,9411,138904,10369,102196,260880,0.57,0.43,0.08,0.48,0.11,0.08,0.07,0.08,0.56,0.01,-0.01,0.98,0.39,0.0,
TrailingComment,10434,137637,11636,101173,260880,0.57,0.43,0.08,0.47,0.11,0.09,0.08,0.08,0.56,0.01,-0.01,0.98,0.42,0.0,
IllegalThrows,46,149221,52,111561,260880,0.57,0.43,0.0,0.47,0.1,0.0,0.0,0.0,0.57,0.0,-0.0,0.98,0.0,0.0,
JavadocMethod,12563,135063,14210,99044,260880,0.57,0.43,0.1,0.47,0.1,0.11,0.1,0.1,0.56,0.02,-0.01,0.98,0.48,0.0,
SimplifyBooleanReturn,248,148995,278,111359,260880,0.57,0.43,0.0,0.47,0.1,0.0,0.0,0.0,0.57,0.0,-0.0,0.98,0.02,0.0,
CatchParameterName,1820,147188,2085,109787,260880,0.57,0.43,0.01,0.47,0.09,0.02,0.01,0.02,0.57,0.0,-0.0,0.98,0.11,0.0,
NPathComplexity,9980,137771,11502,101627,260880,0.57,0.43,0.08,0.46,0.09,0.09,0.08,0.08,0.56,0.01,-0.01,0.98,0.41,0.0,
RequireThis,180,149068,205,111427,260880,0.57,0.43,0.0,0.47,0.09,0.0,0.0,0.0,0.57,0.0,-0.0,0.98,0.02,0.0,
AbstractClassName,4935,143490,5783,106672,260880,0.57,0.43,0.04,0.46,0.08,0.04,0.04,0.04,0.57,0.0,-0.01,0.98,0.25,0.0,
AnonInnerLength,5088,143311,5962,106519,260880,0.57,0.43,0.04,0.46,0.08,0.05,0.04,0.04,0.57,0.0,-0.01,0.98,0.25,0.0,
ArrayTrailingComma,2802,145992,3281,108805,260880,0.57,0.43,0.02,0.46,0.08,0.03,0.02,0.02,0.57,0.0,-0.0,0.98,0.16,0.0,
ClassDataAbstractionCoupling,8669,139098,10175,102938,260880,0.57,0.43,0.07,0.46,0.08,0.08,0.07,0.07,0.56,0.01,-0.01,0.98,0.37,0.0,
ClassFanOutComplexity,10254,137233,12040,101353,260880,0.57,0.43,0.09,0.46,0.08,0.09,0.08,0.08,0.56,0.01,-0.01,0.98,0.42,0.0,
FallThrough,1599,147414,1859,110008,260880,0.57,0.43,0.01,0.46,0.08,0.01,0.01,0.01,0.57,0.0,-0.0,0.98,0.1,0.0,
Indentation,6314,141913,7360,105293,260880,0.57,0.43,0.05,0.46,0.08,0.06,0.05,0.05,0.56,0.01,-0.01,0.98,0.3,0.0,
NonEmptyAtclauseDescription,5713,142567,6706,105894,260880,0.57,0.43,0.05,0.46,0.08,0.05,0.04,0.05,0.57,0.01,-0.01,0.98,0.28,0.0,
ReturnCount,12946,134045,15228,98661,260880,0.56,0.43,0.11,0.46,0.07,0.12,0.1,0.1,0.56,0.01,-0.02,0.98,0.49,0.0,
EmptyForIteratorPad,956,148115,1158,110651,260880,0.57,0.43,0.01,0.45,0.06,0.01,0.01,0.01,0.57,0.0,-0.0,0.98,0.07,0.0,
NoFinalizer,24,149244,29,111583,260880,0.57,0.43,0.0,0.45,0.06,0.0,0.0,0.0,0.57,0.0,-0.0,0.98,0.0,0.0,
UnnecessaryParentheses,8402,139060,10213,103205,260880,0.57,0.43,0.07,0.45,0.06,0.08,0.07,0.07,0.56,0.01,-0.01,0.98,0.37,0.0,
WhitespaceAfter,9929,137310,11963,101678,260880,0.56,0.43,0.08,0.45,0.06,0.09,0.08,0.08,0.56,0.01,-0.01,0.98,0.42,0.0,
AvoidStarImport,4694,143507,5766,106913,260880,0.57,0.43,0.04,0.45,0.05,0.04,0.04,0.04,0.57,0.0,-0.01,0.98,0.24,0.0,
FinalParameters,5839,142057,7216,105768,260880,0.57,0.43,0.05,0.45,0.05,0.05,0.05,0.05,0.56,0.0,-0.01,0.98,0.29,0.0,
HiddenField,16212,129447,19826,95395,260880,0.56,0.43,0.14,0.45,0.05,0.15,0.13,0.12,0.55,0.01,-0.02,0.98,0.58,0.0,
SingleSpaceSeparator,5830,142088,7185,105777,260880,0.57,0.43,0.05,0.45,0.05,0.05,0.05,0.05,0.56,0.0,-0.01,0.98,0.29,0.0,
AbbreviationAsWordInName,2448,146224,3049,109159,260880,0.57,0.43,0.02,0.45,0.04,0.02,0.02,0.02,0.57,0.0,-0.0,0.98,0.15,0.0,
InterfaceIsType,125,149118,155,111482,260880,0.57,0.43,0.0,0.45,0.04,0.0,0.0,0.0,0.57,0.0,-0.0,0.98,0.01,0.0,
ModifierOrder,3338,145144,4129,108269,260880,0.57,0.43,0.03,0.45,0.04,0.03,0.03,0.03,0.57,0.0,-0.01,0.98,0.19,0.0,
ExplicitInitialization,6750,140689,8584,104857,260880,0.57,0.43,0.06,0.44,0.03,0.06,0.06,0.06,0.56,0.0,-0.01,0.98,0.32,0.0,
NestedForDepth,1734,147081,2192,109873,260880,0.57,0.43,0.02,0.44,0.03,0.02,0.01,0.02,0.57,0.0,-0.0,0.98,0.11,0.0,
ParameterName,2717,145793,3480,108890,260880,0.57,0.43,0.02,0.44,0.02,0.02,0.02,0.02,0.57,0.0,-0.01,0.98,0.16,0.0,
VariableDeclarationUsageDistance,5356,142343,6930,106251,260880,0.57,0.43,0.05,0.44,0.02,0.05,0.05,0.05,0.57,0.0,-0.01,0.98,0.27,0.0,
VisibilityModifier,11728,134179,15094,99879,260880,0.56,0.43,0.1,0.44,0.02,0.11,0.1,0.09,0.56,0.0,-0.02,0.98,0.48,0.0,
WhitespaceAround,10029,136321,12952,101578,260880,0.56,0.43,0.09,0.44,0.02,0.09,0.09,0.08,0.56,0.0,-0.02,0.98,0.43,0.0,
CyclomaticComplexity,11334,134277,14996,100273,260880,0.56,0.43,0.1,0.43,0.01,0.1,0.1,0.09,0.56,0.0,-0.02,0.98,0.47,0.0,
LocalVariableName,3695,144421,4852,107912,260880,0.57,0.43,0.03,0.43,0.01,0.03,0.03,0.03,0.57,0.0,-0.01,0.98,0.21,0.0,
MissingOverride,231,148972,301,111376,260880,0.57,0.43,0.0,0.43,0.01,0.0,0.0,0.0,0.57,0.0,-0.0,0.98,0.02,0.0,
NestedIfDepth,9765,136373,12900,101842,260880,0.56,0.43,0.09,0.43,0.01,0.09,0.09,0.08,0.56,0.0,-0.02,0.98,0.43,0.0,
AvoidEscapedUnicodeCharacters,1332,147479,1794,110275,260880,0.57,0.43,0.01,0.43,-0.0,0.01,0.01,0.01,0.57,-0.0,-0.0,0.98,0.09,0.0,
ConstantName,4735,142900,6373,106872,260880,0.57,0.43,0.04,0.43,-0.0,0.04,0.04,0.04,0.57,-0.0,-0.01,0.98,0.25,0.0,
MethodLength,4051,143875,5398,107556,260880,0.57,0.43,0.04,0.43,0.0,0.04,0.04,0.03,0.57,0.0,-0.01,0.98,0.22,0.0,
FinalLocalVariable,7196,139531,9742,104411,260880,0.56,0.43,0.06,0.42,-0.01,0.06,0.07,0.06,0.56,-0.0,-0.02,0.98,0.35,0.0,
MagicNumber,14075,130234,19039,97532,260880,0.55,0.43,0.13,0.43,-0.01,0.13,0.13,0.11,0.55,-0.0,-0.03,0.98,0.55,0.0,
JavadocTagContinuationIndentation,1441,147269,2004,110166,260880,0.57,0.43,0.01,0.42,-0.02,0.01,0.01,0.01,0.57,-0.0,-0.0,0.98,0.1,0.0,
LeftCurly,6361,140507,8766,105246,260880,0.56,0.43,0.06,0.42,-0.02,0.06,0.06,0.05,0.56,-0.0,-0.02,0.98,0.32,0.0,
LocalFinalVariableName,3011,145012,4261,108596,260880,0.57,0.43,0.03,0.41,-0.03,0.03,0.03,0.03,0.57,-0.0,-0.01,0.98,0.18,0.0,
IllegalImport,131,149084,189,111476,260880,0.57,0.43,0.0,0.41,-0.04,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.01,0.0,
MethodCount,1334,147363,1910,110273,260880,0.57,0.43,0.01,0.41,-0.04,0.01,0.01,0.01,0.57,-0.0,-0.0,0.98,0.1,0.0,
WriteTag,5322,141666,7607,106285,260880,0.56,0.43,0.05,0.41,-0.04,0.05,0.05,0.04,0.57,-0.0,-0.02,0.98,0.28,0.0,
ExecutableStatementCount,10526,133902,15371,101081,260880,0.55,0.43,0.1,0.41,-0.05,0.09,0.1,0.08,0.56,-0.01,-0.03,0.98,0.47,0.0,
NewlineAtEndOfFile,2248,146002,3271,109359,260880,0.57,0.43,0.02,0.41,-0.05,0.02,0.02,0.02,0.57,-0.0,-0.01,0.98,0.15,0.0,
NoWhitespaceAfter,3933,143559,5714,107674,260880,0.57,0.43,0.04,0.41,-0.05,0.04,0.04,0.03,0.57,-0.0,-0.01,0.98,0.23,0.0,
ParenPad,3105,144741,4532,108502,260880,0.57,0.43,0.03,0.41,-0.05,0.03,0.03,0.03,0.57,-0.0,-0.01,0.98,0.19,0.0,
AvoidInlineConditionals,13471,129303,19970,98136,260880,0.55,0.43,0.13,0.4,-0.06,0.12,0.13,0.1,0.55,-0.01,-0.04,0.98,0.55,0.0,
IllegalCatch,6128,140104,9169,105479,260880,0.56,0.43,0.06,0.4,-0.06,0.05,0.06,0.05,0.56,-0.01,-0.02,0.98,0.32,0.0,
JavaNCSS,8512,136639,12634,103095,260880,0.56,0.43,0.08,0.4,-0.06,0.08,0.08,0.07,0.56,-0.01,-0.03,0.98,0.41,0.0,
JavadocPackage,7966,137416,11857,103641,260880,0.56,0.43,0.08,0.4,-0.06,0.07,0.08,0.06,0.56,-0.01,-0.03,0.98,0.39,0.0,
RightCurly,3460,144128,5145,108147,260880,0.57,0.43,0.03,0.4,-0.06,0.03,0.03,0.03,0.57,-0.0,-0.01,0.98,0.21,0.0,
RedundantImport,232,148919,354,111375,260880,0.57,0.43,0.0,0.4,-0.07,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.02,0.0,
TodoComment,2601,145241,4032,109006,260880,0.57,0.43,0.03,0.39,-0.08,0.02,0.03,0.02,0.57,-0.0,-0.01,0.98,0.17,0.0,
UnnecessarySemicolonInEnumeration,767,148091,1182,110840,260880,0.57,0.43,0.01,0.39,-0.08,0.01,0.01,0.01,0.57,-0.0,-0.0,0.98,0.06,0.0,
MemberName,5165,141154,8119,106442,260880,0.56,0.43,0.05,0.39,-0.09,0.05,0.05,0.04,0.56,-0.01,-0.02,0.98,0.29,0.0,
StaticVariableName,1547,146849,2424,110060,260880,0.57,0.43,0.02,0.39,-0.09,0.01,0.02,0.01,0.57,-0.0,-0.01,0.98,0.11,0.0,
SuperClone,375,148689,584,111232,260880,0.57,0.43,0.0,0.39,-0.09,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.04,0.0,
AtclauseOrder,3398,143876,5397,108209,260880,0.56,0.43,0.03,0.39,-0.1,0.03,0.04,0.03,0.57,-0.0,-0.01,0.98,0.21,0.0,
HideUtilityClassConstructor,4240,142548,6725,107367,260880,0.56,0.43,0.04,0.39,-0.1,0.04,0.05,0.04,0.57,-0.01,-0.02,0.98,0.25,0.0,
InterfaceMemberImpliedModifier,2875,144695,4578,108732,260880,0.57,0.43,0.03,0.39,-0.1,0.03,0.03,0.02,0.57,-0.0,-0.01,0.98,0.19,0.0,
MultipleStringLiterals,13547,127527,21746,98060,260880,0.54,0.43,0.14,0.38,-0.1,0.12,0.15,0.1,0.55,-0.02,-0.05,0.98,0.57,0.0,
RedundantModifier,5685,139867,9406,105922,260880,0.56,0.43,0.06,0.38,-0.12,0.05,0.06,0.05,0.56,-0.01,-0.02,0.98,0.32,0.0,
EmptyForInitializerPad,23,149234,39,111584,260880,0.57,0.43,0.0,0.37,-0.13,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.0,0.0,
EqualsAvoidNull,2284,145454,3819,109323,260880,0.57,0.43,0.02,0.37,-0.13,0.02,0.03,0.02,0.57,-0.0,-0.01,0.98,0.16,0.0,
NestedTryDepth,593,148266,1007,111014,260880,0.57,0.43,0.01,0.37,-0.13,0.01,0.01,0.01,0.57,-0.0,-0.0,0.98,0.05,0.0,
IllegalType,2265,145386,3887,109342,260880,0.57,0.43,0.02,0.37,-0.14,0.02,0.03,0.02,0.57,-0.0,-0.01,0.98,0.16,0.0,
MethodTypeParameterName,90,149118,155,111517,260880,0.57,0.43,0.0,0.37,-0.14,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.01,0.0,
UnusedImports,1343,146977,2296,110264,260880,0.57,0.43,0.01,0.37,-0.14,0.01,0.02,0.01,0.57,-0.0,-0.01,0.98,0.11,0.0,
OverloadMethodsDeclarationOrder,6171,138536,10737,105436,260880,0.55,0.43,0.06,0.36,-0.15,0.06,0.07,0.05,0.56,-0.01,-0.03,0.98,0.35,0.0,
FileLength,1764,146137,3136,109843,260880,0.57,0.43,0.02,0.36,-0.16,0.02,0.02,0.02,0.57,-0.0,-0.01,0.98,0.13,0.0,
MutableException,34,149212,61,111573,260880,0.57,0.43,0.0,0.36,-0.16,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.0,0.0,
ArrayTypeStyle,943,147570,1703,110664,260880,0.57,0.43,0.01,0.36,-0.17,0.01,0.01,0.01,0.57,-0.0,-0.01,0.98,0.08,0.0,
ClassTypeParameterName,83,149121,152,111524,260880,0.57,0.43,0.0,0.35,-0.17,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.01,0.0,
CommentsIndentation,3358,142690,6583,108249,260880,0.56,0.43,0.04,0.34,-0.21,0.03,0.04,0.03,0.57,-0.01,-0.02,0.98,0.23,0.0,
IllegalToken,1236,146854,2419,110371,260880,0.57,0.43,0.01,0.34,-0.21,0.01,0.02,0.01,0.57,-0.0,-0.01,0.98,0.11,0.0,
MethodName,1810,145711,3562,109797,260880,0.57,0.43,0.02,0.34,-0.21,0.02,0.02,0.02,0.57,-0.01,-0.01,0.98,0.14,0.0,
InvalidJavadocPosition,826,147634,1639,110781,260880,0.57,0.43,0.01,0.34,-0.22,0.01,0.01,0.01,0.57,-0.0,-0.01,0.98,0.08,0.0,
SummaryJavadoc,5986,137223,12050,105621,260880,0.55,0.43,0.07,0.33,-0.22,0.05,0.08,0.05,0.56,-0.02,-0.04,0.98,0.36,0.0,
ThrowsCount,25,149222,51,111582,260880,0.57,0.43,0.0,0.33,-0.23,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.0,0.0,
FileTabCharacter,629,147930,1343,110978,260880,0.57,0.43,0.01,0.32,-0.25,0.01,0.01,0.01,0.57,-0.0,-0.0,0.98,0.06,0.0,
SeparatorWrap,12160,122514,26759,99447,260880,0.52,0.43,0.15,0.31,-0.27,0.11,0.18,0.09,0.55,-0.06,-0.1,0.98,0.61,0.01,
CustomImportOrder,103,149022,251,111504,260880,0.57,0.43,0.0,0.29,-0.32,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.01,0.0,
TypecastParenPad,37,149171,102,111570,260880,0.57,0.43,0.0,0.27,-0.38,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.01,0.0,
EmptyStatement,408,148127,1146,111199,260880,0.57,0.43,0.01,0.26,-0.39,0.0,0.01,0.0,0.57,-0.0,-0.0,0.98,0.05,0.0,
SingleLineJavadoc,177,148758,515,111430,260880,0.57,0.43,0.0,0.26,-0.4,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.03,0.0,
DeclarationOrder,12614,112108,37165,98993,260880,0.48,0.43,0.19,0.25,-0.41,0.11,0.25,0.08,0.54,-0.12,-0.16,0.98,0.7,0.02,
MissingJavadocPackage,36,149161,112,111571,260880,0.57,0.43,0.0,0.24,-0.43,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.01,0.0,
JavadocVariable,10961,112662,36611,100646,260880,0.47,0.43,0.18,0.23,-0.46,0.1,0.25,0.07,0.55,-0.13,-0.17,0.98,0.69,0.03,
GenericWhitespace,292,148245,1028,111315,260880,0.57,0.43,0.01,0.22,-0.48,0.0,0.01,0.0,0.57,-0.0,-0.0,0.98,0.05,0.0,
SuperFinalize,8,149245,28,111599,260880,0.57,0.43,0.0,0.22,-0.48,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.0,0.0,
TypeName,491,147552,1721,111116,260880,0.57,0.43,0.01,0.22,-0.48,0.0,0.01,0.0,0.57,-0.01,-0.01,0.98,0.07,0.0,
JavadocType,1757,143016,6257,109850,260880,0.55,0.43,0.03,0.22,-0.49,0.02,0.04,0.01,0.57,-0.02,-0.03,0.98,0.2,0.0,
UncommentedMain,575,147041,2232,111032,260880,0.57,0.43,0.01,0.2,-0.52,0.01,0.01,0.01,0.57,-0.01,-0.01,0.98,0.09,0.0,
PackageName,11,149226,47,111596,260880,0.57,0.43,0.0,0.19,-0.56,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.0,0.0,
ImportOrder,6357,115285,33988,105250,260880,0.47,0.43,0.15,0.16,-0.63,0.06,0.23,0.04,0.55,-0.15,-0.19,0.98,0.62,0.04,
InterfaceTypeParameterName,10,149198,75,111597,260880,0.57,0.43,0.0,0.12,-0.73,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.0,0.0,
OneTopLevelClass,34,148999,274,111573,260880,0.57,0.43,0.0,0.11,-0.74,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.01,0.0,
OuterTypeNumber,34,148999,274,111573,260880,0.57,0.43,0.0,0.11,-0.74,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.01,0.0,
LineLength,2710,125142,24131,108897,260880,0.49,0.43,0.1,0.1,-0.76,0.02,0.16,0.02,0.56,-0.12,-0.14,0.98,0.48,0.04,
PackageDeclaration,1,149089,184,111606,260880,0.57,0.43,0.0,0.01,-0.99,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.01,0.0,
CovariantEquals,0,149273,0,111607,260880,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.98,0.0,0.0,
NoLineWrap,0,149273,0,111607,260880,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.98,0.0,0.0,
OuterTypeFilename,0,149273,0,111607,260880,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.98,0.0,0.0,
Regexp,0,149273,0,111607,260880,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.98,0.0,0.0,
RegexpOnFilename,0,149273,0,111607,260880,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.98,0.0,0.0,
SuppressWarnings,0,149273,0,111607,260880,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.98,0.0,0.0,
UnnecessarySemicolonInTryWithResources,0,149273,0,111607,260880,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.98,0.0,0.0,
