feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
MissingSwitchDefault,83,12731,67,9647,22528,0.57,0.43,0.01,0.55,0.28,0.01,0.01,0.01,0.57,0.0,0.0,0.99,0.06,0.0,
NoWhitespaceAfter,130,12692,106,9600,22528,0.57,0.43,0.01,0.55,0.28,0.01,0.01,0.01,0.57,0.0,0.0,0.99,0.08,0.0,
AbbreviationAsWordInName,39,12766,32,9691,22528,0.57,0.43,0.0,0.55,0.27,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.03,0.0,
ClassMemberImpliedModifier,61,12748,50,9669,22528,0.57,0.43,0.0,0.55,0.27,0.01,0.0,0.01,0.57,0.0,0.0,0.99,0.04,0.0,
CatchParameterName,62,12746,52,9668,22528,0.57,0.43,0.01,0.54,0.26,0.01,0.0,0.01,0.57,0.0,0.0,0.99,0.05,0.0,
MagicNumber,584,12306,492,9146,22528,0.57,0.43,0.05,0.54,0.26,0.06,0.04,0.06,0.56,0.02,0.01,0.99,0.28,0.0,
PackageDeclaration,6,12793,5,9724,22528,0.57,0.43,0.0,0.55,0.26,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.01,0.0,
DeclarationOrder,543,12336,462,9187,22528,0.57,0.43,0.04,0.54,0.25,0.06,0.04,0.05,0.56,0.02,0.01,0.99,0.26,0.0,
EmptyBlock,71,12737,61,9659,22528,0.57,0.43,0.01,0.54,0.25,0.01,0.0,0.01,0.57,0.0,0.0,0.99,0.05,0.0,
MethodName,36,12767,31,9694,22528,0.57,0.43,0.0,0.54,0.24,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.03,0.0,
NestedIfDepth,411,12443,355,9319,22528,0.57,0.43,0.03,0.54,0.24,0.04,0.03,0.04,0.56,0.01,0.0,0.99,0.21,0.0,
AnnotationOnSameLine,978,11931,867,8752,22528,0.57,0.43,0.08,0.53,0.23,0.1,0.07,0.09,0.56,0.03,0.01,0.99,0.41,0.0,
JavaNCSS,205,12616,182,9525,22528,0.57,0.43,0.02,0.53,0.23,0.02,0.01,0.02,0.57,0.01,0.0,0.99,0.13,0.0,
JavadocTagContinuationIndentation,81,12727,71,9649,22528,0.57,0.43,0.01,0.53,0.23,0.01,0.01,0.01,0.57,0.0,0.0,0.99,0.06,0.0,
UnusedImports,421,12428,370,9309,22528,0.57,0.43,0.04,0.53,0.23,0.04,0.03,0.04,0.56,0.01,0.0,0.99,0.22,0.0,
AvoidNestedBlocks,39,12763,35,9691,22528,0.57,0.43,0.0,0.53,0.22,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.03,0.0,
LocalVariableName,86,12721,77,9644,22528,0.57,0.43,0.01,0.53,0.22,0.01,0.01,0.01,0.57,0.0,0.0,0.99,0.06,0.0,
RedundantImport,12,12787,11,9718,22528,0.57,0.43,0.0,0.52,0.21,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.01,0.0,
UnnecessaryParentheses,240,12578,220,9490,22528,0.57,0.43,0.02,0.52,0.21,0.02,0.02,0.02,0.57,0.01,0.0,0.99,0.14,0.0,
VariableDeclarationUsageDistance,228,12589,209,9502,22528,0.57,0.43,0.02,0.52,0.21,0.02,0.02,0.02,0.57,0.01,0.0,0.99,0.14,0.0,
ExecutableStatementCount,244,12573,225,9486,22528,0.57,0.43,0.02,0.52,0.2,0.03,0.02,0.02,0.57,0.01,0.0,0.99,0.15,0.0,
LocalFinalVariableName,28,12772,26,9702,22528,0.57,0.43,0.0,0.52,0.2,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.02,0.0,
MethodLength,79,12725,73,9651,22528,0.57,0.43,0.01,0.52,0.2,0.01,0.01,0.01,0.57,0.0,0.0,0.99,0.06,0.0,
MissingCtor,239,12574,224,9491,22528,0.57,0.43,0.02,0.52,0.2,0.02,0.02,0.02,0.57,0.01,0.0,0.99,0.14,0.0,
MissingJavadocMethod,820,12037,761,8910,22528,0.57,0.43,0.07,0.52,0.2,0.08,0.06,0.08,0.56,0.02,0.0,0.99,0.37,0.0,
MultipleVariableDeclarations,59,12743,55,9671,22528,0.57,0.43,0.01,0.52,0.2,0.01,0.0,0.01,0.57,0.0,0.0,0.99,0.05,0.0,
DesignForExtension,703,12131,667,9027,22528,0.57,0.43,0.06,0.51,0.19,0.07,0.05,0.07,0.56,0.02,0.0,0.99,0.33,0.0,
IllegalType,84,12718,80,9646,22528,0.57,0.43,0.01,0.51,0.19,0.01,0.01,0.01,0.57,0.0,0.0,0.99,0.06,0.0,
ExplicitInitialization,200,12607,191,9530,22528,0.57,0.43,0.02,0.51,0.18,0.02,0.01,0.02,0.57,0.0,0.0,0.99,0.13,0.0,
FinalParameters,899,11932,866,8831,22528,0.57,0.43,0.08,0.51,0.18,0.09,0.07,0.08,0.56,0.02,0.0,0.99,0.4,0.0,
HiddenField,567,12251,547,9163,22528,0.57,0.43,0.05,0.51,0.18,0.06,0.04,0.06,0.56,0.01,0.0,0.99,0.28,0.0,
NPathComplexity,242,12565,233,9488,22528,0.57,0.43,0.02,0.51,0.18,0.02,0.02,0.02,0.57,0.01,0.0,0.99,0.15,0.0,
StaticVariableName,53,12747,51,9677,22528,0.57,0.43,0.0,0.51,0.18,0.01,0.0,0.01,0.57,0.0,0.0,0.99,0.04,0.0,
AvoidInlineConditionals,447,12358,440,9283,22528,0.57,0.43,0.04,0.5,0.17,0.05,0.03,0.04,0.56,0.01,0.0,0.99,0.24,0.0,
CyclomaticComplexity,293,12509,289,9437,22528,0.57,0.43,0.03,0.5,0.17,0.03,0.02,0.03,0.56,0.01,0.0,0.99,0.17,0.0,
GenericWhitespace,45,12754,44,9685,22528,0.57,0.43,0.0,0.51,0.17,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.04,0.0,
JavadocPackage,142,12658,140,9588,22528,0.57,0.43,0.01,0.5,0.17,0.01,0.01,0.01,0.57,0.0,0.0,0.99,0.1,0.0,
JavadocStyle,267,12536,262,9463,22528,0.57,0.43,0.02,0.5,0.17,0.03,0.02,0.03,0.56,0.01,0.0,0.99,0.16,0.0,
ModifierOrder,104,12696,102,9626,22528,0.57,0.43,0.01,0.5,0.17,0.01,0.01,0.01,0.57,0.0,0.0,0.99,0.08,0.0,
NestedForDepth,38,12761,37,9692,22528,0.57,0.43,0.0,0.51,0.17,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.03,0.0,
ReturnCount,359,12449,349,9371,22528,0.57,0.43,0.03,0.51,0.17,0.04,0.03,0.04,0.56,0.01,0.0,0.99,0.2,0.0,
TodoComment,198,12604,194,9532,22528,0.57,0.43,0.02,0.51,0.17,0.02,0.02,0.02,0.57,0.0,0.0,0.99,0.13,0.0,
AvoidStaticImport,270,12528,270,9460,22528,0.57,0.43,0.02,0.5,0.16,0.03,0.02,0.03,0.56,0.01,0.0,0.99,0.16,0.0,
EmptyLineSeparator,810,11985,813,8920,22528,0.57,0.43,0.07,0.5,0.16,0.08,0.06,0.08,0.56,0.02,-0.0,0.99,0.37,0.0,
FallThrough,11,12787,11,9719,22528,0.57,0.43,0.0,0.5,0.16,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.01,0.0,
FinalLocalVariable,1020,11780,1018,8710,22528,0.57,0.43,0.09,0.5,0.16,0.1,0.08,0.09,0.56,0.02,0.0,0.99,0.44,0.0,
IllegalThrows,3,12795,3,9727,22528,0.57,0.43,0.0,0.5,0.16,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
InterfaceTypeParameterName,1,12797,1,9729,22528,0.57,0.43,0.0,0.5,0.16,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
JavadocMethod,451,12346,452,9279,22528,0.57,0.43,0.04,0.5,0.16,0.05,0.04,0.04,0.56,0.01,-0.0,0.99,0.24,0.0,
LambdaParameterName,2,12796,2,9728,22528,0.57,0.43,0.0,0.5,0.16,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
TypecastParenPad,2,12796,2,9728,22528,0.57,0.43,0.0,0.5,0.16,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
UnnecessarySemicolonInTryWithResources,1,12797,1,9729,22528,0.57,0.43,0.0,0.5,0.16,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
CommentsIndentation,314,12482,316,9416,22528,0.57,0.43,0.03,0.5,0.15,0.03,0.02,0.03,0.56,0.01,-0.0,0.99,0.18,0.0,
IllegalCatch,234,12559,239,9496,22528,0.57,0.43,0.02,0.49,0.15,0.02,0.02,0.02,0.57,0.0,-0.0,0.99,0.15,0.0,
InnerTypeLast,234,12561,237,9496,22528,0.57,0.43,0.02,0.5,0.15,0.02,0.02,0.02,0.57,0.0,-0.0,0.99,0.15,0.0,
JavadocVariable,861,11920,878,8869,22528,0.57,0.43,0.08,0.5,0.15,0.09,0.07,0.08,0.56,0.02,-0.0,0.99,0.39,0.0,
SummaryJavadoc,349,12447,351,9381,22528,0.57,0.43,0.03,0.5,0.15,0.04,0.03,0.03,0.56,0.01,-0.0,0.99,0.2,0.0,
CustomImportOrder,28,12769,29,9702,22528,0.57,0.43,0.0,0.49,0.14,0.0,0.0,0.0,0.57,0.0,-0.0,0.99,0.03,0.0,
InterfaceMemberImpliedModifier,85,12711,87,9645,22528,0.57,0.43,0.01,0.49,0.14,0.01,0.01,0.01,0.57,0.0,-0.0,0.99,0.06,0.0,
MultipleStringLiterals,690,12092,706,9040,22528,0.57,0.43,0.06,0.49,0.14,0.07,0.06,0.07,0.56,0.01,-0.0,0.99,0.34,0.0,
RightCurly,321,12468,330,9409,22528,0.57,0.43,0.03,0.49,0.14,0.03,0.03,0.03,0.56,0.01,-0.0,0.99,0.19,0.0,
VisibilityModifier,378,12409,389,9352,22528,0.57,0.43,0.03,0.49,0.14,0.04,0.03,0.04,0.56,0.01,-0.0,0.99,0.21,0.0,
WhitespaceAfter,560,12220,578,9170,22528,0.57,0.43,0.05,0.49,0.14,0.06,0.05,0.05,0.56,0.01,-0.0,0.99,0.29,0.0,
InvalidJavadocPosition,74,12721,77,9656,22528,0.57,0.43,0.01,0.49,0.13,0.01,0.01,0.01,0.57,0.0,-0.0,0.99,0.06,0.0,
ParameterAssignment,159,12630,168,9571,22528,0.57,0.43,0.01,0.49,0.13,0.02,0.01,0.02,0.57,0.0,-0.0,0.99,0.11,0.0,
SeparatorWrap,465,12309,489,9265,22528,0.57,0.43,0.04,0.49,0.13,0.05,0.04,0.05,0.56,0.01,-0.0,0.99,0.25,0.0,
ClassDataAbstractionCoupling,125,12665,133,9605,22528,0.57,0.43,0.01,0.48,0.12,0.01,0.01,0.01,0.57,0.0,-0.0,0.99,0.09,0.0,
ImportOrder,964,11776,1022,8766,22528,0.57,0.43,0.09,0.49,0.12,0.1,0.08,0.09,0.56,0.02,-0.0,0.99,0.43,0.0,
Indentation,786,11960,838,8944,22528,0.57,0.43,0.07,0.48,0.12,0.08,0.07,0.07,0.56,0.01,-0.0,0.99,0.37,0.0,
MemberName,58,12736,62,9672,22528,0.57,0.43,0.01,0.48,0.12,0.01,0.0,0.01,0.57,0.0,-0.0,0.99,0.05,0.0,
ClassFanOutComplexity,108,12679,119,9622,22528,0.57,0.43,0.01,0.48,0.1,0.01,0.01,0.01,0.57,0.0,-0.0,0.99,0.08,0.0,
FinalClass,47,12745,53,9683,22528,0.57,0.43,0.0,0.47,0.09,0.0,0.0,0.0,0.57,0.0,-0.0,0.99,0.04,0.0,
JavadocParagraph,381,12370,428,9349,22528,0.57,0.43,0.04,0.47,0.09,0.04,0.03,0.04,0.56,0.0,-0.0,0.99,0.22,0.0,
WhitespaceAround,794,11898,900,8936,22528,0.56,0.43,0.08,0.47,0.09,0.08,0.07,0.07,0.56,0.01,-0.01,0.99,0.39,0.0,
SingleSpaceSeparator,384,12357,441,9346,22528,0.57,0.43,0.04,0.47,0.08,0.04,0.03,0.04,0.56,0.0,-0.0,0.99,0.23,0.0,
OperatorWrap,299,12450,348,9431,22528,0.57,0.43,0.03,0.46,0.07,0.03,0.03,0.03,0.56,0.0,-0.0,0.99,0.19,0.0,
ParameterName,30,12763,35,9700,22528,0.57,0.43,0.0,0.46,0.07,0.0,0.0,0.0,0.57,0.0,-0.0,0.99,0.03,0.0,
AvoidStarImport,192,12571,227,9538,22528,0.57,0.43,0.02,0.46,0.06,0.02,0.02,0.02,0.57,0.0,-0.0,0.99,0.13,0.0,
ThrowsCount,17,12778,20,9713,22528,0.57,0.43,0.0,0.46,0.06,0.0,0.0,0.0,0.57,0.0,-0.0,0.99,0.02,0.0,
EmptyForIteratorPad,14,12781,17,9716,22528,0.57,0.43,0.0,0.45,0.05,0.0,0.0,0.0,0.57,0.0,-0.0,0.99,0.02,0.0,
EmptyStatement,30,12762,36,9700,22528,0.57,0.43,0.0,0.45,0.05,0.0,0.0,0.0,0.57,0.0,-0.0,0.99,0.03,0.0,
LineLength,1218,11320,1478,8512,22528,0.56,0.43,0.12,0.45,0.05,0.13,0.12,0.11,0.55,0.01,-0.02,0.99,0.53,0.0,
avg_coupling_code_size_cut,4439,7347,5451,5291,22528,0.52,0.43,0.44,0.45,0.04,0.46,0.43,0.29,0.51,0.03,-0.08,0.99,0.99,0.0,
same_day_duration_avg,5035,6577,6221,4695,22528,0.52,0.43,0.5,0.45,0.04,0.52,0.49,0.32,0.5,0.03,-0.09,0.99,1.0,0.0,
NewlineAtEndOfFile,84,12693,105,9646,22528,0.57,0.43,0.01,0.44,0.03,0.01,0.01,0.01,0.57,0.0,-0.0,0.99,0.07,0.0,
OverloadMethodsDeclarationOrder,142,12619,179,9588,22528,0.57,0.43,0.01,0.44,0.02,0.01,0.01,0.01,0.57,0.0,-0.0,0.99,0.11,0.0,
RedundantModifier,151,12607,191,9579,22528,0.57,0.43,0.02,0.44,0.02,0.02,0.01,0.02,0.57,0.0,-0.0,0.99,0.11,0.0,
InnerAssignment,37,12750,48,9693,22528,0.57,0.43,0.0,0.44,0.01,0.0,0.0,0.0,0.57,0.0,-0.0,0.99,0.04,0.0,
NestedTryDepth,20,12772,26,9710,22528,0.57,0.43,0.0,0.43,0.01,0.0,0.0,0.0,0.57,0.0,-0.0,0.99,0.02,0.0,
BooleanExpressionComplexity,59,12721,77,9671,22528,0.57,0.43,0.01,0.43,0.0,0.01,0.01,0.01,0.57,0.0,-0.0,0.99,0.05,0.0,
LeftCurly,302,12398,400,9428,22528,0.56,0.43,0.03,0.43,-0.0,0.03,0.03,0.03,0.56,-0.0,-0.01,0.99,0.2,0.0,
prev_touch_ago,3919,7649,5149,5811,22528,0.51,0.43,0.4,0.43,0.0,0.4,0.4,0.26,0.51,0.0,-0.1,0.99,0.97,0.0,
random_metric,4758,6525,6273,4972,22528,0.5,0.43,0.49,0.43,-0.0,0.49,0.49,0.3,0.5,-0.0,-0.12,0.99,1.0,0.0,
ConstantName,107,12655,143,9623,22528,0.57,0.43,0.01,0.43,-0.01,0.01,0.01,0.01,0.57,-0.0,-0.0,0.99,0.09,0.0,
NoClone,6,12790,8,9724,22528,0.57,0.43,0.0,0.43,-0.01,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,
ParameterNumber,76,12696,102,9654,22528,0.57,0.43,0.01,0.43,-0.01,0.01,0.01,0.01,0.57,-0.0,-0.0,0.99,0.07,0.0,
AnnotationUseStyle,34,12752,46,9696,22528,0.57,0.43,0.0,0.42,-0.02,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.03,0.0,
SimplifyBooleanExpression,22,12768,30,9708,22528,0.57,0.43,0.0,0.42,-0.02,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.02,0.0,
NonEmptyAtclauseDescription,119,12633,165,9611,22528,0.57,0.43,0.01,0.42,-0.03,0.01,0.01,0.01,0.57,-0.0,-0.0,0.99,0.1,0.0,
ParenPad,240,12461,337,9490,22528,0.56,0.43,0.03,0.42,-0.04,0.02,0.03,0.02,0.56,-0.0,-0.01,0.99,0.17,0.0,
SingleLineJavadoc,10,12784,14,9720,22528,0.57,0.43,0.0,0.42,-0.04,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,
AnnotationLocation,28,12758,40,9702,22528,0.57,0.43,0.0,0.41,-0.05,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.03,0.0,
EqualsAvoidNull,89,12670,128,9641,22528,0.57,0.43,0.01,0.41,-0.05,0.01,0.01,0.01,0.57,-0.0,-0.0,0.99,0.08,0.0,
JavadocType,15,12776,22,9715,22528,0.57,0.43,0.0,0.41,-0.06,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.02,0.0,
HideUtilityClassConstructor,18,12771,27,9712,22528,0.57,0.43,0.0,0.4,-0.07,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.02,0.0,
SuperClone,8,12786,12,9722,22528,0.57,0.43,0.0,0.4,-0.07,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,
UncommentedMain,4,12792,6,9726,22528,0.57,0.43,0.0,0.4,-0.07,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,
FileLength,7,12787,11,9723,22528,0.57,0.43,0.0,0.39,-0.1,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,
MissingOverride,7,12787,11,9723,22528,0.57,0.43,0.0,0.39,-0.1,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,
ArrayTypeStyle,18,12768,30,9712,22528,0.57,0.43,0.0,0.38,-0.13,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.02,0.0,
FileTabCharacter,194,12476,322,9536,22528,0.56,0.43,0.02,0.38,-0.13,0.02,0.03,0.02,0.56,-0.0,-0.01,0.99,0.16,0.0,
AtclauseOrder,87,12643,155,9643,22528,0.57,0.43,0.01,0.36,-0.17,0.01,0.01,0.01,0.57,-0.0,-0.01,0.99,0.09,0.0,
ModifiedControlVariable,18,12765,33,9712,22528,0.57,0.43,0.0,0.35,-0.18,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.02,0.0,
OneStatementPerLine,20,12761,37,9710,22528,0.57,0.43,0.0,0.35,-0.19,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.03,0.0,
EmptyForInitializerPad,1,12796,2,9729,22528,0.57,0.43,0.0,0.33,-0.23,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
MethodCount,6,12786,12,9724,22528,0.57,0.43,0.0,0.33,-0.23,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,
NoFinalizer,2,12793,5,9728,22528,0.57,0.43,0.0,0.29,-0.34,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
ClassTypeParameterName,1,12795,3,9729,22528,0.57,0.43,0.0,0.25,-0.42,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
NoLineWrap,1,12795,3,9729,22528,0.57,0.43,0.0,0.25,-0.42,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
MethodTypeParameterName,2,12791,7,9728,22528,0.57,0.43,0.0,0.22,-0.49,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,
UpperEll,3,12785,13,9727,22528,0.57,0.43,0.0,0.19,-0.57,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,
IllegalImport,1,12792,6,9729,22528,0.57,0.43,0.0,0.14,-0.67,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
CovariantEquals,0,12797,1,9730,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
ImportControl,0,12798,0,9730,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
MissingJavadocPackage,0,12798,0,9730,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
OuterTypeFilename,0,12798,0,9730,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
PackageName,0,12798,0,9730,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
Regexp,0,12798,0,9730,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
RegexpOnFilename,0,12798,0,9730,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
SuperFinalize,0,12796,2,9730,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
SuppressWarnings,0,12798,0,9730,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
