,hotspot,other,riskfree,decreasing,increasing
MissingSwitchDefault,0.000165492643818376,0.00014965447874595427,0.00016167851515518596,False,False
MethodCount,1.953356733895521e-05,1.924018733396321e-05,1.256341498177356e-05,True,False
SuppressWarnings,0.0,0.0,0.0,True,True
JavadocType,0.00010857080369911259,0.0001718147505933748,0.00033212884940937205,False,True
AnnotationUseStyle,0.00028484454359858913,0.0005639062755503391,0.0005726534957142471,False,True
MissingOverride,0.0003211576455792332,0.00010157570243442968,2.253791512103218e-05,True,False
NestedForDepth,7.336539540647289e-05,7.596828813693121e-05,6.479088016876348e-05,False,False
TypeName,8.528764792662564e-05,5.979774690823857e-05,0.0001448862173213705,False,False
MultipleStringLiterals,0.012511126475891012,0.008443869058148772,0.006926525606216507,True,False
SeparatorWrap,0.01976484670805876,0.020777676109391664,0.01537472158440865,False,False
DeclarationOrder,0.0030413473070794693,0.0037485345703779623,0.004261225656839378,False,True
FinalLocalVariable,0.049105101453271585,0.040102872174857855,0.033960783355966244,True,False
ImportOrder,0.012966177772175484,0.016564390697190786,0.016260890615338516,False,False
AnnotationLocation,0.00016070423013914592,0.0006746742342192679,0.00017005054483818435,False,False
RedundantModifier,0.0009185589037128923,0.0013748354845103156,0.002379690053606835,False,True
UnusedImports,0.0009216365793873266,0.0012108769129476904,0.0004968701610738593,False,False
WhitespaceAround,0.010899187792918225,0.01037166110014462,0.010171134602502345,True,False
ParameterNumber,0.00025833226231079673,0.00030931873208316275,0.0002352073776589783,False,False
StringLiteralEquality,1.2564209519913721e-05,4.53696856922042e-06,6.749190257818539e-06,False,False
ImportControl,0.0055788302386054756,0.009190407915780099,0.010029982111475983,False,True
JavadocVariable,0.026280346558729805,0.03282192317924134,0.0354867311089798,False,True
MissingJavadocType,0.003201837147862758,0.0056450573568532,0.005369081694540747,False,False
LocalFinalVariableName,0.0001618515289425943,0.00013721167991040658,6.835212388529918e-05,True,False
IllegalToken,4.7460082545904705e-06,8.065904745934323e-06,1.1538289329963618e-05,False,True
AvoidInlineConditionals,0.0024959790156313584,0.002296508295756478,0.001983032725878917,True,False
NPathComplexity,0.0005566409221458474,0.00038838175968284195,0.0003149699190770001,True,False
AnonInnerLength,0.00038257105049233043,0.00022780730487556583,0.00022791927797100728,False,False
AbstractClassName,0.00024010465778802535,0.0004538772773860565,0.000393413938348922,False,False
LocalVariableName,0.0002365607594697644,0.00020652678871090275,0.0002704076308222002,False,False
HideUtilityClassConstructor,0.00022814181694109388,0.000492732466505649,0.0006418813262527807,False,True
ExecutableStatementCount,0.0007827334811657707,0.0006293078076385659,0.0004914495070745614,True,False
InnerTypeLast,0.003820424129300038,0.0031354755922667426,0.002072174819075616,True,False
CovariantEquals,1.1940476723533186e-07,1.5471196326738823e-06,2.3818333560904542e-07,False,False
NoWhitespaceBefore,0.00024823544864457556,0.00033575098353968763,0.0003542371257099545,False,True
MethodLength,0.00011206301327477146,7.654488003724551e-05,6.061576300356716e-05,True,False
UncommentedMain,4.1742034165070324e-05,0.00012683174307242373,0.00013654395265341604,False,True
CyclomaticComplexity,0.0009293141988226878,0.0006913150679923871,0.0005353082884014967,True,False
ClassTypeParameterName,1.751936051280153e-05,3.0328680132499455e-05,3.488551709422786e-05,False,True
WhitespaceAfter,0.0022090952647082027,0.0026533436177844523,0.00315174390628774,False,True
UnnecessaryParentheses,0.0009043189656983239,0.000824343014804712,0.0013609463482630753,False,False
ModifierOrder,0.00024653593978681443,0.0004903485985495572,0.0008315874184949454,False,True
LineLength,0.12379486009034865,0.1139640997388604,0.10248013745475487,True,False
RequireThis,2.3030862136238032e-06,4.202214681967391e-06,1.2650143619938052e-06,False,False
EqualsHashCode,5.6907682064792435e-06,9.692648353278978e-06,7.707729194055585e-06,False,False
OuterTypeNumber,3.5241195761197614e-05,6.6049586685581946e-06,1.4001653887753199e-05,False,False
InterfaceTypeParameterName,4.577458068338811e-06,1.6965571980145936e-05,2.1323137397292053e-05,False,True
MagicNumber,0.012811087881171768,0.01195377908717491,0.010747969408310621,True,False
ExplicitInitialization,0.0010978748103892151,0.0008358428694182895,0.0007178082563474128,True,False
IllegalType,0.00024250032925684725,0.00024194547568317712,0.0002436619380762409,False,False
IllegalImport,2.8889390659026226e-06,2.334381188270211e-06,1.5979744076155249e-06,True,False
ReturnCount,0.0017114762080447522,0.0013607754064532613,0.001157071984527881,True,False
ArrayTypeStyle,4.593495112664228e-05,4.208323829517479e-05,0.00028629333672372477,False,False
GenericWhitespace,3.623443244721001e-05,3.130465703987835e-05,5.93080565102634e-05,False,False
OperatorWrap,0.003929027353567691,0.003027240629683142,0.002120976147498114,True,False
UnnecessarySemicolonInEnumeration,7.80390955544027e-06,2.1756454676608636e-05,5.71617717874526e-05,False,True
ThrowsCount,2.2834097346092015e-05,3.587483266886449e-05,2.557181020552934e-05,False,False
EmptyLineSeparator,0.014028756679244055,0.018002255651945645,0.01776404324364277,False,False
LambdaParameterName,1.8320460339125194e-05,6.093964275216191e-05,8.102849838373327e-05,False,True
MemberName,0.00042169220740059186,0.00047176367171007525,0.0009675047985304436,False,True
ClassMemberImpliedModifier,0.00029804207896667005,0.0002541205463518649,0.0002405515272558319,True,False
ParameterName,0.00012865989626048964,0.00015496333722811592,0.00026189039150247424,False,True
total_sum,inf,inf,0.7297752856716154,True,False
DesignForExtension,0.016997099915562957,0.022446511091004887,0.019904092821501945,False,False
AvoidNestedBlocks,0.00024199785887760934,0.00021774460079025234,0.00015840571784521586,True,False
PackageDeclaration,inf,inf,1.345108687193435e-05,True,False
NoFinalizer,7.236822232758594e-07,7.954133508394926e-07,5.7349226947112784e-06,False,True
UnnecessarySemicolonInTryWithResources,4.049846786220703e-06,9.331698526100546e-06,7.203551371011238e-06,False,False
NestedIfDepth,0.0020198590962486667,0.0014167731036792623,0.0010319829375530637,True,False
JavadocMethod,0.007064624866164398,0.007033264088725028,0.007380218930213984,False,False
NewlineAtEndOfFile,inf,inf,0.0008361871334372459,True,False
TrailingComment,0.0027551896913600004,0.0025464792649422894,0.0034026964298222583,False,False
MissingJavadocPackage,5.421073247160204e-06,3.4816422405092e-06,8.277460475126231e-05,False,False
UpperEll,8.921902945456686e-06,5.1676014661600836e-05,6.144648859274125e-05,False,True
SummaryJavadoc,0.0038636349637992235,0.004852708071773457,0.007243367166430051,False,True
SingleSpaceSeparator,0.0016272971812594454,0.0017622040811311312,0.0018524203192964246,False,True
TodoComment,0.00024247313077806253,0.0003373324556474938,0.00021884382331865756,False,False
ArrayTrailingComma,0.000162786335442511,0.00011371483106174151,0.00012026053925143473,False,False
FileLength,1.3880486307205222e-05,7.785217965189274e-06,2.6256115914085605e-06,True,False
ParameterAssignment,0.000617859222539701,0.0005899889203298995,0.0005038496875469845,True,False
MethodTypeParameterName,5.2787928153623926e-05,5.064053218961181e-05,6.32817144558362e-05,False,False
AvoidStaticImport,0.007605284358724576,0.008905551025608353,0.005349878815061733,False,False
WriteTag,0.005080101148930477,0.006561735659846352,0.006805825304585691,False,True
RegexpOnFilename,0.0,0.0,0.0,True,True
MissingJavadocMethod,0.024364821235107834,0.02936722401891551,0.02478472596417596,False,False
JavaNCSS,0.00043947709694514854,0.00032436555055119346,0.00025939367499306254,True,False
NonEmptyAtclauseDescription,0.0009244943941523733,0.001492799433032509,0.0019288356371401564,False,True
FinalParameters,0.04671178937946676,0.05059278968856498,0.04324329886742739,False,False
NeedBraces,0.0027719480665201806,0.002775776384764294,0.0038517013027352643,False,True
EqualsAvoidNull,0.0002853540673800167,0.0002588222236042072,0.000267855100189425,False,False
NoWhitespaceAfter,0.00046270297060483956,0.00037494162873927576,0.0004675917146844723,False,False
OneTopLevelClass,7.084075212236337e-05,1.2490905950543661e-05,2.583507658644544e-05,False,False
SuperFinalize,4.7057442938449804e-07,4.2222244800325003e-07,1.1721152848390915e-06,False,False
EmptyBlock,6.504768103546002e-05,5.330809717748367e-05,4.8743734497923776e-05,True,False
