Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_random_metric,cond_mean_diff_random_metric,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
116,OneStatementPerLine,86.0,24399.0,270.0,8280.0,33035.0,0.74,0.25,0.01,0.24,-0.05,0.01,0.01,0.01,0.74,-0.0,-0.01,0.82,0.09,0.0,,28,11468,29,11003,22528,0.51,0.49,0.0,0.49,0.0,0.0,0.0,0.0,0.51,0.0,-0.0,1.0,0.03,0.0,,49.80898876404493,-0.19455293415393984,False,0.14123812674714487,0.13,289,43,3747,127755,4060,125318,260880,0.5,0.49,0.03,0.48,-0.03,0.03,0.03,0.03,0.5,-0.0,-0.0,1.0,0.19,0.0,,16,23.0,12451.0,62.0,3998.0,16534.0,0.75,0.24,0.01,0.27,0.11,0.01,0.0,0.01,0.75,0.0,-0.0,0.8,0.05,0.0,,15,3.0,6371.0,5.0,2057.0,8436.0,0.76,0.24,0.0,0.38,0.54,0.0,0.0,0.0,0.76,0.0,-0.0,0.8,0.01,0.0,,127,56.0,5909.0,207.0,1893.0,8065.0,0.74,0.24,0.03,0.21,-0.12,0.03,0.03,0.03,0.74,-0.0,-0.02,0.8,0.21,0.0,
117,LocalVariableName,319.0,23664.0,1005.0,8047.0,33035.0,0.73,0.25,0.04,0.24,-0.05,0.04,0.04,0.03,0.73,-0.0,-0.03,0.82,0.24,0.0,,85,11419,78,10946,22528,0.51,0.49,0.01,0.52,0.06,0.01,0.01,0.01,0.51,0.0,0.0,1.0,0.06,0.0,,50.18580060422961,0.18225890603072514,False,0.3365727565228753,0.06999999999999995,1118,87,4499,127767,4048,124566,260880,0.51,0.49,0.03,0.53,0.06,0.03,0.03,0.03,0.5,0.0,0.0,1.0,0.21,0.0,,120,79.0,12224.0,289.0,3942.0,16534.0,0.74,0.24,0.02,0.21,-0.12,0.02,0.02,0.02,0.75,-0.0,-0.02,0.8,0.15,0.0,,43,25.0,6306.0,70.0,2035.0,8436.0,0.75,0.24,0.01,0.26,0.08,0.01,0.01,0.01,0.75,0.0,-0.01,0.8,0.09,0.0,,78,205.0,5460.0,656.0,1744.0,8065.0,0.7,0.24,0.11,0.24,-0.01,0.11,0.11,0.08,0.7,-0.0,-0.07,0.8,0.49,0.0,
118,BooleanExpressionComplexity,401.0,23395.0,1274.0,7965.0,33035.0,0.72,0.25,0.05,0.24,-0.05,0.05,0.05,0.04,0.72,-0.0,-0.04,0.82,0.29,0.0,,68,11429,68,10963,22528,0.51,0.49,0.01,0.5,0.02,0.01,0.01,0.01,0.51,0.0,0.0,1.0,0.05,0.0,,49.52,-0.4835416981988772,False,0.15952947116741875,0.06000000000000005,1478,92,5112,126615,5200,123953,260880,0.5,0.49,0.04,0.5,0.0,0.04,0.04,0.04,0.5,0.0,-0.0,1.0,0.24,0.0,,110,82.0,12231.0,282.0,3939.0,16534.0,0.74,0.24,0.02,0.23,-0.07,0.02,0.02,0.02,0.75,-0.0,-0.02,0.8,0.15,0.0,,125,1.0,6368.0,8.0,2059.0,8436.0,0.75,0.24,0.0,0.11,-0.54,0.0,0.0,0.0,0.76,-0.0,-0.0,0.8,0.01,0.0,,105,301.0,5115.0,1001.0,1648.0,8065.0,0.67,0.24,0.16,0.23,-0.04,0.15,0.16,0.1,0.67,-0.01,-0.11,0.8,0.64,0.0,
119,AnonInnerLength,536.0,22967.0,1702.0,7830.0,33035.0,0.71,0.25,0.07,0.24,-0.05,0.06,0.07,0.05,0.71,-0.0,-0.05,0.82,0.36,0.0,,163,11312,185,10868,22528,0.51,0.49,0.02,0.47,-0.04,0.01,0.02,0.01,0.51,-0.0,-0.0,1.0,0.12,0.0,,49.93744414655943,-0.06609755163945152,False,0.18645568811973384,0.08999999999999997,2026,204,5770,126535,5280,123295,260880,0.51,0.49,0.04,0.52,0.06,0.04,0.04,0.04,0.5,0.0,0.0,1.0,0.25,0.0,,106,169.0,11943.0,570.0,3852.0,16534.0,0.73,0.24,0.04,0.23,-0.06,0.04,0.05,0.04,0.73,-0.0,-0.03,0.8,0.26,0.0,,90,5.0,6360.0,16.0,2055.0,8436.0,0.75,0.24,0.0,0.24,-0.02,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.03,0.0,,83,350.0,4988.0,1128.0,1599.0,8065.0,0.66,0.24,0.18,0.24,-0.02,0.18,0.18,0.11,0.66,-0.0,-0.13,0.8,0.69,0.0,
120,IllegalType,396.0,23409.0,1260.0,7970.0,33035.0,0.72,0.25,0.05,0.24,-0.06,0.05,0.05,0.04,0.72,-0.0,-0.04,0.82,0.29,0.0,,80,11413,84,10951,22528,0.51,0.49,0.01,0.49,-0.0,0.01,0.01,0.01,0.51,-0.0,-0.0,1.0,0.06,0.0,,49.069444444444436,-0.9340972537544374,False,0.10397898125670807,0.07999999999999996,1335,112,3037,128700,3115,126028,260880,0.5,0.49,0.02,0.49,-0.0,0.02,0.02,0.02,0.51,-0.0,-0.0,1.0,0.16,0.0,,119,110.0,12110.0,403.0,3911.0,16534.0,0.74,0.24,0.03,0.21,-0.12,0.03,0.03,0.02,0.74,-0.0,-0.02,0.8,0.2,0.0,,34,12.0,6345.0,31.0,2048.0,8436.0,0.75,0.24,0.01,0.28,0.14,0.01,0.0,0.01,0.75,0.0,-0.0,0.8,0.05,0.0,,84,260.0,5276.0,840.0,1689.0,8065.0,0.69,0.24,0.14,0.24,-0.02,0.13,0.14,0.09,0.69,-0.0,-0.09,0.8,0.57,0.0,
121,EmptyForIteratorPad,80.0,24414.0,255.0,8286.0,33035.0,0.74,0.25,0.01,0.24,-0.06,0.01,0.01,0.01,0.74,-0.0,-0.01,0.82,0.08,0.0,,14,11480,17,11017,22528,0.51,0.49,0.0,0.45,-0.08,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.02,0.0,,48.859701492537305,-1.1438402056615686,False,0.06592639147064032,0.08999999999999997,271,28,890,130591,1224,128175,260880,0.5,0.49,0.01,0.42,-0.15,0.01,0.01,0.01,0.51,-0.0,-0.0,1.0,0.07,0.0,,82,21.0,12447.0,66.0,4000.0,16534.0,0.75,0.24,0.01,0.24,-0.01,0.01,0.01,0.01,0.75,-0.0,-0.0,0.8,0.05,0.0,,69,1.0,6373.0,3.0,2059.0,8436.0,0.76,0.24,0.0,0.25,0.02,0.0,0.0,0.0,0.76,0.0,-0.0,0.8,0.01,0.0,,92,57.0,5929.0,187.0,1892.0,8065.0,0.74,0.24,0.03,0.23,-0.03,0.03,0.03,0.03,0.74,-0.0,-0.02,0.8,0.2,0.0,
122,MissingOverride,18.0,24611.0,58.0,8348.0,33035.0,0.75,0.25,0.0,0.24,-0.06,0.0,0.0,0.0,0.75,-0.0,-0.0,0.82,0.02,0.0,,10,11489,8,11021,22528,0.51,0.49,0.0,0.56,0.13,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.01,0.0,,46.118421052631575,-3.8851206455672984,False,0.13024632157551214,0.15000000000000002,69,12,227,131510,305,128838,260880,0.5,0.49,0.0,0.43,-0.14,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.02,0.0,,14,3.0,12505.0,8.0,4018.0,16534.0,0.76,0.24,0.0,0.27,0.12,0.0,0.0,0.0,0.76,0.0,-0.0,0.8,0.01,0.0,,6,2.0,6375.0,1.0,2058.0,8436.0,0.76,0.24,0.0,0.67,1.73,0.0,0.0,0.0,0.76,0.0,0.0,0.8,0.0,0.0,,130,13.0,6067.0,49.0,1936.0,8065.0,0.75,0.24,0.01,0.21,-0.13,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.07,0.0,
123,NewlineAtEndOfFile,531.0,22953.0,1716.0,7835.0,33035.0,0.71,0.25,0.07,0.24,-0.07,0.06,0.07,0.05,0.71,-0.0,-0.05,0.82,0.36,0.0,,92,11400,97,10939,22528,0.51,0.49,0.01,0.49,-0.01,0.01,0.01,0.01,0.51,-0.0,-0.0,1.0,0.07,0.0,,49.43168669336894,-0.571855004829942,False,-0.02654618144565604,0.13,1310,189,2717,129013,2802,126348,260880,0.5,0.49,0.02,0.49,-0.0,0.02,0.02,0.02,0.51,-0.0,-0.0,1.0,0.15,0.0,,126,199.0,11727.0,786.0,3822.0,16534.0,0.72,0.24,0.06,0.2,-0.17,0.05,0.06,0.04,0.73,-0.01,-0.05,0.8,0.33,0.0,,82,200.0,5753.0,623.0,1860.0,8436.0,0.71,0.24,0.1,0.24,-0.0,0.1,0.1,0.07,0.71,-0.0,-0.07,0.8,0.46,0.0,,31,109.0,5786.0,330.0,1840.0,8065.0,0.73,0.24,0.05,0.25,0.03,0.06,0.05,0.05,0.73,0.0,-0.04,0.8,0.3,0.0,
124,NoWhitespaceAfter,438.0,23251.0,1418.0,7928.0,33035.0,0.72,0.25,0.06,0.24,-0.07,0.05,0.06,0.04,0.72,-0.0,-0.04,0.82,0.31,0.0,,115,11376,121,10916,22528,0.51,0.49,0.01,0.49,-0.0,0.01,0.01,0.01,0.51,-0.0,-0.0,1.0,0.08,0.0,,49.44288793103448,-0.5606537671643963,False,0.30838732209943065,0.09999999999999998,1379,156,3950,126118,5697,125115,260880,0.5,0.49,0.04,0.41,-0.17,0.03,0.04,0.03,0.5,-0.01,-0.01,1.0,0.23,0.0,,62,164.0,12005.0,508.0,3857.0,16534.0,0.74,0.24,0.04,0.24,0.0,0.04,0.04,0.04,0.74,0.0,-0.03,0.8,0.25,0.0,,44,20.0,6320.0,56.0,2040.0,8436.0,0.75,0.24,0.01,0.26,0.08,0.01,0.01,0.01,0.75,0.0,-0.01,0.8,0.07,0.0,,121,243.0,5251.0,865.0,1706.0,8065.0,0.68,0.24,0.14,0.22,-0.09,0.12,0.14,0.09,0.69,-0.01,-0.1,0.8,0.58,0.0,
125,MultipleVariableDeclarations,272.0,23787.0,882.0,8094.0,33035.0,0.73,0.25,0.03,0.24,-0.07,0.03,0.04,0.03,0.73,-0.0,-0.02,0.82,0.22,0.0,,52,11435,62,10979,22528,0.51,0.49,0.01,0.46,-0.07,0.0,0.01,0.0,0.51,-0.0,-0.0,1.0,0.05,0.0,,49.95840554592721,-0.04513615227167378,False,0.09511458873994967,0.07999999999999996,853,72,4911,126919,4896,124154,260880,0.51,0.49,0.04,0.5,0.01,0.04,0.04,0.04,0.5,0.0,0.0,1.0,0.23,0.0,,122,79.0,12216.0,297.0,3942.0,16534.0,0.74,0.24,0.02,0.21,-0.14,0.02,0.02,0.02,0.75,-0.0,-0.02,0.8,0.16,0.0,,121,2.0,6366.0,10.0,2058.0,8436.0,0.75,0.24,0.0,0.17,-0.32,0.0,0.0,0.0,0.76,-0.0,-0.0,0.8,0.02,0.0,,110,176.0,5526.0,590.0,1773.0,8065.0,0.71,0.24,0.09,0.23,-0.05,0.09,0.1,0.07,0.71,-0.0,-0.07,0.8,0.45,0.0,
126,CatchParameterName,280.0,23749.0,920.0,8086.0,33035.0,0.73,0.25,0.04,0.23,-0.08,0.03,0.04,0.03,0.73,-0.0,-0.03,0.82,0.23,0.0,,52,11435,62,10979,22528,0.51,0.49,0.01,0.46,-0.07,0.0,0.01,0.0,0.51,-0.0,-0.0,1.0,0.05,0.0,,48.44583333333333,-1.5577083648655474,False,0.16560410270862422,0.06999999999999995,941,70,1839,129749,2066,127226,260880,0.5,0.49,0.01,0.47,-0.05,0.01,0.02,0.01,0.51,-0.0,-0.0,1.0,0.11,0.0,,117,74.0,12247.0,266.0,3947.0,16534.0,0.75,0.24,0.02,0.22,-0.11,0.02,0.02,0.02,0.75,-0.0,-0.02,0.8,0.14,0.0,,37,21.0,6321.0,55.0,2039.0,8436.0,0.75,0.24,0.01,0.28,0.13,0.01,0.01,0.01,0.75,0.0,-0.01,0.8,0.07,0.0,,118,177.0,5509.0,607.0,1772.0,8065.0,0.71,0.24,0.1,0.23,-0.07,0.09,0.1,0.07,0.71,-0.0,-0.07,0.8,0.46,0.0,
127,MethodName,177.0,24088.0,581.0,8189.0,33035.0,0.73,0.25,0.02,0.23,-0.08,0.02,0.02,0.02,0.74,-0.0,-0.02,0.82,0.16,0.0,,30,11460,37,11001,22528,0.51,0.49,0.0,0.45,-0.09,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.03,0.0,,49.71503957783642,-0.28850212036246603,False,0.2687824522731841,0.06000000000000005,616,36,2783,129226,2589,126282,260880,0.51,0.49,0.02,0.52,0.05,0.02,0.02,0.02,0.51,0.0,0.0,1.0,0.14,0.0,,105,45.0,12362.0,151.0,3976.0,16534.0,0.75,0.24,0.01,0.23,-0.06,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.09,0.0,,19,4.0,6368.0,8.0,2056.0,8436.0,0.76,0.24,0.0,0.33,0.37,0.0,0.0,0.0,0.76,0.0,-0.0,0.8,0.02,0.0,,124,120.0,5686.0,430.0,1829.0,8065.0,0.72,0.24,0.07,0.22,-0.1,0.06,0.07,0.05,0.72,-0.0,-0.05,0.8,0.36,0.0,
128,ModifiedControlVariable,107.0,24319.0,350.0,8259.0,33035.0,0.74,0.25,0.01,0.23,-0.08,0.01,0.01,0.01,0.74,-0.0,-0.01,0.82,0.11,0.0,,24,11470,27,11007,22528,0.51,0.49,0.0,0.47,-0.04,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.02,0.0,,48.240700218818375,-1.7628414793804978,False,0.0705572182552125,0.08999999999999997,450,42,1629,129903,1912,127436,260880,0.5,0.49,0.01,0.46,-0.07,0.01,0.01,0.01,0.51,-0.0,-0.0,1.0,0.1,0.0,,27,26.0,12439.0,74.0,3995.0,16534.0,0.75,0.24,0.01,0.26,0.07,0.01,0.01,0.01,0.75,0.0,-0.0,0.8,0.05,0.0,,18,1.0,6374.0,2.0,2059.0,8436.0,0.76,0.24,0.0,0.33,0.37,0.0,0.0,0.0,0.76,0.0,-0.0,0.8,0.0,0.0,,134,73.0,5835.0,281.0,1876.0,8065.0,0.73,0.24,0.04,0.21,-0.15,0.04,0.05,0.03,0.74,-0.0,-0.03,0.8,0.26,0.0,
129,CustomImportOrder,164.0,24119.0,550.0,8202.0,33035.0,0.74,0.25,0.02,0.23,-0.09,0.02,0.02,0.02,0.74,-0.0,-0.02,0.82,0.15,0.0,,27,11467,30,11004,22528,0.51,0.49,0.0,0.47,-0.03,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.03,0.0,,49.203081232493,-0.800460465705882,False,-0.0027588962640051336,0.08999999999999997,555,55,99,131560,255,128966,260880,0.5,0.49,0.0,0.28,-0.43,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.01,0.0,,125,72.0,12236.0,277.0,3949.0,16534.0,0.74,0.24,0.02,0.21,-0.15,0.02,0.02,0.02,0.75,-0.0,-0.02,0.8,0.15,0.0,,108,48.0,6201.0,175.0,2012.0,8436.0,0.74,0.24,0.03,0.22,-0.12,0.02,0.03,0.02,0.74,-0.0,-0.02,0.8,0.18,0.0,,123,31.0,6005.0,111.0,1918.0,8065.0,0.75,0.24,0.02,0.22,-0.1,0.02,0.02,0.02,0.75,-0.0,-0.01,0.8,0.13,0.0,
130,NoWhitespaceBefore,249.0,23831.0,838.0,8117.0,33035.0,0.73,0.25,0.03,0.23,-0.1,0.03,0.03,0.03,0.73,-0.0,-0.02,0.82,0.21,0.0,,174,11329,168,10857,22528,0.51,0.49,0.02,0.51,0.04,0.02,0.01,0.02,0.51,0.0,0.0,1.0,0.11,0.0,,49.60901563937443,-0.3945260588244537,False,0.03838935065050491,0.23,936,286,1882,129782,2033,127183,260880,0.5,0.49,0.02,0.48,-0.03,0.01,0.02,0.01,0.51,-0.0,-0.0,1.0,0.11,0.0,,113,74.0,12255.0,258.0,3947.0,16534.0,0.75,0.24,0.02,0.22,-0.08,0.02,0.02,0.02,0.75,-0.0,-0.01,0.8,0.14,0.0,,17,15.0,6349.0,27.0,2045.0,8436.0,0.75,0.24,0.0,0.36,0.46,0.01,0.0,0.01,0.75,0.0,-0.0,0.8,0.05,0.0,,129,150.0,5553.0,563.0,1799.0,8065.0,0.71,0.24,0.09,0.21,-0.13,0.08,0.09,0.06,0.71,-0.01,-0.07,0.8,0.43,0.0,
131,SimplifyBooleanExpression,86.0,24375.0,294.0,8280.0,33035.0,0.74,0.25,0.01,0.23,-0.11,0.01,0.01,0.01,0.74,-0.0,-0.01,0.82,0.09,0.0,,18,11463,34,11013,22528,0.51,0.49,0.0,0.35,-0.29,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.02,0.0,,50.45526315789475,0.4517214596958538,False,0.2492191093450923,0.11,342,41,717,130835,980,128348,260880,0.5,0.49,0.01,0.42,-0.15,0.01,0.01,0.01,0.51,-0.0,-0.0,1.0,0.06,0.0,,121,29.0,12407.0,106.0,3992.0,16534.0,0.75,0.24,0.01,0.21,-0.12,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.07,0.0,,123,1.0,6371.0,5.0,2059.0,8436.0,0.76,0.24,0.0,0.17,-0.32,0.0,0.0,0.0,0.76,-0.0,-0.0,0.8,0.01,0.0,,112,55.0,5932.0,184.0,1894.0,8065.0,0.74,0.24,0.03,0.23,-0.05,0.03,0.03,0.03,0.74,-0.0,-0.02,0.8,0.19,0.0,
132,TypecastParenPad,7.0,24645.0,24.0,8359.0,33035.0,0.75,0.25,0.0,0.23,-0.11,0.0,0.0,0.0,0.75,-0.0,-0.0,0.82,0.01,0.0,,1,11494,3,11030,22528,0.51,0.49,0.0,0.25,-0.49,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.0,0.0,,52.70967741935484,2.70613572115596,False,0.008376756782225391,0.21,11,3,81,131757,58,128984,260880,0.51,0.49,0.0,0.58,0.18,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.01,0.0,,139,2.0,12502.0,11.0,4019.0,16534.0,0.76,0.24,0.0,0.15,-0.37,0.0,0.0,0.0,0.76,-0.0,-0.0,0.8,0.01,0.0,,111,1.0,6372.0,4.0,2059.0,8436.0,0.76,0.24,0.0,0.2,-0.18,0.0,0.0,0.0,0.76,-0.0,-0.0,0.8,0.01,0.0,,5,4.0,6107.0,9.0,1945.0,8065.0,0.76,0.24,0.0,0.31,0.27,0.0,0.0,0.0,0.76,0.0,-0.0,0.8,0.02,0.0,
133,InvalidJavadocPosition,198.0,23983.0,686.0,8168.0,33035.0,0.73,0.25,0.03,0.22,-0.12,0.02,0.03,0.02,0.73,-0.0,-0.02,0.82,0.18,0.0,,69,11415,82,10962,22528,0.51,0.49,0.01,0.46,-0.07,0.01,0.01,0.01,0.51,-0.0,-0.0,1.0,0.06,0.0,,48.86199095022624,-1.1415507479726372,False,0.07236980867762867,0.15000000000000002,680,123,1106,130456,1359,127959,260880,0.5,0.49,0.01,0.45,-0.09,0.01,0.01,0.01,0.51,-0.0,-0.0,1.0,0.08,0.0,,128,52.0,12307.0,206.0,3969.0,16534.0,0.75,0.24,0.02,0.2,-0.17,0.01,0.02,0.01,0.75,-0.0,-0.01,0.8,0.12,0.0,,105,10.0,6342.0,34.0,2050.0,8436.0,0.75,0.24,0.01,0.23,-0.07,0.0,0.01,0.0,0.75,-0.0,-0.0,0.8,0.05,0.0,,116,131.0,5665.0,451.0,1818.0,8065.0,0.72,0.24,0.07,0.23,-0.07,0.07,0.07,0.05,0.72,-0.0,-0.05,0.8,0.37,0.0,
134,TypeName,75.0,24409.0,260.0,8291.0,33035.0,0.74,0.25,0.01,0.22,-0.12,0.01,0.01,0.01,0.74,-0.0,-0.01,0.82,0.08,0.0,,4,11492,5,11027,22528,0.51,0.49,0.0,0.44,-0.09,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.01,0.0,,47.77611940298507,-2.227422295213806,False,0.044866004050543015,0.020000000000000014,184,3,1172,130775,1040,127893,260880,0.51,0.49,0.01,0.53,0.07,0.01,0.01,0.01,0.51,0.0,0.0,1.0,0.07,0.0,,112,36.0,12390.0,123.0,3985.0,16534.0,0.75,0.24,0.01,0.23,-0.07,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.08,0.0,,119,6.0,6347.0,29.0,2054.0,8436.0,0.75,0.24,0.0,0.17,-0.3,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.04,0.0,,128,30.0,6005.0,111.0,1919.0,8065.0,0.75,0.24,0.02,0.21,-0.12,0.02,0.02,0.01,0.75,-0.0,-0.01,0.8,0.13,0.0,
135,MutableException,8.0,24640.0,29.0,8358.0,33035.0,0.75,0.25,0.0,0.22,-0.15,0.0,0.0,0.0,0.75,-0.0,-0.0,0.82,0.01,0.0,,1,11496,1,11030,22528,0.51,0.49,0.0,0.5,0.02,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.0,0.0,,51.351351351351354,1.347809653152474,False,0.003938419423749014,0.07999999999999996,24,2,5,131725,90,129060,260880,0.5,0.49,0.0,0.05,-0.89,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.0,0.0,,134,2.0,12504.0,9.0,4019.0,16534.0,0.76,0.24,0.0,0.18,-0.25,0.0,0.0,0.0,0.76,-0.0,-0.0,0.8,0.01,0.0,,124,2.0,6362.0,14.0,2058.0,8436.0,0.75,0.24,0.0,0.12,-0.49,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.02,0.0,,7,3.0,6109.0,7.0,1946.0,8065.0,0.76,0.24,0.0,0.3,0.24,0.0,0.0,0.0,0.76,0.0,-0.0,0.8,0.01,0.0,
136,RequireThis,10.0,24632.0,37.0,8356.0,33035.0,0.75,0.25,0.0,0.21,-0.16,0.0,0.0,0.0,0.75,-0.0,-0.0,0.82,0.02,0.0,,4,11493,4,11027,22528,0.51,0.49,0.0,0.5,0.02,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.0,0.0,,51.21276595744681,1.2092242592479252,False,0.048233006646089316,0.13,48,7,229,131659,156,128836,260880,0.51,0.49,0.0,0.59,0.2,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.02,0.0,,1,2.0,12509.0,4.0,4019.0,16534.0,0.76,0.24,0.0,0.33,0.37,0.0,0.0,0.0,0.76,0.0,-0.0,0.8,0.0,0.0,,131,0.0,6376.0,0.0,2060.0,8436.0,0.76,0.24,0.0,0.0,-1.0,0.0,0.0,0.0,0.76,0.0,0.0,0.8,0.0,0.0,,137,8.0,6083.0,33.0,1941.0,8065.0,0.76,0.24,0.01,0.2,-0.19,0.0,0.01,0.0,0.76,-0.0,-0.0,0.8,0.05,0.0,
137,RedundantImport,27.0,24569.0,100.0,8339.0,33035.0,0.74,0.25,0.0,0.21,-0.16,0.0,0.0,0.0,0.74,-0.0,-0.0,0.82,0.04,0.0,,10,11484,13,11021,22528,0.51,0.49,0.0,0.43,-0.11,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.01,0.0,,48.1496062992126,-1.8539353989862803,False,0.0060874251963769005,0.07999999999999996,273,23,266,131495,320,128799,260880,0.51,0.49,0.0,0.45,-0.08,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.02,0.0,,127,14.0,12458.0,55.0,4007.0,16534.0,0.75,0.24,0.0,0.2,-0.17,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.04,0.0,,115,3.0,6363.0,13.0,2057.0,8436.0,0.75,0.24,0.0,0.19,-0.23,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.02,0.0,,126,9.0,6083.0,33.0,1940.0,8065.0,0.76,0.24,0.01,0.21,-0.11,0.0,0.01,0.0,0.76,-0.0,-0.0,0.8,0.05,0.0,
138,LambdaParameterName,32.0,24550.0,119.0,8334.0,33035.0,0.74,0.25,0.0,0.21,-0.16,0.0,0.0,0.0,0.74,-0.0,-0.0,0.82,0.04,0.0,,1,11494,3,11030,22528,0.51,0.49,0.0,0.25,-0.49,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.0,0.0,,50.05298013245033,0.04943843425144934,False,0.005338265252047207,0.06000000000000005,46,3,117,131626,189,128948,260880,0.5,0.49,0.0,0.38,-0.23,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.01,0.0,,136,15.0,12445.0,68.0,4006.0,16534.0,0.75,0.24,0.01,0.18,-0.26,0.0,0.01,0.0,0.75,-0.0,-0.0,0.8,0.05,0.0,,9,3.0,6372.0,4.0,2057.0,8436.0,0.76,0.24,0.0,0.43,0.76,0.0,0.0,0.0,0.76,0.0,-0.0,0.8,0.01,0.0,,139,12.0,6067.0,49.0,1937.0,8065.0,0.75,0.24,0.01,0.2,-0.19,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.06,0.0,
139,EmptyStatement,66.0,24421.0,248.0,8300.0,33035.0,0.74,0.25,0.01,0.21,-0.17,0.01,0.01,0.01,0.74,-0.0,-0.01,0.82,0.08,0.0,,27,11458,39,11004,22528,0.51,0.49,0.0,0.41,-0.16,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.03,0.0,,49.14649681528664,-0.8570448829122554,False,0.15811671923211876,0.21,223,61,750,131011,804,128315,260880,0.51,0.49,0.01,0.48,-0.02,0.01,0.01,0.01,0.51,-0.0,-0.0,1.0,0.05,0.0,,17,23.0,12451.0,62.0,3998.0,16534.0,0.75,0.24,0.01,0.27,0.11,0.01,0.0,0.01,0.75,0.0,-0.0,0.8,0.05,0.0,,5,2.0,6375.0,1.0,2058.0,8436.0,0.76,0.24,0.0,0.67,1.73,0.0,0.0,0.0,0.76,0.0,0.0,0.8,0.0,0.0,,142,39.0,5929.0,187.0,1910.0,8065.0,0.74,0.24,0.03,0.17,-0.29,0.02,0.03,0.02,0.74,-0.01,-0.02,0.8,0.18,0.0,
