feature,Pearson
same_day_duration_avg_cmp,1.0
file_ccp_cmp,0.33852349033844187
prev_touch_ago_cmp,0.17535949167692172
EmptyLineSeparator_cmp,0.14726524152981585
MissingJavadocMethod_cmp,0.09498492242224282
NonEmptyAtclauseDescription_cmp,0.06485822948292612
DesignForExtension_cmp,0.06478490513136945
RedundantModifier_cmp,0.06287377571087151
JavadocType_cmp,0.05617024354392549
AnnotationOnSameLine_cmp,0.055196509598401645
AvoidStaticImport_cmp,0.04948455851593134
JavadocParagraph_cmp,0.04483580836155651
AvoidStarImport_cmp,0.043505807683992204
MemberName_cmp,0.04255665995944632
MultipleVariableDeclarations_cmp,0.04128012400587837
JavadocMethod_cmp,0.04029157307319466
IllegalToken_cmp,0.03918472313243589
WriteTag_cmp,0.038587240087383845
MissingCtor_cmp,0.03554159190640041
JavadocStyle_cmp,0.03497832340933687
ParameterNumber_cmp,0.03457058401445724
WhitespaceAround_cmp,0.034424124357907156
HideUtilityClassConstructor_cmp,0.034369501032466
LocalFinalVariableName_cmp,0.034319010589064516
OuterTypeNumber_cmp,0.03313079413641181
OneTopLevelClass_cmp,0.03313079413641181
InnerTypeLast_cmp,0.03299324428546265
JavadocTagContinuationIndentation_cmp,0.03283234923149942
EmptyCatchBlock_cmp,0.03251913619057421
InterfaceMemberImpliedModifier_cmp,0.03236916003528766
ConstantName_cmp,0.031180247545792485
AbstractClassName_cmp,0.030225419694737046
ClassMemberImpliedModifier_cmp,0.02953671984026998
SuperClone_cmp,0.02791607013767226
NPathComplexity_cmp,0.027773562423726063
FallThrough_cmp,0.027325271445346775
ReturnCount_cmp,0.027076716982201026
FinalParameters_cmp,0.026924169379978307
SummaryJavadoc_cmp,0.026561579491363504
AvoidInlineConditionals_cmp,0.026487931315654682
MethodCount_cmp,0.026422835770159855
ArrayTypeStyle_cmp,0.026241875420831038
AvoidEscapedUnicodeCharacters_cmp,0.02582917031289696
LeftCurly_cmp,0.024685123716275823
AnonInnerLength_cmp,0.023897389000700996
avg_coupling_code_size_cut_cmp,0.023133394472068882
BooleanExpressionComplexity_cmp,0.022920494239376123
UncommentedMain_cmp,0.02255522632546542
FinalLocalVariable_cmp,0.022467146808317295
MagicNumber_cmp,0.022410515471383053
MissingJavadocPackage_cmp,0.020570280734469044
CommentsIndentation_cmp,0.02018582618479362
Indentation_cmp,0.01989034589644572
SingleSpaceSeparator_cmp,0.018591496059666188
MissingJavadocType_cmp,0.018348391808792792
MissingSwitchDefault_cmp,0.01812985261531424
MutableException_cmp,0.017653737369680535
ParameterAssignment_cmp,0.0175135710159052
ClassTypeParameterName_cmp,0.017455935917021027
ModifiedControlVariable_cmp,0.01737641432969387
GenericWhitespace_cmp,0.017267186515885106
FileLength_cmp,0.017102038994708794
