feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
TrailingComment,9990,175974,12080,62836,260880,0.71,0.28,0.08,0.45,0.62,0.14,0.06,0.12,0.68,0.04,-0.01,0.85,0.42,0.01,
IllegalThrows,44,188000,54,72782,260880,0.72,0.28,0.0,0.45,0.61,0.0,0.0,0.0,0.72,0.0,-0.0,0.85,0.0,0.0,
ParameterName,2762,184619,3435,70064,260880,0.72,0.28,0.02,0.45,0.6,0.04,0.02,0.04,0.71,0.01,-0.0,0.85,0.16,0.0,
ThrowsCount,34,188012,42,72792,260880,0.72,0.28,0.0,0.45,0.6,0.0,0.0,0.0,0.72,0.0,-0.0,0.85,0.0,0.0,
AbstractClassName,4722,182058,5996,68104,260880,0.72,0.28,0.04,0.44,0.58,0.06,0.03,0.06,0.7,0.02,-0.01,0.85,0.25,0.0,
ReturnCount,12462,172342,15712,60364,260880,0.71,0.28,0.11,0.44,0.58,0.17,0.08,0.14,0.67,0.05,-0.02,0.85,0.49,0.01,
AbbreviationAsWordInName,2403,184960,3094,70423,260880,0.72,0.28,0.02,0.44,0.57,0.03,0.02,0.03,0.71,0.01,-0.0,0.85,0.15,0.0,
CyclomaticComplexity,11449,173173,14881,61377,260880,0.71,0.28,0.1,0.43,0.56,0.16,0.08,0.13,0.68,0.05,-0.02,0.85,0.47,0.01,
MagicNumber,14427,169367,18687,58399,260880,0.7,0.28,0.13,0.44,0.56,0.2,0.1,0.16,0.66,0.06,-0.02,0.85,0.55,0.01,
FinalClass,3208,183859,4195,69618,260880,0.72,0.28,0.03,0.43,0.55,0.04,0.02,0.04,0.71,0.01,-0.01,0.85,0.19,0.0,
MethodCount,1405,186215,1839,71421,260880,0.72,0.28,0.01,0.43,0.55,0.02,0.01,0.02,0.72,0.01,-0.0,0.85,0.1,0.0,
MethodLength,4085,182690,5364,68741,260880,0.72,0.28,0.04,0.43,0.55,0.06,0.03,0.05,0.7,0.02,-0.01,0.85,0.22,0.0,
MissingDeprecated,1451,186150,1904,71375,260880,0.72,0.28,0.01,0.43,0.55,0.02,0.01,0.02,0.72,0.01,-0.0,0.85,0.1,0.0,
NoFinalizer,23,188024,30,72803,260880,0.72,0.28,0.0,0.43,0.55,0.0,0.0,0.0,0.72,0.0,-0.0,0.85,0.0,0.0,
FileLength,2098,185252,2802,70728,260880,0.72,0.28,0.02,0.43,0.53,0.03,0.01,0.03,0.71,0.01,-0.0,0.85,0.13,0.0,
LocalFinalVariableName,3105,183887,4167,69721,260880,0.72,0.28,0.03,0.43,0.53,0.04,0.02,0.04,0.71,0.01,-0.01,0.85,0.18,0.0,
UnnecessarySemicolonInEnumeration,830,186935,1119,71996,260880,0.72,0.28,0.01,0.43,0.53,0.01,0.01,0.01,0.72,0.0,-0.0,0.85,0.06,0.0,
WhitespaceAround,9807,174880,13174,63019,260880,0.71,0.28,0.09,0.43,0.53,0.13,0.07,0.11,0.68,0.04,-0.02,0.85,0.43,0.01,
LeftCurly,6418,179345,8709,66408,260880,0.71,0.28,0.06,0.42,0.52,0.09,0.05,0.08,0.7,0.02,-0.01,0.85,0.32,0.0,
SingleSpaceSeparator,5523,180562,7492,67303,260880,0.71,0.28,0.05,0.42,0.52,0.08,0.04,0.07,0.7,0.02,-0.01,0.85,0.29,0.0,
IllegalCatch,6422,179179,8875,66404,260880,0.71,0.28,0.06,0.42,0.5,0.09,0.05,0.08,0.69,0.02,-0.01,0.85,0.32,0.0,
JavaNCSS,8840,175748,12306,63986,260880,0.71,0.28,0.08,0.42,0.5,0.12,0.07,0.1,0.69,0.03,-0.02,0.85,0.41,0.01,
LocalVariableName,3574,183081,4973,69252,260880,0.72,0.28,0.03,0.42,0.5,0.05,0.03,0.05,0.71,0.01,-0.01,0.85,0.21,0.0,
JavadocTagContinuationIndentation,1427,186036,2018,71399,260880,0.72,0.28,0.01,0.41,0.48,0.02,0.01,0.02,0.72,0.0,-0.0,0.85,0.1,0.0,
MemberName,5481,180251,7803,67345,260880,0.71,0.28,0.05,0.41,0.48,0.08,0.04,0.07,0.7,0.02,-0.01,0.85,0.29,0.0,
ArrayTypeStyle,1087,186495,1559,71739,260880,0.72,0.28,0.01,0.41,0.47,0.01,0.01,0.01,0.72,0.0,-0.0,0.85,0.08,0.0,
VariableDeclarationUsageDistance,5007,180775,7279,67819,260880,0.71,0.28,0.05,0.41,0.46,0.07,0.04,0.06,0.7,0.02,-0.01,0.85,0.27,0.0,
ConstantName,4488,181434,6620,68338,260880,0.71,0.28,0.04,0.4,0.45,0.06,0.04,0.06,0.7,0.02,-0.01,0.85,0.25,0.0,
ExplicitInitialization,6227,178947,9107,66599,260880,0.71,0.28,0.06,0.41,0.45,0.09,0.05,0.08,0.69,0.02,-0.02,0.85,0.32,0.0,
TodoComment,2687,184108,3946,70139,260880,0.72,0.28,0.03,0.41,0.45,0.04,0.02,0.03,0.71,0.01,-0.01,0.85,0.17,0.0,
EqualsAvoidNull,2459,184410,3644,70367,260880,0.72,0.28,0.02,0.4,0.44,0.03,0.02,0.03,0.71,0.01,-0.01,0.85,0.16,0.0,
ExecutableStatementCount,10397,172554,15500,62429,260880,0.7,0.28,0.1,0.4,0.44,0.14,0.08,0.12,0.68,0.04,-0.03,0.85,0.47,0.01,
IllegalType,2475,184377,3677,70351,260880,0.72,0.28,0.02,0.4,0.44,0.03,0.02,0.03,0.71,0.01,-0.01,0.85,0.16,0.0,
StaticVariableName,1595,185678,2376,71231,260880,0.72,0.28,0.02,0.4,0.44,0.02,0.01,0.02,0.71,0.01,-0.0,0.85,0.11,0.0,
JavadocStyle,6548,178099,9955,66278,260880,0.71,0.28,0.06,0.4,0.42,0.09,0.05,0.08,0.69,0.02,-0.02,0.85,0.34,0.0,
RedundantImport,233,187701,353,72593,260880,0.72,0.28,0.0,0.4,0.42,0.0,0.0,0.0,0.72,0.0,-0.0,0.85,0.02,0.0,
UnusedImports,1441,185856,2198,71385,260880,0.72,0.28,0.01,0.4,0.42,0.02,0.01,0.02,0.71,0.0,-0.0,0.85,0.11,0.0,
MultipleStringLiterals,13709,166470,21584,59117,260880,0.69,0.28,0.14,0.39,0.39,0.19,0.11,0.15,0.66,0.04,-0.04,0.85,0.57,0.01,
AvoidInlineConditionals,12859,167472,20582,59967,260880,0.69,0.28,0.13,0.38,0.38,0.18,0.11,0.14,0.66,0.04,-0.04,0.85,0.55,0.01,
ClassTypeParameterName,90,187909,145,72736,260880,0.72,0.28,0.0,0.38,0.37,0.0,0.0,0.0,0.72,0.0,-0.0,0.85,0.01,0.0,
InterfaceMemberImpliedModifier,2853,183454,4600,69973,260880,0.71,0.28,0.03,0.38,0.37,0.04,0.02,0.04,0.71,0.01,-0.01,0.85,0.19,0.0,
RedundantModifier,5792,178755,9299,67034,260880,0.71,0.28,0.06,0.38,0.37,0.08,0.05,0.07,0.7,0.02,-0.02,0.85,0.32,0.0,
DesignForExtension,11254,169592,18462,61572,260880,0.69,0.28,0.11,0.38,0.36,0.15,0.1,0.12,0.67,0.03,-0.04,0.85,0.51,0.0,
WriteTag,4857,179982,8072,67969,260880,0.71,0.28,0.05,0.38,0.35,0.07,0.04,0.06,0.7,0.01,-0.02,0.85,0.28,0.0,
NewlineAtEndOfFile,2072,184607,3447,70754,260880,0.72,0.28,0.02,0.38,0.34,0.03,0.02,0.03,0.71,0.01,-0.01,0.85,0.15,0.0,
IllegalToken,1361,185760,2294,71465,260880,0.72,0.28,0.01,0.37,0.33,0.02,0.01,0.02,0.71,0.0,-0.0,0.85,0.11,0.0,
SuperClone,356,187451,603,72470,260880,0.72,0.28,0.0,0.37,0.33,0.0,0.0,0.0,0.72,0.0,-0.0,0.85,0.04,0.0,
AtclauseOrder,3175,182434,5620,69651,260880,0.71,0.28,0.03,0.36,0.29,0.04,0.03,0.04,0.71,0.01,-0.01,0.85,0.21,0.0,
HiddenField,12737,164753,23301,60089,260880,0.68,0.28,0.14,0.35,0.27,0.17,0.12,0.13,0.66,0.03,-0.06,0.85,0.58,0.0,
FileTabCharacter,694,186776,1278,72132,260880,0.72,0.28,0.01,0.35,0.26,0.01,0.01,0.01,0.72,0.0,-0.0,0.85,0.06,0.0,
JavadocMethod,9293,170574,17480,63533,260880,0.69,0.28,0.1,0.35,0.24,0.13,0.09,0.1,0.68,0.02,-0.04,0.85,0.48,0.0,
JavadocPackage,6850,175081,12973,65976,260880,0.7,0.28,0.08,0.35,0.24,0.09,0.07,0.08,0.69,0.01,-0.03,0.85,0.39,0.0,
OverloadMethodsDeclarationOrder,5844,176990,11064,66982,260880,0.7,0.28,0.06,0.35,0.24,0.08,0.06,0.07,0.69,0.01,-0.03,0.85,0.35,0.0,
HideUtilityClassConstructor,3710,180799,7255,69116,260880,0.71,0.28,0.04,0.34,0.21,0.05,0.04,0.05,0.7,0.01,-0.02,0.85,0.25,0.0,
EmptyForInitializerPad,20,188012,42,72806,260880,0.72,0.28,0.0,0.32,0.16,0.0,0.0,0.0,0.72,0.0,-0.0,0.85,0.0,0.0,
SummaryJavadoc,5858,175876,12178,66968,260880,0.7,0.28,0.07,0.32,0.16,0.08,0.06,0.07,0.69,0.01,-0.03,0.85,0.36,0.0,
InvalidJavadocPosition,788,186377,1677,72038,260880,0.72,0.28,0.01,0.32,0.15,0.01,0.01,0.01,0.72,0.0,-0.0,0.85,0.08,0.0,
MethodName,1723,184405,3649,71103,260880,0.71,0.28,0.02,0.32,0.15,0.02,0.02,0.02,0.71,0.0,-0.01,0.85,0.14,0.0,
CommentsIndentation,3114,181227,6827,69712,260880,0.71,0.28,0.04,0.31,0.12,0.04,0.04,0.04,0.7,0.0,-0.02,0.85,0.23,0.0,
NoWhitespaceAfter,2999,181406,6648,69827,260880,0.71,0.28,0.04,0.31,0.11,0.04,0.04,0.04,0.7,0.0,-0.02,0.85,0.23,0.0,
EmptyStatement,456,186956,1098,72370,260880,0.72,0.28,0.01,0.29,0.05,0.01,0.01,0.01,0.72,0.0,-0.0,0.85,0.05,0.0,
PackageName,17,188013,41,72809,260880,0.72,0.28,0.0,0.29,0.05,0.0,0.0,0.0,0.72,0.0,-0.0,0.85,0.0,0.0,
JavadocParagraph,7049,169994,18060,65777,260880,0.68,0.28,0.1,0.28,0.01,0.1,0.1,0.08,0.68,0.0,-0.06,0.85,0.46,0.0,
SeparatorWrap,10289,159424,28630,62537,260880,0.65,0.28,0.15,0.26,-0.05,0.14,0.15,0.1,0.65,-0.01,-0.1,0.85,0.61,0.0,
CustomImportOrder,93,187793,261,72733,260880,0.72,0.28,0.0,0.26,-0.06,0.0,0.0,0.0,0.72,-0.0,-0.0,0.85,0.01,0.0,
GenericWhitespace,330,187064,990,72496,260880,0.72,0.28,0.01,0.25,-0.1,0.0,0.01,0.0,0.72,-0.0,-0.0,0.85,0.05,0.0,
AnnotationOnSameLine,10362,156805,31249,62464,260880,0.64,0.28,0.16,0.25,-0.11,0.14,0.17,0.1,0.65,-0.01,-0.11,0.85,0.63,0.0,
SingleLineJavadoc,170,187532,522,72656,260880,0.72,0.28,0.0,0.25,-0.12,0.0,0.0,0.0,0.72,-0.0,-0.0,0.85,0.03,0.0,
MissingJavadocPackage,36,187942,112,72790,260880,0.72,0.28,0.0,0.24,-0.13,0.0,0.0,0.0,0.72,-0.0,-0.0,0.85,0.01,0.0,
NonEmptyAtclauseDescription,3027,178662,9392,69799,260880,0.7,0.28,0.05,0.24,-0.13,0.04,0.05,0.04,0.7,-0.0,-0.03,0.85,0.28,0.0,
JavadocType,1774,181814,6240,71052,260880,0.7,0.28,0.03,0.22,-0.21,0.02,0.03,0.02,0.71,-0.01,-0.02,0.85,0.2,0.0,
TypeName,485,186327,1727,72341,260880,0.72,0.28,0.01,0.22,-0.21,0.01,0.01,0.01,0.72,-0.0,-0.01,0.85,0.07,0.0,
DeclarationOrder,10552,148827,39227,62274,260880,0.61,0.28,0.19,0.21,-0.24,0.14,0.21,0.09,0.64,-0.04,-0.15,0.85,0.7,0.0,
SuperFinalize,7,188025,29,72819,260880,0.72,0.28,0.0,0.19,-0.3,0.0,0.0,0.0,0.72,-0.0,-0.0,0.85,0.0,0.0,
MissingJavadocMethod,8540,152100,35954,64286,260880,0.62,0.28,0.17,0.19,-0.31,0.12,0.19,0.08,0.65,-0.05,-0.15,0.85,0.66,0.01,
EmptyLineSeparator,6154,160736,27318,66672,260880,0.64,0.28,0.13,0.18,-0.34,0.08,0.15,0.06,0.66,-0.04,-0.11,0.85,0.55,0.01,
JavadocVariable,8323,148805,39249,64503,260880,0.6,0.28,0.18,0.17,-0.37,0.11,0.21,0.07,0.64,-0.06,-0.16,0.85,0.69,0.01,
TypecastParenPad,24,187939,115,72802,260880,0.72,0.28,0.0,0.17,-0.38,0.0,0.0,0.0,0.72,-0.0,-0.0,0.85,0.01,0.0,
ImportOrder,6471,154180,33874,66355,260880,0.62,0.28,0.15,0.16,-0.43,0.09,0.18,0.06,0.65,-0.06,-0.15,0.85,0.62,0.01,
OneTopLevelClass,35,187781,273,72791,260880,0.72,0.28,0.0,0.11,-0.59,0.0,0.0,0.0,0.72,-0.0,-0.0,0.85,0.01,0.0,
OuterTypeNumber,35,187781,273,72791,260880,0.72,0.28,0.0,0.11,-0.59,0.0,0.0,0.0,0.72,-0.0,-0.0,0.85,0.01,0.0,
UncommentedMain,307,185554,2500,72519,260880,0.71,0.28,0.01,0.11,-0.61,0.0,0.01,0.0,0.72,-0.01,-0.01,0.85,0.09,0.0,
InterfaceTypeParameterName,6,187975,79,72820,260880,0.72,0.28,0.0,0.07,-0.75,0.0,0.0,0.0,0.72,-0.0,-0.0,0.85,0.0,0.0,
LineLength,949,162162,25892,71877,260880,0.63,0.28,0.1,0.04,-0.87,0.01,0.14,0.01,0.68,-0.07,-0.13,0.85,0.48,0.03,
PackageDeclaration,1,187870,184,72825,260880,0.72,0.28,0.0,0.01,-0.98,0.0,0.0,0.0,0.72,-0.0,-0.0,0.85,0.01,0.0,
CovariantEquals,0,188054,0,72826,260880,0.72,0.28,0.0,0.0,-1.0,0.0,0.0,0.0,0.72,0.0,0.0,0.85,0.0,0.0,
NoLineWrap,0,188054,0,72826,260880,0.72,0.28,0.0,0.0,-1.0,0.0,0.0,0.0,0.72,0.0,0.0,0.85,0.0,0.0,
OuterTypeFilename,0,188054,0,72826,260880,0.72,0.28,0.0,0.0,-1.0,0.0,0.0,0.0,0.72,0.0,0.0,0.85,0.0,0.0,
Regexp,0,188054,0,72826,260880,0.72,0.28,0.0,0.0,-1.0,0.0,0.0,0.0,0.72,0.0,0.0,0.85,0.0,0.0,
RegexpOnFilename,0,188054,0,72826,260880,0.72,0.28,0.0,0.0,-1.0,0.0,0.0,0.0,0.72,0.0,0.0,0.85,0.0,0.0,
SuppressWarnings,0,188054,0,72826,260880,0.72,0.28,0.0,0.0,-1.0,0.0,0.0,0.0,0.72,0.0,0.0,0.85,0.0,0.0,
UnnecessarySemicolonInTryWithResources,0,188054,0,72826,260880,0.72,0.28,0.0,0.0,-1.0,0.0,0.0,0.0,0.72,0.0,0.0,0.85,0.0,0.0,
