feature,Pearson
LocalFinalVariableName_cmp,-0.010563079921862645
MethodTypeParameterName_cmp,-0.010898586486344251
SimplifyBooleanExpression_cmp,-0.011446377101974808
OneStatementPerLine_cmp,-0.01224065373767624
SingleLineJavadoc_cmp,-0.01241451310336246
InnerAssignment_cmp,-0.012662746902633321
NoWhitespaceBefore_cmp,-0.013151091597083374
EmptyBlock_cmp,-0.013218567745287534
NonEmptyAtclauseDescription_cmp,-0.013788143104415907
SuperClone_cmp,-0.015225882542814399
ParameterNumber_cmp,-0.015660747103367845
UnusedImports_cmp,-0.01585405277969217
RequireThis_cmp,-0.016894979517940518
AbbreviationAsWordInName_cmp,-0.0169943542662594
IllegalImport_cmp,-0.01707346381549642
VariableDeclarationUsageDistance_cmp,-0.017930140166940115
AvoidStarImport_cmp,-0.018318893289345387
CatchParameterName_cmp,-0.01843469385823379
InvalidJavadocPosition_cmp,-0.01887546889140822
ModifiedControlVariable_cmp,-0.019175402733196033
MissingDeprecated_cmp,-0.019238374381273363
ClassTypeParameterName_cmp,-0.01939225431731538
ModifierOrder_cmp,-0.019818802987794464
ArrayTypeStyle_cmp,-0.0207775580528141
EmptyForIteratorPad_cmp,-0.0211022487372457
ExplicitInitialization_cmp,-0.02119558682298691
EmptyCatchBlock_cmp,-0.02123603245745503
JavadocMethod_cmp,-0.021828640603614332
UnnecessarySemicolonInEnumeration_cmp,-0.021991050249571296
WhitespaceAround_cmp,-0.022065157937600686
CommentsIndentation_cmp,-0.023319365706385098
NoWhitespaceAfter_cmp,-0.023960601489170525
NestedTryDepth_cmp,-0.024698409756891613
GenericWhitespace_cmp,-0.02523256460610256
WriteTag_cmp,-0.026313398211187587
SingleSpaceSeparator_cmp,-0.02646131044636381
StaticVariableName_cmp,-0.026506241597814804
JavadocPackage_cmp,-0.028168132786061235
NestedForDepth_cmp,-0.028660507138656196
MissingSwitchDefault_cmp,-0.029318501706266643
AvoidNestedBlocks_cmp,-0.029831217210218735
FinalLocalVariable_cmp,-0.031514991491100694
InnerTypeLast_cmp,-0.031901610671080174
ParameterAssignment_cmp,-0.03196648644554743
AnonInnerLength_cmp,-0.03222136446989703
BooleanExpressionComplexity_cmp,-0.032365962030816806
LeftCurly_cmp,-0.03254950356749713
LocalVariableName_cmp,-0.03258467312496392
EqualsAvoidNull_cmp,-0.03375725677698527
FileTabCharacter_cmp,-0.03381811936163636
TodoComment_cmp,-0.033916734146731624
ConstantName_cmp,-0.03420742413090615
IllegalType_cmp,-0.035806620478100286
MethodCount_cmp,-0.03644657724422187
NeedBraces_cmp,-0.03652241663062278
TrailingComment_cmp,-0.037970636895016015
HiddenField_cmp,-0.03839947417760745
MagicNumber_cmp,-0.03993617911266003
IllegalToken_cmp,-0.042446470745180764
LineLength_cmp,-0.04465457540756161
DeclarationOrder_cmp,-0.04576522984079049
NPathComplexity_cmp,-0.04664856747687319
Indentation_cmp,-0.046785822322185124
ParenPad_cmp,-0.048170855513884246
OperatorWrap_cmp,-0.04890095930007597
ReturnCount_cmp,-0.0496298353095618
MethodLength_cmp,-0.05061498744024562
AvoidInlineConditionals_cmp,-0.05242863156750016
AtclauseOrder_cmp,-0.05353339959701488
IllegalCatch_cmp,-0.05438014404364845
VisibilityModifier_cmp,-0.05501068890872505
OverloadMethodsDeclarationOrder_cmp,-0.057019703038030486
JavadocVariable_cmp,-0.05740626257094976
WhitespaceAfter_cmp,-0.06143331255393637
EmptyLineSeparator_cmp,-0.061445851167651125
FileLength_cmp,-0.0628131958546961
RightCurly_cmp,-0.06628812341476448
UnnecessaryParentheses_cmp,-0.0676456551576406
MultipleStringLiterals_cmp,-0.07840722474388298
JavaNCSS_cmp,-0.07969702321002811
ExecutableStatementCount_cmp,-0.08119588503001093
CyclomaticComplexity_cmp,-0.08302358636825606
ClassDataAbstractionCoupling_cmp,-0.08805711591382233
NestedIfDepth_cmp,-0.09011904328788267
SeparatorWrap_cmp,-0.1097161538292765
ClassFanOutComplexity_cmp,-0.1153280151509967
MissingJavadocMethod_cmp,-0.11953667639363781
ImportOrder_cmp,-0.12127726337515293
AnnotationOnSameLine_cmp,-0.16354673200031353
OuterTypeFilename_cmp,
NoLineWrap_cmp,
Regexp_cmp,
UnnecessarySemicolonInTryWithResources_cmp,
SuppressWarnings_cmp,
RegexpOnFilename_cmp,
CovariantEquals_cmp,
