feature,Pearson,positive_corrective_rate_avg,positive_corrective_rate_std,positive_files_num,negative_corrective_rate_avg,negative_corrective_rate_std,negative_files_num,accuracy,hit_rate,precision,precision_lift,recall,Jaccard,prob_in_reduced_risk,lift_in_reduced_risk,CCP,cochange_Unnamed: 0,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_comment,monotonicity,Unnamed: 0,line_pearson,removal_probability,true_positives,false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_comment,control_medium_Pearson,control_medium_positive_corrective_rate_avg,control_medium_positive_corrective_rate_std,control_medium_positive_files_num,control_medium_negative_corrective_rate_avg,control_medium_negative_corrective_rate_std,control_medium_negative_files_num,control_medium_accuracy,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_Jaccard,control_medium_prob_in_reduced_risk,control_medium_lift_in_reduced_risk,control_medium_CCP,control_short_Pearson,control_short_positive_corrective_rate_avg,control_short_positive_corrective_rate_std,control_short_positive_files_num,control_short_negative_corrective_rate_avg,control_short_negative_corrective_rate_std,control_short_negative_files_num,control_short_accuracy,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_Jaccard,control_short_prob_in_reduced_risk,control_short_lift_in_reduced_risk,control_short_CCP,control_long_Pearson,control_long_positive_corrective_rate_avg,control_long_positive_corrective_rate_std,control_long_positive_files_num,control_long_negative_corrective_rate_avg,control_long_negative_corrective_rate_std,control_long_negative_files_num,control_long_accuracy,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_Jaccard,control_long_prob_in_reduced_risk,control_long_lift_in_reduced_risk,control_long_CCP
SingleSpaceSeparator,0.06,0.18,0.15204199228147086,3711.0,0.15676236197088586,0.14510679165042947,27976.0,0.81,0.12,0.12,0.22,0.14,0.07,0.1,-0.16666666666666666,0.17,119,385,10497,382,10790,22054,0.49,0.51,0.03,0.5,-0.01,0.03,0.04,0.03,0.49,-0.0,-0.03,,True,72,0.1429747307491628,0.14,3257,536,10296,136982,10168,82268,239714,0.61,0.39,0.09,0.5,0.3,0.11,0.07,0.1,0.59,0.03,0.0,,-0.01,0.16,0.13991351059315385,1399.0,0.15871064971444274,0.14794681604765544,14408.0,0.82,0.09,0.08,-0.2,0.07,0.04,0.09,0.0,0.15,0.05,0.16,0.13493444055972553,223.0,0.1222171476552072,0.12343597411543605,7745.0,0.93,0.03,0.08,0.79,0.05,0.03,0.02,-0.3333333333333333,0.15,0.02,0.2,0.15813979772070974,2089.0,0.1978892304348945,0.1531527270433594,5823.0,0.67,0.26,0.15,0.04,0.27,0.11,0.27,0.03846153846153855,0.2
UnusedImports,0.04,0.18,0.15445010210846394,1774.0,0.15858342881063828,0.14557848294863487,29913.0,0.86,0.06,0.12,0.21,0.07,0.05,0.05,-0.16666666666666666,0.17,76,422,10535,344,10753,22054,0.5,0.51,0.03,0.55,0.09,0.04,0.03,0.04,0.49,0.01,-0.02,,False,81,0.0437034145250192,0.42,963,708,2227,144858,2292,90337,239714,0.61,0.39,0.02,0.49,0.28,0.02,0.02,0.02,0.61,0.01,-0.0,,0.02,0.17,0.14921840890562582,858.0,0.15774178896506788,0.14711446325587665,14949.0,0.85,0.05,0.11,0.09,0.06,0.04,0.05,0.0,0.16,0.04,0.15,0.15817652737055365,252.0,0.12234537250228295,0.12253702690059445,7716.0,0.93,0.03,0.07,0.58,0.05,0.03,0.03,0.0,0.14,0.01,0.21,0.15609135374924793,664.0,0.19889724179724386,0.15434795025027173,7248.0,0.8,0.08,0.15,0.02,0.09,0.06,0.08,0.0,0.21
WhitespaceAround,0.08,0.18,0.15304193758587148,7690.0,0.15323685110582694,0.1432867454762452,23997.0,0.72,0.24,0.12,0.23,0.3,0.09,0.2,-0.16666666666666666,0.17,143,815,10072,807,10360,22054,0.49,0.51,0.07,0.5,-0.01,0.07,0.07,0.07,0.49,-0.0,-0.03,,True,56,0.16366976052439286,0.13,5855,846,19540,126993,20157,73024,239714,0.61,0.39,0.17,0.49,0.27,0.21,0.14,0.17,0.58,0.06,-0.0,,0.03,0.17,0.14817537994571908,3521.0,0.15615097796782987,0.1469136667946062,12286.0,0.72,0.22,0.1,0.01,0.22,0.08,0.2,-0.09090909090909084,0.16,0.06,0.14,0.12645802558874036,918.0,0.12048962204234664,0.12331327337971733,7050.0,0.85,0.12,0.06,0.4,0.16,0.05,0.08,-0.3333333333333333,0.12,0.03,0.21,0.1608812277813026,3251.0,0.19508731286747505,0.14974427708791666,4661.0,0.57,0.41,0.16,0.09,0.45,0.13,0.43,0.048780487804878085,0.21
SeparatorWrap,0.1,0.18,0.15054109848504826,11273.0,0.1495103380223973,0.14266799976995512,20414.0,0.63,0.36,0.12,0.2,0.43,0.1,0.29,-0.1944444444444444,0.17,7,468,10410,469,10707,22054,0.49,0.51,0.04,0.5,-0.01,0.04,0.04,0.04,0.49,-0.0,-0.03,,True,26,0.3890301774441552,0.040000000000000036,7791,304,15830,117788,29362,76734,239714,0.56,0.39,0.19,0.35,-0.09,0.17,0.2,0.13,0.57,-0.02,-0.09,,0.04,0.17,0.1464276871107737,5759.0,0.15390415739132154,0.14754001114315962,10048.0,0.61,0.36,0.11,0.02,0.37,0.09,0.33,-0.08333333333333326,0.16,-0.02,0.12,0.11595986059221862,1239.0,0.12409998180772748,0.12529597553232175,6729.0,0.81,0.16,0.04,-0.21,0.12,0.03,0.17,0.0625,0.1,0.09,0.21,0.15680676494544862,4275.0,0.18438446228679176,0.15035731301684266,3637.0,0.49,0.54,0.16,0.1,0.59,0.14,0.43,-0.20370370370370366,0.21
DeclarationOrder,0.08,0.18,0.1545199847936755,8460.0,0.15310898332258455,0.14242745655146474,23227.0,0.7,0.27,0.12,0.26,0.34,0.1,0.23,-0.14814814814814814,0.17,59,506,10434,445,10669,22054,0.5,0.51,0.04,0.53,0.05,0.05,0.04,0.04,0.49,0.0,-0.02,,False,11,0.6361143678486,0.06000000000000005,6756,414,18936,105505,41645,73628,239714,0.52,0.39,0.25,0.31,-0.19,0.2,0.28,0.14,0.56,-0.07,-0.15,,0.01,0.16,0.15020876853016515,3571.0,0.15765510380973222,0.14637531746266028,12236.0,0.72,0.23,0.11,0.1,0.25,0.08,0.22,-0.0434782608695653,0.15,-0.07,0.09,0.11334754096502013,553.0,0.1255264812675139,0.12434816978989227,7415.0,0.89,0.07,0.03,-0.4,0.04,0.02,0.1,0.4285714285714286,0.06,0.03,0.2,0.15667420648479774,4336.0,0.1947471048152231,0.15170481327248073,3576.0,0.47,0.55,0.15,0.01,0.55,0.13,0.53,-0.036363636363636376,0.2
CommentsIndentation,0.04,0.18,0.14634616326565536,2591.0,0.1582123692517851,0.14605446271333986,29096.0,0.84,0.08,0.12,0.16,0.09,0.05,0.06,-0.25,0.17,130,311,10574,305,10864,22054,0.49,0.51,0.03,0.5,-0.0,0.03,0.03,0.03,0.49,-0.0,-0.03,,True,14,0.18865339939690748,0.14,2396,387,4791,141178,5972,87773,239714,0.61,0.39,0.04,0.45,0.15,0.05,0.04,0.05,0.6,0.01,-0.01,,-0.02,0.14,0.1313836214161524,893.0,0.15925776570408512,0.1481107355510512,14914.0,0.85,0.06,0.08,-0.24,0.04,0.03,0.06,0.0,0.12,0.02,0.14,0.1658436148707478,79.0,0.12300677378398753,0.12340628058176148,7889.0,0.95,0.01,0.06,0.4,0.01,0.01,0.01,0.0,0.12,-0.0,0.2,0.1495071458026071,1619.0,0.1998691148351394,0.15576794340882508,6293.0,0.71,0.2,0.14,-0.05,0.19,0.09,0.19,-0.05000000000000005,0.2
ArrayTrailingComma,0.02,0.18,0.15044665392171316,558.0,0.1595302538959726,0.1460839529625841,31129.0,0.89,0.02,0.12,0.19,0.02,0.02,0.02,0.0,0.17,4,24,10852,27,11151,22054,0.49,0.51,0.0,0.47,-0.07,0.0,0.0,0.0,0.49,-0.0,-0.03,,True,79,0.0782830459422313,0.06999999999999995,565,41,2387,144180,2970,90177,239714,0.61,0.39,0.02,0.45,0.15,0.03,0.02,0.02,0.61,0.0,-0.0,,-0.01,0.14,0.13591604780902214,160.0,0.15864599055295653,0.14735095035224535,15647.0,0.89,0.01,0.08,-0.21,0.01,0.01,0.01,0.0,0.12,-0.01,0.1,0.1264202882850632,15.0,0.1232476378156827,0.12390086405436312,7953.0,0.95,0.0,0.07,0.48,0.0,0.0,0.0,,0.07,-0.0,0.2,0.15312648087649994,383.0,0.199693849886798,0.1545775196821788,7529.0,0.82,0.05,0.14,-0.07,0.05,0.04,0.05,0.0,0.2
HiddenField,0.11,0.18,0.15200750300833055,14809.0,0.14501328886881598,0.13918896319030588,16878.0,0.55,0.47,0.12,0.23,0.58,0.11,0.41,-0.12765957446808507,0.17,30,567,10339,540,10608,22054,0.49,0.51,0.05,0.51,0.01,0.05,0.05,0.05,0.49,0.0,-0.02,,True,44,0.15917858467411022,0.020000000000000014,10607,266,23333,126248,20902,69231,239714,0.62,0.39,0.18,0.53,0.37,0.25,0.14,0.21,0.57,0.09,0.02,,0.07,0.17,0.15304611336697366,7596.0,0.14899702949602933,0.1410366059242991,8211.0,0.53,0.48,0.12,0.17,0.56,0.11,0.46,-0.04166666666666663,0.16,0.07,0.14,0.12178028687360815,2192.0,0.11784945696018477,0.12428734583151987,5776.0,0.71,0.28,0.05,0.08,0.3,0.04,0.23,-0.1785714285714286,0.12,0.06,0.21,0.15685043518439434,5021.0,0.1879699816444187,0.14965305534531273,2891.0,0.42,0.63,0.16,0.08,0.68,0.15,0.6,-0.04761904761904767,0.21
AbstractClassName,0.03,0.18,0.15240567169668634,2042.0,0.15868445497777178,0.14567053850915165,29645.0,0.85,0.06,0.12,0.2,0.08,0.05,0.05,-0.16666666666666666,0.17,8,46,10851,28,11129,22054,0.49,0.51,0.0,0.62,0.23,0.0,0.0,0.0,0.49,0.0,-0.02,,True,6,0.04251504939169385,0.030000000000000027,1460,39,4472,142130,5020,88092,239714,0.61,0.39,0.04,0.47,0.22,0.05,0.03,0.05,0.6,0.01,-0.0,,-0.01,0.15,0.14349889118410064,905.0,0.158837882230942,0.14747152520294365,14902.0,0.85,0.06,0.09,-0.16,0.05,0.03,0.06,0.0,0.14,0.01,0.13,0.0997412246383384,357.0,0.1230587767962339,0.12492280953164728,7611.0,0.91,0.04,0.03,-0.26,0.03,0.02,0.03,-0.25,0.11,0.06,0.23,0.16687544414413855,780.0,0.1963822485438354,0.152767725654125,7132.0,0.79,0.1,0.19,0.34,0.13,0.09,0.08,-0.20000000000000007,0.24
JavadocType,0.02,0.18,0.15961106269827754,799.0,0.15944077835595075,0.14579493173035574,30888.0,0.88,0.03,0.12,0.17,0.03,0.02,0.03,0.0,0.17,101,16,10858,21,11159,22054,0.49,0.51,0.0,0.43,-0.15,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,126,0.02616085565414151,0.06000000000000005,473,30,1031,142638,4512,91533,239714,0.6,0.39,0.02,0.19,-0.52,0.01,0.03,0.01,0.61,-0.02,-0.02,,-0.01,0.15,0.14821684349173156,397.0,0.1586005996886138,0.14722779756429955,15410.0,0.88,0.03,0.1,-0.07,0.02,0.02,0.03,0.0,0.14,-0.02,0.1,0.09306048501731393,86.0,0.12345292205209665,0.1241772764154118,7882.0,0.94,0.01,0.01,-0.74,0.0,0.0,0.01,0.0,0.07,0.03,0.22,0.17292473712178075,316.0,0.19848809755695845,0.15360817388497833,7596.0,0.83,0.04,0.17,0.17,0.05,0.04,0.04,0.0,0.22
MultipleVariableDeclarations,0.02,0.17,0.14740141963177253,1075.0,0.15935681150366546,0.14611334950990687,30612.0,0.88,0.03,0.12,0.23,0.04,0.03,0.03,0.0,0.16,42,60,10828,51,11115,22054,0.49,0.51,0.01,0.54,0.07,0.01,0.0,0.01,0.49,0.0,-0.03,,False,57,0.09511458873994967,0.07999999999999996,821,70,5035,142156,4994,87529,239714,0.61,0.39,0.04,0.5,0.3,0.05,0.03,0.05,0.6,0.02,0.0,,-0.02,0.14,0.13788517398658084,335.0,0.15876024422380344,0.14743439129814365,15472.0,0.88,0.02,0.08,-0.22,0.02,0.01,0.03,0.5,0.12,0.0,0.14,0.14397602438502838,11.0,0.12318546315298615,0.1238798756752142,7957.0,0.95,0.0,0.09,1.01,0.0,0.0,0.0,,0.12,-0.02,0.19,0.14962313665058707,729.0,0.2007107733274956,0.1549477847039969,7183.0,0.79,0.09,0.14,-0.03,0.09,0.06,0.11,0.22222222222222232,0.19
AnnotationUseStyle,0.01,0.17,0.15869381822803275,812.0,0.1594990124273749,0.14582115932551262,30875.0,0.88,0.03,0.12,0.19,0.03,0.02,0.02,-0.3333333333333333,0.16,83,27,10829,50,11148,22054,0.49,0.51,0.0,0.35,-0.31,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,130,0.034857251118801766,0.07999999999999996,572,53,1740,145235,1915,90824,239714,0.61,0.39,0.02,0.48,0.23,0.02,0.01,0.02,0.61,0.0,-0.0,,-0.0,0.16,0.1450221032020969,419.0,0.15848352099075708,0.1473165724719401,15388.0,0.88,0.03,0.09,-0.12,0.02,0.02,0.02,-0.3333333333333333,0.15,-0.02,0.1,0.09855626979243956,108.0,0.12353087937950726,0.12418721066430055,7860.0,0.94,0.01,0.03,-0.39,0.01,0.01,0.01,0.0,0.07,0.03,0.22,0.17947324274394386,285.0,0.1986147732747751,0.15342423371517375,7627.0,0.83,0.04,0.19,0.33,0.05,0.04,0.03,-0.25,0.22
LocalFinalVariableName,0.01,0.17,0.1448021049852723,673.0,0.15968743074906505,0.14620561994919395,31014.0,0.88,0.02,0.12,0.21,0.03,0.02,0.02,0.0,0.16,118,28,10850,29,11147,22054,0.49,0.51,0.0,0.49,-0.03,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,71,0.10357026523971516,0.06000000000000005,586,38,4609,143625,3525,87955,239714,0.62,0.39,0.03,0.57,0.47,0.05,0.02,0.05,0.61,0.02,0.01,,-0.03,0.12,0.14080827132146168,154.0,0.15879538358887807,0.14727020919940167,15653.0,0.89,0.01,0.09,-0.12,0.01,0.01,0.02,1.0,0.1,-0.07,0.04,0.02242912891336863,102.0,0.124231341985081,0.1243474111307482,7866.0,0.94,0.01,0.0,-1.0,0.0,0.0,0.02,1.0,-0.0,0.02,0.21,0.14072436878072964,417.0,0.19876158797603144,0.15520188291359646,7495.0,0.82,0.05,0.16,0.1,0.06,0.04,0.04,-0.20000000000000007,0.21
ThrowsCount,0.0,0.16,0.1376589541754789,153.0,0.1598281491790405,0.14621922507531204,31534.0,0.9,0.0,0.12,0.19,0.01,0.01,0.0,,0.15,124,15,10858,21,11160,22054,0.49,0.51,0.0,0.42,-0.18,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,139,0.024737331786509567,0.15000000000000002,148,27,59,147119,31,92505,239714,0.61,0.39,0.0,0.66,0.7,0.0,0.0,0.0,0.61,0.0,0.0,,-0.01,0.14,0.12378716796726888,56.0,0.15848873805487584,0.14732810999415938,15751.0,0.89,0.0,0.09,-0.13,0.0,0.0,0.0,,0.12,-0.0,0.11,0.0839907493412252,4.0,0.1232158932196176,0.12392080381447028,7964.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.09,-0.02,0.18,0.1459481584150491,93.0,0.1998175431012527,0.15458564252223958,7819.0,0.85,0.01,0.14,-0.04,0.01,0.01,0.02,1.0,0.17
PackageName,-0.0,0.15,0.14427114086522133,88.0,0.15985090369276633,0.14618424919884376,31599.0,0.9,0.0,0.12,0.26,0.0,0.0,0.0,,0.14,90,0,10879,0,11175,22054,0.49,0.51,0.0,0.0,-1.0,0.0,0.0,0.0,0.49,0.0,-0.03,,False,123,0.004636186208283284,0.0,34,0,18,147110,40,92546,239714,0.61,0.39,0.0,0.31,-0.2,0.0,0.0,0.0,0.61,-0.0,-0.0,,0.01,0.2,0.15139446157252107,48.0,0.15830644583947778,0.14722900894589608,15759.0,0.9,0.0,0.19,0.82,0.01,0.01,0.0,,0.2,0.01,0.18,0.023570226039551587,2.0,0.1231931364695187,0.12391249291414573,7966.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.17,-0.05,0.1,0.11896784528274948,38.0,0.2000280544434122,0.15449491295707485,7874.0,0.85,0.0,0.05,-0.64,0.0,0.0,0.02,,0.07
StaticVariableName,0.02,0.17,0.14691384619536155,941.0,0.1594267972385292,0.14613776137738088,30746.0,0.88,0.03,0.11,0.06,0.03,0.02,0.02,-0.3333333333333333,0.16,25,70,10842,37,11105,22054,0.49,0.51,0.0,0.65,0.29,0.01,0.0,0.01,0.49,0.0,-0.02,,False,97,0.03629944725019757,0.12,672,91,2088,145273,1877,90476,239714,0.61,0.39,0.02,0.53,0.36,0.02,0.01,0.02,0.61,0.01,0.0,,-0.0,0.16,0.14743871018382296,327.0,0.1584562937991824,0.1472527900950927,15480.0,0.88,0.02,0.08,-0.23,0.02,0.01,0.02,0.0,0.15,-0.02,0.1,0.09766420652455204,90.0,0.12347615041682215,0.12414790756327695,7878.0,0.94,0.01,0.03,-0.26,0.01,0.01,0.01,0.0,0.07,-0.01,0.2,0.14835189165160662,524.0,0.19979531224972305,0.1549327433733808,7388.0,0.81,0.07,0.13,-0.08,0.06,0.04,0.06,-0.14285714285714302,0.2
WhitespaceAfter,0.04,0.17,0.1566661021210019,5086.0,0.15729645195433292,0.1439485245502628,26601.0,0.78,0.16,0.11,0.16,0.19,0.08,0.15,-0.0625,0.16,73,553,10334,545,10622,22054,0.49,0.51,0.05,0.5,-0.01,0.05,0.05,0.05,0.49,-0.0,-0.03,,False,30,0.18340756094458247,0.13,3931,568,13969,126830,20320,78595,239714,0.59,0.39,0.14,0.41,0.06,0.15,0.14,0.12,0.58,0.01,-0.04,,-0.03,0.15,0.14406555800174095,2101.0,0.1601085932528665,0.1476673631853688,13706.0,0.79,0.13,0.08,-0.2,0.11,0.05,0.15,0.15384615384615374,0.14,0.03,0.14,0.13987765451855572,288.0,0.12257140645631955,0.123226203888576,7680.0,0.92,0.04,0.07,0.46,0.05,0.03,0.03,-0.25,0.12,-0.01,0.2,0.16389423694381866,2697.0,0.2010443217121784,0.14940335459774642,5215.0,0.61,0.34,0.14,-0.01,0.34,0.11,0.39,0.1470588235294117,0.2
NeedBraces,0.04,0.17,0.1542390579216974,5632.0,0.15709884716007552,0.14423249674033198,26055.0,0.76,0.18,0.11,0.08,0.19,0.07,0.16,-0.11111111111111104,0.16,79,420,10538,341,10755,22054,0.5,0.51,0.03,0.55,0.09,0.04,0.03,0.04,0.49,0.01,-0.02,,True,59,0.3844737992426976,0.05000000000000005,4249,231,17079,127110,20040,75485,239714,0.6,0.39,0.15,0.46,0.19,0.18,0.14,0.15,0.58,0.04,-0.02,,0.01,0.16,0.1507069601044302,2584.0,0.15759390966622233,0.14655895286765053,13223.0,0.77,0.16,0.1,-0.03,0.16,0.06,0.16,0.0,0.15,0.08,0.17,0.17264161051454613,354.0,0.1211960351748278,0.12079779890645245,7614.0,0.92,0.04,0.1,1.25,0.1,0.05,0.03,-0.25,0.16,-0.08,0.18,0.15443594194479698,2694.0,0.2082329596432177,0.1538269177312026,5218.0,0.59,0.34,0.12,-0.21,0.27,0.09,0.4,0.17647058823529416,0.17
InvalidJavadocPosition,0.01,0.17,0.14391150087933205,857.0,0.15949050906311776,0.14622693032572226,30830.0,0.88,0.03,0.11,0.12,0.03,0.02,0.02,-0.3333333333333333,0.16,18,73,10799,80,11102,22054,0.49,0.51,0.01,0.48,-0.06,0.01,0.01,0.01,0.49,-0.0,-0.03,,False,121,0.07236980867762867,0.16000000000000006,646,125,1149,145458,1692,91415,239714,0.61,0.39,0.01,0.4,0.05,0.01,0.01,0.01,0.61,0.0,-0.0,,-0.01,0.14,0.13364861693348387,245.0,0.15866148547765366,0.14744777201059048,15562.0,0.88,0.02,0.08,-0.21,0.01,0.01,0.01,-0.5,0.12,0.0,0.13,0.12411411368157453,39.0,0.12318833561045535,0.12390734792705242,7929.0,0.95,0.0,0.08,0.7,0.01,0.01,0.01,,0.11,-0.02,0.19,0.14702802715349825,573.0,0.20046900727041503,0.15503867382900116,7339.0,0.8,0.07,0.13,-0.14,0.06,0.04,0.08,0.1428571428571428,0.19
FinalLocalVariable,0.12,0.17,0.1506701187018286,21903.0,0.13308619864444612,0.13171488820091726,9784.0,0.37,0.69,0.11,0.15,0.79,0.11,0.63,-0.08695652173913038,0.16,135,1071,9899,980,10104,22054,0.5,0.51,0.09,0.52,0.03,0.1,0.09,0.09,0.49,0.01,-0.02,,True,16,0.7071209984738939,0.010000000000000007,16269,184,23833,120948,26202,68731,239714,0.6,0.39,0.21,0.48,0.23,0.26,0.18,0.2,0.57,0.07,-0.02,,0.07,0.16,0.14900136810946032,12079.0,0.14107582904876015,0.14005615960033105,3728.0,0.3,0.76,0.11,0.04,0.8,0.1,0.72,-0.05263157894736848,0.15,0.03,0.13,0.1331005642138795,2724.0,0.1202446790468812,0.11874647226743125,5244.0,0.65,0.34,0.06,0.24,0.42,0.05,0.34,0.0,0.11,0.04,0.2,0.1541195607707859,7100.0,0.17933692108573715,0.1564313872237732,812.0,0.22,0.9,0.15,0.0,0.9,0.14,0.85,-0.05555555555555558,0.2
MemberName,0.02,0.17,0.14838187263990207,1357.0,0.15935885564794752,0.1460620848418399,30330.0,0.87,0.04,0.11,0.14,0.05,0.04,0.05,0.25,0.16,138,64,10822,57,11111,22054,0.49,0.51,0.01,0.53,0.04,0.01,0.01,0.01,0.49,0.0,-0.03,,False,83,0.7180993889204137,0.06000000000000005,1025,70,4057,138974,8176,88507,239714,0.6,0.39,0.05,0.33,-0.14,0.04,0.06,0.04,0.6,-0.01,-0.03,,-0.02,0.14,0.1339929557635993,547.0,0.15910058663773916,0.1476644633997923,15260.0,0.87,0.03,0.08,-0.22,0.03,0.02,0.05,0.6666666666666667,0.12,0.01,0.14,0.14102250277335962,42.0,0.1231270383115334,0.12380891957872492,7926.0,0.95,0.01,0.1,1.11,0.01,0.01,0.01,0.0,0.12,-0.01,0.19,0.15419827360598104,768.0,0.2001083754273968,0.15453180853150295,7144.0,0.78,0.1,0.14,-0.06,0.09,0.06,0.12,0.2,0.19
ParenPad,0.02,0.17,0.14743602584029614,2627.0,0.1590697648531655,0.1460411676243598,29060.0,0.84,0.08,0.11,0.06,0.09,0.05,0.07,-0.12499999999999988,0.16,41,249,10584,295,10926,22054,0.49,0.51,0.02,0.46,-0.1,0.02,0.03,0.02,0.49,-0.0,-0.03,,True,74,0.09525112458386252,0.14,1910,314,4582,142420,4730,87982,239714,0.61,0.39,0.04,0.49,0.27,0.05,0.03,0.05,0.61,0.01,-0.0,,-0.02,0.15,0.14637519443526426,1146.0,0.15913226764384275,0.14730190562624848,14661.0,0.84,0.07,0.09,-0.14,0.06,0.04,0.07,0.0,0.14,-0.01,0.12,0.1051879000687936,206.0,0.12341044944430693,0.1243585969303636,7762.0,0.93,0.03,0.04,-0.14,0.02,0.01,0.02,-0.3333333333333333,0.1,-0.02,0.19,0.1494823631964326,1275.0,0.2006354199367355,0.15543173731550275,6637.0,0.74,0.16,0.13,-0.1,0.14,0.07,0.17,0.0625,0.19
EmptyLineSeparator,0.08,0.17,0.14846288752838788,20853.0,0.1436049718170057,0.14026073917656218,10834.0,0.39,0.66,0.11,0.1,0.72,0.1,0.61,-0.0757575757575758,0.16,113,781,10096,783,10394,22054,0.49,0.51,0.07,0.5,-0.01,0.07,0.07,0.07,0.49,-0.0,-0.03,,False,43,0.4322770440716645,0.020000000000000014,15414,250,35743,117283,29867,56821,239714,0.64,0.39,0.27,0.54,0.41,0.39,0.2,0.29,0.55,0.16,0.04,,0.02,0.16,0.14682130246855155,10854.0,0.15456476666507846,0.1481336021812478,4953.0,0.35,0.69,0.1,0.01,0.69,0.1,0.68,-0.014492753623188246,0.15,0.07,0.13,0.14054275450610915,3102.0,0.11582299675225168,0.11139712023134793,4866.0,0.62,0.39,0.06,0.41,0.55,0.06,0.35,-0.10256410256410264,0.11,-0.06,0.2,0.1498718626383391,6897.0,0.22331258441067373,0.18117317152562687,1015.0,0.22,0.87,0.14,-0.05,0.82,0.13,0.88,0.011494252873563315,0.2
ParameterName,0.01,0.17,0.13987972600258233,731.0,0.15967116098514322,0.1463207405428632,30956.0,0.88,0.02,0.11,0.13,0.03,0.02,0.02,0.0,0.16,12,32,10848,31,11143,22054,0.49,0.51,0.0,0.51,0.0,0.0,0.0,0.0,0.49,0.0,-0.03,,False,84,0.06754506019889564,0.06999999999999995,587,44,3031,143615,3535,89533,239714,0.61,0.39,0.03,0.46,0.2,0.03,0.02,0.03,0.61,0.01,-0.0,,-0.02,0.13,0.12643006188485667,220.0,0.15885878221549607,0.14748230979881044,15587.0,0.89,0.01,0.07,-0.29,0.01,0.01,0.02,1.0,0.11,-0.01,0.1,0.11431838420461955,39.0,0.1233285761344635,0.12394090285960108,7929.0,0.95,0.0,0.05,0.14,0.01,0.01,0.01,,0.07,-0.01,0.19,0.1420177302386768,472.0,0.2001043468942476,0.15524903942277984,7440.0,0.81,0.06,0.14,-0.07,0.06,0.04,0.07,0.16666666666666674,0.19
JavadocVariable,0.08,0.17,0.1465339016118057,25311.0,0.1356909235969858,0.14222016313042524,6376.0,0.27,0.8,0.11,0.07,0.85,0.1,0.75,-0.0625,0.16,70,870,10043,836,10305,22054,0.49,0.51,0.08,0.51,0.01,0.08,0.08,0.07,0.49,0.0,-0.02,,False,45,0.22214572838819288,0.010000000000000007,18195,147,27807,95279,51871,64757,239714,0.51,0.39,0.33,0.35,-0.1,0.3,0.35,0.19,0.54,-0.05,-0.16,,0.05,0.16,0.14688369189251868,13365.0,0.14142317720193445,0.14813324140288986,2442.0,0.23,0.85,0.11,0.02,0.86,0.1,0.81,-0.047058823529411715,0.15,0.05,0.13,0.12697294568258233,4710.0,0.11578376556788007,0.1189477884057258,3258.0,0.42,0.59,0.05,0.09,0.64,0.05,0.57,-0.03389830508474578,0.11,-0.02,0.2,0.15085100901377926,7236.0,0.21092665962590934,0.18895702409490256,676.0,0.2,0.91,0.14,-0.01,0.91,0.14,0.91,0.0,0.2
SummaryJavadoc,0.03,0.17,0.15177906617022888,12114.0,0.15609786081632995,0.14247556892134391,19573.0,0.6,0.38,0.11,0.07,0.41,0.09,0.37,-0.02631578947368418,0.16,22,328,10534,345,10847,22054,0.49,0.51,0.03,0.49,-0.04,0.03,0.03,0.03,0.49,-0.0,-0.03,,False,37,0.6216150369114319,0.020000000000000014,9143,226,28332,116668,30482,64232,239714,0.6,0.39,0.25,0.48,0.25,0.31,0.21,0.23,0.56,0.08,-0.01,,-0.03,0.15,0.14691743471733865,5663.0,0.16157442609232178,0.14735187756448712,10144.0,0.61,0.36,0.09,-0.08,0.33,0.08,0.38,0.05555555555555558,0.14,-0.01,0.12,0.12862570752421335,1906.0,0.12371598096305855,0.1223841216295483,6062.0,0.74,0.24,0.05,0.02,0.24,0.04,0.23,-0.04166666666666663,0.1,0.01,0.2,0.1591395994497221,4545.0,0.19789907183828748,0.14801322351632906,3367.0,0.45,0.57,0.14,-0.0,0.57,0.13,0.58,0.017543859649122858,0.2
