feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
MissingDeprecated,1675,140453,1680,117072,260880,0.54,0.46,0.01,0.5,0.1,0.01,0.01,0.01,0.54,0.0,-0.0,0.99,0.1,0.0,
MissingSwitchDefault,5208,136913,5220,113539,260880,0.54,0.46,0.04,0.5,0.1,0.04,0.04,0.04,0.54,0.01,-0.0,0.99,0.24,0.0,
NPathComplexity,10770,131421,10712,107977,260880,0.55,0.46,0.08,0.5,0.1,0.09,0.08,0.08,0.54,0.01,0.0,0.99,0.41,0.0,
FinalLocalVariable,8429,133624,8509,110318,260880,0.54,0.46,0.06,0.5,0.09,0.07,0.06,0.07,0.54,0.01,-0.0,0.99,0.35,0.0,
Indentation,6800,135259,6874,111947,260880,0.54,0.46,0.05,0.5,0.09,0.06,0.05,0.05,0.54,0.01,-0.0,0.99,0.3,0.0,
LocalVariableName,4231,137817,4316,114516,260880,0.54,0.46,0.03,0.5,0.09,0.04,0.03,0.03,0.54,0.0,-0.0,0.99,0.21,0.0,
MissingJavadocType,6699,135277,6856,112048,260880,0.54,0.46,0.05,0.49,0.09,0.06,0.05,0.05,0.54,0.01,-0.0,0.99,0.29,0.0,
NoWhitespaceAfter,4787,137273,4860,113960,260880,0.54,0.46,0.04,0.5,0.09,0.04,0.03,0.04,0.54,0.01,-0.0,0.99,0.23,0.0,
ReturnCount,13916,127875,14258,104831,260880,0.54,0.46,0.11,0.49,0.09,0.12,0.1,0.1,0.54,0.02,-0.0,0.99,0.49,0.0,
SingleSpaceSeparator,6450,135568,6565,112297,260880,0.54,0.46,0.05,0.5,0.09,0.05,0.05,0.05,0.54,0.01,-0.0,0.99,0.29,0.0,
StaticVariableName,1978,140140,1993,116769,260880,0.54,0.46,0.02,0.5,0.09,0.02,0.01,0.02,0.54,0.0,-0.0,0.99,0.11,0.0,
UnnecessarySemicolonInEnumeration,965,141149,984,117782,260880,0.54,0.46,0.01,0.5,0.09,0.01,0.01,0.01,0.54,0.0,-0.0,0.99,0.06,0.0,
ArrayTrailingComma,2995,139045,3088,115752,260880,0.54,0.46,0.02,0.49,0.08,0.03,0.02,0.02,0.54,0.0,-0.0,0.99,0.16,0.0,
AvoidInlineConditionals,16372,125064,17069,102375,260880,0.54,0.46,0.13,0.49,0.08,0.14,0.12,0.12,0.53,0.02,-0.0,0.99,0.55,0.0,
IllegalType,3020,139001,3132,115727,260880,0.54,0.46,0.02,0.49,0.08,0.03,0.02,0.02,0.54,0.0,-0.0,0.99,0.16,0.0,
ParameterAssignment,7077,134804,7329,111670,260880,0.54,0.46,0.06,0.49,0.08,0.06,0.05,0.06,0.54,0.01,-0.0,0.99,0.31,0.0,
ParameterName,3050,138986,3147,115697,260880,0.54,0.46,0.02,0.49,0.08,0.03,0.02,0.03,0.54,0.0,-0.0,0.99,0.16,0.0,
TodoComment,3257,138757,3376,115490,260880,0.54,0.46,0.03,0.49,0.08,0.03,0.02,0.03,0.54,0.0,-0.0,0.99,0.17,0.0,
ClassDataAbstractionCoupling,9141,132430,9703,109606,260880,0.54,0.46,0.07,0.49,0.07,0.08,0.07,0.07,0.54,0.01,-0.0,0.99,0.37,0.0,
AvoidNestedBlocks,4114,137732,4401,114633,260880,0.54,0.46,0.03,0.48,0.06,0.03,0.03,0.03,0.54,0.0,-0.0,0.99,0.21,0.0,
MagicNumber,16042,125061,17072,102705,260880,0.54,0.46,0.13,0.48,0.06,0.14,0.12,0.12,0.53,0.01,-0.01,0.99,0.55,0.0,
NoClone,1435,140601,1532,117312,260880,0.54,0.46,0.01,0.48,0.06,0.01,0.01,0.01,0.54,0.0,-0.0,0.99,0.09,0.0,
OneStatementPerLine,3772,138098,4035,114975,260880,0.54,0.46,0.03,0.48,0.06,0.03,0.03,0.03,0.54,0.0,-0.0,0.99,0.19,0.0,
TrailingComment,10641,130704,11429,108106,260880,0.54,0.46,0.08,0.48,0.06,0.09,0.08,0.08,0.54,0.01,-0.01,0.99,0.42,0.0,
ClassFanOutComplexity,10674,130513,11620,108073,260880,0.54,0.46,0.09,0.48,0.05,0.09,0.08,0.08,0.54,0.01,-0.01,0.99,0.42,0.0,
WhitespaceAfter,10476,130717,11416,108271,260880,0.54,0.46,0.08,0.48,0.05,0.09,0.08,0.08,0.54,0.01,-0.01,0.99,0.42,0.0,
CyclomaticComplexity,12441,128244,13889,106306,260880,0.54,0.46,0.1,0.47,0.04,0.1,0.1,0.09,0.54,0.01,-0.01,0.99,0.47,0.0,
IllegalCatch,7250,134086,8047,111497,260880,0.54,0.46,0.06,0.47,0.04,0.06,0.06,0.06,0.54,0.0,-0.01,0.99,0.32,0.0,
InnerAssignment,5802,135689,6444,112945,260880,0.54,0.46,0.05,0.47,0.04,0.05,0.05,0.05,0.54,0.0,-0.0,0.99,0.27,0.0,
InvalidJavadocPosition,1164,140832,1301,117583,260880,0.54,0.46,0.01,0.47,0.04,0.01,0.01,0.01,0.54,0.0,-0.0,0.99,0.08,0.0,
OverloadMethodsDeclarationOrder,8000,133225,8908,110747,260880,0.54,0.46,0.06,0.47,0.04,0.07,0.06,0.06,0.54,0.0,-0.01,0.99,0.35,0.0,
CatchParameterName,1824,140052,2081,116923,260880,0.54,0.46,0.01,0.47,0.03,0.02,0.01,0.02,0.54,0.0,-0.0,0.99,0.11,0.0,
ExplicitInitialization,7209,134008,8125,111538,260880,0.54,0.46,0.06,0.47,0.03,0.06,0.06,0.06,0.54,0.0,-0.01,0.99,0.32,0.0,
EqualsAvoidNull,2843,138873,3260,115904,260880,0.54,0.46,0.02,0.47,0.02,0.02,0.02,0.02,0.54,0.0,-0.0,0.99,0.16,0.0,
ExecutableStatementCount,11990,128226,13907,106757,260880,0.54,0.46,0.1,0.46,0.02,0.1,0.1,0.09,0.54,0.0,-0.01,0.99,0.47,0.0,
SingleLineJavadoc,321,141762,371,118426,260880,0.54,0.46,0.0,0.46,0.02,0.0,0.0,0.0,0.54,0.0,-0.0,0.99,0.03,0.0,
HiddenField,16613,122708,19425,102134,260880,0.53,0.46,0.14,0.46,0.01,0.14,0.14,0.12,0.53,0.0,-0.02,0.99,0.58,0.0,
NestedIfDepth,10450,129918,12215,108297,260880,0.54,0.46,0.09,0.46,0.01,0.09,0.09,0.08,0.54,0.0,-0.01,0.99,0.43,0.0,
NewlineAtEndOfFile,2532,139146,2987,116215,260880,0.54,0.46,0.02,0.46,0.01,0.02,0.02,0.02,0.54,0.0,-0.0,0.99,0.15,0.0,
SimplifyBooleanReturn,241,141848,285,118506,260880,0.54,0.46,0.0,0.46,0.01,0.0,0.0,0.0,0.54,0.0,-0.0,0.99,0.02,0.0,
VariableDeclarationUsageDistance,5631,135478,6655,113116,260880,0.54,0.46,0.05,0.46,0.01,0.05,0.05,0.04,0.54,0.0,-0.01,0.99,0.27,0.0,
JavadocPackage,9004,131314,10819,109743,260880,0.54,0.46,0.08,0.45,-0.0,0.08,0.08,0.07,0.54,-0.0,-0.01,0.99,0.39,0.0,
MethodName,2453,139214,2919,116294,260880,0.54,0.46,0.02,0.46,0.0,0.02,0.02,0.02,0.54,0.0,-0.0,0.99,0.14,0.0,
JavaNCSS,9493,130480,11653,109254,260880,0.54,0.46,0.08,0.45,-0.01,0.08,0.08,0.07,0.54,-0.0,-0.02,0.99,0.41,0.0,
MultipleStringLiterals,15944,122784,19349,102803,260880,0.53,0.46,0.14,0.45,-0.01,0.13,0.14,0.12,0.53,-0.0,-0.02,0.99,0.57,0.0,
ModifierOrder,3329,137995,4138,115418,260880,0.54,0.46,0.03,0.45,-0.02,0.03,0.03,0.03,0.54,-0.0,-0.01,0.99,0.19,0.0,
OperatorWrap,8806,131159,10974,109941,260880,0.54,0.46,0.08,0.45,-0.02,0.07,0.08,0.07,0.54,-0.0,-0.02,0.99,0.39,0.0,
RequireThis,172,141920,213,118575,260880,0.54,0.46,0.0,0.45,-0.02,0.0,0.0,0.0,0.54,-0.0,-0.0,0.99,0.02,0.0,
UnusedImports,1621,140115,2018,117126,260880,0.54,0.46,0.01,0.45,-0.02,0.01,0.01,0.01,0.54,-0.0,-0.0,0.99,0.11,0.0,
AnnotationLocation,82,142029,104,118665,260880,0.54,0.46,0.0,0.44,-0.03,0.0,0.0,0.0,0.54,-0.0,-0.0,0.99,0.01,0.0,
EmptyBlock,1652,140025,2108,117095,260880,0.54,0.46,0.01,0.44,-0.03,0.01,0.01,0.01,0.54,-0.0,-0.0,0.99,0.11,0.0,
NeedBraces,8123,131771,10362,110624,260880,0.54,0.46,0.07,0.44,-0.03,0.07,0.07,0.06,0.54,-0.0,-0.02,0.99,0.37,0.0,
MethodLength,4118,136802,5331,114629,260880,0.54,0.46,0.04,0.44,-0.04,0.03,0.04,0.03,0.54,-0.0,-0.01,0.99,0.22,0.0,
VisibilityModifier,11732,127043,15090,107015,260880,0.53,0.46,0.1,0.44,-0.04,0.1,0.11,0.09,0.54,-0.01,-0.02,0.99,0.48,0.0,
MethodParamPad,2441,138934,3199,116306,260880,0.54,0.46,0.02,0.43,-0.05,0.02,0.02,0.02,0.54,-0.0,-0.01,0.99,0.15,0.0,
UnnecessaryParentheses,7918,131436,10697,110829,260880,0.53,0.46,0.07,0.43,-0.07,0.07,0.08,0.06,0.54,-0.01,-0.02,0.99,0.37,0.0,
AtclauseOrder,3678,137016,5117,115069,260880,0.54,0.46,0.03,0.42,-0.08,0.03,0.04,0.03,0.54,-0.0,-0.01,0.99,0.21,0.0,
EqualsHashCode,326,141680,453,118421,260880,0.54,0.46,0.0,0.42,-0.08,0.0,0.0,0.0,0.54,-0.0,-0.0,0.99,0.03,0.0,
NoWhitespaceBefore,1635,139853,2280,117112,260880,0.54,0.46,0.02,0.42,-0.08,0.01,0.02,0.01,0.54,-0.0,-0.0,0.99,0.11,0.0,
ParenPad,3048,137544,4589,115699,260880,0.54,0.46,0.03,0.4,-0.12,0.03,0.03,0.02,0.54,-0.01,-0.01,0.99,0.19,0.0,
EmptyStatement,618,141197,936,118129,260880,0.54,0.46,0.01,0.4,-0.13,0.01,0.01,0.01,0.54,-0.0,-0.0,0.99,0.05,0.0,
RightCurly,3191,136719,5414,115556,260880,0.54,0.46,0.03,0.37,-0.19,0.03,0.04,0.03,0.54,-0.01,-0.02,0.99,0.21,0.0,
SeparatorWrap,14290,117504,24629,104457,260880,0.51,0.46,0.15,0.37,-0.19,0.12,0.17,0.1,0.53,-0.05,-0.07,0.99,0.61,0.0,
StringLiteralEquality,201,141758,375,118546,260880,0.54,0.46,0.0,0.35,-0.23,0.0,0.0,0.0,0.54,-0.0,-0.0,0.99,0.02,0.0,
ImportControl,60,142008,125,118687,260880,0.54,0.46,0.0,0.32,-0.29,0.0,0.0,0.0,0.54,-0.0,-0.0,0.99,0.01,0.0,
TypeName,713,140634,1499,118034,260880,0.54,0.46,0.01,0.32,-0.29,0.01,0.01,0.01,0.54,-0.0,-0.01,0.99,0.07,0.0,
DeclarationOrder,14538,106892,35241,104209,260880,0.47,0.46,0.19,0.29,-0.36,0.12,0.25,0.09,0.53,-0.12,-0.15,0.99,0.7,0.02,
JavadocVariable,13760,108321,33812,104987,260880,0.47,0.46,0.18,0.29,-0.36,0.12,0.24,0.09,0.53,-0.11,-0.14,0.99,0.69,0.02,
PackageName,17,142092,41,118730,260880,0.54,0.46,0.0,0.29,-0.36,0.0,0.0,0.0,0.54,-0.0,-0.0,0.99,0.0,0.0,
ImportOrder,8476,110264,31869,110271,260880,0.46,0.46,0.15,0.21,-0.54,0.07,0.22,0.06,0.53,-0.14,-0.16,0.99,0.62,0.03,
LineLength,3291,118583,23550,115456,260880,0.47,0.46,0.1,0.12,-0.73,0.03,0.17,0.02,0.54,-0.13,-0.14,0.99,0.48,0.04,
CovariantEquals,0,142133,0,118747,260880,0.54,0.46,0.0,0.0,-1.0,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.0,0.0,
NoLineWrap,0,142133,0,118747,260880,0.54,0.46,0.0,0.0,-1.0,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.0,0.0,
OuterTypeFilename,0,142133,0,118747,260880,0.54,0.46,0.0,0.0,-1.0,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.0,0.0,
Regexp,0,142133,0,118747,260880,0.54,0.46,0.0,0.0,-1.0,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.0,0.0,
RegexpOnFilename,0,142133,0,118747,260880,0.54,0.46,0.0,0.0,-1.0,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.0,0.0,
SuppressWarnings,0,142133,0,118747,260880,0.54,0.46,0.0,0.0,-1.0,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.0,0.0,
UnnecessarySemicolonInTryWithResources,0,142133,0,118747,260880,0.54,0.46,0.0,0.0,-1.0,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.0,0.0,
