feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
SimplifyBooleanReturn,301,165620,225,94734,260880,0.64,0.36,0.0,0.57,0.57,0.0,0.0,0.0,0.64,0.0,0.0,0.95,0.02,0.0,
FallThrough,1934,164321,1524,93101,260880,0.64,0.36,0.01,0.56,0.54,0.02,0.01,0.02,0.63,0.01,0.0,0.95,0.1,0.0,
FileLength,2749,163694,2151,92286,260880,0.64,0.36,0.02,0.56,0.54,0.03,0.01,0.03,0.63,0.01,0.0,0.95,0.13,0.0,
IllegalType,3449,163142,2703,91586,260880,0.64,0.36,0.02,0.56,0.54,0.04,0.02,0.04,0.63,0.01,0.0,0.95,0.16,0.0,
UnnecessarySemicolonInEnumeration,1067,164963,882,93968,260880,0.64,0.36,0.01,0.55,0.5,0.01,0.01,0.01,0.63,0.0,0.0,0.95,0.06,0.0,
JavadocMethod,14548,153620,12225,80487,260880,0.64,0.36,0.1,0.54,0.49,0.15,0.07,0.14,0.61,0.06,0.01,0.95,0.48,0.01,
AnonInnerLength,5954,160749,5096,89081,260880,0.64,0.36,0.04,0.54,0.48,0.06,0.03,0.06,0.62,0.02,0.01,0.95,0.25,0.0,
NoClone,1599,164477,1368,93436,260880,0.64,0.36,0.01,0.54,0.48,0.02,0.01,0.02,0.63,0.01,0.0,0.95,0.09,0.0,
NoWhitespaceAfter,5203,161401,4444,89832,260880,0.64,0.36,0.04,0.54,0.48,0.05,0.03,0.05,0.63,0.02,0.0,0.95,0.23,0.0,
AnnotationUseStyle,2143,163976,1869,92892,260880,0.64,0.36,0.02,0.53,0.47,0.02,0.01,0.02,0.63,0.01,0.0,0.95,0.11,0.0,
EmptyBlock,1990,164075,1770,93045,260880,0.64,0.36,0.01,0.53,0.45,0.02,0.01,0.02,0.63,0.01,0.0,0.95,0.11,0.0,
CatchParameterName,2037,163977,1868,92998,260880,0.64,0.36,0.01,0.52,0.43,0.02,0.01,0.02,0.63,0.01,0.0,0.95,0.11,0.0,
EmptyForIteratorPad,1103,164834,1011,93932,260880,0.64,0.36,0.01,0.52,0.43,0.01,0.01,0.01,0.63,0.0,0.0,0.95,0.07,0.0,
FileTabCharacter,1028,164901,944,94007,260880,0.64,0.36,0.01,0.52,0.43,0.01,0.01,0.01,0.63,0.0,0.0,0.95,0.06,0.0,
IllegalToken,1903,164093,1752,93132,260880,0.64,0.36,0.01,0.52,0.43,0.02,0.01,0.02,0.63,0.01,0.0,0.95,0.11,0.0,
LocalFinalVariableName,3757,162330,3515,91278,260880,0.64,0.36,0.03,0.52,0.42,0.04,0.02,0.04,0.63,0.01,0.0,0.95,0.18,0.0,
ReturnCount,14438,152109,13736,80597,260880,0.64,0.36,0.11,0.51,0.41,0.15,0.08,0.13,0.61,0.05,0.0,0.95,0.49,0.01,
DefaultComesLast,1389,164486,1359,93646,260880,0.64,0.36,0.01,0.51,0.39,0.01,0.01,0.01,0.63,0.0,0.0,0.95,0.08,0.0,
ParameterNumber,3910,162055,3790,91125,260880,0.64,0.36,0.03,0.51,0.39,0.04,0.02,0.04,0.63,0.01,0.0,0.95,0.19,0.0,
StaticVariableName,2016,163890,1955,93019,260880,0.64,0.36,0.02,0.51,0.39,0.02,0.01,0.02,0.63,0.01,0.0,0.95,0.11,0.0,
MissingOverride,267,165580,265,94768,260880,0.64,0.36,0.0,0.5,0.38,0.0,0.0,0.0,0.64,0.0,0.0,0.95,0.02,0.0,
IllegalCatch,7625,158173,7672,87410,260880,0.64,0.36,0.06,0.5,0.37,0.08,0.05,0.07,0.62,0.03,-0.0,0.95,0.32,0.0,
JavadocParagraph,12498,153234,12611,82537,260880,0.64,0.36,0.1,0.5,0.37,0.13,0.08,0.12,0.61,0.04,-0.0,0.95,0.46,0.01,
SimplifyBooleanExpression,845,164993,852,94190,260880,0.64,0.36,0.01,0.5,0.37,0.01,0.01,0.01,0.63,0.0,-0.0,0.95,0.06,0.0,
AvoidNestedBlocks,4214,161544,4301,90821,260880,0.64,0.36,0.03,0.49,0.36,0.04,0.03,0.04,0.63,0.01,-0.0,0.95,0.21,0.0,
ClassDataAbstractionCoupling,9321,156322,9523,85714,260880,0.63,0.36,0.07,0.49,0.36,0.1,0.06,0.09,0.62,0.03,-0.0,0.95,0.37,0.0,
HideUtilityClassConstructor,5429,160309,5536,89606,260880,0.64,0.36,0.04,0.5,0.36,0.06,0.03,0.05,0.62,0.02,-0.0,0.95,0.25,0.0,
MissingJavadocType,6687,158977,6868,88348,260880,0.64,0.36,0.05,0.49,0.35,0.07,0.04,0.07,0.62,0.02,-0.0,0.95,0.29,0.0,
FinalClass,3615,162057,3788,91420,260880,0.64,0.36,0.03,0.49,0.34,0.04,0.02,0.04,0.63,0.01,-0.0,0.95,0.19,0.0,
InnerAssignment,6000,159599,6246,89035,260880,0.63,0.36,0.05,0.49,0.34,0.06,0.04,0.06,0.62,0.02,-0.0,0.95,0.27,0.0,
UnnecessaryParentheses,9111,156341,9504,85924,260880,0.63,0.36,0.07,0.49,0.34,0.1,0.06,0.09,0.62,0.03,-0.0,0.95,0.37,0.0,
EqualsHashCode,377,165443,402,94658,260880,0.64,0.36,0.0,0.48,0.33,0.0,0.0,0.0,0.63,0.0,-0.0,0.95,0.03,0.0,
LocalVariableName,4152,161450,4395,90883,260880,0.63,0.36,0.03,0.49,0.33,0.04,0.03,0.04,0.63,0.01,-0.0,0.95,0.21,0.0,
TrailingComment,10661,154436,11409,84374,260880,0.63,0.36,0.08,0.48,0.33,0.11,0.07,0.1,0.61,0.03,-0.0,0.95,0.42,0.0,
UnusedImports,1763,163969,1876,93272,260880,0.64,0.36,0.01,0.48,0.33,0.02,0.01,0.02,0.63,0.01,-0.0,0.95,0.11,0.0,
HiddenField,17284,147091,18754,77751,260880,0.63,0.36,0.14,0.48,0.32,0.18,0.11,0.15,0.6,0.05,-0.01,0.95,0.58,0.01,
MissingCtor,12388,152433,13412,82647,260880,0.63,0.36,0.1,0.48,0.32,0.13,0.08,0.11,0.61,0.04,-0.01,0.95,0.47,0.0,
MissingJavadocMethod,21339,142690,23155,73696,260880,0.63,0.36,0.17,0.48,0.32,0.22,0.14,0.18,0.59,0.07,-0.01,0.95,0.66,0.01,
ParameterAssignment,6947,158386,7459,88088,260880,0.63,0.36,0.06,0.48,0.32,0.07,0.04,0.07,0.62,0.02,-0.0,0.95,0.31,0.0,
WriteTag,6228,159144,6701,88807,260880,0.63,0.36,0.05,0.48,0.32,0.07,0.04,0.06,0.62,0.02,-0.0,0.95,0.28,0.0,
AvoidStaticImport,8309,156720,9125,86726,260880,0.63,0.36,0.07,0.48,0.31,0.09,0.06,0.08,0.62,0.02,-0.0,0.95,0.35,0.0,
MethodName,2568,163041,2804,92467,260880,0.63,0.36,0.02,0.48,0.31,0.03,0.02,0.03,0.63,0.01,-0.0,0.95,0.14,0.0,
NestedIfDepth,10824,154004,11841,84211,260880,0.63,0.36,0.09,0.48,0.31,0.11,0.07,0.1,0.61,0.03,-0.01,0.95,0.43,0.0,
AnnotationOnSameLine,19700,143934,21911,75335,260880,0.63,0.36,0.16,0.47,0.3,0.21,0.13,0.17,0.59,0.06,-0.01,0.95,0.63,0.01,
BooleanExpressionComplexity,4883,160416,5429,90152,260880,0.63,0.36,0.04,0.47,0.3,0.05,0.03,0.05,0.62,0.01,-0.0,0.95,0.24,0.0,
IllegalImport,151,165676,169,94884,260880,0.64,0.36,0.0,0.47,0.3,0.0,0.0,0.0,0.64,0.0,-0.0,0.95,0.01,0.0,
DesignForExtension,13844,149973,15872,81191,260880,0.63,0.36,0.11,0.47,0.28,0.15,0.1,0.12,0.6,0.04,-0.01,0.95,0.51,0.0,
MethodParamPad,2626,162831,3014,92409,260880,0.63,0.36,0.02,0.47,0.28,0.03,0.02,0.03,0.63,0.01,-0.0,0.95,0.15,0.0,
RequireThis,179,165639,206,94856,260880,0.64,0.36,0.0,0.46,0.28,0.0,0.0,0.0,0.64,0.0,-0.0,0.95,0.02,0.0,
AvoidStarImport,4828,160213,5632,90207,260880,0.63,0.36,0.04,0.46,0.27,0.05,0.03,0.05,0.62,0.01,-0.0,0.95,0.24,0.0,
ClassMemberImpliedModifier,4092,161087,4758,90943,260880,0.63,0.36,0.03,0.46,0.27,0.04,0.03,0.04,0.63,0.01,-0.0,0.95,0.21,0.0,
MethodLength,4377,160773,5072,90658,260880,0.63,0.36,0.04,0.46,0.27,0.05,0.03,0.04,0.63,0.01,-0.0,0.95,0.22,0.0,
NPathComplexity,9924,154287,11558,85111,260880,0.63,0.36,0.08,0.46,0.27,0.1,0.07,0.09,0.61,0.03,-0.01,0.95,0.41,0.0,
FinalLocalVariable,7762,156669,9176,87273,260880,0.63,0.36,0.06,0.46,0.26,0.08,0.06,0.07,0.62,0.02,-0.01,0.95,0.35,0.0,
JavaNCSS,9693,154392,11453,85342,260880,0.63,0.36,0.08,0.46,0.26,0.1,0.07,0.09,0.61,0.02,-0.01,0.95,0.41,0.0,
ClassFanOutComplexity,10155,153706,12139,84880,260880,0.63,0.36,0.09,0.46,0.25,0.11,0.07,0.09,0.61,0.03,-0.01,0.95,0.42,0.0,
CyclomaticComplexity,12001,151516,14329,83034,260880,0.63,0.36,0.1,0.46,0.25,0.13,0.09,0.11,0.61,0.03,-0.01,0.95,0.47,0.0,
ExecutableStatementCount,11757,151705,14140,83278,260880,0.63,0.36,0.1,0.45,0.25,0.12,0.09,0.11,0.61,0.03,-0.01,0.95,0.47,0.0,
MethodCount,1474,164075,1770,93561,260880,0.63,0.36,0.01,0.45,0.25,0.02,0.01,0.02,0.63,0.0,-0.0,0.95,0.1,0.0,
NestedForDepth,1784,163703,2142,93251,260880,0.63,0.36,0.02,0.45,0.25,0.02,0.01,0.02,0.63,0.0,-0.0,0.95,0.11,0.0,
NestedTryDepth,724,164969,876,94311,260880,0.64,0.36,0.01,0.45,0.24,0.01,0.01,0.01,0.63,0.0,-0.0,0.95,0.05,0.0,
CustomImportOrder,159,165650,195,94876,260880,0.64,0.36,0.0,0.45,0.23,0.0,0.0,0.0,0.64,0.0,-0.0,0.95,0.01,0.0,
InterfaceTypeParameterName,38,165798,47,94997,260880,0.64,0.36,0.0,0.45,0.23,0.0,0.0,0.0,0.64,0.0,-0.0,0.95,0.0,0.0,
TodoComment,2979,162191,3654,92056,260880,0.63,0.36,0.03,0.45,0.23,0.03,0.02,0.03,0.63,0.01,-0.0,0.95,0.17,0.0,
OneStatementPerLine,3473,161511,4334,91562,260880,0.63,0.36,0.03,0.44,0.22,0.04,0.03,0.03,0.63,0.01,-0.01,0.95,0.19,0.0,
ParameterName,2765,162413,3432,92270,260880,0.63,0.36,0.02,0.45,0.22,0.03,0.02,0.03,0.63,0.01,-0.0,0.95,0.16,0.0,
SingleSpaceSeparator,5773,158603,7242,89262,260880,0.63,0.36,0.05,0.44,0.22,0.06,0.04,0.06,0.62,0.01,-0.01,0.95,0.29,0.0,
ConstantName,4906,159643,6202,90129,260880,0.63,0.36,0.04,0.44,0.21,0.05,0.04,0.05,0.62,0.01,-0.01,0.95,0.25,0.0,
ExplicitInitialization,6753,157264,8581,88282,260880,0.63,0.36,0.06,0.44,0.21,0.07,0.05,0.07,0.62,0.01,-0.01,0.95,0.32,0.0,
Indentation,6037,158208,7637,88998,260880,0.63,0.36,0.05,0.44,0.21,0.06,0.05,0.06,0.62,0.01,-0.01,0.95,0.3,0.0,
MissingDeprecated,1481,163971,1874,93554,260880,0.63,0.36,0.01,0.44,0.21,0.02,0.01,0.02,0.63,0.0,-0.0,0.95,0.1,0.0,
MissingSwitchDefault,4593,160010,5835,90442,260880,0.63,0.36,0.04,0.44,0.21,0.05,0.04,0.05,0.62,0.01,-0.01,0.95,0.24,0.0,
ModifierOrder,3300,161678,4167,91735,260880,0.63,0.36,0.03,0.44,0.21,0.03,0.03,0.03,0.63,0.01,-0.01,0.95,0.19,0.0,
ModifiedControlVariable,1552,163856,1989,93483,260880,0.63,0.36,0.01,0.44,0.2,0.02,0.01,0.02,0.63,0.0,-0.0,0.95,0.1,0.0,
WhitespaceAround,10032,152896,12949,85003,260880,0.62,0.36,0.09,0.44,0.2,0.11,0.08,0.09,0.61,0.02,-0.02,0.95,0.43,0.0,
EqualsAvoidNull,2645,162387,3458,92390,260880,0.63,0.36,0.02,0.43,0.19,0.03,0.02,0.03,0.63,0.01,-0.0,0.95,0.16,0.0,
ParenPad,3301,161509,4336,91734,260880,0.63,0.36,0.03,0.43,0.19,0.03,0.03,0.03,0.63,0.01,-0.01,0.95,0.19,0.0,
VariableDeclarationUsageDistance,5341,158900,6945,89694,260880,0.63,0.36,0.05,0.43,0.19,0.06,0.04,0.05,0.62,0.01,-0.01,0.95,0.27,0.0,
AbstractClassName,4606,159733,6112,90429,260880,0.63,0.36,0.04,0.43,0.18,0.05,0.04,0.05,0.62,0.01,-0.01,0.95,0.25,0.0,
CommentsIndentation,4273,160177,5668,90762,260880,0.63,0.36,0.04,0.43,0.18,0.04,0.03,0.04,0.63,0.01,-0.01,0.95,0.23,0.0,
InnerTypeLast,6751,156918,8927,88284,260880,0.63,0.36,0.06,0.43,0.18,0.07,0.05,0.06,0.62,0.01,-0.01,0.95,0.33,0.0,
AbbreviationAsWordInName,2334,162682,3163,92701,260880,0.63,0.36,0.02,0.42,0.17,0.02,0.02,0.02,0.63,0.0,-0.0,0.95,0.15,0.0,
ArrayTrailingComma,2596,162358,3487,92439,260880,0.63,0.36,0.02,0.43,0.17,0.03,0.02,0.03,0.63,0.0,-0.01,0.95,0.16,0.0,
MultipleVariableDeclarations,4186,160224,5621,90849,260880,0.63,0.36,0.04,0.43,0.17,0.04,0.03,0.04,0.63,0.01,-0.01,0.95,0.23,0.0,
ArrayTypeStyle,1116,164315,1530,93919,260880,0.63,0.36,0.01,0.42,0.16,0.01,0.01,0.01,0.63,0.0,-0.0,0.95,0.08,0.0,
MultipleStringLiterals,14880,145432,20413,80155,260880,0.61,0.36,0.14,0.42,0.16,0.16,0.12,0.13,0.6,0.03,-0.03,0.95,0.57,0.0,
MagicNumber,13852,146583,19262,81183,260880,0.61,0.36,0.13,0.42,0.15,0.15,0.12,0.12,0.6,0.02,-0.03,0.95,0.55,0.0,
AvoidInlineConditionals,13610,146014,19831,81425,260880,0.61,0.36,0.13,0.41,0.12,0.14,0.12,0.12,0.6,0.02,-0.04,0.95,0.55,0.0,
VisibilityModifier,10970,149993,15852,84065,260880,0.62,0.36,0.1,0.41,0.12,0.12,0.1,0.1,0.61,0.02,-0.03,0.95,0.48,0.0,
NeedBraces,7458,154818,11027,87577,260880,0.62,0.36,0.07,0.4,0.11,0.08,0.07,0.07,0.62,0.01,-0.02,0.95,0.37,0.0,
NewlineAtEndOfFile,2216,162542,3303,92819,260880,0.63,0.36,0.02,0.4,0.1,0.02,0.02,0.02,0.63,0.0,-0.01,0.95,0.15,0.0,
OverloadMethodsDeclarationOrder,6667,155604,10241,88368,260880,0.62,0.36,0.06,0.39,0.08,0.07,0.06,0.06,0.62,0.01,-0.02,0.95,0.35,0.0,
RedundantImport,231,165490,355,94804,260880,0.64,0.36,0.0,0.39,0.08,0.0,0.0,0.0,0.64,0.0,-0.0,0.95,0.02,0.0,
NoWhitespaceBefore,1528,163458,2387,93507,260880,0.63,0.36,0.02,0.39,0.07,0.02,0.01,0.02,0.63,0.0,-0.01,0.95,0.11,0.0,
JavadocPackage,7653,153675,12170,87382,260880,0.62,0.36,0.08,0.39,0.06,0.08,0.07,0.07,0.62,0.01,-0.03,0.95,0.39,0.0,
MissingJavadocPackage,57,165754,91,94978,260880,0.64,0.36,0.0,0.39,0.06,0.0,0.0,0.0,0.64,0.0,-0.0,0.95,0.01,0.0,
RedundantModifier,5803,156557,9288,89232,260880,0.62,0.36,0.06,0.38,0.06,0.06,0.06,0.06,0.62,0.0,-0.02,0.95,0.32,0.0,
JavadocStyle,6302,155644,10201,88733,260880,0.62,0.36,0.06,0.38,0.05,0.07,0.06,0.06,0.62,0.0,-0.02,0.95,0.34,0.0,
UpperEll,109,165669,176,94926,260880,0.64,0.36,0.0,0.38,0.05,0.0,0.0,0.0,0.64,0.0,-0.0,0.95,0.01,0.0,
NoFinalizer,20,165812,33,95015,260880,0.64,0.36,0.0,0.38,0.04,0.0,0.0,0.0,0.64,0.0,-0.0,0.95,0.0,0.0,
FinalParameters,4855,157645,8200,90180,260880,0.62,0.36,0.05,0.37,0.02,0.05,0.05,0.05,0.62,0.0,-0.02,0.95,0.29,0.0,
RightCurly,3177,160417,5428,91858,260880,0.63,0.36,0.03,0.37,0.01,0.03,0.03,0.03,0.63,0.0,-0.01,0.95,0.21,0.0,
EmptyStatement,563,164854,991,94472,260880,0.63,0.36,0.01,0.36,-0.01,0.01,0.01,0.01,0.63,-0.0,-0.0,0.95,0.05,0.0,
SummaryJavadoc,6476,154285,11560,88559,260880,0.62,0.36,0.07,0.36,-0.01,0.07,0.07,0.06,0.62,-0.0,-0.03,0.95,0.36,0.0,
AvoidEscapedUnicodeCharacters,1109,163828,2017,93926,260880,0.63,0.36,0.01,0.35,-0.03,0.01,0.01,0.01,0.63,-0.0,-0.01,0.95,0.09,0.0,
JavadocTagContinuationIndentation,1215,163615,2230,93820,260880,0.63,0.36,0.01,0.35,-0.03,0.01,0.01,0.01,0.63,-0.0,-0.01,0.95,0.1,0.0,
WhitespaceAfter,7736,151689,14156,87299,260880,0.61,0.36,0.08,0.35,-0.03,0.08,0.09,0.07,0.61,-0.0,-0.04,0.95,0.42,0.0,
MutableException,33,165783,62,95002,260880,0.64,0.36,0.0,0.35,-0.05,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.0,0.0,
OperatorWrap,6835,152900,12945,88200,260880,0.61,0.36,0.08,0.35,-0.05,0.07,0.08,0.06,0.62,-0.0,-0.04,0.95,0.39,0.0,
InvalidJavadocPosition,847,164227,1618,94188,260880,0.63,0.36,0.01,0.34,-0.06,0.01,0.01,0.01,0.63,-0.0,-0.0,0.95,0.08,0.0,
AnnotationLocation,61,165720,125,94974,260880,0.64,0.36,0.0,0.33,-0.1,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.01,0.0,
InterfaceMemberImpliedModifier,2301,160693,5152,92734,260880,0.62,0.36,0.03,0.31,-0.15,0.02,0.03,0.02,0.63,-0.01,-0.02,0.95,0.19,0.0,
PackageName,18,165805,40,95017,260880,0.64,0.36,0.0,0.31,-0.15,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.0,0.0,
SeparatorWrap,11551,138477,27368,83484,260880,0.58,0.36,0.15,0.3,-0.19,0.12,0.17,0.09,0.6,-0.03,-0.1,0.95,0.61,0.0,
LeftCurly,4245,154963,10882,90790,260880,0.61,0.36,0.06,0.28,-0.23,0.04,0.07,0.04,0.62,-0.02,-0.04,0.95,0.32,0.0,
MemberName,3578,156139,9706,91457,260880,0.61,0.36,0.05,0.27,-0.26,0.04,0.06,0.03,0.62,-0.02,-0.04,0.95,0.29,0.0,
UncommentedMain,759,163797,2048,94276,260880,0.63,0.36,0.01,0.27,-0.26,0.01,0.01,0.01,0.63,-0.0,-0.01,0.95,0.09,0.0,
SuperFinalize,9,165818,27,95026,260880,0.64,0.36,0.0,0.25,-0.31,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.0,0.0,
DeclarationOrder,12399,128465,37380,82636,260880,0.54,0.36,0.19,0.25,-0.32,0.13,0.23,0.09,0.58,-0.08,-0.15,0.95,0.7,0.01,
ClassTypeParameterName,55,165665,180,94980,260880,0.64,0.36,0.0,0.23,-0.36,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.01,0.0,
TypecastParenPad,32,165738,107,95003,260880,0.64,0.36,0.0,0.23,-0.37,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.01,0.0,
JavadocVariable,10669,128942,36903,84366,260880,0.54,0.36,0.18,0.22,-0.38,0.11,0.22,0.08,0.59,-0.09,-0.16,0.95,0.69,0.01,
ImportOrder,7723,133223,32622,87312,260880,0.54,0.36,0.15,0.19,-0.47,0.08,0.2,0.06,0.59,-0.09,-0.15,0.95,0.62,0.02,
AtclauseOrder,1673,158723,7122,93362,260880,0.61,0.36,0.03,0.19,-0.48,0.02,0.04,0.02,0.63,-0.02,-0.03,0.95,0.21,0.0,
StringLiteralEquality,105,165374,471,94930,260880,0.63,0.36,0.0,0.18,-0.5,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.02,0.0,
InterfaceIsType,50,165615,230,94985,260880,0.64,0.36,0.0,0.18,-0.51,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.01,0.0,
ImportControl,32,165692,153,95003,260880,0.64,0.36,0.0,0.17,-0.53,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.01,0.0,
TypeName,375,164008,1837,94660,260880,0.63,0.36,0.01,0.17,-0.53,0.0,0.01,0.0,0.63,-0.01,-0.01,0.95,0.07,0.0,
JavadocType,1251,159082,6763,93784,260880,0.61,0.36,0.03,0.16,-0.57,0.01,0.04,0.01,0.63,-0.02,-0.03,0.95,0.2,0.0,
LineLength,3298,142302,23543,91737,260880,0.56,0.36,0.1,0.12,-0.66,0.03,0.14,0.03,0.61,-0.08,-0.12,0.95,0.48,0.02,
PackageDeclaration,11,165671,174,95024,260880,0.64,0.36,0.0,0.06,-0.84,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.01,0.0,
CovariantEquals,0,165845,0,95035,260880,0.64,0.36,0.0,0.0,-1.0,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.0,-0.0,
NoLineWrap,0,165845,0,95035,260880,0.64,0.36,0.0,0.0,-1.0,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.0,-0.0,
OneTopLevelClass,0,165537,308,95035,260880,0.63,0.36,0.0,0.0,-1.0,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.01,0.0,
OuterTypeFilename,0,165845,0,95035,260880,0.64,0.36,0.0,0.0,-1.0,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.0,-0.0,
OuterTypeNumber,0,165537,308,95035,260880,0.63,0.36,0.0,0.0,-1.0,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.01,0.0,
Regexp,0,165845,0,95035,260880,0.64,0.36,0.0,0.0,-1.0,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.0,-0.0,
RegexpOnFilename,0,165845,0,95035,260880,0.64,0.36,0.0,0.0,-1.0,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.0,-0.0,
SuppressWarnings,0,165845,0,95035,260880,0.64,0.36,0.0,0.0,-1.0,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.0,-0.0,
UnnecessarySemicolonInTryWithResources,0,165845,0,95035,260880,0.64,0.36,0.0,0.0,-1.0,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.0,-0.0,
