feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
ImportControl,137,131767,48,128928,260880,0.51,0.49,0.0,0.74,0.5,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.01,0.0,
MethodTypeParameterName,174,131744,71,128891,260880,0.51,0.49,0.0,0.71,0.44,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.01,0.0,
EmptyForInitializerPad,43,131796,19,129022,260880,0.51,0.49,0.0,0.69,0.4,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.0,0.0,
SuperFinalize,24,131803,12,129041,260880,0.51,0.49,0.0,0.67,0.35,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.0,0.0,
SuperClone,617,131473,342,128448,260880,0.51,0.49,0.0,0.64,0.3,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.04,0.0,
InterfaceTypeParameterName,54,131784,31,129011,260880,0.51,0.49,0.0,0.64,0.28,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.0,0.0,
MissingJavadocPackage,94,131761,54,128971,260880,0.51,0.49,0.0,0.64,0.28,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.01,0.0,
NoClone,1813,130661,1154,127252,260880,0.51,0.49,0.01,0.61,0.24,0.01,0.01,0.01,0.51,0.01,0.0,1.0,0.09,0.0,
InterfaceIsType,169,131704,111,128896,260880,0.51,0.49,0.0,0.6,0.22,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.01,0.0,
PackageName,35,131792,23,129030,260880,0.51,0.49,0.0,0.6,0.22,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.0,0.0,
RequireThis,229,131659,156,128836,260880,0.51,0.49,0.0,0.59,0.2,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.02,0.0,
