repo_name,year,Sum_of_Smells,file,MethodLength,NPathComplexity,AvoidInlineConditionals,NestedIfDepth,VisibilityModifier,ccp
Mantaro/MantaroBot,2018,13086.0,56,12.0,43.0,119.0,74.0,91.0,0.277779805352798
Mantaro/MantaroBot,2019,11496.0,33,16.0,35.0,148.0,80.0,71.0,0.22985544554455445
MarginallyClever/Robot-Overlord-App,2017,15131.0,11,5.0,10.0,1.0,20.0,157.0,0.186936170212766
MarginallyClever/Robot-Overlord-App,2018,4613.0,4,0.0,5.0,0.0,9.0,50.0,0.14484210526315788
MarginallyClever/Robot-Overlord-App,2019,5905.0,8,2.0,5.0,0.0,8.0,53.0,0.0631595744680851
MariaDB/mariadb-connector-j,2017,13104.0,59,2.0,24.0,136.0,83.0,171.0,0.3569320987654321
MariaDB/mariadb-connector-j,2018,8081.0,16,2.0,19.0,174.0,49.0,119.0,0.41139860139860135
MariaDB/mariadb-connector-j,2019,18158.0,20,4.0,22.0,187.0,64.0,130.0,0.32488888888888884
MaridProject/marid,2017,3259.0,79,0.0,1.0,31.0,3.0,46.0,0.058636968085106364
MaridProject/marid,2019,714.0,4,0.0,1.0,6.0,4.0,0.0,0.08203508771929824
McLeodMoores/starling,2018,10244.0,36,1.0,6.0,11.0,2.0,0.0,0.5311689189189188
McLeodMoores/starling,2019,4234.0,7,0.0,0.0,0.0,0.0,0.0,0.01878645833333333
Metatavu/edelphi,2017,3599.0,12,3.0,2.0,20.0,23.0,2.0,0.12539322033898306
Metatavu/edelphi,2018,1272.0,4,0.0,2.0,17.0,1.0,0.0,0.11223076923076923
Metatavu/edelphi,2019,8201.0,25,0.0,10.0,24.0,3.0,0.0,0.06026553672316382
MilosKozak/AndroidAPS,2017,13163.0,111,5.0,27.0,73.0,93.0,741.0,0.18313311068702287
MilosKozak/AndroidAPS,2018,35150.0,373,17.0,57.0,193.0,196.0,1187.0,0.20050807265388496
MilosKozak/AndroidAPS,2019,19743.0,103,15.0,62.0,97.0,227.0,539.0,0.22146666666666665
Mindgamesnl/OpenAudioMc,2018,79.0,1,0.0,1.0,0.0,5.0,0.0,0.22828571428571426
Mindgamesnl/OpenAudioMc,2019,422.0,8,0.0,0.0,0.0,0.0,0.0,0.2408068965517241
MineLittlePony/MineLittlePony,2018,1674.0,18,0.0,3.0,13.0,13.0,32.0,0.3772231012658227
Minecolonies/minecolonies,2017,11756.0,54,0.0,25.0,76.0,108.0,42.0,0.685232484076433
Minecolonies/minecolonies,2018,13298.0,51,1.0,33.0,94.0,120.0,29.0,0.5943833333333332
Minecolonies/minecolonies,2019,8356.0,33,1.0,22.0,56.0,85.0,21.0,0.484
MyCATApache/Mycat-Server,2017,18821.0,28,4.0,32.0,53.0,208.0,52.0,0.06394666666666665
MyCATApache/Mycat-Server,2018,6810.0,14,2.0,6.0,29.0,31.0,8.0,0.09566101694915251
MyCATApache/Mycat-Server,2019,10347.0,11,2.0,13.0,33.0,82.0,25.0,0.25241875
MyCoRe-Org/mycore,2017,1770.0,9,1.0,3.0,5.0,5.0,17.0,0.29865940054495915
MyCoRe-Org/mycore,2019,3307.0,10,1.0,11.0,17.0,15.0,5.0,0.34268421052631576
MyRobotLab/myrobotlab,2018,58451.0,96,13.0,35.0,38.0,76.0,1108.0,0.20244791666666664
MyRobotLab/myrobotlab,2019,106976.0,167,28.0,63.0,53.0,229.0,2195.0,0.27485751295336786
NGSEP/NGSEPcore,2017,471.0,1,0.0,1.0,0.0,1.0,0.0,0.09644036697247704
NGSEP/NGSEPcore,2018,9881.0,10,1.0,14.0,2.0,43.0,9.0,0.2679845679012345
NGSEP/NGSEPcore,2019,4427.0,6,0.0,10.0,5.0,23.0,1.0,0.2075247524752475
NYRDS/pixel-dungeon-remix,2017,20704.0,53,3.0,14.0,70.0,50.0,160.0,0.07565625
NYRDS/pixel-dungeon-remix,2018,38062.0,139,4.0,22.0,119.0,91.0,219.0,0.2751209800918836
NYRDS/pixel-dungeon-remix,2019,4822.0,7,0.0,4.0,36.0,33.0,34.0,0.23787499999999995
Nasdanika/html,2018,702.0,1,0.0,0.0,3.0,0.0,0.0,0.059882882882882876
Nastel/tnt4j-streams,2017,11697.0,32,0.0,18.0,141.0,29.0,60.0,0.2010328767123288
Nastel/tnt4j-streams,2018,11737.0,15,1.0,16.0,128.0,29.0,58.0,0.2262609970674487
Nastel/tnt4j-streams,2019,8399.0,10,0.0,9.0,122.0,23.0,10.0,0.19507718120805367
NationalSecurityAgency/ghidra,2019,155263.0,184,19.0,138.0,411.0,363.0,311.0,0.4834013377926421
Neamar/KISS,2017,1174.0,14,1.0,1.0,5.0,3.0,8.0,0.09227536231884056
Neamar/KISS,2018,3170.0,47,1.0,2.0,6.0,13.0,35.0,0.11132786885245903
Neamar/KISS,2019,2082.0,17,1.0,2.0,13.0,6.0,19.0,0.11186842105263156
Netflix/conductor,2017,6838.0,23,0.0,1.0,7.0,8.0,4.0,0.2086558823529412
Netflix/conductor,2018,17739.0,76,0.0,6.0,23.0,9.0,28.0,0.2314975845410628
Netflix/conductor,2019,12046.0,44,0.0,12.0,15.0,10.0,18.0,0.3598796561604585
Netflix/genie,2017,293.0,2,0.0,0.0,2.0,5.0,0.0,0.2618564102564102
Netflix/genie,2018,408.0,3,0.0,0.0,5.0,1.0,0.0,0.13225537634408602
Netflix/genie,2019,693.0,6,1.0,0.0,14.0,0.0,0.0,0.2074387990762125
Nincodedo/Ninbot,2017,232.0,7,0.0,0.0,1.0,0.0,6.0,0.1673076923076923
Nincodedo/Ninbot,2018,30.0,1,0.0,0.0,0.0,0.0,0.0,0.28401379310344826
Nincodedo/Ninbot,2019,746.0,18,0.0,0.0,3.0,2.0,9.0,0.20916615384615386
NoraUi/NoraUi,2017,113.0,1,0.0,0.0,1.0,0.0,0.0,0.06410280373831777
NoraUi/NoraUi,2018,2056.0,12,0.0,0.0,19.0,6.0,13.0,0.14147893569844788
NoraUi/NoraUi,2019,4798.0,40,1.0,4.0,30.0,33.0,17.0,0.26948793565683643
OmniKryptec/OmniKryptec-Engine,2018,2194.0,45,0.0,1.0,30.0,9.0,21.0,0.1810455580865604
OmniKryptec/OmniKryptec-Engine,2019,4138.0,79,0.0,3.0,41.0,11.0,43.0,0.3272206896551724
OpenGamma/Strata,2017,1696.0,1,0.0,0.0,7.0,0.0,0.0,0.193125
OpenGamma/Strata,2018,694.0,2,0.0,0.0,1.0,0.0,0.0,0.20041573033707866
OpenGamma/Strata,2019,887.0,2,0.0,0.0,1.0,0.0,0.0,0.15148263888888888
OpenHFT/Chronicle-Queue,2017,2423.0,16,0.0,2.0,15.0,7.0,28.0,0.13338375
OpenHFT/Chronicle-Queue,2018,3533.0,20,0.0,6.0,19.0,2.0,37.0,0.16303448275862067
OpenHFT/Chronicle-Queue,2019,2550.0,8,0.0,7.0,32.0,6.0,29.0,0.23408353221957034
OpenVidu/openvidu,2017,783.0,1,0.0,0.0,2.0,0.0,0.0,0.049518181818181815
OpenVidu/openvidu,2018,643.0,4,0.0,0.0,0.0,0.0,1.0,0.0723
OpenVidu/openvidu,2019,7208.0,18,1.0,9.0,28.0,8.0,38.0,0.15583333333333332
PCLuddite/baxshops,2018,676.0,4,0.0,3.0,1.0,4.0,19.0,0.17189743589743586
PCLuddite/baxshops,2019,3591.0,40,0.0,5.0,21.0,11.0,0.0,0.21587291666666666
PDXFinder/pdxfinder,2017,4270.0,34,4.0,9.0,14.0,7.0,31.0,0.0928972602739726
PDXFinder/pdxfinder,2018,4997.0,37,4.0,13.0,14.0,7.0,23.0,0.11430397727272724
PDXFinder/pdxfinder,2019,9062.0,33,10.0,23.0,44.0,49.0,17.0,0.14102245862884158
PLOS/wombat,2017,6555.0,22,0.0,4.0,36.0,2.0,8.0,0.13636012861736335
PLOS/wombat,2018,1599.0,3,0.0,1.0,8.0,0.0,1.0,0.17999586776859505
PLOS/wombat,2019,964.0,3,0.0,0.0,0.0,0.0,1.0,0.1085503144654088
Panda-Programming-Language/Panda,2017,81.0,4,0.0,0.0,0.0,0.0,0.0,0.20479425837320572
Panda-Programming-Language/Panda,2018,672.0,23,0.0,0.0,2.0,0.0,6.0,0.2351371308016877
Panda-Programming-Language/Panda,2019,55.0,2,0.0,0.0,1.0,0.0,4.0,0.26655704697986576
Peergos/Peergos,2017,6619.0,33,0.0,2.0,86.0,6.0,63.0,0.3863636363636363
Peergos/Peergos,2018,6342.0,25,0.0,6.0,89.0,8.0,41.0,0.2913918128654971
Peergos/Peergos,2019,10381.0,45,1.0,4.0,111.0,4.0,78.0,0.3404038727524205
PhilippC/keepass2android,2018,1613.0,1,0.0,5.0,7.0,18.0,4.0,0.11996629213483145
PrinceOfAmber/CyclicMagic,2017,15633.0,71,2.0,11.0,36.0,51.0,93.0,0.2747959450621321
PrinceOfAmber/CyclicMagic,2018,69749.0,473,2.0,33.0,139.0,236.0,308.0,0.20596013018714404
PrinceOfAmber/CyclicMagic,2019,30631.0,148,4.0,12.0,47.0,87.0,113.0,0.1235973154362416
ProtocolSupport/ProtocolSupport,2017,7364.0,36,0.0,1.0,17.0,11.0,82.0,0.17941129032258066
ProtocolSupport/ProtocolSupport,2018,11248.0,51,1.0,0.0,19.0,5.0,40.0,0.3437833333333333
ProtocolSupport/ProtocolSupport,2019,14148.0,78,0.0,1.0,17.0,5.0,53.0,0.2817054794520548
REBOOTERS/AndroidAnimationExercise,2017,134.0,2,0.0,0.0,0.0,0.0,3.0,-0.03693589743589744
REBOOTERS/AndroidAnimationExercise,2018,347.0,4,0.0,0.0,0.0,0.0,6.0,0.09157692307692307
REBOOTERS/AndroidAnimationExercise,2019,207.0,4,0.0,0.0,0.0,0.0,0.0,0.23010460251046025
RoboZonky/robozonky,2017,457.0,10,0.0,0.0,1.0,2.0,1.0,0.223790973871734
RoboZonky/robozonky,2018,1213.0,29,0.0,0.0,4.0,0.0,5.0,0.2325674418604651
RoboZonky/robozonky,2019,1840.0,27,0.0,0.0,10.0,0.0,4.0,0.2258269230769231
SCADA-LTS/Scada-LTS,2017,6482.0,19,2.0,1.0,1.0,1.0,1.0,0.4497469135802469
SCADA-LTS/Scada-LTS,2018,7640.0,29,2.0,5.0,3.0,13.0,10.0,0.33598076923076925
SCADA-LTS/Scada-LTS,2019,8889.0,11,0.0,6.0,16.0,18.0,9.0,0.2341458333333333
Sage-Bionetworks/Synapse-Repository-Services,2017,92961.0,175,0.0,42.0,129.0,44.0,237.0,0.13479854955680906
Sage-Bionetworks/Synapse-Repository-Services,2018,67950.0,117,0.0,35.0,107.0,33.0,193.0,0.20969532428355955
Sage-Bionetworks/Synapse-Repository-Services,2019,106747.0,285,0.0,42.0,162.0,49.0,261.0,0.16885915492957745
Samourai-Wallet/samourai-wallet-android,2017,10136.0,29,14.0,21.0,73.0,161.0,12.0,0.03936858974358975
Samourai-Wallet/samourai-wallet-android,2018,11864.0,38,20.0,25.0,78.0,181.0,19.0,0.09735999999999996
Samourai-Wallet/samourai-wallet-android,2019,16259.0,54,21.0,41.0,131.0,246.0,81.0,0.15150913520097442
Scarsz/DiscordSRV,2018,1811.0,4,1.0,6.0,18.0,3.0,5.0,0.07952884615384614
Scarsz/DiscordSRV,2019,2964.0,17,1.0,9.0,36.0,3.0,6.0,0.15350779510022272
SeleniumHQ/selenium,2017,6437.0,21,1.0,6.0,20.0,9.0,23.0,0.2996812533765532
SeleniumHQ/selenium,2018,4861.0,19,0.0,5.0,10.0,3.0,46.0,0.28941141141141136
SeleniumHQ/selenium,2019,1270.0,11,0.0,0.0,2.0,0.0,1.0,0.2747384370015949
Shadorc/Shadbot,2017,8058.0,82,0.0,3.0,25.0,1.0,0.0,0.17748069105691056
Shadorc/Shadbot,2018,5061.0,59,0.0,1.0,11.0,0.0,0.0,0.26934854771784233
Shadorc/Shadbot,2019,9878.0,101,0.0,3.0,34.0,0.0,0.0,0.2073636363636364
SiLeBAT/FSK-Lab,2017,3448.0,13,0.0,7.0,20.0,10.0,22.0,0.3339956803455723
SiLeBAT/FSK-Lab,2018,5587.0,13,0.0,5.0,5.0,2.0,48.0,0.2530025706940873
SiLeBAT/FSK-Lab,2019,9864.0,11,4.0,21.0,41.0,54.0,16.0,0.2519754716981132
SilentChaos512/SilentGems,2018,43.0,1,0.0,0.0,0.0,0.0,2.0,0.33742753623188404
SilentChaos512/SilentGems,2019,1854.0,16,1.0,2.0,13.0,2.0,57.0,0.393412955465587
SleepyTrousers/EnderIO,2017,44910.0,133,1.0,39.0,167.0,263.0,512.0,0.28149494949494946
SleepyTrousers/EnderIO,2018,25.0,1,0.0,0.0,0.0,0.0,0.0,0.3629638905066977
SleepyTrousers/EnderIO,2019,9609.0,27,0.0,8.0,65.0,44.0,26.0,0.31321497584541064
SonarSource/sonarqube,2019,14994.0,40,2.0,1.0,33.0,1.0,18.0,0.2129004149377593
Sp2000/colplus-backend,2017,4146.0,21,0.0,1.0,11.0,15.0,14.0,0.115
Sp2000/colplus-backend,2018,1617.0,28,0.0,0.0,2.0,0.0,12.0,0.3101142857142857
Sp2000/colplus-backend,2019,8138.0,57,0.0,4.0,18.0,8.0,24.0,0.4182007255139057
SpineEventEngine/todo-list,2017,724.0,11,0.0,0.0,0.0,0.0,0.0,0.1169388729703916
SpineEventEngine/todo-list,2018,1437.0,28,0.0,0.0,6.0,0.0,0.0,0.2408068965517241
SpineEventEngine/todo-list,2019,820.0,12,0.0,0.0,0.0,0.0,0.0,0.21879672578444748
SpongePowered/SpongeCommon,2017,11526.0,68,6.0,34.0,59.0,74.0,69.0,0.5680924784217015
SpongePowered/SpongeCommon,2018,9181.0,49,7.0,28.0,48.0,74.0,81.0,0.5349329685362516
SpongePowered/SpongeCommon,2019,20030.0,84,14.0,64.0,110.0,265.0,221.0,0.6094140127388534
SpongePowered/SpongeForge,2017,780.0,4,1.0,4.0,5.0,18.0,3.0,0.5844912280701753
SpongePowered/SpongeForge,2018,743.0,4,1.0,4.0,1.0,12.0,3.0,0.6435759599332219
SpongePowered/SpongeForge,2019,695.0,3,1.0,5.0,6.0,22.0,2.0,0.7413124999999998
Sriee/epi,2017,2307.0,4,0.0,0.0,21.0,0.0,0.0,0.0720339702760085
Subterranean-Security/Sandpolis,2018,427.0,2,0.0,0.0,2.0,0.0,0.0,0.06145673076923078
Subterranean-Security/Sandpolis,2019,148.0,1,0.0,0.0,0.0,0.0,0.0,0.0825704918032787
TEAMMATES/teammates,2017,18189.0,69,1.0,28.0,87.0,20.0,53.0,0.1463409090909091
TEAMMATES/teammates,2018,12272.0,21,0.0,17.0,154.0,7.0,35.0,0.25933137829912023
TEAMMATES/teammates,2019,7447.0,11,0.0,5.0,22.0,6.0,32.0,0.4490886524822695
TGAC/miso-lims,2017,33510.0,58,1.0,29.0,172.0,67.0,5.0,0.2650791366906475
TGAC/miso-lims,2018,21326.0,33,1.0,20.0,90.0,32.0,1.0,0.17388065843621398
TGAC/miso-lims,2019,20755.0,22,1.0,22.0,105.0,55.0,3.0,0.15811816192560174
TNG/ArchUnit,2017,2648.0,30,0.0,0.0,12.0,0.0,17.0,0.20838741721854304
TNG/ArchUnit,2018,2067.0,7,0.0,0.0,13.0,0.0,1.0,0.23663819095477384
TNG/ArchUnit,2019,4503.0,15,0.0,0.0,29.0,0.0,0.0,0.19858661417322832
Tamaized/AoV,2017,1350.0,3,0.0,3.0,9.0,4.0,3.0,0.21858620689655173
Tamaized/AoV,2018,5944.0,12,0.0,8.0,54.0,52.0,167.0,0.3402773722627737
Tamaized/AoV,2019,12865.0,59,0.0,16.0,93.0,80.0,40.0,0.29710294117647057
Tanaguru/Tanaguru,2017,680.0,2,0.0,0.0,0.0,0.0,0.0,-0.015823652319264525
Tanaguru/Tanaguru,2018,620.0,1,0.0,0.0,0.0,0.0,0.0,0.1882192513368984
Tanaguru/Tanaguru,2019,1501.0,3,0.0,0.0,0.0,4.0,1.0,0.298719298245614
Taskana/taskana,2017,2074.0,23,0.0,2.0,16.0,2.0,7.0,0.1807686567164179
Taskana/taskana,2018,2676.0,29,0.0,1.0,18.0,1.0,11.0,0.15478391959798993
Taskana/taskana,2019,2619.0,9,0.0,4.0,16.0,5.0,9.0,0.22204878048780485
TeamLapen/Vampirism,2017,3830.0,16,1.0,8.0,29.0,78.0,12.0,0.32406018518518515
TeamLapen/Vampirism,2018,1973.0,7,1.0,3.0,12.0,26.0,4.0,0.3221019108280255
TeamLapen/Vampirism,2019,12057.0,82,3.0,20.0,117.0,186.0,65.0,0.3325384615384615
TechEmpower/FrameworkBenchmarks,2018,233.0,1,0.0,0.0,0.0,0.0,0.0,0.3498983425414365
TechEmpower/FrameworkBenchmarks,2019,41.0,1,0.0,0.0,0.0,0.0,1.0,0.35552735229759297
TechReborn/RebornCore,2017,998.0,4,0.0,1.0,0.0,9.0,20.0,0.35532587859424913
TechReborn/RebornCore,2018,1312.0,6,0.0,1.0,0.0,9.0,32.0,0.2801388888888889
TechReborn/RebornCore,2019,10106.0,39,0.0,4.0,7.0,28.0,126.0,0.31799999999999995
TechReborn/TechReborn,2017,2926.0,31,0.0,0.0,1.0,1.0,30.0,0.4119943342776203
TechReborn/TechReborn,2018,4153.0,21,0.0,1.0,2.0,1.0,157.0,0.2812891791044776
TechReborn/TechReborn,2019,11158.0,57,0.0,10.0,8.0,30.0,396.0,0.3310464396284829
TelefonicaED/liferaylms-portlet,2017,40545.0,28,22.0,60.0,37.0,235.0,51.0,0.029243243243243237
TelefonicaED/liferaylms-portlet,2018,35544.0,27,15.0,63.0,27.0,272.0,98.0,-0.0062074688796680535
TelefonicaED/liferaylms-portlet,2019,26403.0,25,12.0,34.0,36.0,148.0,53.0,0.22277990430622008
TheBusyBiscuit/Slimefun4,2019,35776.0,80,19.0,24.0,98.0,635.0,610.0,0.2798281249999999
Transkribus/TranskribusCore,2017,14756.0,24,7.0,17.0,73.0,48.0,72.0,0.1736518771331058
Transkribus/TranskribusCore,2018,15945.0,19,9.0,24.0,84.0,50.0,77.0,0.15649211356466874
Transkribus/TranskribusCore,2019,10297.0,15,3.0,9.0,41.0,8.0,32.0,0.13062931034482758
Transkribus/TranskribusSwtGui,2017,28122.0,30,18.0,14.0,78.0,69.0,579.0,0.30408905852417306
Transkribus/TranskribusSwtGui,2018,46609.0,51,24.0,36.0,112.0,96.0,867.0,0.31834363636363633
Transkribus/TranskribusSwtGui,2019,39782.0,44,19.0,28.0,112.0,68.0,709.0,0.23218100358422936
Tristan971/EasyFXML,2018,394.0,10,0.0,0.0,0.0,0.0,3.0,0.09379497907949792
TulevaEE/onboarding-service,2017,2331.0,40,0.0,1.0,2.0,0.0,16.0,0.2071744186046512
TulevaEE/onboarding-service,2019,929.0,13,0.0,0.0,0.0,0.0,1.0,0.27990036900369003
Twasi/twasi-core,2017,270.0,4,0.0,0.0,1.0,0.0,0.0,0.043384615384615376
Twasi/twasi-core,2018,397.0,5,0.0,0.0,1.0,11.0,3.0,0.21663291139240504
Twasi/twasi-core,2019,1276.0,17,0.0,0.0,2.0,4.0,2.0,0.20114622641509436
UH-StudentServices/mystudies-myteaching-backend,2019,1216.0,16,0.0,0.0,12.0,1.0,8.0,0.11112090680100756
UNIZAR-30246-WebEngineering/lab1-git-race,2019,324.0,5,0.0,0.0,0.0,0.0,3.0,0.18328
UniTime/unitime,2017,39578.0,11,15.0,51.0,423.0,462.0,6.0,0.3000552486187845
UniTime/unitime,2018,46977.0,25,22.0,66.0,600.0,502.0,61.0,0.3101482300884955
UniTime/unitime,2019,60306.0,21,35.0,99.0,917.0,865.0,63.0,0.2539308357348703
UweTrottmann/SeriesGuide,2018,8886.0,43,0.0,20.0,103.0,17.0,215.0,0.0683979238754325
UweTrottmann/SeriesGuide,2019,4952.0,24,1.0,14.0,65.0,14.0,97.0,0.06709584664536741
VoIPGRID/vialer-android,2017,1507.0,9,0.0,0.0,8.0,6.0,33.0,0.2132625
VoIPGRID/vialer-android,2018,3394.0,33,0.0,0.0,15.0,9.0,45.0,0.18899570815450645
VoIPGRID/vialer-android,2019,3326.0,25,0.0,0.0,20.0,9.0,70.0,0.29605
Whiley/WhileyCompiler,2017,18392.0,7,2.0,0.0,8.0,4.0,3.0,0.6045661157024793
Whiley/WhileyCompiler,2018,18335.0,7,1.0,0.0,7.0,7.0,8.0,0.454972972972973
Whiley/WhileyCompiler,2019,43010.0,28,3.0,1.0,41.0,17.0,48.0,0.5734999999999999
WhisperSystems/TextSecure,2017,20670.0,38,2.0,9.0,58.0,12.0,30.0,0.3903428961748634
WhisperSystems/TextSecure,2018,19724.0,31,1.0,11.0,43.0,14.0,17.0,0.3939033333333333
WhisperSystems/TextSecure,2019,12722.0,16,1.0,9.0,36.0,7.0,8.0,0.3333756786102063
Wilm0r/giggity,2017,3072.0,2,0.0,5.0,4.0,5.0,11.0,0.126
Wilm0r/giggity,2019,6109.0,8,1.0,8.0,9.0,13.0,43.0,0.13976923076923076
ZFGCCP/ZFGC3,2017,1681.0,7,0.0,0.0,0.0,0.0,5.0,0.09362765957446807
ZFGCCP/ZFGC3,2018,10961.0,17,0.0,1.0,0.0,0.0,41.0,0.11786363636363635
ZFGCCP/ZFGC3,2019,17153.0,36,0.0,2.0,2.0,0.0,87.0,0.15583333333333332
ZeXtras/OpenZAL,2017,16103.0,13,0.0,1.0,13.0,7.0,186.0,0.2934176470588235
ZeXtras/OpenZAL,2018,14371.0,11,0.0,1.0,12.0,3.0,157.0,0.26691489361702125
ZeXtras/OpenZAL,2019,24798.0,54,2.0,6.0,31.0,15.0,161.0,0.2723646408839779
ac2cz/FoxTelem,2017,35725.0,41,12.0,40.0,4.0,226.0,701.0,0.5289176029962546
ac2cz/FoxTelem,2018,25888.0,24,10.0,32.0,0.0,158.0,575.0,0.3900760456273764
ac2cz/FoxTelem,2019,32091.0,32,17.0,45.0,0.0,244.0,738.0,0.33586206896551724
actiontech/dble,2017,50522.0,192,5.0,40.0,124.0,231.0,127.0,0.20929066985645933
actiontech/dble,2018,11561.0,58,1.0,42.0,97.0,200.0,66.0,0.1999167950693374
actiontech/dble,2019,10867.0,41,2.0,37.0,93.0,196.0,50.0,0.24663043478260865
adaptris/interlok,2018,225.0,2,0.0,0.0,1.0,0.0,0.0,0.13495
adaptris/interlok,2019,22663.0,106,0.0,0.0,70.0,8.0,44.0,0.0659678407350689
adridadou/eth-propeller-core,2017,1183.0,7,0.0,0.0,1.0,0.0,11.0,0.07726237623762378
adridadou/eth-propeller-core,2018,741.0,4,0.0,0.0,2.0,0.0,0.0,0.11943119266055045
adridadou/eth-propeller-core,2019,1143.0,6,0.0,0.0,2.0,0.0,0.0,0.22038181818181815
aika-algorithm/aika,2017,4622.0,18,0.0,12.0,100.0,13.0,271.0,0.2837627118644068
aika-algorithm/aika,2018,4153.0,15,0.0,13.0,89.0,14.0,239.0,0.38427543035993733
aika-algorithm/aika,2019,4880.0,17,0.0,10.0,77.0,11.0,283.0,0.2358271186440678
airsonic/airsonic,2017,3614.0,14,0.0,7.0,39.0,4.0,1.0,0.2957313915857605
airsonic/airsonic,2019,5350.0,17,1.0,7.0,69.0,9.0,5.0,0.2176926503340757
akvo/akvo-flow,2017,6961.0,30,2.0,25.0,37.0,171.0,12.0,0.19205166051660516
akvo/akvo-flow,2018,9487.0,55,3.0,31.0,47.0,189.0,22.0,0.11102909090909092
akvo/akvo-flow,2019,11384.0,67,3.0,33.0,54.0,191.0,25.0,0.12500278551532032
akvo/akvo-flow-mobile,2017,12980.0,225,1.0,2.0,58.0,27.0,111.0,0.28300000000000003
akvo/akvo-flow-mobile,2018,11644.0,152,1.0,2.0,58.0,26.0,121.0,0.22945593220338975
akvo/akvo-flow-mobile,2019,10881.0,118,0.0,0.0,61.0,15.0,137.0,0.2231989247311828
alibaba/Sentinel,2018,456.0,4,0.0,1.0,5.0,1.0,4.0,0.20000961538461534
alibaba/Sentinel,2019,29.0,1,0.0,0.0,0.0,0.0,2.0,0.21463106796116505
alibaba/canal,2017,2275.0,12,1.0,5.0,5.0,32.0,26.0,0.5574358974358974
alibaba/canal,2018,14085.0,40,6.0,26.0,47.0,73.0,73.0,0.4028579766536965
alibaba/canal,2019,6106.0,42,4.0,26.0,28.0,90.0,31.0,0.4490162866449511
alibaba/dubbo,2017,365.0,1,1.0,2.0,3.0,14.0,0.0,0.374563981042654
alibaba/dubbo,2018,1271.0,5,1.0,8.0,10.0,34.0,1.0,0.33445040840140017
alibaba/fastjson,2017,12162.0,44,20.0,103.0,84.0,367.0,137.0,0.3428990228013029
alibaba/fastjson,2018,12354.0,23,22.0,124.0,90.0,522.0,105.0,0.40964615384615377
alibaba/fastjson,2019,10794.0,12,24.0,117.0,66.0,575.0,71.0,0.34644630872483223
alibaba/nacos,2018,16475.0,165,2.0,31.0,169.0,52.0,135.0,0.4547681451612903
alibaba/nacos,2019,23423.0,308,4.0,47.0,182.0,79.0,152.0,0.36900230680507495
alkacon/opencms-core,2017,28389.0,56,25.0,67.0,158.0,311.0,198.0,0.3696346644010196
alkacon/opencms-core,2018,14971.0,19,12.0,40.0,90.0,192.0,82.0,0.3732029197080292
alkacon/opencms-core,2019,1529.0,2,1.0,3.0,26.0,23.0,10.0,0.41591411042944787
all-of-us/workbench,2017,2428.0,9,0.0,0.0,3.0,0.0,0.0,0.4510396600566573
all-of-us/workbench,2018,3591.0,25,0.0,2.0,4.0,0.0,14.0,0.4938020219039596
all-of-us/workbench,2019,8520.0,24,0.0,6.0,18.0,4.0,39.0,0.418922385620915
alpha-asp/Alpha,2017,6774.0,46,1.0,10.0,34.0,19.0,53.0,0.2530025706940873
alpha-asp/Alpha,2018,8162.0,31,1.0,14.0,52.0,15.0,36.0,0.2335904255319149
alpha-asp/Alpha,2019,6305.0,17,2.0,9.0,36.0,12.0,22.0,0.18040196078431373
andstatus/andstatus,2017,8076.0,42,2.0,24.0,144.0,47.0,131.0,0.36466666666666653
andstatus/andstatus,2018,10257.0,61,2.0,27.0,228.0,57.0,140.0,0.35193292682926824
andstatus/andstatus,2019,8970.0,40,0.0,22.0,229.0,36.0,181.0,0.3591710526315789
ankidroid/Anki-Android,2017,1013.0,1,1.0,2.0,2.0,12.0,9.0,0.33682222222222213
ankidroid/Anki-Android,2018,5290.0,8,3.0,12.0,21.0,37.0,48.0,0.2992669039145907
ankidroid/Anki-Android,2019,4450.0,5,3.0,8.0,15.0,32.0,39.0,0.3260588235294117
aoindustries/aoserv-client,2017,29383.0,17,4.0,19.0,312.0,14.0,58.0,-0.009543352601156073
aoindustries/aoserv-client,2018,13630.0,3,1.0,5.0,27.0,3.0,14.0,0.11943119266055045
aoindustries/aoserv-client,2019,18161.0,14,4.0,15.0,231.0,6.0,49.0,0.07836290322580644
aosp-mirror/platform_frameworks_support,2017,16452.0,263,3.0,1.0,105.0,19.0,243.0,0.34509276018099544
aosp-mirror/platform_frameworks_support,2018,134612.0,1066,23.0,199.0,1543.0,747.0,2487.0,0.3920182890855457
aosp-mirror/platform_frameworks_support,2019,80775.0,277,23.0,159.0,924.0,534.0,1363.0,0.3993399590762935
apache/accumulo,2017,29666.0,29,8.0,50.0,53.0,75.0,110.0,0.2874377358490566
apache/accumulo,2018,80607.0,162,13.0,126.0,157.0,201.0,327.0,0.4209069306930693
apache/accumulo,2019,34872.0,43,12.0,62.0,58.0,109.0,132.0,0.5473958333333332
apache/activemq-artemis,2017,86620.0,126,20.0,75.0,265.0,250.0,271.0,0.3904845463609172
apache/activemq-artemis,2018,78591.0,80,21.0,70.0,376.0,255.0,211.0,0.4381885143570536
apache/activemq-artemis,2019,72178.0,65,15.0,80.0,381.0,208.0,207.0,0.39168761552680215
apache/calcite,2017,33890.0,26,11.0,32.0,225.0,88.0,185.0,0.2492459016393443
apache/calcite,2018,24252.0,11,16.0,38.0,186.0,110.0,121.0,0.3529395248380129
