repo_name,year,Sum_of_Smells,file,MethodLength,NPathComplexity,AvoidInlineConditionals,NestedIfDepth,VisibilityModifier,ccp
apache/calcite,2019,43190.0,30,20.0,56.0,254.0,157.0,223.0,0.2500252225519288
apache/cassandra,2017,40193.0,59,7.0,47.0,344.0,65.0,539.0,0.4450869565217391
apache/cassandra,2018,27888.0,29,5.0,31.0,215.0,52.0,354.0,0.43233924050632905
apache/cassandra,2019,17829.0,18,3.0,22.0,92.0,38.0,289.0,0.4220958333333333
apache/commons-lang,2017,4046.0,7,0.0,18.0,72.0,16.0,5.0,0.21239236111111107
apache/commons-lang,2018,3355.0,3,1.0,18.0,56.0,22.0,0.0,0.10887081339712916
apache/commons-lang,2019,3212.0,3,0.0,17.0,50.0,15.0,0.0,0.0896178861788618
apache/commons-vfs,2019,1043.0,7,0.0,4.0,12.0,0.0,0.0,0.14549504950495049
apache/groovy,2017,19588.0,11,5.0,51.0,132.0,242.0,24.0,0.16465727699530516
apache/groovy,2018,30854.0,30,8.0,94.0,235.0,364.0,64.0,0.24382963709677416
apache/groovy,2019,22570.0,18,6.0,64.0,185.0,282.0,44.0,0.16303448275862067
apache/hadoop,2017,150566.0,100,23.0,148.0,567.0,305.0,340.0,0.24679185185185185
apache/hadoop,2018,138404.0,93,20.0,131.0,518.0,270.0,309.0,0.27599235251274573
apache/hadoop,2019,72235.0,35,11.0,76.0,236.0,125.0,150.0,0.3112742268041237
apache/helix,2017,22749.0,47,5.0,31.0,47.0,45.0,99.0,0.32901219512195123
apache/helix,2018,13882.0,20,3.0,23.0,31.0,44.0,45.0,0.4164435261707989
apache/helix,2019,6485.0,7,3.0,15.0,32.0,28.0,14.0,0.4705376044568245
apache/ignite,2017,129691.0,607,103.0,405.0,2163.0,1824.0,437.0,0.4550414560161779
apache/ignite,2018,76967.0,140,96.0,328.0,1335.0,1494.0,248.0,0.6858582159624411
apache/ignite,2019,64034.0,87,83.0,273.0,1154.0,1127.0,209.0,0.6618145695364238
apache/incubator-shardingsphere,2017,5019.0,77,5.0,26.0,33.0,105.0,4.0,0.04598960498960499
apache/incubator-shardingsphere,2018,3823.0,104,0.0,1.0,48.0,0.0,0.0,0.01340050828313253
apache/incubator-shardingsphere,2019,2006.0,48,0.0,0.0,39.0,1.0,0.0,0.02452773246329527
apache/jackrabbit-oak,2017,14984.0,57,9.0,46.0,128.0,116.0,116.0,0.1585009124087591
apache/jackrabbit-oak,2018,5569.0,10,5.0,22.0,64.0,66.0,21.0,0.1862965451055662
apache/jackrabbit-oak,2019,3775.0,7,2.0,15.0,49.0,47.0,22.0,0.16244796380090498
apache/jmeter,2017,10820.0,27,4.0,20.0,25.0,88.0,6.0,0.20519393939393935
apache/jmeter,2018,2362.0,3,3.0,6.0,12.0,31.0,0.0,0.23651304347826085
apache/jmeter,2019,1530.0,2,1.0,3.0,13.0,18.0,3.0,0.2538262967430639
apache/kylin,2017,26401.0,110,4.0,41.0,151.0,53.0,211.0,0.3012116402116402
apache/kylin,2018,8453.0,23,1.0,13.0,71.0,17.0,41.0,0.26651499999999995
apache/kylin,2019,2373.0,4,1.0,1.0,14.0,11.0,2.0,0.3141700819672131
apache/logging-log4j2,2017,2125.0,24,0.0,2.0,34.0,4.0,11.0,0.14933268482490272
apache/pdfbox,2017,6958.0,16,3.0,23.0,18.0,66.0,10.0,0.18620909090909088
apache/pdfbox,2018,12684.0,35,7.0,27.0,37.0,78.0,19.0,0.18239318370739815
apache/pdfbox,2019,9046.0,17,6.0,23.0,26.0,81.0,12.0,0.30313109048723896
apache/phoenix,2017,28636.0,42,26.0,86.0,400.0,193.0,23.0,0.3108568507157464
apache/phoenix,2018,23238.0,20,16.0,61.0,384.0,168.0,12.0,0.29975073313782985
apache/phoenix,2019,15344.0,10,18.0,53.0,300.0,179.0,9.0,0.3383273273273273
apache/samza,2017,771.0,2,0.0,0.0,1.0,0.0,0.0,0.39423598820059
apache/samza,2018,11934.0,77,0.0,1.0,23.0,5.0,44.0,0.3629117647058823
apache/samza,2019,10390.0,40,0.0,6.0,13.0,4.0,28.0,0.3015576923076923
apache/sis,2017,83577.0,543,20.0,165.0,848.0,962.0,314.0,0.1976
apache/sis,2018,45573.0,220,16.0,97.0,462.0,574.0,133.0,0.2502589118198874
apache/sis,2019,53202.0,172,15.0,125.0,570.0,629.0,185.0,0.23855062166962696
apache/skywalking,2017,2319.0,21,0.0,0.0,4.0,0.0,2.0,0.2693874345549738
apache/skywalking,2018,7026.0,174,0.0,2.0,7.0,11.0,33.0,0.2932706552706553
apache/skywalking,2019,1864.0,20,0.0,1.0,13.0,3.0,23.0,0.3834544405997693
apache/syncope,2017,5085.0,41,11.0,22.0,90.0,80.0,89.0,0.2098558558558558
apache/syncope,2018,3788.0,40,7.0,25.0,76.0,71.0,43.0,0.13829770992366414
apache/syncope,2019,4465.0,33,9.0,18.0,119.0,82.0,61.0,0.17667413441955193
apache/zookeeper,2018,2466.0,3,1.0,4.0,17.0,4.0,78.0,0.6327635135135135
apache/zookeeper,2019,9855.0,20,11.0,23.0,72.0,51.0,187.0,0.4790958904109589
apollographql/apollo-android,2019,718.0,2,0.0,0.0,3.0,0.0,15.0,0.3124583333333333
archimatetool/archi,2018,293.0,1,0.0,0.0,3.0,0.0,0.0,0.15097674418604654
archimatetool/archi,2019,9099.0,7,4.0,3.0,11.0,3.0,15.0,0.22281761006289308
arianne/stendhal,2018,5562.0,5,1.0,7.0,1.0,13.0,11.0,0.03365940312648034
arianne/stendhal,2019,6927.0,14,2.0,5.0,0.0,18.0,5.0,0.07155162116040953
aricneto/TwistyTimer,2017,766.0,1,1.0,0.0,2.0,4.0,31.0,0.27386956521739125
aricneto/TwistyTimer,2019,3743.0,11,3.0,0.0,18.0,12.0,105.0,0.2615390946502057
as-ideas/crowdsource,2019,277.0,2,0.0,0.0,0.0,0.0,0.0,0.2426139410187668
asciidoctor/asciidoctor-intellij-plugin,2018,131.0,1,0.0,0.0,0.0,0.0,0.0,0.16303448275862067
asciidoctor/asciidoctor-intellij-plugin,2019,1999.0,12,0.0,1.0,2.0,1.0,5.0,0.14346341463414633
asciidoctor/asciidoctorj,2018,624.0,2,0.0,0.0,3.0,0.0,2.0,0.2657456140350877
athrane/bassebombecraft,2017,823.0,6,1.0,0.0,0.0,0.0,15.0,0.07791044776119405
athrane/bassebombecraft,2018,228.0,1,0.0,0.0,0.0,0.0,16.0,0.2565647058823529
athrane/bassebombecraft,2019,9818.0,82,0.0,2.0,1.0,0.0,120.0,0.5944832535885166
austinv11/Discord4J,2017,13461.0,47,0.0,6.0,42.0,45.0,178.0,0.3385625
austinv11/Discord4J,2018,1076.0,22,0.0,0.0,0.0,0.0,0.0,0.2077654320987654
austinv11/Discord4J,2019,1582.0,10,0.0,0.0,12.0,0.0,0.0,0.18124035608308606
authorjapps/zerocode,2018,829.0,10,1.0,1.0,10.0,0.0,24.0,-0.007244382022471914
authorjapps/zerocode,2019,200.0,3,0.0,0.0,0.0,0.0,0.0,0.040229166666666656
aws/aws-sdk-java-v2,2017,3476.0,31,0.0,0.0,23.0,3.0,8.0,0.2940408163265307
aws/aws-sdk-java-v2,2018,16515.0,305,0.0,1.0,122.0,9.0,10.0,0.210060773480663
awsdocs/aws-doc-sdk-examples,2017,15.0,1,0.0,0.0,0.0,0.0,0.0,0.05103971119133573
awsdocs/aws-doc-sdk-examples,2018,7376.0,186,0.0,2.0,18.0,0.0,0.0,0.0679167671893848
awsdocs/aws-doc-sdk-examples,2019,9208.0,215,0.0,2.0,18.0,0.0,0.0,0.10130330672748004
axelor/axelor-business-suite,2017,98770.0,568,7.0,51.0,103.0,229.0,900.0,0.2850041373603641
axelor/axelor-business-suite,2018,110222.0,716,14.0,57.0,114.0,218.0,925.0,0.3050617028610824
axelor/axelor-business-suite,2019,71313.0,323,20.0,47.0,147.0,157.0,519.0,0.21341860465116275
axkr/symja_android_library,2017,38595.0,46,6.0,45.0,596.0,493.0,121.0,0.03905714285714285
axkr/symja_android_library,2018,78301.0,60,7.0,95.0,799.0,930.0,201.0,0.08158148148148148
axkr/symja_android_library,2019,97733.0,57,10.0,140.0,136.0,1215.0,248.0,0.09229800498753118
b2ihealthcare/snow-owl,2017,40872.0,131,12.0,49.0,116.0,17.0,11.0,0.2052104121475054
b2ihealthcare/snow-owl,2018,35148.0,157,3.0,22.0,143.0,49.0,36.0,0.20429589312221674
b2ihealthcare/snow-owl,2019,68652.0,131,24.0,91.0,158.0,50.0,55.0,0.21882016129032256
b3dgs/lionengine,2018,570.0,6,0.0,0.0,0.0,0.0,0.0,0.1091790780141844
b3dgs/lionengine,2019,1189.0,10,0.0,0.0,0.0,0.0,2.0,0.14868150684931508
b3dgs/warcraft-remake,2019,217.0,4,0.0,0.0,0.0,0.0,6.0,0.13262962962962965
batfish/batfish,2017,61267.0,173,24.0,61.0,94.0,203.0,101.0,0.28669790859798605
batfish/batfish,2018,81983.0,102,40.0,105.0,249.0,264.0,94.0,0.2737844872462259
batfish/batfish,2019,82382.0,102,25.0,60.0,408.0,136.0,82.0,0.18474303405572756
bazelbuild/bazel,2017,140431.0,330,35.0,115.0,570.0,150.0,602.0,0.2952446134347275
bazelbuild/bazel,2018,144411.0,312,30.0,101.0,627.0,134.0,623.0,0.23973192932357665
bazelbuild/bazel,2019,144781.0,288,41.0,153.0,718.0,159.0,581.0,0.3020344095157179
bazelbuild/bazel-buildfarm,2017,1272.0,3,0.0,2.0,3.0,1.0,4.0,0.2939846153846153
bazelbuild/bazel-buildfarm,2018,2012.0,6,0.0,1.0,4.0,0.0,14.0,0.2633311475409836
bazelbuild/bazel-buildfarm,2019,5705.0,21,1.0,5.0,11.0,0.0,30.0,0.3429131944444445
bazelbuild/intellij,2017,8002.0,36,1.0,12.0,46.0,13.0,34.0,0.05141666666666666
bazelbuild/intellij,2018,11763.0,49,2.0,11.0,75.0,4.0,44.0,0.0014782608695652136
bazelbuild/intellij,2019,3699.0,10,1.0,4.0,19.0,2.0,6.0,0.19911649016641447
bbottema/simple-java-mail,2019,12260.0,41,0.0,6.0,53.0,10.0,3.0,0.20410909090909088
bcvsolutions/CzechIdMng,2017,116779.0,673,5.0,75.0,251.0,153.0,45.0,0.22530940834141605
bcvsolutions/CzechIdMng,2018,85566.0,296,6.0,66.0,189.0,179.0,34.0,0.2520604575163399
bcvsolutions/CzechIdMng,2019,44017.0,89,4.0,49.0,101.0,125.0,24.0,0.28477491103202845
bdezonia/zorbage,2017,558.0,4,0.0,0.0,0.0,0.0,0.0,0.10121538461538462
bdezonia/zorbage,2018,37617.0,50,1.0,51.0,23.0,205.0,6.0,0.11015104166666664
bdezonia/zorbage,2019,69340.0,118,4.0,2.0,4.0,384.0,38.0,0.10997014925373133
beanshell/beanshell,2019,3734.0,3,0.0,6.0,8.0,0.0,20.0,0.27245454545454545
belaban/JGroups,2017,10254.0,4,0.0,11.0,86.0,32.0,120.0,0.11600930232558138
belaban/JGroups,2018,1636.0,4,0.0,2.0,14.0,4.0,37.0,0.20595333333333327
belaban/JGroups,2019,13906.0,7,1.0,13.0,111.0,36.0,174.0,0.16303448275862067
benchdoos/WeblocOpener,2017,633.0,7,0.0,1.0,1.0,8.0,6.0,0.1609268292682927
benchdoos/WeblocOpener,2019,1397.0,14,0.0,0.0,8.0,16.0,6.0,0.1047202797202797
bendisposto/prob2-ui,2017,17282.0,88,0.0,5.0,48.0,12.0,29.0,0.3122011494252873
bendisposto/prob2-ui,2018,19314.0,80,0.0,5.0,44.0,14.0,79.0,0.2938896551724138
bendisposto/prob2-ui,2019,9266.0,35,0.0,3.0,11.0,6.0,50.0,0.31128070175438594
bengtmartensson/IrpTransmogrifier,2017,7464.0,41,0.0,9.0,263.0,4.0,30.0,0.2565208333333333
bengtmartensson/IrpTransmogrifier,2018,1781.0,2,1.0,7.0,50.0,2.0,0.0,0.24025531914893614
bengtmartensson/IrpTransmogrifier,2019,3182.0,6,1.0,9.0,86.0,8.0,0.0,0.3325384615384615
bengtmartensson/harctoolboxbundle,2018,8757.0,1,2.0,0.0,25.0,0.0,1.0,0.37771875
bitcoinj/bitcoinj,2017,4963.0,3,2.0,15.0,18.0,15.0,22.0,0.26025
bitcoinj/bitcoinj,2018,10289.0,11,3.0,25.0,54.0,35.0,58.0,0.08319565217391303
bitcoinj/bitcoinj,2019,13188.0,15,3.0,28.0,75.0,46.0,96.0,0.17514739884393066
bitrich-info/xchange-stream,2017,322.0,1,0.0,0.0,1.0,0.0,4.0,0.2640240963855421
bitrich-info/xchange-stream,2018,1754.0,20,0.0,1.0,3.0,5.0,12.0,0.3424139344262295
bitrich-info/xchange-stream,2019,4580.0,53,0.0,0.0,32.0,5.0,30.0,0.2648163265306123
blackducksoftware/hub-common,2017,3505.0,68,0.0,8.0,28.0,7.0,2.0,0.16135458786936235
blackducksoftware/hub-common,2018,1976.0,25,0.0,2.0,2.0,3.0,1.0,0.18930487804878046
blackducksoftware/hub-common,2019,773.0,10,0.0,1.0,0.0,2.0,1.0,0.11752662721893492
blackducksoftware/hub-jira,2017,1618.0,14,0.0,2.0,0.0,15.0,0.0,0.21616296296296292
blackducksoftware/hub-jira,2018,4003.0,40,1.0,9.0,20.0,24.0,1.0,0.2242595744680851
blackducksoftware/hub-jira,2019,3643.0,27,0.0,4.0,4.0,18.0,10.0,0.3101142857142857
bmwcarit/joynr,2017,25814.0,712,1.0,13.0,117.0,18.0,132.0,0.19402547121752414
bmwcarit/joynr,2018,5607.0,44,0.0,3.0,20.0,6.0,34.0,0.16008980891719746
bmwcarit/joynr,2019,1555.0,8,0.0,1.0,8.0,0.0,10.0,0.144031941031941
bonigarcia/selenium-jupiter,2017,374.0,4,0.0,1.0,1.0,2.0,12.0,0.05564161849710982
bonigarcia/selenium-jupiter,2018,670.0,11,0.0,1.0,5.0,2.0,23.0,0.10764102564102562
bonigarcia/selenium-jupiter,2019,369.0,1,0.0,1.0,4.0,0.0,18.0,0.061255319148936165
bonigarcia/webdrivermanager,2017,1637.0,11,0.0,1.0,12.0,8.0,1.0,0.09700704225352112
bonigarcia/webdrivermanager,2018,722.0,8,0.0,0.0,11.0,0.0,31.0,0.1143527397260274
bonigarcia/webdrivermanager,2019,989.0,4,0.0,1.0,8.0,1.0,62.0,0.06181673306772908
box/box-android-share-sdk,2017,302.0,1,0.0,0.0,2.0,3.0,1.0,0.20402564102564105
box/box-android-share-sdk,2019,761.0,4,0.0,0.0,3.0,7.0,12.0,0.15904615384615384
box/mojito,2018,840.0,5,1.0,1.0,1.0,0.0,41.0,0.21261290322580645
box/mojito,2019,422.0,2,0.0,0.0,2.0,1.0,22.0,0.26025
bozaro/git-as-svn,2017,1307.0,3,0.0,2.0,7.0,1.0,0.0,0.4790958904109589
bozaro/git-as-svn,2019,8318.0,36,0.0,5.0,53.0,10.0,0.0,0.31825925925925924
bozimmerman/CoffeeMud,2017,211098.0,25,63.0,307.0,421.0,2200.0,366.0,0.21644653349001172
bozimmerman/CoffeeMud,2018,476145.0,105,153.0,646.0,1064.0,5038.0,965.0,0.26776093088857544
bozimmerman/CoffeeMud,2019,346478.0,49,97.0,502.0,700.0,3872.0,754.0,0.15752657657657654
braintree/braintree_android,2017,536.0,3,0.0,0.0,0.0,0.0,2.0,0.11584397163120565
braintree/braintree_android,2018,680.0,2,0.0,3.0,3.0,0.0,4.0,0.10907960199004972
braintree/braintree_android,2019,1333.0,7,0.0,4.0,4.0,2.0,6.0,0.08803030303030301
breadwallet/breadwallet-android,2017,5243.0,38,2.0,10.0,60.0,33.0,53.0,0.3556306089743589
breadwallet/breadwallet-android,2018,9810.0,69,3.0,22.0,153.0,36.0,140.0,0.3769613120269133
breadwallet/breadwallet-android,2019,13417.0,75,7.0,25.0,197.0,70.0,42.0,0.1851511879049676
bridgedb/BridgeDb,2019,515.0,1,0.0,1.0,4.0,0.0,2.0,0.03538589211618257
broadinstitute/gatk,2017,3161.0,18,0.0,5.0,34.0,6.0,88.0,0.3316180081855388
broadinstitute/gatk,2018,14154.0,41,3.0,22.0,262.0,31.0,177.0,0.3759359190556492
broadinstitute/gatk,2019,3130.0,10,1.0,7.0,41.0,4.0,28.0,0.3540480225988701
bwaldvogel/mongo-java-server,2018,1365.0,4,1.0,2.0,4.0,13.0,2.0,0.10087719298245616
bwaldvogel/mongo-java-server,2019,2244.0,9,1.0,7.0,11.0,17.0,2.0,0.17441281138790032
c2mon/c2mon,2017,416.0,1,0.0,2.0,0.0,0.0,1.0,0.17313313609467454
c2mon/c2mon,2018,571.0,2,0.0,1.0,1.0,15.0,0.0,0.16773575129533674
c2mon/c2mon,2019,431.0,4,0.0,0.0,0.0,0.0,4.0,0.14463406940063087
cacheflowe/haxademic,2017,4867.0,6,1.0,4.0,4.0,3.0,101.0,0.06185833333333333
cacheflowe/haxademic,2018,7137.0,7,1.0,8.0,6.0,5.0,140.0,0.06586936236391913
cacheflowe/haxademic,2019,22583.0,39,3.0,14.0,28.0,18.0,602.0,0.05858102189781021
calipho-sib/nextprot-api,2017,10646.0,49,1.0,5.0,31.0,18.0,7.0,0.164972647702407
calipho-sib/nextprot-api,2018,19681.0,107,2.0,14.0,59.0,51.0,28.0,0.17764640410958904
calipho-sib/nextprot-api,2019,4619.0,27,1.0,5.0,17.0,20.0,12.0,0.2037121951219512
camueller/SmartApplianceEnabler,2017,774.0,5,0.0,2.0,10.0,3.0,0.0,0.12809765625
camueller/SmartApplianceEnabler,2018,916.0,2,0.0,2.0,4.0,12.0,0.0,0.21186178861788613
camueller/SmartApplianceEnabler,2019,2759.0,14,0.0,3.0,16.0,25.0,3.0,0.20234206695778745
camunda/camunda-bpm-platform,2017,21775.0,17,1.0,10.0,20.0,38.0,334.0,0.4431454352441613
camunda/camunda-bpm-platform,2018,20201.0,19,0.0,10.0,8.0,36.0,298.0,0.3284527938342967
camunda/camunda-bpm-platform,2019,23753.0,19,1.0,11.0,12.0,44.0,392.0,0.260539242843952
carlos-sancho-ramirez/android-java-langbook,2018,2639.0,6,0.0,3.0,23.0,37.0,27.0,0.126
carlos-sancho-ramirez/android-java-langbook,2019,4070.0,11,0.0,12.0,54.0,24.0,57.0,0.07952884615384614
census-instrumentation/opencensus-java,2017,132.0,1,0.0,0.0,0.0,0.0,0.0,0.12288217213114752
census-instrumentation/opencensus-java,2018,4348.0,24,0.0,0.0,7.0,0.0,0.0,0.18333096085409248
cerberustesting/cerberus-source,2017,11099.0,34,8.0,22.0,48.0,59.0,13.0,0.4580745473908413
cerberustesting/cerberus-source,2018,15306.0,35,18.0,40.0,28.0,135.0,15.0,0.4120705521472393
cerberustesting/cerberus-source,2019,12600.0,21,13.0,24.0,22.0,153.0,8.0,0.4009855072463768
cgeo/cgeo,2017,8034.0,19,7.0,20.0,113.0,62.0,61.0,0.4790643382352941
cgeo/cgeo,2018,2825.0,6,4.0,7.0,32.0,26.0,20.0,0.43365625
cgeo/cgeo,2019,5268.0,14,3.0,11.0,74.0,31.0,46.0,0.424216796875
cheng-li/pyramid,2017,8098.0,32,0.0,5.0,1.0,1.0,30.0,0.0900895061728395
cheng-li/pyramid,2018,3355.0,8,3.0,7.0,0.0,7.0,12.0,0.08279310344827588
cheng-li/pyramid,2019,3172.0,12,0.0,0.0,0.0,0.0,8.0,0.10710555555555556
chrisj42/minicraft-plus-revived,2017,23235.0,84,8.0,30.0,94.0,138.0,131.0,0.3143324786324786
chrisj42/minicraft-plus-revived,2018,11995.0,15,5.0,22.0,35.0,107.0,85.0,0.4046173913043479
chrisj42/minicraft-plus-revived,2019,11774.0,21,4.0,22.0,57.0,76.0,78.0,0.3996255506607929
christian-schlichtherle/neuron-di,2017,96.0,1,0.0,0.0,0.0,0.0,7.0,0.0835448717948718
christian-schlichtherle/neuron-di,2018,334.0,5,0.0,0.0,2.0,0.0,25.0,0.26025
christian-schlichtherle/neuron-di,2019,186.0,3,0.0,0.0,3.0,0.0,7.0,0.24796568627450974
cisco-system-traffic-generator/trex-java-sdk,2017,541.0,1,0.0,0.0,1.0,0.0,0.0,0.06633333333333333
cisco-system-traffic-generator/trex-java-sdk,2018,923.0,2,0.0,0.0,4.0,0.0,0.0,0.26691489361702125
cisco-system-traffic-generator/trex-java-sdk,2019,1055.0,2,0.0,1.0,7.0,0.0,0.0,0.05773023255813954
cismet/cids-custom-wuppertal,2017,9822.0,14,13.0,8.0,16.0,47.0,8.0,0.13669721115537847
cismet/cids-custom-wuppertal,2018,37200.0,101,64.0,23.0,121.0,194.0,298.0,0.16072240802675586
cismet/cids-custom-wuppertal,2019,19227.0,32,27.0,12.0,61.0,134.0,60.0,0.12446351931330472
cismet/cids-custom-wuppertal-server,2017,879.0,4,0.0,3.0,9.0,15.0,0.0,0.30060736196319016
cismet/cids-custom-wuppertal-server,2018,2032.0,11,2.0,9.0,25.0,67.0,1.0,0.1326296296296296
cismet/cids-custom-wuppertal-server,2019,3129.0,17,2.0,9.0,69.0,32.0,2.0,0.1121681818181818
cloudiator/lance,2018,938.0,11,0.0,0.0,0.0,0.0,4.0,0.3134433962264151
cloudiator/lance,2019,1873.0,8,0.0,0.0,0.0,0.0,4.0,0.34050413223140497
codecentric/spring-boot-admin,2017,77.0,1,0.0,0.0,0.0,0.0,0.0,0.35829007633587784
codecentric/spring-boot-admin,2018,54.0,2,0.0,0.0,0.0,0.0,0.0,0.30300557103064063
codecentric/spring-boot-admin,2019,326.0,6,0.0,0.0,2.0,0.0,0.0,0.21593658536585364
codenameone/CodenameOne,2017,58359.0,73,42.0,116.0,113.0,820.0,318.0,0.6157359550561797
codenameone/CodenameOne,2018,47976.0,47,36.0,94.0,142.0,719.0,251.0,0.6050220125786162
codenameone/CodenameOne,2019,50658.0,31,39.0,99.0,132.0,715.0,309.0,0.5431854838709677
commons-app/apps-android-commons,2017,5443.0,52,0.0,5.0,9.0,15.0,77.0,0.18114646464646464
commons-app/apps-android-commons,2018,5789.0,64,0.0,5.0,21.0,13.0,117.0,0.3152177589852008
commons-app/apps-android-commons,2019,8324.0,42,0.0,3.0,45.0,21.0,264.0,0.5320785123966941
consulo/consulo,2018,20942.0,22,1.0,21.0,216.0,62.0,18.0,0.15004477611940298
consulo/consulo,2019,78928.0,66,11.0,96.0,574.0,391.0,223.0,0.2455434272300469
conveyal/gtfs-lib,2017,5451.0,26,2.0,5.0,30.0,6.0,168.0,0.22163013698630132
conveyal/gtfs-lib,2018,6669.0,29,7.0,12.0,50.0,24.0,113.0,0.305
conveyal/gtfs-lib,2019,3838.0,10,4.0,8.0,36.0,15.0,20.0,0.3804276729559748
conveyal/r5,2017,9246.0,34,6.0,25.0,47.0,58.0,302.0,0.2877033707865169
conveyal/r5,2018,6381.0,28,5.0,12.0,20.0,28.0,188.0,0.3101021377672209
conveyal/r5,2019,7301.0,31,5.0,18.0,51.0,35.0,270.0,0.3259011976047904
couchbase/couchbase-lite-android,2018,1642.0,7,0.0,3.0,36.0,7.0,14.0,0.4777847222222222
couchbase/couchbase-lite-android,2019,1733.0,9,0.0,2.0,23.0,1.0,21.0,0.2785112107623319
craftercms/deployer,2017,608.0,17,0.0,0.0,1.0,0.0,29.0,0.3082252252252252
craftercms/deployer,2018,1212.0,10,0.0,0.0,2.0,0.0,40.0,0.17853260869565216
craftercms/deployer,2019,2126.0,26,0.0,0.0,5.0,4.0,77.0,0.2528503937007873
craftercms/studio2,2017,17458.0,56,4.0,23.0,93.0,212.0,343.0,0.39800980392156854
craftercms/studio2,2018,13787.0,51,4.0,25.0,97.0,177.0,200.0,0.234832
craftercms/studio2,2019,16683.0,57,6.0,25.0,99.0,182.0,231.0,0.2968404558404559
crate/crate,2017,17202.0,114,2.0,14.0,39.0,29.0,51.0,0.2515705289672544
crate/crate,2018,10622.0,60,0.0,10.0,40.0,19.0,31.0,0.25480893300248136
crate/crate,2019,10222.0,55,0.0,5.0,37.0,24.0,26.0,0.20901011804384484
crispab/codekvast,2017,107.0,1,0.0,0.0,2.0,0.0,1.0,0.1203519417475728
crispab/codekvast,2018,909.0,6,0.0,0.0,10.0,0.0,0.0,0.13976923076923076
crnk-project/crnk-framework,2017,4934.0,14,0.0,0.0,3.0,1.0,0.0,0.1885421686746988
crnk-project/crnk-framework,2018,6614.0,19,0.0,0.0,30.0,13.0,5.0,0.126
crnk-project/crnk-framework,2019,4851.0,11,0.0,3.0,10.0,10.0,5.0,0.21687692307692308
ctripcorp/apollo,2017,689.0,4,0.0,0.0,0.0,0.0,0.0,0.13393951612903227
ctripcorp/apollo,2018,2013.0,13,0.0,1.0,5.0,0.0,0.0,0.0538735294117647
ctripcorp/apollo,2019,976.0,3,0.0,0.0,0.0,0.0,0.0,0.15977358490566038
ctripcorp/x-pipe,2017,11390.0,86,0.0,1.0,8.0,7.0,37.0,0.15623416506717847
ctripcorp/x-pipe,2018,10735.0,74,0.0,4.0,14.0,7.0,39.0,0.21064642082429494
ctripcorp/x-pipe,2019,1840.0,11,0.0,0.0,3.0,1.0,0.0,0.17315121951219511
cuba-platform/cuba,2017,72310.0,29,36.0,120.0,114.0,159.0,546.0,0.2058060453400504
cuba-platform/cuba,2018,32283.0,105,4.0,61.0,210.0,352.0,1091.0,0.1663833910034602
cuba-platform/cuba,2019,15587.0,32,4.0,35.0,174.0,161.0,493.0,0.19892592592592587
cucumber/cucumber,2017,180.0,6,0.0,0.0,2.0,0.0,0.0,0.008496932515337424
cucumber/cucumber,2018,2974.0,12,0.0,26.0,43.0,0.0,5.0,0.08377520814061055
cucumber/cucumber,2019,80281.0,9,2.0,22.0,222.0,28.0,0.0,0.11913738019169325
cucumber/cucumber-jvm,2017,1737.0,17,0.0,2.0,11.0,2.0,24.0,0.21418382352941173
cucumber/cucumber-jvm,2018,163.0,2,0.0,0.0,0.0,0.0,0.0,0.12295319148936172
cucumber/cucumber-jvm,2019,659.0,5,0.0,1.0,11.0,0.0,4.0,0.14849907578558225
curioswitch/curiostack,2017,1418.0,6,4.0,1.0,4.0,0.0,0.0,0.17395849056603774
curioswitch/curiostack,2018,2106.0,12,4.0,1.0,4.0,0.0,0.0,0.4280625
curioswitch/curiostack,2019,1958.0,5,5.0,1.0,6.0,0.0,0.0,0.26025
cytoscape/cytoscape-impl,2017,23853.0,50,10.0,24.0,90.0,79.0,137.0,0.19936065573770487
cytoscape/cytoscape-impl,2018,19781.0,26,11.0,10.0,103.0,41.0,48.0,0.23781088825214894
cytoscape/cytoscape-impl,2019,39975.0,67,15.0,30.0,185.0,129.0,123.0,0.3822234513274336
dadoonet/fscrawler,2017,1102.0,5,0.0,5.0,6.0,5.0,2.0,0.24568023255813956
dadoonet/fscrawler,2018,889.0,4,0.0,2.0,5.0,9.0,0.0,0.255
dadoonet/fscrawler,2019,1168.0,5,1.0,3.0,9.0,2.0,2.0,0.14979768786127165
danigiri/morfeu,2017,116.0,4,0.0,0.0,0.0,0.0,6.0,0.1318688524590164
danigiri/morfeu,2018,234.0,2,0.0,0.0,4.0,0.0,1.0,0.19995305164319246
danigiri/morfeu,2019,337.0,3,0.0,0.0,0.0,0.0,3.0,0.14308015267175572
danrien/projectBlue,2017,10393.0,77,0.0,11.0,25.0,2.0,20.0,0.11778899082568806
danrien/projectBlue,2018,7782.0,50,0.0,5.0,29.0,1.0,10.0,0.12526185567010306
danrien/projectBlue,2019,2364.0,5,1.0,3.0,5.0,1.0,0.0,0.1495050505050505
danschultequb/qub-java,2017,3122.0,25,0.0,1.0,52.0,10.0,0.0,0.0555275590551181
danschultequb/qub-java,2019,3674.0,16,0.0,1.0,57.0,19.0,0.0,0.06485643564356436
database-rider/database-rider,2017,457.0,2,0.0,1.0,7.0,1.0,3.0,0.31454666666666664
database-rider/database-rider,2018,640.0,4,0.0,2.0,6.0,1.0,1.0,0.11249056603773584
