Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_avg_coupling_code_size_cut,cond_mean_diff_avg_coupling_code_size_cut,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
68,JavadocStyle,1573.0,17946.0,7558.0,5958.0,33035.0,0.59,0.23,0.28,0.17,-0.24,0.21,0.3,0.1,0.62,-0.05,-0.23,0.77,0.85,0.01,,247,12356,282,9643,22528,0.56,0.44,0.02,0.47,0.06,0.02,0.02,0.02,0.56,0.0,-0.0,0.99,0.16,0.0,,16.613185452432145,-2.4988125242088515,False,0.6717958353158313,0.020000000000000014,7120,180,6548,178099,9955,66278,260880,0.71,0.28,0.06,0.4,0.42,0.09,0.05,0.08,0.69,0.02,-0.02,0.85,0.34,0.0,,102,773.0,9495.0,3318.0,2948.0,16534.0,0.62,0.23,0.25,0.19,-0.16,0.21,0.26,0.11,0.64,-0.03,-0.2,0.77,0.81,0.0,,84,356.0,4791.0,1063.0,2226.0,8436.0,0.61,0.31,0.17,0.25,-0.18,0.14,0.18,0.1,0.63,-0.03,-0.12,0.89,0.65,0.0,,85,429.0,3737.0,3192.0,707.0,8065.0,0.52,0.14,0.45,0.12,-0.16,0.38,0.46,0.1,0.54,-0.04,-0.4,0.59,0.99,0.0,
69,AtclauseOrder,287.0,24143.0,1361.0,7244.0,33035.0,0.74,0.23,0.05,0.17,-0.24,0.04,0.05,0.03,0.74,-0.01,-0.04,0.77,0.29,0.0,,120,12516,122,9770,22528,0.56,0.44,0.01,0.5,0.13,0.01,0.01,0.01,0.56,0.0,-0.0,0.99,0.09,0.0,,20.213452788937065,1.101454812296069,False,0.06231678866446801,0.29000000000000004,523,209,3175,182434,5620,69651,260880,0.71,0.28,0.03,0.36,0.29,0.04,0.03,0.04,0.71,0.01,-0.01,0.85,0.21,0.0,,133,90.0,12203.0,610.0,3631.0,16534.0,0.74,0.23,0.04,0.13,-0.43,0.02,0.05,0.02,0.75,-0.01,-0.04,0.77,0.25,0.0,,27,124.0,5626.0,228.0,2458.0,8436.0,0.68,0.31,0.04,0.35,0.15,0.05,0.04,0.04,0.68,0.01,-0.02,0.89,0.25,0.0,,90,70.0,6403.0,526.0,1066.0,8065.0,0.8,0.14,0.07,0.12,-0.17,0.06,0.08,0.04,0.81,-0.0,-0.07,0.59,0.38,0.0,
70,TrailingComment,1212.0,19591.0,5913.0,6319.0,33035.0,0.63,0.23,0.22,0.17,-0.25,0.16,0.23,0.09,0.65,-0.04,-0.18,0.77,0.75,0.0,,405,12262,376,9485,22528,0.56,0.44,0.03,0.52,0.18,0.04,0.03,0.04,0.56,0.01,0.0,0.99,0.22,0.0,,15.463589681418906,-3.6484082952220898,False,0.14502761328623126,0.05000000000000005,5665,303,9990,175974,12080,62836,260880,0.71,0.28,0.08,0.45,0.62,0.14,0.06,0.12,0.68,0.04,-0.01,0.85,0.42,0.01,,76,575.0,10609.0,2204.0,3146.0,16534.0,0.68,0.23,0.17,0.21,-0.08,0.15,0.17,0.1,0.68,-0.01,-0.13,0.77,0.65,0.0,,104,40.0,5656.0,198.0,2542.0,8436.0,0.68,0.31,0.03,0.17,-0.45,0.02,0.03,0.01,0.68,-0.01,-0.03,0.89,0.19,0.0,,35,580.0,3401.0,3528.0,556.0,8065.0,0.49,0.14,0.51,0.14,0.0,0.51,0.51,0.12,0.49,0.0,-0.43,0.59,1.0,0.0,
71,DeclarationOrder,1504.0,18158.0,7346.0,6027.0,33035.0,0.6,0.23,0.27,0.17,-0.25,0.2,0.29,0.1,0.63,-0.05,-0.23,0.77,0.84,0.01,,522,12155,483,9368,22528,0.56,0.44,0.04,0.52,0.18,0.05,0.04,0.05,0.56,0.01,0.0,0.99,0.26,0.0,,15.821233215529544,-3.2907647611114506,False,0.6361143678486,0.06000000000000005,6912,469,10552,148827,39227,62274,260880,0.61,0.28,0.19,0.21,-0.24,0.14,0.21,0.09,0.64,-0.04,-0.15,0.85,0.7,0.0,,90,752.0,9750.0,3063.0,2969.0,16534.0,0.64,0.23,0.23,0.2,-0.12,0.2,0.24,0.11,0.65,-0.02,-0.18,0.77,0.78,0.0,,75,157.0,5430.0,424.0,2425.0,8436.0,0.66,0.31,0.07,0.27,-0.12,0.06,0.07,0.05,0.67,-0.01,-0.05,0.89,0.36,0.0,,62,578.0,3053.0,3876.0,558.0,8065.0,0.45,0.14,0.55,0.13,-0.08,0.51,0.56,0.12,0.46,-0.03,-0.48,0.59,0.99,0.0,
72,NPathComplexity,967.0,20731.0,4773.0,6564.0,33035.0,0.66,0.23,0.17,0.17,-0.26,0.13,0.19,0.08,0.68,-0.03,-0.15,0.77,0.67,0.0,,220,12383,255,9670,22528,0.56,0.44,0.02,0.46,0.06,0.02,0.02,0.02,0.56,0.0,-0.0,0.99,0.15,0.0,,15.217696308963154,-3.8943016676778437,False,0.4066225607834967,0.05000000000000005,5017,251,10415,176987,11067,62411,260880,0.72,0.28,0.08,0.48,0.74,0.14,0.06,0.12,0.68,0.05,-0.0,0.85,0.41,0.01,,20,432.0,11517.0,1296.0,3289.0,16534.0,0.72,0.23,0.1,0.25,0.11,0.12,0.1,0.09,0.72,0.01,-0.07,0.77,0.48,0.0,,1,6.0,5852.0,2.0,2576.0,8436.0,0.69,0.31,0.0,0.75,1.45,0.0,0.0,0.0,0.69,0.0,0.0,0.89,0.01,0.0,,59,517.0,3442.0,3487.0,619.0,8065.0,0.49,0.14,0.5,0.13,-0.08,0.46,0.5,0.11,0.5,-0.02,-0.43,0.59,1.0,0.0,
73,NestedIfDepth,1118.0,19967.0,5537.0,6413.0,33035.0,0.64,0.23,0.2,0.17,-0.26,0.15,0.22,0.09,0.66,-0.04,-0.17,0.77,0.72,0.0,,379,12251,387,9511,22528,0.56,0.44,0.03,0.49,0.13,0.04,0.03,0.04,0.56,0.01,-0.0,0.99,0.21,0.0,,15.48899125751386,-3.623006719127135,False,0.27360260886439025,0.040000000000000036,5718,254,10251,175640,12414,62575,260880,0.71,0.28,0.09,0.45,0.62,0.14,0.07,0.12,0.68,0.04,-0.01,0.85,0.43,0.01,,50,496.0,11097.0,1716.0,3225.0,16534.0,0.7,0.23,0.13,0.22,-0.0,0.13,0.13,0.09,0.7,-0.0,-0.1,0.77,0.57,0.0,,81,14.0,5813.0,41.0,2568.0,8436.0,0.69,0.31,0.01,0.25,-0.17,0.01,0.01,0.01,0.69,-0.0,-0.0,0.89,0.06,0.0,,51,595.0,3136.0,3793.0,541.0,8065.0,0.46,0.14,0.54,0.14,-0.04,0.52,0.55,0.12,0.47,-0.01,-0.46,0.59,0.99,0.0,
74,OperatorWrap,861.0,21244.0,4260.0,6670.0,33035.0,0.67,0.23,0.16,0.17,-0.26,0.11,0.17,0.07,0.69,-0.03,-0.13,0.77,0.62,0.0,,301,12292,346,9589,22528,0.56,0.44,0.03,0.47,0.06,0.03,0.03,0.03,0.56,0.0,-0.0,0.99,0.19,0.0,,15.582166144273948,-3.5298318323670466,False,0.2483670175194274,0.06000000000000005,4287,297,9724,177998,10056,63102,260880,0.72,0.28,0.08,0.49,0.76,0.13,0.05,0.12,0.69,0.05,-0.0,0.85,0.39,0.01,,83,416.0,11173.0,1640.0,3305.0,16534.0,0.7,0.23,0.12,0.2,-0.1,0.11,0.13,0.08,0.71,-0.01,-0.1,0.77,0.54,0.0,,34,96.0,5663.0,191.0,2486.0,8436.0,0.68,0.31,0.03,0.33,0.09,0.04,0.03,0.03,0.68,0.0,-0.02,0.89,0.21,0.0,,74,342.0,4493.0,2436.0,794.0,8065.0,0.6,0.14,0.34,0.12,-0.13,0.3,0.35,0.1,0.61,-0.02,-0.3,0.59,0.93,0.0,
75,StaticVariableName,161.0,24714.0,790.0,7370.0,33035.0,0.75,0.23,0.03,0.17,-0.26,0.02,0.03,0.02,0.76,-0.0,-0.02,0.77,0.19,0.0,,49,12583,55,9841,22528,0.56,0.44,0.0,0.47,0.07,0.0,0.0,0.0,0.56,0.0,-0.0,0.99,0.04,0.0,,15.32087338108422,-3.791124595556777,False,0.03629944725019757,0.12,674,89,1595,185678,2376,71231,260880,0.72,0.28,0.02,0.4,0.44,0.02,0.01,0.02,0.71,0.01,-0.0,0.85,0.11,0.0,,73,69.0,12552.0,261.0,3652.0,16534.0,0.76,0.23,0.02,0.21,-0.07,0.02,0.02,0.02,0.76,-0.0,-0.01,0.77,0.14,0.0,,14,37.0,5801.0,53.0,2545.0,8436.0,0.69,0.31,0.01,0.41,0.34,0.01,0.01,0.01,0.69,0.0,-0.0,0.89,0.09,0.0,,116,53.0,6451.0,478.0,1083.0,8065.0,0.81,0.14,0.07,0.1,-0.29,0.05,0.07,0.03,0.81,-0.01,-0.06,0.59,0.35,0.0,
76,CyclomaticComplexity,1321.0,18874.0,6630.0,6210.0,33035.0,0.61,0.23,0.24,0.17,-0.27,0.18,0.26,0.09,0.64,-0.05,-0.21,0.77,0.8,0.01,,295,12351,287,9595,22528,0.56,0.44,0.03,0.51,0.15,0.03,0.02,0.03,0.56,0.01,0.0,0.99,0.17,0.0,,15.223386394627287,-3.888611582013709,False,0.6003370752865165,0.040000000000000036,6719,262,11449,173173,14881,61377,260880,0.71,0.28,0.1,0.43,0.56,0.16,0.08,0.13,0.68,0.05,-0.02,0.85,0.47,0.01,,52,623.0,10648.0,2165.0,3098.0,16534.0,0.68,0.23,0.17,0.22,-0.01,0.17,0.17,0.11,0.68,-0.0,-0.12,0.77,0.65,0.0,,35,12.0,5830.0,24.0,2570.0,8436.0,0.69,0.31,0.0,0.33,0.09,0.0,0.0,0.0,0.69,0.0,-0.0,0.89,0.04,0.0,,60,665.0,2467.0,4462.0,471.0,8065.0,0.39,0.14,0.64,0.13,-0.08,0.59,0.64,0.12,0.4,-0.04,-0.55,0.59,0.95,0.0,
77,ClassFanOutComplexity,1528.0,17834.0,7670.0,6003.0,33035.0,0.59,0.23,0.28,0.17,-0.27,0.2,0.3,0.1,0.62,-0.06,-0.24,0.77,0.85,0.01,,115,12526,112,9775,22528,0.56,0.44,0.01,0.51,0.15,0.01,0.01,0.01,0.56,0.0,0.0,0.99,0.08,0.0,,15.44025203842284,-3.6717459382181565,False,0.8074315660729745,0.020000000000000014,8450,203,10460,176220,11834,62366,260880,0.72,0.28,0.09,0.47,0.68,0.14,0.06,0.12,0.68,0.05,-0.01,0.85,0.42,0.01,,62,717.0,10209.0,2604.0,3004.0,16534.0,0.66,0.23,0.2,0.22,-0.04,0.19,0.2,0.11,0.66,-0.01,-0.15,0.77,0.72,0.0,,110,2.0,5842.0,12.0,2580.0,8436.0,0.69,0.31,0.0,0.14,-0.53,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.02,0.0,,52,791.0,1857.0,5072.0,345.0,8065.0,0.33,0.14,0.73,0.13,-0.04,0.7,0.73,0.13,0.34,-0.03,-0.62,0.59,0.85,0.0,
78,SingleSpaceSeparator,669.0,22168.0,3336.0,6862.0,33035.0,0.69,0.23,0.12,0.17,-0.27,0.09,0.13,0.06,0.71,-0.02,-0.1,0.77,0.53,0.0,,411,12224,414,9479,22528,0.56,0.44,0.04,0.5,0.13,0.04,0.03,0.04,0.56,0.01,-0.0,0.99,0.23,0.0,,15.935108400004784,-3.17688957663621,False,0.1429747307491628,0.15000000000000002,3293,587,5523,180562,7492,67303,260880,0.71,0.28,0.05,0.42,0.52,0.08,0.04,0.07,0.7,0.02,-0.01,0.85,0.29,0.0,,80,320.0,11553.0,1260.0,3401.0,16534.0,0.72,0.23,0.1,0.2,-0.1,0.09,0.1,0.06,0.72,-0.01,-0.07,0.77,0.45,0.0,,39,94.0,5657.0,197.0,2488.0,8436.0,0.68,0.31,0.03,0.32,0.06,0.04,0.03,0.03,0.68,0.0,-0.02,0.89,0.22,0.0,,92,245.0,5040.0,1889.0,891.0,8065.0,0.66,0.14,0.26,0.11,-0.18,0.22,0.27,0.08,0.67,-0.02,-0.24,0.59,0.83,0.0,
79,DefaultComesLast,16.0,25424.0,80.0,7515.0,33035.0,0.77,0.23,0.0,0.17,-0.27,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.03,0.0,,1,12636,2,9889,22528,0.56,0.44,0.0,0.33,-0.24,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,,16.130935410725066,-2.9810625659159307,False,0.03068982610394488,0.010000000000000007,66,1,1655,186961,1093,71171,260880,0.72,0.28,0.01,0.6,1.16,0.02,0.01,0.02,0.72,0.01,0.0,0.85,0.08,0.0,,21,4.0,12801.0,12.0,3717.0,16534.0,0.77,0.23,0.0,0.25,0.11,0.0,0.0,0.0,0.77,0.0,-0.0,0.77,0.01,0.0,,137,0.0,5854.0,0.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,0.0,0.0,0.89,0.0,0.0,,19,12.0,6861.0,68.0,1124.0,8065.0,0.85,0.14,0.01,0.15,0.06,0.01,0.01,0.01,0.85,0.0,-0.01,0.59,0.08,0.0,
80,RedundantModifier,476.0,23114.0,2390.0,7055.0,33035.0,0.71,0.23,0.09,0.17,-0.27,0.06,0.09,0.05,0.72,-0.01,-0.08,0.77,0.43,0.0,,169,12465,173,9721,22528,0.56,0.44,0.02,0.49,0.13,0.02,0.01,0.02,0.56,0.0,-0.0,0.99,0.11,0.0,,15.231333437123412,-3.880664539517584,False,0.4562030464727767,0.08999999999999997,2231,226,5792,178755,9299,67034,260880,0.71,0.28,0.06,0.38,0.37,0.08,0.05,0.07,0.7,0.02,-0.02,0.85,0.32,0.0,,104,191.0,11982.0,831.0,3530.0,16534.0,0.74,0.23,0.06,0.19,-0.17,0.05,0.06,0.04,0.74,-0.01,-0.05,0.77,0.33,0.0,,85,78.0,5621.0,233.0,2504.0,8436.0,0.68,0.31,0.04,0.25,-0.18,0.03,0.04,0.03,0.68,-0.01,-0.03,0.89,0.23,0.0,,57,204.0,5600.0,1329.0,932.0,8065.0,0.72,0.14,0.19,0.13,-0.06,0.18,0.19,0.08,0.72,-0.0,-0.16,0.59,0.7,0.0,
81,AnnotationLocation,89.0,25050.0,454.0,7442.0,33035.0,0.76,0.23,0.02,0.16,-0.28,0.01,0.02,0.01,0.76,-0.0,-0.01,0.77,0.12,0.0,,31,12601,37,9859,22528,0.56,0.44,0.0,0.46,0.04,0.0,0.0,0.0,0.56,0.0,-0.0,0.99,0.03,0.0,,15.673197457485173,-3.4388005191558246,False,0.007966577080126575,0.13,306,46,119,187987,67,72707,260880,0.72,0.28,0.0,0.64,1.29,0.0,0.0,0.0,0.72,0.0,0.0,0.85,0.01,0.0,,115,40.0,12625.0,188.0,3681.0,16534.0,0.77,0.23,0.01,0.18,-0.22,0.01,0.01,0.01,0.77,-0.0,-0.01,0.77,0.1,0.0,,93,23.0,5768.0,86.0,2559.0,8436.0,0.69,0.31,0.01,0.21,-0.31,0.01,0.01,0.01,0.69,-0.0,-0.01,0.89,0.1,0.0,,100,23.0,6746.0,183.0,1113.0,8065.0,0.84,0.14,0.03,0.11,-0.21,0.02,0.03,0.02,0.84,-0.0,-0.02,0.59,0.17,0.0,
82,OverloadMethodsDeclarationOrder,503.0,22878.0,2626.0,7028.0,33035.0,0.71,0.23,0.09,0.16,-0.29,0.07,0.1,0.05,0.72,-0.02,-0.08,0.77,0.45,0.0,,145,12462,176,9745,22528,0.56,0.44,0.01,0.45,0.03,0.01,0.01,0.01,0.56,0.0,-0.0,0.99,0.11,0.0,,15.385807381042731,-3.7261905955982666,False,0.7048811835996962,0.06999999999999995,2758,198,5844,176990,11064,66982,260880,0.7,0.28,0.06,0.35,0.24,0.08,0.06,0.07,0.69,0.01,-0.03,0.85,0.35,0.0,,91,193.0,12030.0,783.0,3528.0,16534.0,0.74,0.23,0.06,0.2,-0.12,0.05,0.06,0.04,0.74,-0.0,-0.05,0.77,0.32,0.0,,101,9.0,5815.0,39.0,2573.0,8436.0,0.69,0.31,0.01,0.19,-0.39,0.0,0.01,0.0,0.69,-0.0,-0.01,0.89,0.05,0.0,,40,294.0,5118.0,1811.0,842.0,8065.0,0.67,0.14,0.26,0.14,-0.01,0.26,0.26,0.1,0.67,-0.0,-0.22,0.59,0.83,0.0,
83,UnusedImports,301.0,23955.0,1549.0,7230.0,33035.0,0.73,0.23,0.06,0.16,-0.29,0.04,0.06,0.03,0.74,-0.01,-0.05,0.77,0.31,0.0,,389,12236,402,9501,22528,0.56,0.44,0.04,0.49,0.12,0.04,0.03,0.04,0.56,0.01,-0.0,0.99,0.22,0.0,,15.793408810022054,-3.318589166618942,False,0.0437034145250192,0.42,1002,732,1441,185856,2198,71385,260880,0.72,0.28,0.01,0.4,0.42,0.02,0.01,0.02,0.71,0.0,-0.0,0.85,0.11,0.0,,106,171.0,12066.0,747.0,3550.0,16534.0,0.74,0.23,0.06,0.19,-0.17,0.05,0.06,0.04,0.74,-0.01,-0.04,0.77,0.31,0.0,,91,61.0,5654.0,200.0,2521.0,8436.0,0.68,0.31,0.03,0.23,-0.24,0.02,0.03,0.02,0.68,-0.01,-0.02,0.89,0.2,0.0,,119,64.0,6322.0,607.0,1072.0,8065.0,0.79,0.14,0.08,0.1,-0.32,0.06,0.09,0.04,0.8,-0.01,-0.08,0.59,0.41,0.0,
84,AbbreviationAsWordInName,214.0,24401.0,1103.0,7317.0,33035.0,0.75,0.23,0.04,0.16,-0.29,0.03,0.04,0.02,0.75,-0.01,-0.03,0.77,0.24,0.0,,40,12607,31,9850,22528,0.56,0.44,0.0,0.56,0.28,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.03,0.0,,14.666942366632648,-4.44505561000835,False,0.17539752794743496,0.040000000000000036,1038,48,2403,184960,3094,70423,260880,0.72,0.28,0.02,0.44,0.57,0.03,0.02,0.03,0.71,0.01,-0.0,0.85,0.15,0.0,,108,95.0,12395.0,418.0,3626.0,16534.0,0.76,0.23,0.03,0.19,-0.18,0.03,0.03,0.02,0.76,-0.0,-0.03,0.77,0.2,0.0,,78,23.0,5789.0,65.0,2559.0,8436.0,0.69,0.31,0.01,0.26,-0.15,0.01,0.01,0.01,0.69,-0.0,-0.01,0.89,0.08,0.0,,61,93.0,6306.0,623.0,1043.0,8065.0,0.79,0.14,0.09,0.13,-0.08,0.08,0.09,0.05,0.8,-0.0,-0.08,0.59,0.43,0.0,
85,SingleLineJavadoc,71.0,25136.0,368.0,7460.0,33035.0,0.76,0.23,0.01,0.16,-0.29,0.01,0.01,0.01,0.76,-0.0,-0.01,0.77,0.1,0.0,,10,12624,14,9880,22528,0.56,0.44,0.0,0.42,-0.05,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.01,0.0,,13.847708051649251,-5.264289924991747,False,0.037038551659952734,0.040000000000000036,369,15,170,187532,522,72656,260880,0.72,0.28,0.0,0.25,-0.12,0.0,0.0,0.0,0.72,-0.0,-0.0,0.85,0.03,0.0,,122,24.0,12687.0,126.0,3697.0,16534.0,0.77,0.23,0.01,0.16,-0.29,0.01,0.01,0.01,0.77,-0.0,-0.01,0.77,0.07,0.0,,10,27.0,5820.0,34.0,2555.0,8436.0,0.69,0.31,0.01,0.44,0.45,0.01,0.01,0.01,0.69,0.0,-0.0,0.89,0.06,0.0,,129,20.0,6721.0,208.0,1116.0,8065.0,0.84,0.14,0.03,0.09,-0.38,0.02,0.03,0.01,0.84,-0.0,-0.03,0.59,0.19,0.0,
86,NoWhitespaceBefore,173.0,24590.0,914.0,7358.0,33035.0,0.75,0.23,0.03,0.16,-0.3,0.02,0.04,0.02,0.75,-0.01,-0.03,0.77,0.21,0.0,,184,12480,158,9706,22528,0.56,0.44,0.02,0.54,0.23,0.02,0.01,0.02,0.56,0.01,0.0,0.99,0.11,0.0,,14.417789821462323,-4.694208155178672,False,0.03838935065050491,0.23,936,286,1881,186020,2034,70945,260880,0.72,0.28,0.02,0.48,0.72,0.03,0.01,0.03,0.71,0.01,-0.0,0.85,0.11,0.0,,41,76.0,12557.0,256.0,3645.0,16534.0,0.76,0.23,0.02,0.23,0.02,0.02,0.02,0.02,0.76,0.0,-0.01,0.77,0.14,0.0,,50,13.0,5825.0,29.0,2569.0,8436.0,0.69,0.31,0.0,0.31,0.01,0.01,0.0,0.0,0.69,0.0,-0.0,0.89,0.05,0.0,,89,84.0,6300.0,629.0,1052.0,8065.0,0.79,0.14,0.09,0.12,-0.16,0.07,0.09,0.05,0.8,-0.01,-0.08,0.59,0.43,0.0,
87,IllegalType,263.0,24111.0,1393.0,7268.0,33035.0,0.74,0.23,0.05,0.16,-0.3,0.03,0.05,0.03,0.74,-0.01,-0.04,0.77,0.29,0.0,,74,12548,90,9816,22528,0.56,0.44,0.01,0.45,0.03,0.01,0.01,0.01,0.56,0.0,-0.0,0.99,0.06,0.0,,14.450098840372574,-4.661899136268419,False,0.10397898125670807,0.07999999999999996,1335,112,2475,184377,3677,70351,260880,0.72,0.28,0.02,0.4,0.44,0.03,0.02,0.03,0.71,0.01,-0.01,0.85,0.16,0.0,,68,108.0,12408.0,405.0,3613.0,16534.0,0.76,0.23,0.03,0.21,-0.06,0.03,0.03,0.03,0.76,-0.0,-0.02,0.77,0.2,0.0,,74,12.0,5823.0,31.0,2570.0,8436.0,0.69,0.31,0.01,0.28,-0.09,0.0,0.01,0.0,0.69,-0.0,-0.0,0.89,0.05,0.0,,73,136.0,5965.0,964.0,1000.0,8065.0,0.76,0.14,0.14,0.12,-0.12,0.12,0.14,0.06,0.76,-0.01,-0.12,0.59,0.57,0.0,
88,JavadocMethod,1387.0,18155.0,7349.0,6144.0,33035.0,0.59,0.23,0.26,0.16,-0.3,0.18,0.29,0.09,0.63,-0.06,-0.23,0.77,0.83,0.01,,461,12196,442,9429,22528,0.56,0.44,0.04,0.51,0.16,0.05,0.03,0.04,0.56,0.01,0.0,0.99,0.24,0.0,,14.904494745157642,-4.207503231483353,False,0.7748704892363613,0.040000000000000036,7318,284,9293,170574,17480,63533,260880,0.69,0.28,0.1,0.35,0.24,0.13,0.09,0.1,0.68,0.02,-0.04,0.85,0.48,0.0,,109,682.0,9726.0,3087.0,3039.0,16534.0,0.63,0.23,0.23,0.18,-0.2,0.18,0.24,0.1,0.65,-0.03,-0.19,0.77,0.77,0.0,,90,114.0,5486.0,368.0,2468.0,8436.0,0.66,0.31,0.06,0.24,-0.23,0.04,0.06,0.04,0.67,-0.01,-0.04,0.89,0.32,0.0,,69,568.0,3012.0,3917.0,568.0,8065.0,0.44,0.14,0.56,0.13,-0.1,0.5,0.57,0.11,0.46,-0.03,-0.48,0.59,0.99,0.0,
89,IllegalCatch,1044.0,20001.0,5503.0,6487.0,33035.0,0.64,0.23,0.2,0.16,-0.3,0.14,0.22,0.08,0.66,-0.04,-0.17,0.77,0.72,0.01,,242,12407,231,9648,22528,0.56,0.44,0.02,0.51,0.17,0.02,0.02,0.02,0.56,0.01,0.0,0.99,0.15,0.0,,15.242357224305787,-3.8696407523352097,False,0.21190141826779715,0.040000000000000036,5227,204,6422,179179,8875,66404,260880,0.71,0.28,0.06,0.42,0.5,0.09,0.05,0.08,0.69,0.02,-0.01,0.85,0.32,0.0,,94,558.0,10522.0,2291.0,3163.0,16534.0,0.67,0.23,0.17,0.2,-0.13,0.15,0.18,0.09,0.68,-0.01,-0.14,0.77,0.66,0.0,,94,54.0,5653.0,201.0,2528.0,8436.0,0.68,0.31,0.03,0.21,-0.31,0.02,0.03,0.02,0.68,-0.01,-0.03,0.89,0.2,0.0,,84,411.0,3897.0,3032.0,725.0,8065.0,0.53,0.14,0.43,0.12,-0.15,0.36,0.44,0.1,0.55,-0.03,-0.38,0.59,0.98,0.0,
90,MethodName,119.0,24865.0,639.0,7412.0,33035.0,0.76,0.23,0.02,0.16,-0.31,0.02,0.03,0.01,0.76,-0.0,-0.02,0.77,0.16,0.0,,27,12598,40,9863,22528,0.56,0.44,0.0,0.4,-0.08,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.03,0.0,,14.154140472898714,-4.957857503742282,False,0.2687824522731841,0.06000000000000005,616,36,1723,184405,3649,71103,260880,0.71,0.28,0.02,0.32,0.15,0.02,0.02,0.02,0.71,0.0,-0.01,0.85,0.14,0.0,,27,47.0,12664.0,149.0,3674.0,16534.0,0.77,0.23,0.01,0.24,0.07,0.01,0.01,0.01,0.77,0.0,-0.01,0.77,0.09,0.0,,86,3.0,5845.0,9.0,2579.0,8436.0,0.69,0.31,0.0,0.25,-0.18,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.02,0.0,,70,69.0,6448.0,481.0,1067.0,8065.0,0.81,0.14,0.07,0.13,-0.11,0.06,0.07,0.04,0.81,-0.0,-0.06,0.59,0.36,0.0,
