Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_avg_coupling_code_size_cut,cond_mean_diff_avg_coupling_code_size_cut,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
20,HideUtilityClassConstructor,472.0,23909.0,1595.0,7059.0,33035.0,0.74,0.23,0.06,0.23,0.0,0.06,0.06,0.05,0.74,0.0,-0.04,0.77,0.34,0.0,,25,12618,20,9865,22528,0.56,0.44,0.0,0.56,0.27,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.02,0.0,,18.82244528965253,-0.2895526869884648,False,0.007796491200354697,0.030000000000000027,1408,45,3710,180799,7255,69116,260880,0.71,0.28,0.04,0.34,0.21,0.05,0.04,0.05,0.7,0.01,-0.02,0.85,0.25,0.0,,46,220.0,12068.0,745.0,3501.0,16534.0,0.74,0.23,0.06,0.23,0.01,0.06,0.06,0.05,0.74,0.0,-0.04,0.77,0.32,0.0,,72,166.0,5431.0,423.0,2416.0,8436.0,0.66,0.31,0.07,0.28,-0.08,0.06,0.07,0.06,0.67,-0.01,-0.04,0.89,0.37,0.0,,10,82.0,6498.0,431.0,1054.0,8065.0,0.82,0.14,0.06,0.16,0.13,0.07,0.06,0.05,0.81,0.0,-0.05,0.59,0.34,0.0,
21,ImportControl,7531.0,16.0,25488.0,0.0,33035.0,0.23,0.23,1.0,0.23,0.0,1.0,1.0,0.23,0.23,0.0,-0.7,0.77,0.01,0.0,,0,12638,0,9890,22528,0.56,0.44,0.0,0.0,-1.0,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.0,0.0,,19.117124908954054,0.005126932313061161,True,0.003363275860675513,0.0,22520,0,135,188004,50,72691,260880,0.72,0.28,0.0,0.73,1.61,0.0,0.0,0.0,0.72,0.0,0.0,0.85,0.01,0.0,,48,3721.0,8.0,12805.0,0.0,16534.0,0.23,0.23,1.0,0.23,0.0,1.0,1.0,0.23,0.23,0.0,-0.71,0.77,0.01,0.0,,56,2582.0,4.0,5850.0,0.0,8436.0,0.31,0.31,1.0,0.31,0.0,1.0,1.0,0.31,0.31,0.0,-0.56,0.89,0.01,0.0,,36,1136.0,4.0,6925.0,0.0,8065.0,0.14,0.14,1.0,0.14,0.0,1.0,1.0,0.14,0.14,0.0,-0.84,0.59,0.01,0.0,
22,MissingJavadocMethod,5300.0,7426.0,18078.0,2231.0,33035.0,0.39,0.23,0.71,0.23,-0.01,0.7,0.71,0.21,0.39,-0.0,-0.5,0.77,0.87,0.0,,794,11851,787,9096,22528,0.56,0.44,0.07,0.5,0.14,0.08,0.06,0.07,0.55,0.02,0.0,0.99,0.37,0.0,,18.9207415507937,-0.19125642584729616,False,0.7103871201738242,0.020000000000000014,16242,284,8540,152100,35954,64286,260880,0.62,0.28,0.17,0.19,-0.31,0.12,0.19,0.08,0.65,-0.05,-0.15,0.85,0.66,0.01,,40,2718.0,3785.0,9028.0,1003.0,16534.0,0.39,0.23,0.71,0.23,0.03,0.73,0.7,0.21,0.38,0.02,-0.49,0.77,0.87,0.0,,65,1625.0,1942.0,3912.0,957.0,8436.0,0.42,0.31,0.66,0.29,-0.04,0.63,0.67,0.25,0.44,-0.04,-0.39,0.89,0.93,0.0,,21,889.0,1723.0,5206.0,247.0,8065.0,0.32,0.14,0.76,0.15,0.04,0.78,0.75,0.14,0.32,0.02,-0.62,0.59,0.8,0.0,
23,TypecastParenPad,7.0,25480.0,24.0,7524.0,33035.0,0.77,0.23,0.0,0.23,-0.01,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.01,0.0,,1,12635,3,9889,22528,0.56,0.44,0.0,0.25,-0.43,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,,21.784496151996155,2.672498175355159,False,0.008376756782225391,0.21,11,3,24,187939,115,72802,260880,0.72,0.28,0.0,0.17,-0.38,0.0,0.0,0.0,0.72,-0.0,-0.0,0.85,0.01,0.0,,8,4.0,12804.0,9.0,3717.0,16534.0,0.77,0.23,0.0,0.31,0.37,0.0,0.0,0.0,0.77,0.0,-0.0,0.77,0.01,0.0,,3,3.0,5852.0,2.0,2579.0,8436.0,0.69,0.31,0.0,0.6,0.96,0.0,0.0,0.0,0.69,0.0,0.0,0.89,0.01,0.0,,146,0.0,6916.0,13.0,1136.0,8065.0,0.86,0.14,0.0,0.0,-1.0,0.0,0.0,0.0,0.86,-0.0,-0.0,0.59,0.02,0.0,
24,LineLength,7047.0,1348.0,24156.0,484.0,33035.0,0.25,0.23,0.94,0.23,-0.01,0.94,0.95,0.22,0.26,-0.02,-0.67,0.77,0.31,0.0,,1371,11313,1325,8519,22528,0.56,0.44,0.12,0.51,0.16,0.14,0.1,0.12,0.55,0.03,0.0,0.99,0.53,0.0,,18.760605341177886,-0.3513926354631103,False,0.8469621108431062,0.0,21603,39,949,162162,25892,71877,260880,0.63,0.28,0.1,0.04,-0.87,0.01,0.14,0.01,0.68,-0.07,-0.13,0.85,0.48,0.03,,47,3679.0,275.0,12538.0,42.0,16534.0,0.24,0.23,0.98,0.23,0.01,0.99,0.98,0.23,0.24,0.02,-0.69,0.77,0.14,0.0,,49,2147.0,1035.0,4819.0,435.0,8436.0,0.38,0.31,0.83,0.31,0.01,0.83,0.82,0.29,0.37,0.01,-0.46,0.89,0.67,0.0,,33,1134.0,43.0,6886.0,2.0,8065.0,0.15,0.14,0.99,0.14,0.0,1.0,0.99,0.14,0.14,0.01,-0.83,0.59,0.05,0.0,
25,DesignForExtension,4841.0,8831.0,16673.0,2690.0,33035.0,0.41,0.23,0.65,0.23,-0.01,0.64,0.65,0.2,0.42,-0.01,-0.46,0.77,0.93,0.0,,699,11967,671,9191,22528,0.56,0.44,0.06,0.51,0.16,0.07,0.05,0.07,0.55,0.02,0.0,0.99,0.33,0.0,,18.812528824265094,-0.2994691523758988,False,0.22003924989396173,0.010000000000000007,15032,205,11254,169592,18462,61572,260880,0.69,0.28,0.11,0.38,0.36,0.15,0.1,0.12,0.67,0.03,-0.04,0.85,0.51,0.0,,36,2676.0,4031.0,8782.0,1045.0,16534.0,0.41,0.23,0.69,0.23,0.04,0.72,0.69,0.21,0.39,0.03,-0.48,0.77,0.89,0.0,,68,1302.0,2579.0,3275.0,1280.0,8436.0,0.46,0.31,0.54,0.28,-0.07,0.5,0.56,0.22,0.48,-0.05,-0.34,0.89,0.99,0.0,,20,803.0,2253.0,4676.0,333.0,8065.0,0.38,0.14,0.68,0.15,0.04,0.71,0.67,0.14,0.37,0.02,-0.56,0.59,0.91,0.0,
26,FileTabCharacter,1824.0,19197.0,6307.0,5707.0,33035.0,0.64,0.23,0.25,0.22,-0.02,0.24,0.25,0.13,0.64,-0.0,-0.18,0.77,0.81,0.0,,301,12423,215,9589,22528,0.56,0.44,0.02,0.58,0.33,0.03,0.02,0.03,0.56,0.01,0.01,0.99,0.16,0.0,,18.71195599084766,-0.4000419857933366,False,0.035991950926579176,0.08999999999999997,4948,516,694,186776,1278,72132,260880,0.72,0.28,0.01,0.35,0.26,0.01,0.01,0.01,0.72,0.0,-0.0,0.85,0.06,0.0,,57,887.0,9661.0,3152.0,2834.0,16534.0,0.64,0.23,0.24,0.22,-0.02,0.24,0.25,0.13,0.64,-0.0,-0.18,0.77,0.8,0.0,,53,559.0,4595.0,1259.0,2023.0,8436.0,0.61,0.31,0.22,0.31,0.0,0.22,0.22,0.15,0.61,0.0,-0.12,0.89,0.75,0.0,,14,354.0,5009.0,1920.0,782.0,8065.0,0.66,0.14,0.28,0.16,0.11,0.31,0.28,0.12,0.66,0.01,-0.23,0.59,0.86,0.0,
27,FinalParameters,6081.0,4397.0,21107.0,1450.0,33035.0,0.32,0.23,0.82,0.22,-0.02,0.81,0.83,0.21,0.32,-0.02,-0.59,0.77,0.67,0.0,,870,11743,895,9020,22528,0.56,0.44,0.08,0.49,0.12,0.09,0.07,0.08,0.55,0.02,-0.0,0.99,0.4,0.0,,18.5947146517914,-0.5172833248495969,False,0.8195777064038515,0.010000000000000007,18679,105,6369,181368,6686,66457,260880,0.72,0.28,0.05,0.49,0.75,0.09,0.04,0.08,0.7,0.03,-0.0,0.85,0.29,0.01,,43,3251.0,1915.0,10898.0,470.0,16534.0,0.31,0.23,0.86,0.23,0.02,0.87,0.85,0.22,0.3,0.03,-0.6,0.77,0.6,0.0,,48,1762.0,1953.0,3901.0,820.0,8436.0,0.44,0.31,0.67,0.31,0.02,0.68,0.67,0.27,0.43,0.02,-0.37,0.89,0.91,0.0,,50,995.0,548.0,6381.0,141.0,8065.0,0.19,0.14,0.91,0.13,-0.04,0.88,0.92,0.13,0.2,-0.05,-0.78,0.59,0.42,0.0,
28,ImportOrder,5670.0,5657.0,19847.0,1861.0,33035.0,0.34,0.23,0.77,0.22,-0.03,0.75,0.78,0.21,0.35,-0.03,-0.56,0.77,0.77,0.0,,963,11615,1023,8927,22528,0.56,0.44,0.09,0.48,0.1,0.1,0.08,0.09,0.55,0.01,-0.0,0.99,0.43,0.0,,18.50405165436296,-0.6079463222780389,False,0.11626449616770886,0.030000000000000027,18051,544,6471,154180,33874,66355,260880,0.62,0.28,0.15,0.16,-0.43,0.09,0.18,0.06,0.65,-0.06,-0.15,0.85,0.62,0.01,,37,3180.0,2408.0,10405.0,541.0,16534.0,0.34,0.23,0.82,0.23,0.04,0.85,0.81,0.23,0.32,0.05,-0.56,0.77,0.68,0.0,,66,1380.0,2485.0,3369.0,1202.0,8436.0,0.46,0.31,0.56,0.29,-0.05,0.53,0.58,0.23,0.48,-0.04,-0.34,0.89,0.99,0.0,,27,1039.0,785.0,6144.0,97.0,8065.0,0.23,0.14,0.89,0.14,0.03,0.91,0.89,0.14,0.22,0.03,-0.74,0.59,0.5,0.0,
29,AvoidStaticImport,1555.0,19982.0,5522.0,5976.0,33035.0,0.65,0.23,0.21,0.22,-0.04,0.21,0.22,0.12,0.66,-0.01,-0.16,0.77,0.75,0.0,,238,12336,302,9652,22528,0.56,0.44,0.02,0.44,0.0,0.02,0.02,0.02,0.56,0.0,-0.01,0.99,0.16,0.0,,17.709180491815495,-1.4028174848255013,False,0.11407074368249352,0.040000000000000036,4952,233,8558,179178,8876,64268,260880,0.72,0.28,0.07,0.49,0.76,0.12,0.05,0.1,0.69,0.04,-0.0,0.85,0.35,0.01,,24,890.0,10111.0,2702.0,2831.0,16534.0,0.67,0.23,0.22,0.25,0.1,0.24,0.21,0.14,0.66,0.02,-0.14,0.77,0.76,0.0,,40,270.0,5283.0,571.0,2312.0,8436.0,0.66,0.31,0.1,0.32,0.05,0.1,0.1,0.09,0.66,0.0,-0.05,0.89,0.47,0.0,,30,376.0,4661.0,2268.0,760.0,8065.0,0.62,0.14,0.33,0.14,0.01,0.33,0.33,0.11,0.62,0.0,-0.27,0.59,0.91,0.0,
30,JavadocType,181.0,24856.0,648.0,7350.0,33035.0,0.76,0.23,0.03,0.22,-0.04,0.02,0.03,0.02,0.76,-0.0,-0.02,0.77,0.17,0.0,,17,12618,20,9873,22528,0.56,0.44,0.0,0.46,0.05,0.0,0.0,0.0,0.56,0.0,-0.0,0.99,0.02,0.0,,17.408347190380134,-1.7036507862608623,False,0.02616085565414151,0.06000000000000005,490,30,1774,181814,6240,71052,260880,0.7,0.28,0.03,0.22,-0.21,0.02,0.03,0.02,0.71,-0.01,-0.02,0.85,0.2,0.0,,44,95.0,12491.0,322.0,3626.0,16534.0,0.76,0.23,0.03,0.23,0.01,0.03,0.03,0.02,0.76,0.0,-0.02,0.77,0.17,0.0,,99,18.0,5780.0,74.0,2564.0,8436.0,0.69,0.31,0.01,0.2,-0.36,0.01,0.01,0.01,0.69,-0.0,-0.01,0.89,0.09,0.0,,6,63.0,6672.0,257.0,1073.0,8065.0,0.84,0.14,0.04,0.2,0.4,0.06,0.04,0.05,0.83,0.01,-0.03,0.59,0.24,0.0,
31,MutableException,8.0,25475.0,29.0,7523.0,33035.0,0.77,0.23,0.0,0.22,-0.05,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.01,0.0,,0,12636,2,9890,22528,0.56,0.44,0.0,0.0,-1.0,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,,16.281876675401346,-2.8301213012396502,False,0.003938419423749014,0.07999999999999996,24,2,66,188025,29,72760,260880,0.72,0.28,0.0,0.69,1.49,0.0,0.0,0.0,0.72,0.0,0.0,0.85,0.0,0.0,,5,4.0,12806.0,7.0,3717.0,16534.0,0.77,0.23,0.0,0.36,0.62,0.0,0.0,0.0,0.77,0.0,-0.0,0.77,0.01,0.0,,100,3.0,5841.0,13.0,2579.0,8436.0,0.69,0.31,0.0,0.19,-0.39,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.02,0.0,,114,1.0,6920.0,9.0,1135.0,8065.0,0.86,0.14,0.0,0.1,-0.29,0.0,0.0,0.0,0.86,-0.0,-0.0,0.59,0.01,0.0,
32,EmptyForInitializerPad,3.0,25493.0,11.0,7528.0,33035.0,0.77,0.23,0.0,0.21,-0.06,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.01,0.0,,1,12636,2,9889,22528,0.56,0.44,0.0,0.33,-0.24,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,,13.58525918525918,-5.526738791381816,False,0.01510955890918564,0.5,3,3,20,188012,42,72806,260880,0.72,0.28,0.0,0.32,0.16,0.0,0.0,0.0,0.72,0.0,-0.0,0.85,0.0,0.0,,150,0.0,12809.0,4.0,3721.0,16534.0,0.77,0.23,0.0,0.0,-1.0,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.0,0.0,,128,0.0,5854.0,0.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,0.0,0.0,0.89,0.0,0.0,,2,3.0,6922.0,7.0,1133.0,8065.0,0.86,0.14,0.0,0.3,1.13,0.0,0.0,0.0,0.86,0.0,-0.0,0.59,0.01,0.0,
33,SeparatorWrap,2481.0,16410.0,9094.0,5050.0,33035.0,0.57,0.23,0.35,0.21,-0.06,0.33,0.36,0.15,0.58,-0.02,-0.26,0.77,0.93,0.0,,483,12167,471,9407,22528,0.56,0.44,0.04,0.51,0.15,0.05,0.04,0.05,0.56,0.01,0.0,0.99,0.25,0.0,,17.744858961768124,-1.3671390148728726,False,0.3890301774441552,0.040000000000000036,7873,320,10289,159424,28630,62537,260880,0.65,0.28,0.15,0.26,-0.05,0.14,0.15,0.1,0.65,-0.01,-0.1,0.85,0.61,0.0,,35,1396.0,8255.0,4558.0,2325.0,16534.0,0.58,0.23,0.36,0.23,0.04,0.38,0.36,0.17,0.58,0.01,-0.25,0.77,0.94,0.0,,21,487.0,5040.0,814.0,2095.0,8436.0,0.66,0.31,0.15,0.37,0.22,0.19,0.14,0.14,0.63,0.03,-0.06,0.89,0.62,0.0,,56,574.0,3183.0,3746.0,562.0,8065.0,0.47,0.14,0.54,0.13,-0.06,0.51,0.54,0.12,0.47,-0.02,-0.46,0.59,1.0,0.0,
34,Indentation,3615.0,12036.0,13468.0,3916.0,33035.0,0.47,0.23,0.52,0.21,-0.07,0.48,0.53,0.17,0.49,-0.03,-0.39,0.77,1.0,0.0,,807,11821,817,9083,22528,0.56,0.44,0.07,0.5,0.13,0.08,0.06,0.08,0.55,0.02,-0.0,0.99,0.37,0.0,,17.924706728710746,-1.1872912479302506,False,0.8727437772372528,0.040000000000000036,10997,462,6240,180620,7434,66586,260880,0.72,0.28,0.05,0.46,0.63,0.09,0.04,0.08,0.7,0.03,-0.01,0.85,0.3,0.01,,71,1701.0,6348.0,6465.0,2020.0,16534.0,0.49,0.23,0.49,0.21,-0.07,0.46,0.5,0.17,0.5,-0.03,-0.37,0.77,1.0,0.0,,44,1123.0,3425.0,2429.0,1459.0,8436.0,0.54,0.31,0.42,0.32,0.03,0.43,0.41,0.22,0.53,0.02,-0.22,0.89,0.98,0.0,,39,745.0,2309.0,4620.0,391.0,8065.0,0.38,0.14,0.67,0.14,-0.01,0.66,0.67,0.13,0.38,-0.01,-0.56,0.59,0.92,0.0,
35,JavadocVariable,5562.0,4535.0,20969.0,1969.0,33035.0,0.31,0.23,0.8,0.21,-0.08,0.74,0.82,0.2,0.34,-0.09,-0.6,0.77,0.72,0.01,,880,11779,859,9010,22528,0.56,0.44,0.08,0.51,0.15,0.09,0.07,0.08,0.55,0.02,0.0,0.99,0.39,0.0,,17.91570982783259,-1.1962881488084065,False,0.22214572838819288,0.010000000000000007,18581,159,8323,148805,39249,64503,260880,0.6,0.28,0.18,0.17,-0.37,0.11,0.21,0.07,0.64,-0.06,-0.16,0.85,0.69,0.01,,59,3075.0,1776.0,11037.0,646.0,16534.0,0.29,0.23,0.85,0.22,-0.03,0.83,0.86,0.21,0.31,-0.04,-0.62,0.77,0.6,0.0,,73,1398.0,2248.0,3606.0,1184.0,8436.0,0.43,0.31,0.59,0.28,-0.09,0.54,0.62,0.23,0.46,-0.07,-0.38,0.89,0.97,0.0,,47,1015.0,529.0,6400.0,121.0,8065.0,0.19,0.14,0.92,0.14,-0.03,0.89,0.92,0.13,0.2,-0.04,-0.78,0.59,0.4,0.0,
36,FinalLocalVariable,4718.0,7618.0,17886.0,2813.0,33035.0,0.37,0.23,0.68,0.21,-0.08,0.63,0.7,0.19,0.4,-0.07,-0.52,0.77,0.9,0.0,,992,11592,1046,8898,22528,0.56,0.44,0.09,0.49,0.11,0.1,0.08,0.09,0.55,0.02,-0.0,0.99,0.44,0.0,,17.598146278639387,-1.5138516980016128,False,0.7071209984738939,0.010000000000000007,16451,180,7678,178794,9260,65148,260880,0.71,0.28,0.06,0.45,0.62,0.11,0.05,0.09,0.69,0.03,-0.01,0.85,0.35,0.01,,53,2779.0,3066.0,9747.0,942.0,16534.0,0.35,0.23,0.76,0.22,-0.01,0.75,0.76,0.21,0.36,-0.01,-0.54,0.77,0.8,0.0,,45,891.0,3906.0,1948.0,1691.0,8436.0,0.57,0.31,0.34,0.31,0.03,0.35,0.33,0.2,0.56,0.01,-0.18,0.89,0.92,0.0,,45,985.0,675.0,6254.0,151.0,8065.0,0.21,0.14,0.9,0.14,-0.03,0.87,0.9,0.13,0.21,-0.04,-0.76,0.59,0.48,0.0,
37,ModifierOrder,442.0,23807.0,1697.0,7089.0,33035.0,0.73,0.23,0.06,0.21,-0.09,0.06,0.07,0.05,0.74,-0.0,-0.05,0.77,0.35,0.0,,116,12548,90,9774,22528,0.56,0.44,0.01,0.56,0.28,0.01,0.01,0.01,0.56,0.0,0.0,0.99,0.08,0.0,,17.23574808144724,-1.8762498951937552,False,0.05719572149715814,0.08999999999999997,1438,146,3394,183981,4073,69432,260880,0.72,0.28,0.03,0.45,0.63,0.05,0.02,0.04,0.71,0.01,-0.0,0.85,0.19,0.0,,15,243.0,12138.0,675.0,3478.0,16534.0,0.75,0.23,0.06,0.26,0.18,0.07,0.05,0.06,0.74,0.01,-0.03,0.77,0.31,0.0,,24,66.0,5734.0,120.0,2516.0,8436.0,0.69,0.31,0.02,0.35,0.16,0.03,0.02,0.02,0.69,0.0,-0.01,0.89,0.15,0.0,,87,122.0,6016.0,913.0,1014.0,8065.0,0.76,0.14,0.13,0.12,-0.16,0.11,0.13,0.06,0.77,-0.01,-0.11,0.59,0.55,0.0,
38,EmptyLineSeparator,4586.0,7983.0,17521.0,2945.0,33035.0,0.38,0.23,0.67,0.21,-0.09,0.61,0.69,0.18,0.41,-0.07,-0.51,0.77,0.92,0.0,,837,11852,786,9053,22528,0.56,0.44,0.07,0.52,0.17,0.08,0.06,0.08,0.55,0.02,0.0,0.99,0.37,0.0,,17.742696396313697,-1.3693015803272957,False,0.4322770440716645,0.020000000000000014,15794,250,6154,160736,27318,66672,260880,0.64,0.28,0.13,0.18,-0.34,0.08,0.15,0.06,0.66,-0.04,-0.11,0.85,0.55,0.01,,66,2471.0,3729.0,9084.0,1250.0,16534.0,0.37,0.23,0.7,0.21,-0.05,0.66,0.71,0.19,0.39,-0.04,-0.52,0.77,0.88,0.0,,55,1070.0,3428.0,2426.0,1512.0,8436.0,0.53,0.31,0.41,0.31,-0.0,0.41,0.41,0.21,0.53,-0.0,-0.23,0.89,0.98,0.0,,38,985.0,858.0,6071.0,151.0,8065.0,0.23,0.14,0.87,0.14,-0.01,0.87,0.88,0.14,0.23,-0.01,-0.73,0.59,0.54,0.0,
39,AnonInnerLength,447.0,23713.0,1791.0,7084.0,33035.0,0.73,0.23,0.07,0.2,-0.12,0.06,0.07,0.05,0.74,-0.01,-0.05,0.77,0.36,0.0,,144,12434,204,9746,22528,0.56,0.44,0.02,0.41,-0.06,0.01,0.02,0.01,0.56,-0.0,-0.0,0.99,0.12,0.0,,16.347501004818525,-2.7644969718224703,False,0.18645568811973384,0.08999999999999997,2026,204,5480,182484,5570,67346,260880,0.72,0.28,0.04,0.5,0.78,0.08,0.03,0.07,0.7,0.03,-0.0,0.85,0.25,0.01,,18,195.0,12269.0,544.0,3526.0,16534.0,0.75,0.23,0.04,0.26,0.17,0.05,0.04,0.05,0.75,0.0,-0.03,0.77,0.26,0.0,,67,6.0,5839.0,15.0,2576.0,8436.0,0.69,0.31,0.0,0.29,-0.07,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.03,0.0,,9,241.0,5692.0,1237.0,895.0,8065.0,0.74,0.14,0.18,0.16,0.16,0.21,0.18,0.1,0.73,0.01,-0.14,0.59,0.69,0.0,
40,InterfaceTypeParameterName,8.0,25472.0,32.0,7523.0,33035.0,0.77,0.23,0.0,0.2,-0.12,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.01,0.0,,0,12636,2,9890,22528,0.56,0.44,0.0,0.0,-1.0,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,,19.81717743301605,0.7051794563750491,False,0.0045972682532185,0.040000000000000036,23,1,6,187975,79,72820,260880,0.72,0.28,0.0,0.07,-0.75,0.0,0.0,0.0,0.72,-0.0,-0.0,0.85,0.0,0.0,,39,3.0,12803.0,10.0,3718.0,16534.0,0.77,0.23,0.0,0.23,0.03,0.0,0.0,0.0,0.77,0.0,-0.0,0.77,0.01,0.0,,60,3.0,5847.0,7.0,2579.0,8436.0,0.69,0.31,0.0,0.3,-0.02,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.01,0.0,,86,2.0,6914.0,15.0,1134.0,8065.0,0.86,0.14,0.0,0.12,-0.16,0.0,0.0,0.0,0.86,-0.0,-0.0,0.59,0.02,0.0,
41,HiddenField,3007.0,13355.0,12149.0,4524.0,33035.0,0.5,0.23,0.46,0.2,-0.13,0.4,0.48,0.15,0.52,-0.05,-0.36,0.77,1.0,0.0,,541,12065,573,9349,22528,0.56,0.44,0.05,0.49,0.11,0.05,0.05,0.05,0.55,0.01,-0.0,0.99,0.28,0.0,,17.290987363202635,-1.8210106134383643,False,0.15917858467411022,0.030000000000000027,10740,280,12737,164753,23301,60089,260880,0.68,0.28,0.14,0.35,0.27,0.17,0.12,0.13,0.66,0.03,-0.06,0.85,0.58,0.0,,64,1654.0,6691.0,6122.0,2067.0,16534.0,0.5,0.23,0.47,0.21,-0.05,0.44,0.48,0.17,0.52,-0.02,-0.35,0.77,1.0,0.0,,69,651.0,4210.0,1644.0,1931.0,8436.0,0.58,0.31,0.27,0.28,-0.07,0.25,0.28,0.15,0.59,-0.02,-0.17,0.89,0.84,0.0,,63,657.0,2501.0,4428.0,479.0,8065.0,0.39,0.14,0.63,0.13,-0.08,0.58,0.64,0.12,0.41,-0.04,-0.54,0.59,0.95,0.0,
42,SummaryJavadoc,2437.0,15483.0,10021.0,5094.0,33035.0,0.54,0.23,0.38,0.2,-0.14,0.32,0.39,0.14,0.57,-0.04,-0.3,0.77,0.96,0.0,,323,12261,377,9567,22528,0.56,0.44,0.03,0.46,0.05,0.03,0.03,0.03,0.56,0.0,-0.0,0.99,0.2,0.0,,17.78452225936087,-1.327475717280123,False,0.6216150369114319,0.030000000000000027,9387,247,5858,175876,12178,66968,260880,0.7,0.28,0.07,0.32,0.16,0.08,0.06,0.07,0.69,0.01,-0.03,0.85,0.36,0.0,,82,1182.0,8189.0,4624.0,2539.0,16534.0,0.57,0.23,0.35,0.2,-0.1,0.32,0.36,0.14,0.58,-0.03,-0.27,0.77,0.94,0.0,,62,601.0,4421.0,1433.0,1981.0,8436.0,0.6,0.31,0.24,0.3,-0.03,0.23,0.24,0.15,0.6,-0.01,-0.14,0.89,0.8,0.0,,44,631.0,2942.0,3987.0,505.0,8065.0,0.44,0.14,0.57,0.14,-0.03,0.56,0.58,0.12,0.45,-0.01,-0.48,0.59,0.98,0.0,
43,WhitespaceAfter,1046.0,21130.0,4374.0,6485.0,33035.0,0.67,0.23,0.16,0.19,-0.15,0.14,0.17,0.09,0.68,-0.02,-0.13,0.77,0.64,0.0,,550,12050,588,9340,22528,0.56,0.44,0.05,0.48,0.1,0.06,0.05,0.05,0.55,0.01,-0.0,0.99,0.29,0.0,,16.722944047265383,-2.3890539293756166,False,0.18340756094458247,0.13,3993,602,10234,176396,11658,62592,260880,0.72,0.28,0.08,0.47,0.67,0.14,0.06,0.12,0.68,0.05,-0.01,0.85,0.42,0.01,,49,523.0,11009.0,1804.0,3198.0,16534.0,0.7,0.23,0.14,0.22,-0.0,0.14,0.14,0.09,0.7,-0.0,-0.1,0.77,0.59,0.0,,37,105.0,5638.0,216.0,2477.0,8436.0,0.68,0.31,0.04,0.33,0.07,0.04,0.04,0.04,0.68,0.0,-0.02,0.89,0.23,0.0,,22,406.0,4563.0,2366.0,730.0,8065.0,0.62,0.14,0.34,0.15,0.04,0.36,0.34,0.12,0.61,0.01,-0.28,0.59,0.93,0.0,
