feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
OneTopLevelClass,267,137881,41,122691,260880,0.53,0.47,0.0,0.87,0.84,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.01,0.0,
OuterTypeNumber,267,137881,41,122691,260880,0.53,0.47,0.0,0.87,0.84,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.01,0.0,
PackageName,50,137914,8,122908,260880,0.53,0.47,0.0,0.86,0.83,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.0,0.0,
AnnotationLocation,126,137862,60,122832,260880,0.53,0.47,0.0,0.68,0.44,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.01,0.0,
StringLiteralEquality,388,137734,188,122570,260880,0.53,0.47,0.0,0.67,0.43,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.02,0.0,
LambdaParameterName,205,137821,101,122753,260880,0.53,0.47,0.0,0.67,0.42,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.01,0.0,
MissingJavadocPackage,99,137873,49,122859,260880,0.53,0.47,0.0,0.67,0.42,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.01,0.0,
UncommentedMain,1767,136882,1040,121191,260880,0.53,0.47,0.01,0.63,0.34,0.01,0.01,0.01,0.53,0.01,0.01,1.0,0.09,0.0,
DesignForExtension,16157,124363,13559,106801,260880,0.54,0.47,0.11,0.54,0.15,0.13,0.1,0.12,0.52,0.03,0.02,1.0,0.51,0.0,
MissingCtor,14001,126123,11799,108957,260880,0.54,0.47,0.1,0.54,0.15,0.11,0.09,0.1,0.52,0.03,0.02,1.0,0.47,0.0,
FinalClass,3991,134510,3412,118967,260880,0.53,0.47,0.03,0.54,0.14,0.03,0.02,0.03,0.53,0.01,0.0,1.0,0.19,0.0,
UpperEll,153,137790,132,122805,260880,0.53,0.47,0.0,0.54,0.14,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.01,0.0,
DefaultComesLast,1438,136612,1310,121520,260880,0.53,0.47,0.01,0.52,0.11,0.01,0.01,0.01,0.53,0.0,0.0,1.0,0.08,0.0,
PackageDeclaration,97,137834,88,122861,260880,0.53,0.47,0.0,0.52,0.11,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.01,0.0,
TypecastParenPad,73,137856,66,122885,260880,0.53,0.47,0.0,0.53,0.11,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.01,0.0,
NewlineAtEndOfFile,2826,135229,2693,120132,260880,0.53,0.47,0.02,0.51,0.09,0.02,0.02,0.02,0.53,0.0,0.0,1.0,0.15,0.0,
EqualsHashCode,398,137541,381,122560,260880,0.53,0.47,0.0,0.51,0.08,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.03,0.0,
HideUtilityClassConstructor,5555,132512,5410,117403,260880,0.53,0.47,0.04,0.51,0.07,0.05,0.04,0.04,0.53,0.01,0.0,1.0,0.25,0.0,
JavadocParagraph,12582,125395,12527,110376,260880,0.53,0.47,0.1,0.5,0.06,0.1,0.09,0.09,0.52,0.01,0.0,1.0,0.46,0.0,
MissingOverride,260,137650,272,122698,260880,0.53,0.47,0.0,0.49,0.04,0.0,0.0,0.0,0.53,0.0,-0.0,1.0,0.02,0.0,
AbstractClassName,5215,132419,5503,117743,260880,0.53,0.47,0.04,0.49,0.03,0.04,0.04,0.04,0.53,0.0,-0.0,1.0,0.25,0.0,
FinalParameters,6304,131171,6751,116654,260880,0.53,0.47,0.05,0.48,0.02,0.05,0.05,0.05,0.53,0.0,-0.0,1.0,0.29,0.0,
ParameterName,2975,134700,3222,119983,260880,0.53,0.47,0.02,0.48,0.02,0.02,0.02,0.02,0.53,0.0,-0.0,1.0,0.16,0.0,
AvoidStaticImport,8337,128825,9097,114621,260880,0.53,0.47,0.07,0.48,0.01,0.07,0.07,0.06,0.52,0.0,-0.01,1.0,0.35,0.0,
MultipleVariableDeclarations,4672,132787,5135,118286,260880,0.53,0.47,0.04,0.48,0.01,0.04,0.04,0.04,0.53,0.0,-0.0,1.0,0.23,0.0,
MutableException,45,137872,50,122913,260880,0.53,0.47,0.0,0.47,0.01,0.0,0.0,0.0,0.53,0.0,-0.0,1.0,0.0,0.0,
RedundantModifier,7158,129989,7933,115800,260880,0.53,0.47,0.06,0.47,0.01,0.06,0.06,0.05,0.53,0.0,-0.01,1.0,0.32,0.0,
SummaryJavadoc,8578,128464,9458,114380,260880,0.53,0.47,0.07,0.48,0.01,0.07,0.07,0.06,0.52,0.0,-0.01,1.0,0.36,0.0,
ImportControl,87,137824,98,122871,260880,0.53,0.47,0.0,0.47,-0.0,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.01,0.0,
MethodParamPad,2654,134936,2986,120304,260880,0.53,0.47,0.02,0.47,-0.0,0.02,0.02,0.02,0.53,-0.0,-0.0,1.0,0.15,0.0,
NoFinalizer,25,137894,28,122933,260880,0.53,0.47,0.0,0.47,0.0,0.0,0.0,0.0,0.53,0.0,-0.0,1.0,0.0,0.0,
TypeName,1038,136748,1174,121920,260880,0.53,0.47,0.01,0.47,-0.0,0.01,0.01,0.01,0.53,-0.0,-0.0,1.0,0.07,0.0,
InterfaceMemberImpliedModifier,3489,133958,3964,119469,260880,0.53,0.47,0.03,0.47,-0.01,0.03,0.03,0.03,0.53,-0.0,-0.0,1.0,0.19,0.0,
ArrayTrailingComma,2805,134644,3278,120153,260880,0.53,0.47,0.02,0.46,-0.02,0.02,0.02,0.02,0.53,-0.0,-0.0,1.0,0.16,0.0,
