feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
JavadocStyle,7593,129012,8910,115365,260880,0.52,0.47,0.06,0.46,-0.02,0.06,0.06,0.06,0.53,-0.0,-0.01,1.0,0.34,0.0,
FallThrough,1588,136052,1870,121370,260880,0.53,0.47,0.01,0.46,-0.03,0.01,0.01,0.01,0.53,-0.0,-0.0,1.0,0.1,0.0,
MissingJavadocType,6192,130559,7363,116766,260880,0.52,0.47,0.05,0.46,-0.03,0.05,0.05,0.05,0.53,-0.0,-0.01,1.0,0.29,0.0,
JavadocType,3640,133548,4374,119318,260880,0.53,0.47,0.03,0.45,-0.04,0.03,0.03,0.03,0.53,-0.0,-0.01,1.0,0.2,0.0,
MemberName,6020,130658,7264,116938,260880,0.52,0.47,0.05,0.45,-0.04,0.05,0.05,0.05,0.53,-0.0,-0.01,1.0,0.29,0.0,
AvoidEscapedUnicodeCharacters,1404,136200,1722,121554,260880,0.53,0.47,0.01,0.45,-0.05,0.01,0.01,0.01,0.53,-0.0,-0.0,1.0,0.09,0.0,
ClassMemberImpliedModifier,3954,133026,4896,119004,260880,0.53,0.47,0.03,0.45,-0.05,0.03,0.04,0.03,0.53,-0.0,-0.01,1.0,0.21,0.0,
InnerAssignment,5423,131099,6823,117535,260880,0.52,0.47,0.05,0.44,-0.06,0.04,0.05,0.04,0.53,-0.01,-0.01,1.0,0.27,0.0,
MethodName,2377,134927,2995,120581,260880,0.53,0.47,0.02,0.44,-0.06,0.02,0.02,0.02,0.53,-0.0,-0.0,1.0,0.14,0.0,
NoClone,1315,136270,1652,121643,260880,0.53,0.47,0.01,0.44,-0.06,0.01,0.01,0.01,0.53,-0.0,-0.0,1.0,0.09,0.0,
AnnotationUseStyle,1754,135664,2258,121204,260880,0.53,0.47,0.02,0.44,-0.07,0.01,0.02,0.01,0.53,-0.0,-0.0,1.0,0.11,0.0,
JavadocMethod,11756,122905,15017,111202,260880,0.52,0.47,0.1,0.44,-0.07,0.1,0.11,0.09,0.52,-0.01,-0.02,1.0,0.48,0.0,
JavadocTagContinuationIndentation,1518,135995,1927,121440,260880,0.53,0.47,0.01,0.44,-0.07,0.01,0.01,0.01,0.53,-0.0,-0.0,1.0,0.1,0.0,
LocalFinalVariableName,3201,133851,4071,119757,260880,0.53,0.47,0.03,0.44,-0.07,0.03,0.03,0.03,0.53,-0.0,-0.01,1.0,0.18,0.0,
NonEmptyAtclauseDescription,5471,130974,6948,117487,260880,0.52,0.47,0.05,0.44,-0.07,0.04,0.05,0.04,0.53,-0.01,-0.01,1.0,0.28,0.0,
OneStatementPerLine,3408,133523,4399,119550,260880,0.52,0.47,0.03,0.44,-0.07,0.03,0.03,0.03,0.53,-0.0,-0.01,1.0,0.19,0.0,
WhitespaceAround,10017,124958,12964,112941,260880,0.52,0.47,0.09,0.44,-0.08,0.08,0.09,0.07,0.52,-0.01,-0.02,1.0,0.43,0.0,
AvoidStarImport,4462,131924,5998,118496,260880,0.52,0.47,0.04,0.43,-0.09,0.04,0.04,0.03,0.53,-0.01,-0.01,1.0,0.24,0.0,
ExplicitInitialization,6578,129166,8756,116380,260880,0.52,0.47,0.06,0.43,-0.09,0.05,0.06,0.05,0.53,-0.01,-0.02,1.0,0.32,0.0,
VariableDeclarationUsageDistance,5296,130932,6990,117662,260880,0.52,0.47,0.05,0.43,-0.09,0.04,0.05,0.04,0.53,-0.01,-0.01,1.0,0.27,0.0,
DeclarationOrder,21120,109263,28659,101838,260880,0.5,0.47,0.19,0.42,-0.1,0.17,0.21,0.14,0.52,-0.03,-0.05,1.0,0.7,0.0,
EmptyStatement,661,137029,893,122297,260880,0.53,0.47,0.01,0.43,-0.1,0.01,0.01,0.01,0.53,-0.0,-0.0,1.0,0.05,0.0,
HiddenField,15260,117144,20778,107698,260880,0.51,0.47,0.14,0.42,-0.1,0.12,0.15,0.11,0.52,-0.03,-0.04,1.0,0.58,0.0,
JavadocPackage,8371,126470,11452,114587,260880,0.52,0.47,0.08,0.42,-0.1,0.07,0.08,0.06,0.52,-0.01,-0.02,1.0,0.39,0.0,
ParameterNumber,3284,133506,4416,119674,260880,0.52,0.47,0.03,0.43,-0.1,0.03,0.03,0.03,0.53,-0.01,-0.01,1.0,0.19,0.0,
MagicNumber,13876,118684,19238,109082,260880,0.51,0.47,0.13,0.42,-0.11,0.11,0.14,0.1,0.52,-0.03,-0.04,1.0,0.55,0.0,
NoWhitespaceBefore,1637,135644,2278,121321,260880,0.53,0.47,0.02,0.42,-0.11,0.01,0.02,0.01,0.53,-0.0,-0.0,1.0,0.11,0.0,
AbbreviationAsWordInName,2273,134698,3224,120685,260880,0.53,0.47,0.02,0.41,-0.12,0.02,0.02,0.02,0.53,-0.0,-0.01,1.0,0.15,0.0,
CommentsIndentation,4104,132085,5837,118854,260880,0.52,0.47,0.04,0.41,-0.12,0.03,0.04,0.03,0.53,-0.01,-0.01,1.0,0.23,0.0,
EmptyBlock,1567,135729,2193,121391,260880,0.53,0.47,0.01,0.42,-0.12,0.01,0.02,0.01,0.53,-0.0,-0.0,1.0,0.11,0.0,
ModifierOrder,3089,133544,4378,119869,260880,0.52,0.47,0.03,0.41,-0.12,0.03,0.03,0.02,0.53,-0.01,-0.01,1.0,0.19,0.0,
RedundantImport,244,137580,342,122714,260880,0.53,0.47,0.0,0.42,-0.12,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.02,0.0,
SingleSpaceSeparator,5384,130291,7631,117574,260880,0.52,0.47,0.05,0.41,-0.12,0.04,0.06,0.04,0.53,-0.01,-0.02,1.0,0.29,0.0,
SuperFinalize,15,137901,21,122943,260880,0.53,0.47,0.0,0.42,-0.12,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.0,0.0,
WriteTag,5350,130343,7579,117608,260880,0.52,0.47,0.05,0.41,-0.12,0.04,0.05,0.04,0.53,-0.01,-0.02,1.0,0.28,0.0,
EmptyCatchBlock,2970,133625,4297,119988,260880,0.52,0.47,0.03,0.41,-0.13,0.02,0.03,0.02,0.53,-0.01,-0.01,1.0,0.18,0.0,
FinalLocalVariable,6972,127956,9966,115986,260880,0.52,0.47,0.06,0.41,-0.13,0.06,0.07,0.05,0.52,-0.01,-0.02,1.0,0.35,0.0,
InnerTypeLast,6402,128646,9276,116556,260880,0.52,0.47,0.06,0.41,-0.13,0.05,0.07,0.05,0.53,-0.01,-0.02,1.0,0.33,0.0,
JavadocVariable,19535,109885,28037,103423,260880,0.5,0.47,0.18,0.41,-0.13,0.16,0.2,0.13,0.52,-0.04,-0.06,1.0,0.69,0.0,
NoWhitespaceAfter,3958,132233,5689,119000,260880,0.52,0.47,0.04,0.41,-0.13,0.03,0.04,0.03,0.53,-0.01,-0.01,1.0,0.23,0.0,
TrailingComment,9026,124878,13044,113932,260880,0.51,0.47,0.08,0.41,-0.13,0.07,0.09,0.07,0.52,-0.02,-0.03,1.0,0.42,0.0,
AvoidInlineConditionals,13479,117960,19962,109479,260880,0.5,0.47,0.13,0.4,-0.14,0.11,0.14,0.09,0.52,-0.03,-0.05,1.0,0.55,0.0,
LeftCurly,6139,128934,8988,116819,260880,0.52,0.47,0.06,0.41,-0.14,0.05,0.07,0.05,0.53,-0.01,-0.02,1.0,0.32,0.0,
LineLength,10884,121965,15957,112074,260880,0.51,0.47,0.1,0.41,-0.14,0.09,0.12,0.08,0.52,-0.03,-0.04,1.0,0.48,0.0,
NeedBraces,7492,126929,10993,115466,260880,0.52,0.47,0.07,0.41,-0.14,0.06,0.08,0.06,0.52,-0.02,-0.03,1.0,0.37,0.0,
ParameterAssignment,5839,129355,8567,117119,260880,0.52,0.47,0.06,0.41,-0.14,0.05,0.06,0.04,0.53,-0.01,-0.02,1.0,0.31,0.0,
UnusedImports,1473,135756,2166,121485,260880,0.53,0.47,0.01,0.4,-0.14,0.01,0.02,0.01,0.53,-0.0,-0.01,1.0,0.11,0.0,
MissingSwitchDefault,4167,131661,6261,118791,260880,0.52,0.47,0.04,0.4,-0.15,0.03,0.05,0.03,0.53,-0.01,-0.02,1.0,0.24,0.0,
ReturnCount,11273,121021,16901,111685,260880,0.51,0.47,0.11,0.4,-0.15,0.09,0.12,0.08,0.52,-0.03,-0.04,1.0,0.49,0.0,
SimplifyBooleanExpression,680,136905,1017,122278,260880,0.53,0.47,0.01,0.4,-0.15,0.01,0.01,0.01,0.53,-0.0,-0.0,1.0,0.06,0.0,
AnonInnerLength,4363,131235,6687,118595,260880,0.52,0.47,0.04,0.39,-0.16,0.04,0.05,0.03,0.53,-0.01,-0.02,1.0,0.25,0.0,
CatchParameterName,1549,135566,2356,121409,260880,0.53,0.47,0.01,0.4,-0.16,0.01,0.02,0.01,0.53,-0.0,-0.01,1.0,0.11,0.0,
NPathComplexity,8455,124895,13027,114503,260880,0.51,0.47,0.08,0.39,-0.16,0.07,0.09,0.06,0.52,-0.02,-0.03,1.0,0.41,0.0,
AvoidNestedBlocks,3323,132730,5192,119635,260880,0.52,0.47,0.03,0.39,-0.17,0.03,0.04,0.03,0.53,-0.01,-0.01,1.0,0.21,0.0,
BooleanExpressionComplexity,4039,131649,6273,118919,260880,0.52,0.47,0.04,0.39,-0.17,0.03,0.05,0.03,0.53,-0.01,-0.02,1.0,0.24,0.0,
ConstantName,4336,131150,6772,118622,260880,0.52,0.47,0.04,0.39,-0.17,0.04,0.05,0.03,0.53,-0.01,-0.02,1.0,0.25,0.0,
EmptyLineSeparator,13100,117550,20372,109858,260880,0.5,0.47,0.13,0.39,-0.17,0.11,0.15,0.09,0.52,-0.04,-0.05,1.0,0.55,0.0,
ModifiedControlVariable,1380,135761,2161,121578,260880,0.53,0.47,0.01,0.39,-0.17,0.01,0.02,0.01,0.53,-0.0,-0.01,1.0,0.1,0.0,
VisibilityModifier,10466,121566,16356,112492,260880,0.51,0.47,0.1,0.39,-0.17,0.09,0.12,0.08,0.52,-0.03,-0.04,1.0,0.48,0.0,
EmptyForInitializerPad,24,137884,38,122934,260880,0.53,0.47,0.0,0.39,-0.18,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.0,0.0,
MissingDeprecated,1299,135866,2056,121659,260880,0.53,0.47,0.01,0.39,-0.18,0.01,0.01,0.01,0.53,-0.0,-0.01,1.0,0.1,0.0,
OperatorWrap,7637,125779,12143,115321,260880,0.51,0.47,0.08,0.39,-0.18,0.06,0.09,0.06,0.52,-0.02,-0.03,1.0,0.39,0.0,
LocalVariableName,3273,132648,5274,119685,260880,0.52,0.47,0.03,0.38,-0.19,0.03,0.04,0.03,0.53,-0.01,-0.01,1.0,0.21,0.0,
InvalidJavadocPosition,924,136381,1541,122034,260880,0.53,0.47,0.01,0.37,-0.2,0.01,0.01,0.01,0.53,-0.0,-0.0,1.0,0.08,0.0,
Indentation,5087,129335,8587,117871,260880,0.52,0.47,0.05,0.37,-0.21,0.04,0.06,0.04,0.53,-0.02,-0.03,1.0,0.3,0.0,
MultipleStringLiterals,13142,115771,22151,109816,260880,0.49,0.47,0.14,0.37,-0.21,0.11,0.16,0.09,0.52,-0.05,-0.07,1.0,0.57,0.0,
WhitespaceAfter,8100,124130,13792,114858,260880,0.51,0.47,0.08,0.37,-0.21,0.07,0.1,0.06,0.52,-0.03,-0.04,1.0,0.42,0.0,
ArrayTypeStyle,976,136252,1670,121982,260880,0.53,0.47,0.01,0.37,-0.22,0.01,0.01,0.01,0.53,-0.0,-0.01,1.0,0.08,0.0,
TodoComment,2431,133720,4202,120527,260880,0.52,0.47,0.03,0.37,-0.22,0.02,0.03,0.02,0.53,-0.01,-0.01,1.0,0.17,0.0,
CustomImportOrder,128,137696,226,122830,260880,0.53,0.47,0.0,0.36,-0.23,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.01,0.0,
EqualsAvoidNull,2212,134031,3891,120746,260880,0.52,0.47,0.02,0.36,-0.23,0.02,0.03,0.02,0.53,-0.01,-0.01,1.0,0.16,0.0,
IllegalCatch,5546,128171,9751,117412,260880,0.51,0.47,0.06,0.36,-0.23,0.05,0.07,0.04,0.53,-0.02,-0.03,1.0,0.32,0.0,
OverloadMethodsDeclarationOrder,6141,127155,10767,116817,260880,0.51,0.47,0.06,0.36,-0.23,0.05,0.08,0.05,0.52,-0.03,-0.03,1.0,0.35,0.0,
StaticVariableName,1449,135400,2522,121509,260880,0.52,0.47,0.02,0.36,-0.23,0.01,0.02,0.01,0.53,-0.01,-0.01,1.0,0.11,0.0,
IllegalThrows,35,137859,63,122923,260880,0.53,0.47,0.0,0.36,-0.24,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.0,0.0,
IllegalType,2192,133962,3960,120766,260880,0.52,0.47,0.02,0.36,-0.24,0.02,0.03,0.02,0.53,-0.01,-0.01,1.0,0.16,0.0,
SimplifyBooleanReturn,188,137584,338,122770,260880,0.53,0.47,0.0,0.36,-0.24,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.02,0.0,
EmptyForIteratorPad,750,136558,1364,122208,260880,0.53,0.47,0.01,0.35,-0.25,0.01,0.01,0.01,0.53,-0.0,-0.0,1.0,0.07,0.0,
InterfaceIsType,99,137741,181,122859,260880,0.53,0.47,0.0,0.35,-0.25,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.01,0.0,
NestedForDepth,1396,135392,2530,121562,260880,0.52,0.47,0.02,0.36,-0.25,0.01,0.02,0.01,0.53,-0.01,-0.01,1.0,0.11,0.0,
SingleLineJavadoc,243,137473,449,122715,260880,0.53,0.47,0.0,0.35,-0.25,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.03,0.0,
CyclomaticComplexity,9153,120745,17177,113805,260880,0.5,0.47,0.1,0.35,-0.26,0.07,0.12,0.07,0.52,-0.05,-0.06,1.0,0.47,0.01,
ExecutableStatementCount,9044,121069,16853,113914,260880,0.5,0.47,0.1,0.35,-0.26,0.07,0.12,0.06,0.52,-0.05,-0.06,1.0,0.47,0.0,
UnnecessaryParentheses,6506,125813,12109,116452,260880,0.51,0.47,0.07,0.35,-0.26,0.05,0.09,0.05,0.52,-0.03,-0.04,1.0,0.37,0.0,
SuperClone,332,137295,627,122626,260880,0.53,0.47,0.0,0.35,-0.27,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.04,0.0,
UnnecessarySemicolonInEnumeration,672,136645,1277,122286,260880,0.53,0.47,0.01,0.34,-0.27,0.01,0.01,0.01,0.53,-0.0,-0.0,1.0,0.06,0.0,
JavaNCSS,7134,123910,14012,115824,260880,0.5,0.47,0.08,0.34,-0.28,0.06,0.1,0.05,0.52,-0.04,-0.05,1.0,0.41,0.0,
MethodLength,3222,131695,6227,119736,260880,0.52,0.47,0.04,0.34,-0.28,0.03,0.05,0.02,0.53,-0.02,-0.02,1.0,0.22,0.0,
MissingJavadocMethod,15116,108544,29378,107842,260880,0.47,0.47,0.17,0.34,-0.28,0.12,0.21,0.1,0.52,-0.09,-0.1,1.0,0.66,0.01,
SeparatorWrap,13253,112256,25666,109705,260880,0.48,0.47,0.15,0.34,-0.28,0.11,0.19,0.09,0.52,-0.08,-0.09,1.0,0.61,0.01,
ParenPad,2542,132827,5095,120416,260880,0.52,0.47,0.03,0.33,-0.29,0.02,0.04,0.02,0.53,-0.02,-0.02,1.0,0.19,0.0,
AtclauseOrder,2887,132014,5908,120071,260880,0.52,0.47,0.03,0.33,-0.3,0.02,0.04,0.02,0.53,-0.02,-0.02,1.0,0.21,0.0,
ImportOrder,13305,110882,27040,109653,260880,0.48,0.47,0.15,0.33,-0.3,0.11,0.2,0.09,0.52,-0.08,-0.1,1.0,0.62,0.01,
NestedIfDepth,7377,122634,15288,115581,260880,0.5,0.47,0.09,0.33,-0.31,0.06,0.11,0.05,0.52,-0.05,-0.06,1.0,0.43,0.01,
ClassDataAbstractionCoupling,5913,124991,12931,117045,260880,0.5,0.47,0.07,0.31,-0.33,0.05,0.09,0.04,0.52,-0.04,-0.05,1.0,0.37,0.01,
NestedTryDepth,503,136825,1097,122455,260880,0.53,0.47,0.01,0.31,-0.33,0.0,0.01,0.0,0.53,-0.0,-0.0,1.0,0.05,0.0,
MethodCount,1003,135681,2241,121955,260880,0.52,0.47,0.01,0.31,-0.34,0.01,0.02,0.01,0.53,-0.01,-0.01,1.0,0.1,0.0,
GenericWhitespace,389,136991,931,122569,260880,0.53,0.47,0.01,0.29,-0.37,0.0,0.01,0.0,0.53,-0.0,-0.0,1.0,0.05,0.0,
IllegalToken,1073,135340,2582,121885,260880,0.52,0.47,0.01,0.29,-0.38,0.01,0.02,0.01,0.53,-0.01,-0.01,1.0,0.11,0.0,
MethodTypeParameterName,72,137749,173,122886,260880,0.53,0.47,0.0,0.29,-0.38,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.01,0.0,
RightCurly,2514,131831,6091,120444,260880,0.51,0.47,0.03,0.29,-0.38,0.02,0.04,0.02,0.53,-0.02,-0.03,1.0,0.21,0.0,
AnnotationOnSameLine,11814,108125,29797,111144,260880,0.46,0.47,0.16,0.28,-0.4,0.1,0.22,0.08,0.52,-0.12,-0.13,1.0,0.63,0.02,
ClassFanOutComplexity,6309,121937,15985,116649,260880,0.49,0.47,0.09,0.28,-0.4,0.05,0.12,0.05,0.52,-0.06,-0.07,1.0,0.42,0.01,
FileTabCharacter,548,136498,1424,122410,260880,0.53,0.47,0.01,0.28,-0.41,0.0,0.01,0.0,0.53,-0.01,-0.01,1.0,0.06,0.0,
RequireThis,97,137634,288,122861,260880,0.53,0.47,0.0,0.25,-0.47,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.02,0.0,
FileLength,1199,134221,3701,121759,260880,0.52,0.47,0.02,0.24,-0.48,0.01,0.03,0.01,0.53,-0.02,-0.02,1.0,0.13,0.0,
InterfaceTypeParameterName,21,137858,64,122937,260880,0.53,0.47,0.0,0.25,-0.48,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.0,0.0,
IllegalImport,73,137675,247,122885,260880,0.53,0.47,0.0,0.23,-0.52,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.01,0.0,
ThrowsCount,14,137860,62,122944,260880,0.53,0.47,0.0,0.18,-0.61,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.0,0.0,
ClassTypeParameterName,35,137722,200,122923,260880,0.53,0.47,0.0,0.15,-0.68,0.0,0.0,0.0,0.53,-0.0,-0.0,1.0,0.01,0.0,
CovariantEquals,0,137922,0,122958,260880,0.53,0.47,0.0,0.0,-1.0,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.0,0.0,
NoLineWrap,0,137922,0,122958,260880,0.53,0.47,0.0,0.0,-1.0,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.0,0.0,
OuterTypeFilename,0,137922,0,122958,260880,0.53,0.47,0.0,0.0,-1.0,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.0,0.0,
Regexp,0,137922,0,122958,260880,0.53,0.47,0.0,0.0,-1.0,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.0,0.0,
RegexpOnFilename,0,137922,0,122958,260880,0.53,0.47,0.0,0.0,-1.0,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.0,0.0,
SuppressWarnings,0,137922,0,122958,260880,0.53,0.47,0.0,0.0,-1.0,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.0,0.0,
UnnecessarySemicolonInTryWithResources,0,137922,0,122958,260880,0.53,0.47,0.0,0.0,-1.0,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.0,0.0,
