feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
JavadocType,21,11256,16,11235,22528,0.5,0.5,0.0,0.57,0.14,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.02,0.0,
MethodName,38,11243,29,11218,22528,0.5,0.5,0.0,0.57,0.14,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.03,0.0,
MissingCtor,264,11073,199,10992,22528,0.5,0.5,0.02,0.57,0.14,0.02,0.02,0.02,0.5,0.01,0.01,1.0,0.14,0.0,
AvoidStarImport,236,11089,183,11020,22528,0.5,0.5,0.02,0.56,0.13,0.02,0.02,0.02,0.5,0.0,0.0,1.0,0.13,0.0,
ConstantName,141,11163,109,11115,22528,0.5,0.5,0.01,0.56,0.13,0.01,0.01,0.01,0.5,0.0,0.0,1.0,0.09,0.0,
InvalidJavadocPosition,85,11206,66,11171,22528,0.5,0.5,0.01,0.56,0.13,0.01,0.01,0.01,0.5,0.0,0.0,1.0,0.06,0.0,
UnusedImports,445,10926,346,10811,22528,0.5,0.5,0.04,0.56,0.13,0.04,0.03,0.04,0.5,0.01,0.01,1.0,0.22,0.0,
UpperEll,9,11265,7,11247,22528,0.5,0.5,0.0,0.56,0.13,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.01,0.0,
BooleanExpressionComplexity,76,11212,60,11180,22528,0.5,0.5,0.01,0.56,0.12,0.01,0.01,0.01,0.5,0.0,0.0,1.0,0.05,0.0,
NestedForDepth,42,11239,33,11214,22528,0.5,0.5,0.0,0.56,0.12,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.03,0.0,
NonEmptyAtclauseDescription,159,11147,125,11097,22528,0.5,0.5,0.01,0.56,0.12,0.01,0.01,0.01,0.5,0.0,0.0,1.0,0.1,0.0,
FileLength,10,11264,8,11246,22528,0.5,0.5,0.0,0.56,0.11,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.01,0.0,
InnerAssignment,47,11234,38,11209,22528,0.5,0.5,0.0,0.55,0.11,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.04,0.0,
JavadocMethod,499,10868,404,10757,22528,0.5,0.5,0.04,0.55,0.11,0.04,0.04,0.04,0.5,0.01,0.01,1.0,0.24,0.0,
MethodTypeParameterName,5,11268,4,11251,22528,0.5,0.5,0.0,0.56,0.11,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.01,0.0,
NeedBraces,460,10901,371,10796,22528,0.5,0.5,0.04,0.55,0.11,0.04,0.03,0.04,0.5,0.01,0.01,1.0,0.23,0.0,
ParameterNumber,99,11193,79,11157,22528,0.5,0.5,0.01,0.56,0.11,0.01,0.01,0.01,0.5,0.0,0.0,1.0,0.07,0.0,
AvoidInlineConditionals,488,10873,399,10768,22528,0.5,0.5,0.04,0.55,0.1,0.04,0.04,0.04,0.5,0.01,0.01,1.0,0.24,0.0,
MethodParamPad,54,11228,44,11202,22528,0.5,0.5,0.0,0.55,0.1,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.04,0.0,
FallThrough,12,11262,10,11244,22528,0.5,0.5,0.0,0.55,0.09,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.01,0.0,
JavadocVariable,945,10478,794,10311,22528,0.51,0.5,0.08,0.54,0.09,0.08,0.07,0.08,0.5,0.01,0.01,1.0,0.39,0.0,
OperatorWrap,352,10977,295,10904,22528,0.5,0.5,0.03,0.54,0.09,0.03,0.03,0.03,0.5,0.01,0.01,1.0,0.19,0.0,
UnnecessaryParentheses,251,11063,209,11005,22528,0.5,0.5,0.02,0.55,0.09,0.02,0.02,0.02,0.5,0.0,0.0,1.0,0.14,0.0,
ArrayTypeStyle,26,11250,22,11230,22528,0.5,0.5,0.0,0.54,0.08,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.02,0.0,
DeclarationOrder,543,10810,462,10713,22528,0.5,0.5,0.04,0.54,0.08,0.05,0.04,0.05,0.5,0.01,0.01,1.0,0.26,0.0,
SingleLineJavadoc,13,11261,11,11243,22528,0.5,0.5,0.0,0.54,0.08,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.01,0.0,
CatchParameterName,61,11219,53,11195,22528,0.5,0.5,0.01,0.54,0.07,0.01,0.0,0.01,0.5,0.0,0.0,1.0,0.05,0.0,
DesignForExtension,734,10636,636,10522,22528,0.5,0.5,0.06,0.54,0.07,0.07,0.06,0.06,0.5,0.01,0.01,1.0,0.33,0.0,
EmptyLineSeparator,870,10519,753,10386,22528,0.51,0.5,0.07,0.54,0.07,0.08,0.07,0.07,0.5,0.01,0.01,1.0,0.37,0.0,
HideUtilityClassConstructor,24,11251,21,11232,22528,0.5,0.5,0.0,0.53,0.07,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.02,0.0,
ImportOrder,1060,10346,926,10196,22528,0.51,0.5,0.09,0.53,0.07,0.09,0.08,0.09,0.5,0.01,0.01,1.0,0.43,0.0,
InnerTypeLast,251,11052,220,11005,22528,0.5,0.5,0.02,0.53,0.07,0.02,0.02,0.02,0.5,0.0,0.0,1.0,0.15,0.0,
LineLength,1438,10014,1258,9818,22528,0.51,0.5,0.12,0.53,0.07,0.13,0.11,0.11,0.5,0.02,0.02,1.0,0.53,0.0,
ParameterAssignment,175,11120,152,11081,22528,0.5,0.5,0.01,0.54,0.07,0.02,0.01,0.02,0.5,0.0,0.0,1.0,0.11,0.0,
ParenPad,309,11004,268,10947,22528,0.5,0.5,0.03,0.54,0.07,0.03,0.02,0.03,0.5,0.0,0.0,1.0,0.17,0.0,
TodoComment,209,11089,183,11047,22528,0.5,0.5,0.02,0.53,0.07,0.02,0.02,0.02,0.5,0.0,0.0,1.0,0.13,0.0,
JavadocStyle,281,11024,248,10975,22528,0.5,0.5,0.02,0.53,0.06,0.02,0.02,0.02,0.5,0.0,0.0,1.0,0.16,0.0,
MagicNumber,568,10764,508,10688,22528,0.5,0.5,0.05,0.53,0.06,0.05,0.05,0.05,0.5,0.01,0.01,1.0,0.28,0.0,
MissingJavadocType,205,11091,181,11051,22528,0.5,0.5,0.02,0.53,0.06,0.02,0.02,0.02,0.5,0.0,0.0,1.0,0.13,0.0,
SummaryJavadoc,371,10943,329,10885,22528,0.5,0.5,0.03,0.53,0.06,0.03,0.03,0.03,0.5,0.0,0.0,1.0,0.2,0.0,
TrailingComment,415,10906,366,10841,22528,0.5,0.5,0.03,0.53,0.06,0.04,0.03,0.04,0.5,0.0,0.0,1.0,0.22,0.0,
ClassFanOutComplexity,119,11164,108,11137,22528,0.5,0.5,0.01,0.52,0.05,0.01,0.01,0.01,0.5,0.0,0.0,1.0,0.08,0.0,
CustomImportOrder,30,11245,27,11226,22528,0.5,0.5,0.0,0.53,0.05,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.03,0.0,
FinalLocalVariable,1070,10304,968,10186,22528,0.5,0.5,0.09,0.53,0.05,0.1,0.09,0.09,0.5,0.01,0.01,1.0,0.44,0.0,
HiddenField,583,10741,531,10673,22528,0.5,0.5,0.05,0.52,0.05,0.05,0.05,0.05,0.5,0.0,0.0,1.0,0.28,0.0,
JavadocPackage,148,11138,134,11108,22528,0.5,0.5,0.01,0.52,0.05,0.01,0.01,0.01,0.5,0.0,0.0,1.0,0.1,0.0,
JavadocParagraph,423,10886,386,10833,22528,0.5,0.5,0.04,0.52,0.05,0.04,0.03,0.04,0.5,0.0,0.0,1.0,0.22,0.0,
NoWhitespaceAfter,124,11160,112,11132,22528,0.5,0.5,0.01,0.53,0.05,0.01,0.01,0.01,0.5,0.0,0.0,1.0,0.08,0.0,
WhitespaceAfter,595,10729,543,10661,22528,0.5,0.5,0.05,0.52,0.05,0.05,0.05,0.05,0.5,0.0,0.0,1.0,0.29,0.0,
prev_touch_ago,4737,6941,4331,6519,22528,0.52,0.5,0.4,0.52,0.05,0.42,0.38,0.3,0.5,0.04,0.04,1.0,0.97,0.0,
CommentsIndentation,326,10968,304,10930,22528,0.5,0.5,0.03,0.52,0.04,0.03,0.03,0.03,0.5,0.0,0.0,1.0,0.18,0.0,
FinalParameters,915,10422,850,10341,22528,0.5,0.5,0.08,0.52,0.04,0.08,0.08,0.08,0.5,0.01,0.01,1.0,0.4,0.0,
LeftCurly,364,10934,338,10892,22528,0.5,0.5,0.03,0.52,0.04,0.03,0.03,0.03,0.5,0.0,0.0,1.0,0.2,0.0,
MissingJavadocMethod,818,10509,763,10438,22528,0.5,0.5,0.07,0.52,0.04,0.07,0.07,0.07,0.5,0.0,0.0,1.0,0.37,0.0,
SeparatorWrap,495,10813,459,10761,22528,0.5,0.5,0.04,0.52,0.04,0.04,0.04,0.04,0.5,0.0,0.0,1.0,0.25,0.0,
StaticVariableName,54,11222,50,11202,22528,0.5,0.5,0.0,0.52,0.04,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.04,0.0,
VisibilityModifier,397,10902,370,10859,22528,0.5,0.5,0.03,0.52,0.04,0.04,0.03,0.03,0.5,0.0,0.0,1.0,0.21,0.0,
file_ccp,5035,6577,4695,6221,22528,0.52,0.5,0.43,0.52,0.04,0.45,0.42,0.32,0.5,0.03,0.03,1.0,0.99,0.0,
AbstractClassName,40,11234,38,11216,22528,0.5,0.5,0.0,0.51,0.03,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.03,0.0,
IllegalCatch,244,11043,229,11012,22528,0.5,0.5,0.02,0.52,0.03,0.02,0.02,0.02,0.5,0.0,0.0,1.0,0.15,0.0,
NestedIfDepth,395,10901,371,10861,22528,0.5,0.5,0.03,0.52,0.03,0.04,0.03,0.03,0.5,0.0,0.0,1.0,0.21,0.0,
WhitespaceAround,870,10448,824,10386,22528,0.5,0.5,0.08,0.51,0.03,0.08,0.07,0.07,0.5,0.0,0.0,1.0,0.39,0.0,
avg_coupling_code_size_cut,5092,6474,4798,6164,22528,0.51,0.5,0.44,0.51,0.03,0.45,0.43,0.32,0.5,0.03,0.03,1.0,0.99,0.0,
AnnotationOnSameLine,940,10367,905,10316,22528,0.5,0.5,0.08,0.51,0.02,0.08,0.08,0.08,0.5,0.0,0.0,1.0,0.41,0.0,
ClassDataAbstractionCoupling,132,11146,126,11124,22528,0.5,0.5,0.01,0.51,0.02,0.01,0.01,0.01,0.5,0.0,0.0,1.0,0.09,0.0,
EqualsAvoidNull,111,11166,106,11145,22528,0.5,0.5,0.01,0.51,0.02,0.01,0.01,0.01,0.5,0.0,0.0,1.0,0.08,0.0,
ExplicitInitialization,200,11081,191,11056,22528,0.5,0.5,0.02,0.51,0.02,0.02,0.02,0.02,0.5,0.0,0.0,1.0,0.13,0.0,
FileTabCharacter,263,11019,253,10993,22528,0.5,0.5,0.02,0.51,0.02,0.02,0.02,0.02,0.5,0.0,0.0,1.0,0.16,0.0,
MultipleStringLiterals,712,10588,684,10544,22528,0.5,0.5,0.06,0.51,0.02,0.06,0.06,0.06,0.5,0.0,0.0,1.0,0.34,0.0,
ReturnCount,362,10926,346,10894,22528,0.5,0.5,0.03,0.51,0.02,0.03,0.03,0.03,0.5,0.0,0.0,1.0,0.2,0.0,
GenericWhitespace,45,11228,44,11211,22528,0.5,0.5,0.0,0.51,0.01,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.04,0.0,
LocalVariableName,82,11191,81,11174,22528,0.5,0.5,0.01,0.5,0.01,0.01,0.01,0.01,0.5,0.0,0.0,1.0,0.06,0.0,
NPathComplexity,239,11036,236,11017,22528,0.5,0.5,0.02,0.5,0.01,0.02,0.02,0.02,0.5,0.0,0.0,1.0,0.15,0.0,
SingleSpaceSeparator,416,10863,409,10840,22528,0.5,0.5,0.04,0.5,0.01,0.04,0.04,0.04,0.5,0.0,0.0,1.0,0.23,0.0,
WriteTag,284,10994,278,10972,22528,0.5,0.5,0.02,0.51,0.01,0.03,0.02,0.02,0.5,0.0,0.0,1.0,0.17,0.0,
CyclomaticComplexity,290,10980,292,10966,22528,0.5,0.5,0.03,0.5,-0.0,0.03,0.03,0.03,0.5,-0.0,-0.0,1.0,0.17,0.0,
IllegalThrows,3,11269,3,11253,22528,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,
Indentation,809,10457,815,10447,22528,0.5,0.5,0.07,0.5,-0.0,0.07,0.07,0.07,0.5,-0.0,-0.0,1.0,0.37,0.0,
LocalFinalVariableName,27,11245,27,11229,22528,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.02,0.0,
NoLineWrap,2,11270,2,11254,22528,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,
OuterTypeNumber,2,11270,2,11254,22528,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,
UncommentedMain,5,11267,5,11251,22528,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.01,0.0,
AvoidStaticImport,268,11000,272,10988,22528,0.5,0.5,0.02,0.5,-0.01,0.02,0.02,0.02,0.5,-0.0,-0.0,1.0,0.16,0.0,
RedundantModifier,169,11099,173,11087,22528,0.5,0.5,0.02,0.49,-0.01,0.02,0.02,0.01,0.5,-0.0,-0.0,1.0,0.11,0.0,
RightCurly,323,10944,328,10933,22528,0.5,0.5,0.03,0.5,-0.01,0.03,0.03,0.03,0.5,-0.0,-0.0,1.0,0.19,0.0,
VariableDeclarationUsageDistance,216,11051,221,11040,22528,0.5,0.5,0.02,0.49,-0.01,0.02,0.02,0.02,0.5,-0.0,-0.0,1.0,0.14,0.0,
random_metric,5482,5723,5549,5774,22528,0.5,0.5,0.49,0.5,-0.01,0.49,0.49,0.33,0.5,-0.01,-0.01,1.0,1.0,0.0,
AnnotationUseStyle,39,11231,41,11217,22528,0.5,0.5,0.0,0.49,-0.02,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.03,0.0,
FinalClass,49,11221,51,11207,22528,0.5,0.5,0.0,0.49,-0.02,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.04,0.0,
InterfaceMemberImpliedModifier,84,11184,88,11172,22528,0.5,0.5,0.01,0.49,-0.02,0.01,0.01,0.01,0.5,-0.0,-0.0,1.0,0.06,0.0,
ModifierOrder,101,11167,105,11155,22528,0.5,0.5,0.01,0.49,-0.02,0.01,0.01,0.01,0.5,-0.0,-0.0,1.0,0.08,0.0,
NewlineAtEndOfFile,93,11176,96,11163,22528,0.5,0.5,0.01,0.49,-0.02,0.01,0.01,0.01,0.5,-0.0,-0.0,1.0,0.07,0.0,
ClassMemberImpliedModifier,54,11215,57,11202,22528,0.5,0.5,0.0,0.49,-0.03,0.0,0.01,0.0,0.5,-0.0,-0.0,1.0,0.04,0.0,
OverloadMethodsDeclarationOrder,155,11106,166,11101,22528,0.5,0.5,0.01,0.48,-0.03,0.01,0.01,0.01,0.5,-0.0,-0.0,1.0,0.11,0.0,
ParameterName,31,11238,34,11225,22528,0.5,0.5,0.0,0.48,-0.05,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.03,0.0,
AnnotationLocation,32,11236,36,11224,22528,0.5,0.5,0.0,0.47,-0.06,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.03,0.0,
ExecutableStatementCount,220,11023,249,11036,22528,0.5,0.5,0.02,0.47,-0.06,0.02,0.02,0.02,0.5,-0.0,-0.0,1.0,0.15,0.0,
MissingSwitchDefault,70,11192,80,11186,22528,0.5,0.5,0.01,0.47,-0.07,0.01,0.01,0.01,0.5,-0.0,-0.0,1.0,0.06,0.0,
EmptyStatement,30,11236,36,11226,22528,0.5,0.5,0.0,0.45,-0.09,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.03,0.0,
JavaNCSS,176,11061,211,11080,22528,0.5,0.5,0.02,0.45,-0.09,0.02,0.02,0.02,0.5,-0.0,-0.0,1.0,0.13,0.0,
MultipleVariableDeclarations,52,11210,62,11204,22528,0.5,0.5,0.01,0.46,-0.09,0.0,0.01,0.0,0.5,-0.0,-0.0,1.0,0.05,0.0,
AtclauseOrder,109,11139,133,11147,22528,0.5,0.5,0.01,0.45,-0.1,0.01,0.01,0.01,0.5,-0.0,-0.0,1.0,0.09,0.0,
JavadocTagContinuationIndentation,68,11188,84,11188,22528,0.5,0.5,0.01,0.45,-0.1,0.01,0.01,0.01,0.5,-0.0,-0.0,1.0,0.06,0.0,
MemberName,54,11206,66,11202,22528,0.5,0.5,0.01,0.45,-0.1,0.0,0.01,0.0,0.5,-0.0,-0.0,1.0,0.05,0.0,
SuperClone,9,11261,11,11247,22528,0.5,0.5,0.0,0.45,-0.1,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.01,0.0,
AnonInnerLength,154,11078,194,11102,22528,0.5,0.5,0.02,0.44,-0.11,0.01,0.02,0.01,0.5,-0.0,-0.0,1.0,0.12,0.0,
IllegalType,73,11181,91,11183,22528,0.5,0.5,0.01,0.45,-0.11,0.01,0.01,0.01,0.5,-0.0,-0.0,1.0,0.06,0.0,
MethodCount,8,11262,10,11248,22528,0.5,0.5,0.0,0.44,-0.11,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.01,0.0,
IllegalToken,3,11268,4,11253,22528,0.5,0.5,0.0,0.43,-0.14,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.0,0.0,
EmptyForIteratorPad,13,11254,18,11243,22528,0.5,0.5,0.0,0.42,-0.16,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.02,0.0,
MethodLength,64,11184,88,11192,22528,0.5,0.5,0.01,0.42,-0.16,0.01,0.01,0.01,0.5,-0.0,-0.0,1.0,0.06,0.0,
MissingDeprecated,73,11168,104,11183,22528,0.5,0.5,0.01,0.41,-0.17,0.01,0.01,0.01,0.5,-0.0,-0.0,1.0,0.07,0.0,
SimplifyBooleanReturn,8,11260,12,11248,22528,0.5,0.5,0.0,0.4,-0.2,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.01,0.0,
AbbreviationAsWordInName,27,11228,44,11229,22528,0.5,0.5,0.0,0.38,-0.24,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.03,0.0,
ModifiedControlVariable,19,11240,32,11237,22528,0.5,0.5,0.0,0.37,-0.25,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.02,0.0,
RedundantImport,8,11257,15,11248,22528,0.5,0.5,0.0,0.35,-0.3,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.01,0.0,
MissingOverride,6,11260,12,11250,22528,0.5,0.5,0.0,0.33,-0.33,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.01,0.0,
LambdaParameterName,1,11269,3,11255,22528,0.5,0.5,0.0,0.25,-0.5,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.0,0.0,
DefaultComesLast,0,11269,3,11256,22528,0.5,0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.0,0.0,
ImportControl,0,11272,0,11256,22528,0.5,0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,
MissingJavadocPackage,0,11272,0,11256,22528,0.5,0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,
MutableException,0,11270,2,11256,22528,0.5,0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.0,0.0,
OuterTypeFilename,0,11272,0,11256,22528,0.5,0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,
PackageDeclaration,0,11261,11,11256,22528,0.5,0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.01,0.0,
PackageName,0,11272,0,11256,22528,0.5,0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,
Regexp,0,11272,0,11256,22528,0.5,0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,
RegexpOnFilename,0,11272,0,11256,22528,0.5,0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,
SuperFinalize,0,11270,2,11256,22528,0.5,0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.0,0.0,
SuppressWarnings,0,11272,0,11256,22528,0.5,0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,
UnnecessarySemicolonInTryWithResources,0,11270,2,11256,22528,0.5,0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.0,0.0,
