feature_name,Pearson,positive_corrective_rate_avg,positive_corrective_rate_std,positive_files_num,negative_corrective_rate_avg,negative_corrective_rate_std,negative_files_num,accuracy,hit_rate,precision,precision_lift,recall,Jaccard,prob_in_reduced_risk,lift_in_reduced_risk,CCP
TodoComment,0.04,0.21,0.15926776221592498,1434.0,0.19652120256991135,0.15327291828279946,6478.0,0.73,0.18,0.16,0.1,0.2,0.1,0.15,-0.16666666666666663,0.21
SeparatorWrap,0.09,0.21,0.15680676494544862,4275.0,0.18438446228679178,0.15035731301684263,3637.0,0.49,0.54,0.16,0.1,0.59,0.14,0.43,-0.20370370370370372,0.21
CyclomaticComplexity,0.1,0.21,0.1566390804777446,5023.0,0.17932249269193049,0.14858295448390615,2889.0,0.42,0.63,0.16,0.1,0.7,0.15,0.54,-0.1428571428571428,0.21
AvoidInlineConditionals,0.1,0.21,0.15704831011288198,5174.0,0.17855529939549908,0.14732470350474747,2738.0,0.41,0.65,0.16,0.11,0.73,0.15,0.57,-0.1230769230769232,0.21
ExecutableStatementCount,0.08,0.21,0.1581439740570631,4449.0,0.1859997471688142,0.14861720983958585,3463.0,0.47,0.56,0.16,0.1,0.62,0.15,0.5,-0.1071428571428572,0.21
HideUtilityClassConstructor,0.02,0.21,0.1630654251077788,483.0,0.19890498920200128,0.1539163975638673,7429.0,0.81,0.06,0.16,0.08,0.07,0.05,0.06,0.0,0.21
RedundantModifier,0.03,0.21,0.15499669355750328,1498.0,0.19735600748053803,0.15431389709538043,6414.0,0.73,0.19,0.16,0.13,0.21,0.1,0.18,-0.052631578947368474,0.21
NonEmptyAtclauseDescription,0.03,0.21,0.16031921145814074,1646.0,0.19743195491669474,0.1528775476518597,6266.0,0.71,0.21,0.16,0.13,0.24,0.11,0.19,-0.09523809523809523,0.21
RightCurly,0.03,0.21,0.1640977995367821,2004.0,0.1970088739790448,0.1510363467609407,5908.0,0.68,0.25,0.16,0.07,0.27,0.11,0.26,0.040000000000000036,0.21
ExplicitInitialization,0.03,0.21,0.15017289879776957,2547.0,0.19624275432306515,0.15641776911492036,5365.0,0.63,0.32,0.16,0.08,0.35,0.12,0.3,-0.0625,0.21
HiddenField,0.06,0.21,0.15685043518439434,5021.0,0.1879699816444187,0.14965305534531273,2891.0,0.42,0.63,0.16,0.08,0.68,0.15,0.6,-0.04761904761904767,0.21
WhitespaceAround,0.03,0.21,0.1608812277813026,3251.0,0.19508731286747502,0.14974427708791663,4661.0,0.57,0.41,0.16,0.09,0.45,0.13,0.43,0.04878048780487809,0.21
MultipleStringLiterals,0.06,0.2,0.15591041545651754,6125.0,0.18299879759250626,0.14841926030374478,1787.0,0.32,0.77,0.16,0.08,0.83,0.15,0.74,-0.038961038961038974,0.2
JavadocParagraph,0.02,0.2,0.16313076427124154,2848.0,0.19696731516893848,0.1493816088928888,5064.0,0.61,0.36,0.16,0.09,0.39,0.13,0.41,0.13888888888888884,0.2
EmptyCatchBlock,0.01,0.2,0.14578931761095928,754.0,0.1991224945903977,0.1553925005344012,7158.0,0.79,0.1,0.16,0.07,0.1,0.07,0.09,-0.10000000000000009,0.2
NoWhitespaceBefore,0.0,0.2,0.16735303375682728,694.0,0.19930061520807613,0.15321728826959133,7218.0,0.79,0.09,0.16,0.07,0.09,0.06,0.11,0.22222222222222232,0.2
EmptyStatement,0.0,0.2,0.16395973042820686,211.0,0.19951495988081722,0.15424340389035687,7701.0,0.84,0.03,0.16,0.07,0.03,0.02,0.03,0.0,0.2
MethodName,-0.01,0.2,0.1490431279708018,517.0,0.19974934077806528,0.15488135943011713,7395.0,0.81,0.07,0.16,0.08,0.07,0.05,0.08,0.1428571428571428,0.2
FinalClass,0.03,0.22,0.16414944502108383,724.0,0.19782470428442156,0.15340155945123657,7188.0,0.79,0.09,0.15,0.06,0.1,0.06,0.08,-0.11111111111111105,0.22
LambdaParameterName,0.01,0.21,0.14986351976847287,60.0,0.1994198312406903,0.15453779999503972,7852.0,0.85,0.01,0.15,0.03,0.01,0.01,0.0,-1.0,0.21
OverloadMethodsDeclarationOrder,0.04,0.21,0.15950233016337897,2053.0,0.19601649819532924,0.15256518819689743,5859.0,0.67,0.26,0.15,0.04,0.27,0.11,0.24,-0.07692307692307698,0.21
ClassFanOutComplexity,0.08,0.21,0.15637232119434463,5764.0,0.179453114491116,0.14752810857864782,2148.0,0.35,0.73,0.15,0.06,0.77,0.15,0.66,-0.09589041095890405,0.21
ConstantName,0.03,0.21,0.15376845052149102,2262.0,0.19656795015601303,0.15470518351268966,5650.0,0.65,0.29,0.15,0.01,0.29,0.11,0.26,-0.10344827586206884,0.21
VisibilityModifier,0.04,0.21,0.15745100942398443,3534.0,0.1936499529629113,0.15183797658470405,4378.0,0.54,0.45,0.15,0.05,0.47,0.13,0.41,-0.08888888888888902,0.21
MagicNumber,0.06,0.21,0.15579901276827754,4887.0,0.18792272404854782,0.15168397061652092,3025.0,0.43,0.62,0.15,0.06,0.66,0.14,0.56,-0.09677419354838701,0.21
UnusedImports,0.01,0.21,0.15609135374924793,664.0,0.19889724179724383,0.15434795025027173,7248.0,0.8,0.08,0.15,0.02,0.09,0.06,0.08,0.0,0.21
VariableDeclarationUsageDistance,0.03,0.21,0.15410091823731276,2130.0,0.19698275691943584,0.15458103929820963,5782.0,0.67,0.27,0.15,0.05,0.28,0.11,0.24,-0.11111111111111116,0.21
TrailingComment,0.04,0.21,0.15589796619765067,4030.0,0.19297634569498648,0.1527779662842833,3882.0,0.5,0.51,0.15,0.03,0.52,0.13,0.46,-0.0980392156862745,0.21
EqualsAvoidNull,0.01,0.21,0.14987030588978253,1023.0,0.19869524397518035,0.15516813184477057,6889.0,0.76,0.13,0.15,0.05,0.14,0.08,0.12,-0.07692307692307698,0.21
NestedForDepth,0.01,0.2,0.15505454410623654,586.0,0.199147729303363,0.15445905011809385,7326.0,0.8,0.07,0.15,0.03,0.08,0.05,0.06,-0.14285714285714302,0.2
any-MODIFIER CHECKS,0.02,0.2,0.15587105969055615,3049.0,0.19660097553005518,0.15357663375812453,4863.0,0.59,0.39,0.15,0.04,0.4,0.12,0.38,-0.02564102564102566,0.2
SingleSpaceSeparator,0.02,0.2,0.15813979772070977,2089.0,0.1978892304348945,0.1531527270433594,5823.0,0.67,0.26,0.15,0.04,0.27,0.11,0.27,0.03846153846153855,0.2
any-METRICS CHECKS,0.08,0.2,0.15518805092876847,7074.0,0.16404907157802973,0.14382811869209708,838.0,0.23,0.89,0.15,0.03,0.92,0.15,0.84,-0.0561797752808989,0.2
DeclarationOrder,0.03,0.2,0.15667420648479777,4336.0,0.1947471048152231,0.15170481327248073,3576.0,0.47,0.55,0.15,0.01,0.55,0.13,0.53,-0.036363636363636376,0.2
any-ANNOTATION CHECKS,0.06,0.2,0.1548750588976222,6984.0,0.17508133301270887,0.14947386202149196,928.0,0.24,0.88,0.15,0.03,0.91,0.15,0.84,-0.045454545454545525,0.2
AnnotationOnSameLine,0.06,0.2,0.15493084669521406,6952.0,0.17645981658317025,0.1494019192160489,960.0,0.24,0.88,0.15,0.03,0.9,0.15,0.84,-0.045454545454545525,0.2
any-NAMING CONVENTIONS CHECKS,0.02,0.2,0.15641873633319703,4534.0,0.19553144635669126,0.1518163133990909,3378.0,0.45,0.57,0.15,0.02,0.59,0.13,0.57,0.0,0.2
Indentation,0.02,0.2,0.15524002452142877,5238.0,0.19438129368702572,0.15293629928834035,2674.0,0.39,0.66,0.15,0.03,0.68,0.14,0.65,-0.015151515151515138,0.2
FinalLocalVariable,0.04,0.2,0.1541195607707859,7100.0,0.17933692108573715,0.1564313872237732,812.0,0.22,0.9,0.15,0.0,0.9,0.14,0.85,-0.05555555555555558,0.2
ImportOrder,0.04,0.2,0.15629010421623946,7083.0,0.182521285421975,0.13716926688659234,829.0,0.23,0.9,0.15,0.03,0.92,0.15,0.89,-0.011111111111111072,0.2
FinalParameters,0.04,0.2,0.1542030694981415,7252.0,0.17876822979416132,0.15633951181355937,660.0,0.21,0.92,0.15,0.0,0.92,0.14,0.88,-0.0434782608695653,0.2
WriteTag,0.01,0.2,0.15405684147210777,4558.0,0.19702216488731208,0.15508673499779138,3354.0,0.45,0.58,0.15,0.02,0.59,0.13,0.57,-0.017241379310344862,0.2
IllegalType,0.0,0.2,0.15459207760668547,1070.0,0.1992653042628377,0.1544946056742302,6842.0,0.76,0.14,0.15,0.03,0.14,0.08,0.14,0.0,0.2
any-MISC CHECKS,0.04,0.2,0.15479529564804367,7747.0,0.15470702515761894,0.13277858324536526,165.0,0.16,0.98,0.15,0.01,0.99,0.15,0.97,-0.010204081632653073,0.2
any-CODING CHECKS,0.04,0.2,0.15457691935251933,7856.0,0.12588077029018016,0.1237963096066223,56.0,0.15,0.99,0.15,0.0,1.0,0.15,0.99,0.0,0.2
any-WHITESPACE CHECKS,0.02,0.2,0.15474660420638955,7785.0,0.17348579206408082,0.13654466156351586,127.0,0.16,0.98,0.15,0.0,0.99,0.15,0.98,0.0,0.2
LineLength,0.02,0.2,0.15459869309102717,7868.0,0.15663277182966276,0.13009386246210683,44.0,0.15,0.99,0.15,0.0,1.0,0.15,0.99,0.0,0.2
any-JAVADOC COMMENTS CHECKS,0.02,0.2,0.15454312195004177,7894.0,0.12985130799458283,0.1177647847809073,18.0,0.15,1.0,0.15,0.0,1.0,0.15,0.99,-0.010000000000000009,0.2
any-SIZE VIOLATION CHECKS,0.01,0.2,0.15451446723448004,7903.0,0.15196022442399254,0.14053798906704495,9.0,0.15,1.0,0.15,-0.0,1.0,0.15,1.0,0.0,0.2
avg_coupling_java_size,,0.2,0.15449954887173223,7912.0,,,,0.15,1.0,0.15,0.0,1.0,0.15,1.0,0.0,0.2
avg_coupling_size_capped,,0.2,0.15449954887173223,7912.0,,,,0.15,1.0,0.15,0.0,1.0,0.15,1.0,0.0,0.2
avg_coupling_java_size_capped,,0.2,0.15449954887173223,7912.0,,,,0.15,1.0,0.15,0.0,1.0,0.15,1.0,0.0,0.2
any-IMPORT CHECKS,,0.2,0.15449954887173223,7912.0,,,,0.15,1.0,0.15,0.0,1.0,0.15,1.0,0.0,0.2
ImportControl,-0.01,0.2,0.15450457750825838,7909.0,0.24861111111111112,0.16139223557440335,3.0,0.15,1.0,0.15,0.0,1.0,0.15,1.0,0.0,0.2
IllegalToken,0.02,0.22,0.16718614065429305,159.0,0.1991645041944036,0.15421766765654202,7753.0,0.84,0.02,0.14,-0.01,0.02,0.02,0.02,0.0,0.22
MethodCount,0.02,0.21,0.1535776343293729,591.0,0.19881377597385258,0.15456148510492904,7321.0,0.8,0.07,0.14,-0.04,0.07,0.05,0.06,-0.14285714285714302,0.21
MissingSwitchDefault,0.02,0.21,0.14831400750332668,1150.0,0.19837277092829747,0.15550764141181694,6762.0,0.75,0.15,0.14,-0.07,0.14,0.07,0.11,-0.2666666666666666,0.21
SummaryJavadoc,0.01,0.2,0.1591395994497221,4545.0,0.19789907183828748,0.14801322351632903,3367.0,0.45,0.57,0.14,-0.0,0.57,0.13,0.58,0.01754385964912286,0.2
JavadocStyle,0.0,0.2,0.15869193929629238,3584.0,0.19883833047359625,0.15095460443609193,4328.0,0.53,0.45,0.14,-0.01,0.45,0.12,0.46,0.022222222222222143,0.2
any-CLASS DESIGN CHECKS,-0.0,0.2,0.153837324369397,6959.0,0.19958168270035267,0.15933473498879547,953.0,0.23,0.88,0.14,-0.01,0.87,0.14,0.87,-0.011363636363636354,0.2
MissingCtor,-0.0,0.2,0.15699772557346325,3289.0,0.19977528946109402,0.1527139820989814,4623.0,0.56,0.42,0.14,-0.03,0.4,0.12,0.42,0.0,0.2
NewlineAtEndOfFile,-0.0,0.2,0.1453205961651501,408.0,0.19956199637069225,0.1549921428171349,7504.0,0.82,0.05,0.14,-0.02,0.05,0.04,0.05,0.0,0.2
JavadocVariable,-0.02,0.2,0.15085100901377926,7236.0,0.21092665962590937,0.18895702409490256,676.0,0.2,0.91,0.14,-0.01,0.91,0.14,0.91,0.0,0.2
CommentsIndentation,-0.0,0.2,0.1495071458026071,1619.0,0.1998691148351394,0.15576794340882508,6293.0,0.71,0.2,0.14,-0.05,0.19,0.09,0.19,-0.050000000000000044,0.2
DesignForExtension,-0.02,0.2,0.14970595007963913,5374.0,0.20421599813835836,0.16412074786364467,2538.0,0.37,0.68,0.14,-0.02,0.66,0.13,0.67,-0.014705882352941235,0.2
WhitespaceAfter,-0.01,0.2,0.16389423694381863,2697.0,0.2010443217121784,0.14940335459774642,5215.0,0.61,0.34,0.14,-0.01,0.34,0.11,0.39,0.1470588235294117,0.2
ArrayTrailingComma,-0.0,0.2,0.15312648087649994,383.0,0.19969384988679797,0.1545775196821788,7529.0,0.82,0.05,0.14,-0.07,0.05,0.04,0.05,0.0,0.2
EmptyLineSeparator,-0.06,0.2,0.1498718626383391,6897.0,0.22331258441067373,0.18117317152562687,1015.0,0.22,0.87,0.14,-0.05,0.82,0.13,0.88,0.011494252873563315,0.2
any-BLOCK CHECKS,-0.04,0.19,0.15479660105215123,4670.0,0.2065022155443831,0.15382752576644337,3242.0,0.43,0.59,0.14,-0.04,0.56,0.13,0.64,0.0847457627118644,0.19
MemberName,-0.01,0.19,0.15419827360598104,768.0,0.20010837542739676,0.15453180853150295,7144.0,0.78,0.1,0.14,-0.06,0.09,0.06,0.12,0.19999999999999996,0.19
ParameterName,-0.01,0.19,0.1420177302386768,472.0,0.20010434689424758,0.15524903942277984,7440.0,0.81,0.06,0.14,-0.07,0.06,0.04,0.07,0.16666666666666674,0.19
MultipleVariableDeclarations,-0.02,0.19,0.14962313665058707,729.0,0.20071077332749562,0.1549477847039969,7183.0,0.79,0.09,0.14,-0.03,0.09,0.06,0.11,0.22222222222222232,0.19
FileTabCharacter,-0.06,0.19,0.15632539857308755,2218.0,0.2051095308377791,0.15343572505757463,5694.0,0.65,0.28,0.14,-0.04,0.27,0.1,0.39,0.3928571428571428,0.19
ThrowsCount,-0.02,0.18,0.1459481584150491,93.0,0.1998175431012527,0.15458564252223958,7819.0,0.85,0.01,0.14,-0.04,0.01,0.01,0.02,1.0,0.17
MethodParamPad,0.02,0.21,0.15687803389963037,411.0,0.19880690909252768,0.1543454977416884,7501.0,0.82,0.05,0.13,-0.08,0.05,0.04,0.04,-0.20000000000000007,0.21
AvoidStarImport,-0.01,0.2,0.13490072440624115,1979.0,0.20033889196944218,0.16050806340304163,5933.0,0.67,0.25,0.13,-0.14,0.22,0.09,0.2,-0.19999999999999996,0.2
StaticVariableName,-0.01,0.2,0.14835189165160662,524.0,0.19979531224972305,0.1549327433733808,7388.0,0.81,0.07,0.13,-0.08,0.06,0.04,0.06,-0.14285714285714302,0.2
ParenPad,-0.02,0.19,0.1494823631964326,1275.0,0.2006354199367355,0.15543173731550275,6637.0,0.74,0.16,0.13,-0.1,0.14,0.07,0.17,0.0625,0.19
MissingJavadocMethod,-0.06,0.19,0.14798418612332112,5922.0,0.2167380051199104,0.17132842097783507,1990.0,0.31,0.75,0.13,-0.08,0.68,0.13,0.76,0.01333333333333342,0.19
SimplifyBooleanExpression,-0.01,0.19,0.14634665769563746,235.0,0.19979772948031704,0.1547440148081796,7677.0,0.83,0.03,0.13,-0.09,0.03,0.02,0.03,0.0,0.19
MissingJavadocType,-0.05,0.19,0.1502524511270285,3390.0,0.2066045258944003,0.15725467091707762,4522.0,0.54,0.43,0.13,-0.09,0.39,0.11,0.47,0.09302325581395343,0.19
NoWhitespaceAfter,-0.03,0.19,0.1471623473346094,1076.0,0.20120960054870826,0.1555671956137291,6836.0,0.75,0.14,0.13,-0.13,0.12,0.07,0.15,0.0714285714285714,0.19
InvalidJavadocPosition,-0.02,0.19,0.14702802715349825,573.0,0.200469007270415,0.15503867382900116,7339.0,0.8,0.07,0.13,-0.14,0.06,0.04,0.08,0.1428571428571428,0.19
SingleLineJavadoc,0.01,0.21,0.1311019865201803,223.0,0.19922057751527578,0.15512129114799045,7689.0,0.83,0.03,0.12,-0.2,0.02,0.02,0.01,-0.6666666666666666,0.21
FallThrough,0.01,0.21,0.134049077073738,159.0,0.1993918418064982,0.15489482741552527,7753.0,0.84,0.02,0.12,-0.18,0.02,0.01,0.01,-0.5,0.21
MethodTypeParameterName,0.0,0.21,0.1641833866061703,73.0,0.19947864313406416,0.15441642709155293,7839.0,0.85,0.01,0.12,-0.15,0.01,0.01,0.01,0.0,0.21
StringLiteralEquality,-0.0,0.19,0.12075749263913223,56.0,0.19958374596486939,0.15471870593603596,7856.0,0.85,0.01,0.12,-0.14,0.01,0.01,0.0,-1.0,0.19
MissingDeprecated,-0.02,0.19,0.1505247562242488,594.0,0.20025723072164298,0.15480545518400574,7318.0,0.8,0.08,0.12,-0.2,0.06,0.04,0.08,0.0,0.19
AbbreviationAsWordInName,-0.03,0.18,0.14458264885420943,689.0,0.2010483772682699,0.15533752574594487,7223.0,0.79,0.09,0.12,-0.19,0.07,0.05,0.12,0.33333333333333326,0.17
ModifierOrder,-0.04,0.18,0.14527821424774315,963.0,0.20174140483739,0.1556161126083665,6949.0,0.76,0.12,0.12,-0.21,0.1,0.06,0.14,0.16666666666666674,0.17
NeedBraces,-0.08,0.18,0.15443594194479698,2694.0,0.2082329596432177,0.1538269177312026,5218.0,0.59,0.34,0.12,-0.21,0.27,0.09,0.4,0.17647058823529416,0.17
CustomImportOrder,-0.02,0.18,0.16391716050602081,139.0,0.19989910287587553,0.15431295780326867,7773.0,0.84,0.02,0.12,-0.21,0.01,0.01,0.03,0.5,0.17
NoClone,-0.02,0.17,0.13316732855216182,112.0,0.19991318025769605,0.15475960173527217,7800.0,0.84,0.01,0.12,-0.14,0.01,0.01,0.02,1.0,0.16
InterfaceTypeParameterName,-0.01,0.17,0.1347972132615422,16.0,0.19959340041285809,0.1545393572000435,7896.0,0.85,0.0,0.12,-0.14,0.0,0.0,0.0,,0.16
SuperFinalize,-0.01,0.15,0.13636520133936084,8.0,0.1995829249329361,0.15451781079969712,7904.0,0.85,0.0,0.12,-0.14,0.0,0.0,0.0,,0.14
JavadocPackage,-0.03,0.19,0.15303272072126425,912.0,0.20124647275865695,0.1546185398632097,7000.0,0.76,0.12,0.11,-0.25,0.09,0.05,0.13,0.08333333333333348,0.19
