feature_name,Pearson,positive_corrective_rate_avg,positive_corrective_rate_std,positive_files_num,negative_corrective_rate_avg,negative_corrective_rate_std,negative_files_num,accuracy,hit_rate,precision,precision_lift,recall,Jaccard,prob_in_reduced_risk,lift_in_reduced_risk,CCP
JavaNCSS,0.05,0.18,0.14769773753249846,1193.0,0.15642269233280692,0.14704054051502555,14614.0,0.84,0.08,0.14,0.35,0.1,0.06,0.05,-0.375,0.17
ModifiedControlVariable,0.01,0.18,0.14796008583401576,97.0,0.15827735433682283,0.14724070241335788,15710.0,0.89,0.01,0.14,0.4,0.01,0.01,0.0,-1.0,0.17
ParameterAssignment,0.04,0.18,0.15451252166377283,1090.0,0.15694648566328517,0.14659776574768701,14717.0,0.85,0.07,0.14,0.32,0.09,0.06,0.06,-0.14285714285714302,0.17
EmptyBlock,0.01,0.18,0.14163670187505034,187.0,0.15819102543477384,0.14730695447297545,15620.0,0.89,0.01,0.14,0.35,0.02,0.01,0.01,0.0,0.17
JavadocMethod,0.05,0.17,0.16039489279859048,3777.0,0.1539527989745952,0.14259072603504142,12030.0,0.72,0.24,0.14,0.33,0.32,0.11,0.25,0.04166666666666674,0.16
RightCurly,0.02,0.17,0.1596977475799184,1858.0,0.1571699091132492,0.14547430486249943,13949.0,0.81,0.12,0.14,0.34,0.16,0.08,0.12,0.0,0.16
EmptyCatchBlock,0.02,0.19,0.1510902415583893,251.0,0.15796570802976392,0.147149567929976,15556.0,0.89,0.02,0.13,0.24,0.02,0.02,0.01,-0.5,0.19
ClassFanOutComplexity,0.1,0.19,0.14959299896078712,3214.0,0.15128075006591812,0.1457967207167521,12593.0,0.75,0.2,0.13,0.27,0.26,0.1,0.14,-0.29999999999999993,0.19
MethodParamPad,0.02,0.18,0.1543038061002277,236.0,0.15807416596533522,0.14712010491477262,15571.0,0.89,0.01,0.13,0.27,0.02,0.02,0.01,0.0,0.17
any-METRICS CHECKS,0.11,0.18,0.14895767112725372,5722.0,0.14592160713028712,0.1447996157080248,10085.0,0.63,0.36,0.13,0.24,0.45,0.11,0.27,-0.2499999999999999,0.17
NestedIfDepth,0.05,0.18,0.1505027967646197,2109.0,0.1554160115668304,0.14651971088754723,13698.0,0.8,0.13,0.13,0.27,0.17,0.08,0.11,-0.15384615384615385,0.17
ExecutableStatementCount,0.05,0.18,0.14977642530143181,2070.0,0.15558810636495476,0.14666440369553654,13737.0,0.8,0.13,0.13,0.29,0.17,0.08,0.11,-0.15384615384615385,0.17
AnonInnerLength,0.02,0.17,0.14619264096472845,724.0,0.15764334534878832,0.14726252866635375,15083.0,0.86,0.05,0.13,0.29,0.06,0.04,0.04,-0.20000000000000007,0.16
TrailingComment,0.04,0.17,0.1580540016947394,2534.0,0.15574273689871426,0.14495030920385107,13273.0,0.78,0.16,0.13,0.28,0.21,0.09,0.15,-0.0625,0.16
SimplifyBooleanReturn,0.0,0.16,0.21679779184872255,30.0,0.15841586808552663,0.14709860080846673,15777.0,0.9,0.0,0.13,0.29,0.0,0.0,0.0,,0.15
AtclauseOrder,-0.02,0.14,0.16873399088582783,524.0,0.1589468554958011,0.14643782904647856,15283.0,0.87,0.03,0.13,0.26,0.04,0.03,0.05,0.6666666666666667,0.12
NestedForDepth,0.02,0.18,0.14350979979044237,181.0,0.15817537040462465,0.1472811840393188,15626.0,0.89,0.01,0.12,0.13,0.01,0.01,0.01,0.0,0.17
AvoidStaticImport,0.07,0.18,0.15358578244437673,3484.0,0.15269958238208228,0.14490587650235712,12323.0,0.73,0.22,0.12,0.14,0.25,0.09,0.16,-0.2727272727272727,0.17
AvoidInlineConditionals,0.07,0.17,0.1484882307560232,4339.0,0.1524051711279273,0.14633809295233335,11468.0,0.69,0.27,0.12,0.16,0.32,0.1,0.23,-0.14814814814814814,0.16
BooleanExpressionComplexity,0.02,0.17,0.14207028751305129,320.0,0.15810401861826553,0.14734463097770503,15487.0,0.88,0.02,0.12,0.21,0.02,0.02,0.01,-0.5,0.16
MethodLength,0.01,0.17,0.13855659240294235,237.0,0.15818957684156873,0.14737236706932744,15570.0,0.89,0.01,0.12,0.15,0.02,0.02,0.01,0.0,0.16
CatchParameterName,0.01,0.17,0.1504784575827995,288.0,0.15817613552380988,0.1471851615714203,15519.0,0.88,0.02,0.12,0.21,0.02,0.02,0.02,0.0,0.16
ExplicitInitialization,0.03,0.17,0.15201128821294735,1559.0,0.1570871775610114,0.14666582293317942,14248.0,0.82,0.1,0.12,0.13,0.11,0.06,0.09,-0.10000000000000009,0.16
FinalClass,0.02,0.17,0.15209935058816892,738.0,0.15786235513429933,0.1469929268680246,15069.0,0.86,0.05,0.12,0.21,0.06,0.04,0.05,0.0,0.16
VisibilityModifier,0.04,0.17,0.16000531344429653,3023.0,0.155809079583713,0.1439541114262661,12784.0,0.75,0.19,0.12,0.18,0.23,0.09,0.19,0.0,0.16
ClassMemberImpliedModifier,0.02,0.17,0.14573971093084684,836.0,0.15784946240565606,0.14731982946226038,14971.0,0.86,0.05,0.12,0.13,0.06,0.04,0.04,-0.20000000000000007,0.16
HiddenField,0.07,0.17,0.15304611336697366,7596.0,0.14899702949602933,0.1410366059242991,8211.0,0.53,0.48,0.12,0.17,0.56,0.11,0.46,-0.04166666666666663,0.16
NoWhitespaceAfter,0.01,0.17,0.15613428942379887,607.0,0.158084977961807,0.14688157704635751,15200.0,0.87,0.04,0.12,0.14,0.04,0.03,0.04,0.0,0.16
MultipleStringLiterals,0.04,0.17,0.14752729206393225,5777.0,0.15355108888013366,0.14687982551798184,10030.0,0.62,0.37,0.12,0.12,0.41,0.1,0.34,-0.08108108108108103,0.16
RedundantModifier,0.01,0.17,0.150077775473447,960.0,0.15791314401272316,0.1470581445536144,14847.0,0.85,0.06,0.12,0.17,0.07,0.05,0.06,0.0,0.16
InnerAssignment,-0.0,0.16,0.14780882438839646,255.0,0.15842418067427502,0.14724776834254089,15552.0,0.88,0.02,0.12,0.14,0.02,0.02,0.02,0.0,0.15
MethodName,-0.01,0.15,0.15057607044206972,189.0,0.15856695796682838,0.14721052769051968,15618.0,0.89,0.01,0.12,0.18,0.01,0.01,0.02,1.0,0.14
ParameterNumber,0.03,0.18,0.1463576503644569,937.0,0.15719699484600713,0.1472270788383361,14870.0,0.85,0.06,0.11,0.09,0.06,0.04,0.04,-0.33333333333333326,0.17
InnerTypeLast,0.03,0.17,0.14370878224187006,1103.0,0.1572215983702887,0.1474491228592822,14704.0,0.84,0.07,0.11,0.1,0.08,0.05,0.05,-0.2857142857142857,0.16
TodoComment,0.02,0.17,0.14546450916811207,896.0,0.1575969532844671,0.1473228093559107,14911.0,0.85,0.06,0.11,0.12,0.06,0.04,0.04,-0.33333333333333326,0.16
UnusedImports,0.02,0.17,0.14921840890562582,858.0,0.15774178896506788,0.14711446325587663,14949.0,0.85,0.05,0.11,0.09,0.06,0.04,0.05,0.0,0.16
IllegalCatch,0.03,0.17,0.1481779121748464,2679.0,0.15632597660676562,0.1469799065754527,13128.0,0.77,0.17,0.11,0.1,0.19,0.08,0.15,-0.11764705882352955,0.16
MagicNumber,0.04,0.17,0.15060706511920186,4486.0,0.15460910406458023,0.14573235817048355,11321.0,0.68,0.28,0.11,0.11,0.32,0.09,0.26,-0.07142857142857151,0.16
any-ILLEGAL CHECKS,0.03,0.17,0.1477013428887311,3062.0,0.15616500788420362,0.14706033373712488,12745.0,0.75,0.19,0.11,0.09,0.21,0.08,0.18,-0.052631578947368474,0.16
SeparatorWrap,0.04,0.17,0.1464276871107737,5759.0,0.15390415739132154,0.14754001114315962,10048.0,0.61,0.36,0.11,0.02,0.37,0.09,0.33,-0.08333333333333326,0.16
any-NAMING CONVENTIONS CHECKS,0.03,0.17,0.14958716422178037,4781.0,0.1553454567040343,0.14612777057821727,11026.0,0.66,0.3,0.11,0.07,0.32,0.09,0.3,0.0,0.16
FinalLocalVariable,0.07,0.16,0.14900136810946032,12079.0,0.14107582904876015,0.14005615960033105,3728.0,0.3,0.76,0.11,0.04,0.8,0.1,0.72,-0.052631578947368474,0.15
JavadocVariable,0.05,0.16,0.14688369189251868,13365.0,0.14142317720193445,0.14813324140288983,2442.0,0.23,0.85,0.11,0.02,0.86,0.1,0.81,-0.04705882352941171,0.15
AnnotationOnSameLine,0.04,0.16,0.14875011783582404,12752.0,0.1459137361187126,0.14016047833484566,3055.0,0.26,0.81,0.11,0.04,0.84,0.11,0.78,-0.03703703703703709,0.15
any-ANNOTATION CHECKS,0.04,0.16,0.14860896382235428,12813.0,0.1459003498792926,0.14063612346791335,2994.0,0.26,0.81,0.11,0.04,0.84,0.11,0.79,-0.024691358024691357,0.15
DeclarationOrder,0.01,0.16,0.15020876853016515,3571.0,0.15765510380973222,0.14637531746266028,12236.0,0.72,0.23,0.11,0.1,0.25,0.08,0.22,-0.0434782608695653,0.15
any-CODING CHECKS,0.06,0.16,0.14798725414953393,15061.0,0.1218255207186204,0.12616412759771084,746.0,0.14,0.95,0.11,0.02,0.97,0.1,0.94,-0.010526315789473717,0.15
any-WHITESPACE CHECKS,0.03,0.16,0.1485871533716633,14473.0,0.14365995991332897,0.13104729792511158,1334.0,0.18,0.92,0.11,0.03,0.94,0.11,0.91,-0.010869565217391353,0.15
ImportOrder,0.02,0.16,0.1479585124634301,13193.0,0.15225729358480916,0.1435031307898632,2614.0,0.24,0.83,0.11,0.02,0.86,0.1,0.84,0.012048192771084265,0.15
Indentation,0.0,0.16,0.15319606000298575,7551.0,0.15791160870906262,0.14160490434294687,8256.0,0.52,0.48,0.11,0.06,0.51,0.1,0.52,0.08333333333333348,0.15
MissingOverride,-0.0,0.16,0.13698944989856524,9.0,0.15842505036686982,0.1472618026067665,15798.0,0.9,0.0,0.11,0.08,0.0,0.0,0.0,,0.15
JavadocParagraph,-0.01,0.15,0.15736151932701067,2708.0,0.15931433923267738,0.1450647286765879,13099.0,0.76,0.17,0.11,0.07,0.18,0.07,0.21,0.23529411764705865,0.14
WhitespaceAround,0.03,0.17,0.14817537994571908,3521.0,0.15615097796782987,0.1469136667946062,12286.0,0.72,0.22,0.1,0.01,0.22,0.08,0.2,-0.09090909090909083,0.16
EqualsAvoidNull,0.01,0.16,0.1423262507874421,385.0,0.15825995643586113,0.14737375541606512,15422.0,0.88,0.02,0.1,-0.07,0.02,0.02,0.02,0.0,0.15
IllegalType,0.01,0.16,0.14249341339568572,461.0,0.15829493014092752,0.14739530100001424,15346.0,0.87,0.03,0.1,-0.03,0.03,0.02,0.03,0.0,0.15
NeedBraces,0.01,0.16,0.1507069601044302,2584.0,0.15759390966622233,0.14655895286765053,13223.0,0.77,0.16,0.1,-0.03,0.16,0.06,0.16,0.0,0.15
any-CLASS DESIGN CHECKS,0.04,0.16,0.14679055032301017,12894.0,0.14753156825171115,0.14881566060181536,2913.0,0.25,0.82,0.1,0.0,0.82,0.1,0.79,-0.03658536585365846,0.15
VariableDeclarationUsageDistance,0.0,0.16,0.14342807639436456,1008.0,0.15826555238273363,0.14751241136050647,14799.0,0.85,0.06,0.1,-0.07,0.06,0.04,0.06,0.0,0.15
DesignForExtension,0.02,0.16,0.14553655845985405,10800.0,0.15385303419641205,0.15079961451674115,5007.0,0.35,0.68,0.1,-0.03,0.66,0.1,0.64,-0.05882352941176472,0.15
MutableException,0.0,0.16,0.13584301631154302,10.0,0.1584220420160068,0.14726304421107664,15797.0,0.9,0.0,0.1,-0.03,0.0,0.0,0.0,,0.15
FinalParameters,0.03,0.16,0.14740094420612687,13670.0,0.14639749263858354,0.14575823047906195,2137.0,0.21,0.86,0.1,0.0,0.87,0.1,0.84,-0.023255813953488413,0.15
EmptyLineSeparator,0.02,0.16,0.14682130246855157,10854.0,0.15456476666507846,0.1481336021812478,4953.0,0.35,0.69,0.1,0.01,0.69,0.1,0.68,-0.014492753623188248,0.15
WriteTag,0.01,0.16,0.14311555613153476,8292.0,0.1573078007760495,0.15168732254888345,7515.0,0.48,0.52,0.1,-0.02,0.52,0.09,0.5,-0.03846153846153855,0.15
LineLength,0.04,0.16,0.14781695253971078,15509.0,0.11929130007652516,0.10718254359968173,298.0,0.12,0.98,0.1,0.01,0.99,0.1,0.98,0.0,0.15
any-SIZE VIOLATION CHECKS,0.03,0.16,0.14780077149610224,15540.0,0.12128774762048578,0.10440515678975423,267.0,0.12,0.98,0.1,0.01,0.99,0.1,0.98,0.0,0.15
any-MISC CHECKS,0.0,0.16,0.14717905664607167,14778.0,0.15581367652187536,0.148345278596873,1029.0,0.15,0.93,0.1,-0.0,0.93,0.1,0.94,0.010752688172043001,0.15
ImportControl,0.0,0.16,0.14725090348436717,15800.0,0.1269635126777984,0.1584413049867697,7.0,0.1,1.0,0.1,0.0,1.0,0.1,1.0,0.0,0.15
avg_coupling_java_size,,0.16,0.14725214371987114,15807.0,,,,0.1,1.0,0.1,0.0,1.0,0.1,1.0,0.0,0.15
avg_coupling_size_capped,,0.16,0.14725214371987114,15807.0,,,,0.1,1.0,0.1,0.0,1.0,0.1,1.0,0.0,0.15
avg_coupling_java_size_capped,,0.16,0.14725214371987114,15807.0,,,,0.1,1.0,0.1,0.0,1.0,0.1,1.0,0.0,0.15
any-IMPORT CHECKS,-0.01,0.16,0.14725230929498284,15806.0,0.30303030303030304,,1.0,0.1,1.0,0.1,0.0,1.0,0.1,1.0,0.0,0.15
any-JAVADOC COMMENTS CHECKS,-0.01,0.16,0.14702352844964964,15647.0,0.1766284892399501,0.16763878533510618,160.0,0.11,0.99,0.1,-0.01,0.98,0.1,0.99,0.0,0.15
any-MODIFIER CHECKS,-0.01,0.16,0.14505421456955328,2795.0,0.1588844600638135,0.14772143468714777,13012.0,0.76,0.18,0.1,-0.0,0.18,0.07,0.17,-0.05555555555555547,0.15
any-BLOCK CHECKS,-0.01,0.16,0.14963101429675202,5477.0,0.1595642796480291,0.14596956378757614,10330.0,0.62,0.35,0.1,0.01,0.35,0.09,0.36,0.028571428571428692,0.15
GenericWhitespace,-0.0,0.15,0.13707151494933212,99.0,0.1584494813816716,0.14731776941497612,15708.0,0.89,0.01,0.1,-0.02,0.01,0.01,0.01,0.0,0.14
JavadocType,-0.01,0.15,0.14821684349173156,397.0,0.15860059968861379,0.14722779756429955,15410.0,0.88,0.03,0.1,-0.07,0.02,0.02,0.03,0.0,0.14
ArrayTypeStyle,-0.01,0.15,0.1509381367849003,162.0,0.15851561179077045,0.14721561451210766,15645.0,0.89,0.01,0.1,0.02,0.01,0.01,0.01,0.0,0.14
FileTabCharacter,-0.06,0.14,0.15931277336987495,3775.0,0.16354421923494683,0.14288231572674995,12032.0,0.71,0.24,0.1,-0.01,0.24,0.08,0.34,0.41666666666666674,0.12
EqualsHashCode,0.01,0.17,0.1409287569202943,44.0,0.15837753452609354,0.14727113591710642,15763.0,0.89,0.0,0.09,-0.12,0.0,0.0,0.0,,0.16
AnnotationLocation,0.0,0.16,0.16368746361555758,234.0,0.15833606247783652,0.14699525948908265,15573.0,0.88,0.01,0.09,-0.13,0.01,0.01,0.01,0.0,0.15
DefaultComesLast,0.0,0.16,0.12016139353409427,11.0,0.1584209758535301,0.14727235048530873,15796.0,0.9,0.0,0.09,-0.12,0.0,0.0,0.0,,0.15
MissingJavadocType,-0.01,0.16,0.14056624509287144,7285.0,0.15993933260999033,0.1527276007819265,8522.0,0.52,0.46,0.09,-0.08,0.42,0.08,0.44,-0.0434782608695653,0.15
AnnotationUseStyle,-0.0,0.16,0.1450221032020969,419.0,0.15848352099075708,0.1473165724719401,15388.0,0.88,0.03,0.09,-0.12,0.02,0.02,0.02,-0.33333333333333326,0.15
MissingJavadocMethod,-0.03,0.16,0.14014847176957845,11052.0,0.16569161741185837,0.16235153569816102,4755.0,0.33,0.7,0.09,-0.1,0.63,0.09,0.67,-0.042857142857142705,0.15
JavadocStyle,-0.02,0.15,0.14780664421647877,4133.0,0.16036440561605592,0.1470126704971607,11674.0,0.68,0.26,0.09,-0.11,0.23,0.07,0.29,0.1153846153846152,0.14
SummaryJavadoc,-0.03,0.15,0.14691743471733865,5663.0,0.16157442609232178,0.14735187756448712,10144.0,0.61,0.36,0.09,-0.08,0.33,0.08,0.38,0.05555555555555558,0.14
JavadocPackage,-0.02,0.15,0.13876341812296797,2607.0,0.15958176632772245,0.14884912932895045,13200.0,0.76,0.16,0.09,-0.17,0.14,0.06,0.16,0.0,0.14
AbstractClassName,-0.01,0.15,0.14349889118410064,905.0,0.158837882230942,0.14747152520294365,14902.0,0.85,0.06,0.09,-0.16,0.05,0.03,0.06,0.0,0.14
NonEmptyAtclauseDescription,-0.02,0.15,0.14956349994680512,1097.0,0.1590800889876498,0.14706234537934182,14710.0,0.84,0.07,0.09,-0.12,0.06,0.04,0.08,0.1428571428571428,0.14
ParenPad,-0.02,0.15,0.14637519443526423,1146.0,0.15913226764384275,0.14730190562624848,14661.0,0.84,0.07,0.09,-0.14,0.06,0.04,0.07,0.0,0.14
MissingCtor,-0.05,0.15,0.1411643723536126,5879.0,0.1638942947124326,0.15048105974277143,9928.0,0.59,0.37,0.09,-0.16,0.31,0.07,0.38,0.027027027027026973,0.14
HideUtilityClassConstructor,-0.02,0.15,0.1439398289300185,905.0,0.15899135781075588,0.14743652021373155,14902.0,0.85,0.06,0.09,-0.15,0.05,0.03,0.07,0.16666666666666674,0.14
InterfaceMemberImpliedModifier,-0.03,0.14,0.13914912091966128,1044.0,0.15945444336369105,0.14775835880199026,14763.0,0.84,0.07,0.09,-0.16,0.06,0.03,0.07,0.0,0.12
ThrowsCount,-0.01,0.14,0.12378716796726888,56.0,0.15848873805487584,0.14732810999415938,15751.0,0.89,0.0,0.09,-0.13,0.0,0.0,0.0,,0.12
LocalFinalVariableName,-0.03,0.12,0.14080827132146168,154.0,0.15879538358887807,0.14727020919940167,15653.0,0.89,0.01,0.09,-0.12,0.01,0.01,0.02,1.0,0.1
PackageDeclaration,0.02,0.22,0.09821362196991308,65.0,0.15818768703136168,0.14737709736097163,15742.0,0.89,0.0,0.08,-0.25,0.0,0.0,0.0,,0.22
TypecastParenPad,0.0,0.18,0.1255934322512284,13.0,0.15840562990997506,0.14727075815430088,15794.0,0.9,0.0,0.08,-0.25,0.0,0.0,0.0,,0.17
AvoidStarImport,0.02,0.17,0.12920651212558554,2436.0,0.15696743380412054,0.15026528033750217,13371.0,0.77,0.15,0.08,-0.18,0.13,0.05,0.1,-0.33333333333333326,0.16
EmptyStatement,-0.0,0.16,0.12127873803378776,74.0,0.15842405786114214,0.1473666719161117,15733.0,0.89,0.0,0.08,-0.21,0.0,0.0,0.0,,0.15
StaticVariableName,-0.0,0.16,0.14743871018382296,327.0,0.1584562937991824,0.1472527900950927,15480.0,0.88,0.02,0.08,-0.23,0.02,0.01,0.02,0.0,0.15
SingleSpaceSeparator,-0.01,0.16,0.13991351059315385,1399.0,0.15871064971444274,0.14794681604765544,14408.0,0.82,0.09,0.08,-0.2,0.07,0.04,0.09,0.0,0.15
AbbreviationAsWordInName,-0.01,0.15,0.13493177578973634,478.0,0.1585555345145069,0.14762188460186595,15329.0,0.87,0.03,0.08,-0.21,0.02,0.02,0.03,0.0,0.14
OverloadMethodsDeclarationOrder,-0.01,0.15,0.13824293467455306,920.0,0.15870470446518875,0.14779066240903455,14887.0,0.85,0.06,0.08,-0.21,0.05,0.03,0.06,0.0,0.14
ModifierOrder,-0.01,0.15,0.14520579804873626,698.0,0.15888805245751042,0.14733413702369277,15109.0,0.86,0.04,0.08,-0.19,0.04,0.03,0.04,0.0,0.14
WhitespaceAfter,-0.03,0.15,0.14406555800174095,2101.0,0.1601085932528665,0.1476673631853688,13706.0,0.79,0.13,0.08,-0.2,0.11,0.05,0.15,0.15384615384615374,0.14
CommentsIndentation,-0.02,0.14,0.1313836214161524,893.0,0.15925776570408512,0.1481107355510512,14914.0,0.85,0.06,0.08,-0.24,0.04,0.03,0.06,0.0,0.12
TypeName,-0.01,0.14,0.1408139651257986,142.0,0.15855504908435394,0.14730696164503343,15665.0,0.89,0.01,0.08,-0.25,0.01,0.01,0.01,0.0,0.12
InvalidJavadocPosition,-0.01,0.14,0.13364861693348387,245.0,0.15866148547765363,0.14744777201059048,15562.0,0.88,0.02,0.08,-0.21,0.01,0.01,0.01,-0.5,0.12
MultipleVariableDeclarations,-0.02,0.14,0.13788517398658084,335.0,0.15876024422380344,0.14743439129814365,15472.0,0.88,0.02,0.08,-0.22,0.02,0.01,0.03,0.5,0.12
MissingDeprecated,-0.02,0.14,0.1421550166963909,278.0,0.1587432956318984,0.1473264512917386,15529.0,0.88,0.02,0.08,-0.23,0.01,0.01,0.02,0.0,0.12
MemberName,-0.02,0.14,0.1339929557635993,547.0,0.15910058663773916,0.1476644633997923,15260.0,0.87,0.03,0.08,-0.22,0.03,0.02,0.05,0.6666666666666667,0.12
ArrayTrailingComma,-0.01,0.14,0.13591604780902214,160.0,0.15864599055295653,0.14735095035224535,15647.0,0.89,0.01,0.08,-0.21,0.01,0.01,0.01,0.0,0.12
SingleLineJavadoc,-0.01,0.15,0.13230631783031693,151.0,0.1585254855812021,0.1473890106598539,15656.0,0.89,0.01,0.07,-0.29,0.01,0.01,0.01,0.0,0.14
NoWhitespaceBefore,-0.01,0.15,0.14028724536863205,304.0,0.15865066965076152,0.1473806266023752,15503.0,0.88,0.02,0.07,-0.3,0.01,0.01,0.02,0.0,0.14
LeftCurly,-0.08,0.13,0.12744561352878545,2340.0,0.16307459502664148,0.14994566160919376,13467.0,0.77,0.15,0.07,-0.35,0.1,0.04,0.17,0.13333333333333353,0.11
ParameterName,-0.02,0.13,0.12643006188485667,220.0,0.15885878221549607,0.14748230979881044,15587.0,0.89,0.01,0.07,-0.29,0.01,0.01,0.02,1.0,0.11
IllegalToken,-0.01,0.13,0.13171091554003025,30.0,0.1584846305058646,0.14727714507812395,15777.0,0.9,0.0,0.07,-0.35,0.0,0.0,0.0,,0.11
UpperEll,-0.01,0.11,0.11804014017010069,28.0,0.15850583740134366,0.14728878460950928,15779.0,0.9,0.0,0.07,-0.31,0.0,0.0,0.0,,0.09
MethodTypeParameterName,0.01,0.2,0.11765027409298577,47.0,0.15831314842537075,0.14732065802172534,15760.0,0.89,0.0,0.06,-0.38,0.0,0.0,0.0,,0.2
LocalVariableName,-0.03,0.13,0.1350112704912035,357.0,0.1591089821859246,0.14745643136024494,15450.0,0.88,0.02,0.06,-0.37,0.01,0.01,0.03,0.5,0.11
NewlineAtEndOfFile,-0.02,0.14,0.1164528282068647,929.0,0.15926706971145246,0.14892672258602568,14878.0,0.84,0.06,0.05,-0.5,0.03,0.02,0.04,-0.33333333333333326,0.12
UncommentedMain,-0.04,0.12,0.12251210555689693,327.0,0.15930452320803487,0.1476062853616071,15480.0,0.88,0.02,0.05,-0.55,0.01,0.01,0.03,0.5,0.1
UnnecessarySemicolonInEnumeration,-0.02,0.11,0.12830267252156766,82.0,0.158653060385711,0.14731359985092116,15725.0,0.89,0.01,0.05,-0.53,0.0,0.0,0.01,0.0,0.09
RedundantImport,-0.02,0.11,0.11520201933893777,43.0,0.15855688149202263,0.14731064002325012,15764.0,0.89,0.0,0.05,-0.55,0.0,0.0,0.0,,0.09
SimplifyBooleanExpression,-0.03,0.11,0.12077004133715202,122.0,0.15882855053339823,0.1473704784960061,15685.0,0.89,0.01,0.05,-0.52,0.0,0.0,0.01,0.0,0.09
